"Rank","Team","Record","Points","PV.Rank","Voter","Week"
7,"Oklahoma","9-2",1169,"8","garland-gillen","Week 13"
8,"USC","8-3",811,"15","garland-gillen","Week 13"
9,"Washington","10-1",1220,"7","garland-gillen","Week 13"
10,"Colorado","9-2",997,"12","garland-gillen","Week 13"
11,"Western Michigan","11-0",701,"14","garland-gillen","Week 13"
12,"Oklahoma State","9-2",868,"13","garland-gillen","Week 13"
13,"Auburn","8-3",613,"18","garland-gillen","Week 13"
14,"Florida","8-2",703,"21","garland-gillen","Week 13"
15,"Louisville","9-2",830,"3","garland-gillen","Week 13"
16,"Florida State","8-3",661,"17","garland-gillen","Week 13"
17,"Texas A&M","8-3",253,"23","garland-gillen","Week 13"
18,"Nebraska","9-2",593,"19","garland-gillen","Week 13"
19,"Tennessee","8-3",133,"-","garland-gillen","Week 13"
20,"West Virginia","8-2",448,"10","garland-gillen","Week 13"
21,"Houston","9-2",490,"-","garland-gillen","Week 13"
22,"Boise State","10-1",389,"22","garland-gillen","Week 13"
23,"Stanford","8-3",81,"-","garland-gillen","Week 13"
24,"LSU","6-4",84,"16","garland-gillen","Week 13"
25,"Arkansas","7-4",10,"-","garland-gillen","Week 13"
1,"Alabama","11-0",1525,"1","garry-smits","Week 13"
2,"Ohio State","10-1",1455,"2","garry-smits","Week 13"
3,"Michigan","10-1",1370,"4","garry-smits","Week 13"
4,"Clemson","10-1",1347,"5","garry-smits","Week 13"
5,"Oklahoma","9-2",1169,"8","garry-smits","Week 13"
6,"Wisconsin","9-2",1255,"6","garry-smits","Week 13"
7,"Penn State","9-2",1091,"9","garry-smits","Week 13"
8,"Washington","10-1",1220,"7","garry-smits","Week 13"
9,"Auburn","8-3",613,"18","garry-smits","Week 13"
10,"Western Michigan","11-0",701,"14","garry-smits","Week 13"
11,"Boise State","10-1",389,"22","garry-smits","Week 13"
12,"Houston","9-2",490,"-","garry-smits","Week 13"
13,"Colorado","9-2",997,"12","garry-smits","Week 13"
14,"Louisville","9-2",830,"3","garry-smits","Week 13"
15,"Florida State","8-3",661,"17","garry-smits","Week 13"
16,"Florida","8-2",703,"21","garry-smits","Week 13"
17,"Oklahoma State","9-2",868,"13","garry-smits","Week 13"
18,"West Virginia","8-2",448,"10","garry-smits","Week 13"
19,"Nebraska","9-2",593,"19","garry-smits","Week 13"
20,"USC","8-3",811,"15","garry-smits","Week 13"
21,"South Florida","9-2",24,"-","garry-smits","Week 13"
22,"Navy","8-2",62,"-","garry-smits","Week 13"
23,"Virginia Tech","8-3",77,"-","garry-smits","Week 13"
24,"Texas A&M","8-3",253,"23","garry-smits","Week 13"
25,"Utah","8-3",280,"11","garry-smits","Week 13"
1,"Alabama","11-0",1525,"1","gary-horowitz","Week 13"
2,"Ohio State","10-1",1455,"2","gary-horowitz","Week 13"
3,"Michigan","10-1",1370,"4","gary-horowitz","Week 13"
4,"Wisconsin","9-2",1255,"6","gary-horowitz","Week 13"
5,"Clemson","10-1",1347,"5","gary-horowitz","Week 13"
6,"Washington","10-1",1220,"7","gary-horowitz","Week 13"
7,"Oklahoma","9-2",1169,"8","gary-horowitz","Week 13"
8,"Penn State","9-2",1091,"9","gary-horowitz","Week 13"
9,"Colorado","9-2",997,"12","gary-horowitz","Week 13"
10,"USC","8-3",811,"15","gary-horowitz","Week 13"
11,"Western Michigan","11-0",701,"14","gary-horowitz","Week 13"
12,"Florida State","8-3",661,"17","gary-horowitz","Week 13"
13,"Auburn","8-3",613,"18","gary-horowitz","Week 13"
14,"Florida","8-2",703,"21","gary-horowitz","Week 13"
15,"Oklahoma State","9-2",868,"13","gary-horowitz","Week 13"
16,"Houston","9-2",490,"-","gary-horowitz","Week 13"
17,"Louisville","9-2",830,"3","gary-horowitz","Week 13"
18,"Boise State","10-1",389,"22","gary-horowitz","Week 13"
19,"West Virginia","8-2",448,"10","gary-horowitz","Week 13"
20,"Nebraska","9-2",593,"19","gary-horowitz","Week 13"
21,"Virginia Tech","8-3",77,"-","gary-horowitz","Week 13"
22,"Utah","8-3",280,"11","gary-horowitz","Week 13"
23,"North Carolina","8-3",55,"-","gary-horowitz","Week 13"
24,"Stanford","8-3",81,"-","gary-horowitz","Week 13"
25,"Tennessee","8-3",133,"-","gary-horowitz","Week 13"
1,"Alabama","11-0",1525,"1","graham-watson","Week 13"
2,"Ohio State","10-1",1455,"2","graham-watson","Week 13"
3,"Clemson","10-1",1347,"5","graham-watson","Week 13"
4,"Michigan","10-1",1370,"4","graham-watson","Week 13"
5,"Wisconsin","9-2",1255,"6","graham-watson","Week 13"
6,"Penn State","9-2",1091,"9","graham-watson","Week 13"
7,"Oklahoma","9-2",1169,"8","graham-watson","Week 13"
8,"Washington","10-1",1220,"7","graham-watson","Week 13"
9,"Colorado","9-2",997,"12","graham-watson","Week 13"
10,"USC","8-3",811,"15","graham-watson","Week 13"
11,"Oklahoma State","9-2",868,"13","graham-watson","Week 13"
12,"Louisville","9-2",830,"3","graham-watson","Week 13"
13,"Western Michigan","11-0",701,"14","graham-watson","Week 13"
14,"Florida State","8-3",661,"17","graham-watson","Week 13"
15,"Nebraska","9-2",593,"19","graham-watson","Week 13"
16,"Florida","8-2",703,"21","graham-watson","Week 13"
17,"Utah","8-3",280,"11","graham-watson","Week 13"
18,"Auburn","8-3",613,"18","graham-watson","Week 13"
19,"West Virginia","8-2",448,"10","graham-watson","Week 13"
20,"Boise State","10-1",389,"22","graham-watson","Week 13"
21,"Texas A&M","8-3",253,"23","graham-watson","Week 13"
22,"Houston","9-2",490,"-","graham-watson","Week 13"
23,"Washington State","8-3",186,"20","graham-watson","Week 13"
24,"Virginia Tech","8-3",77,"-","graham-watson","Week 13"
25,"North Carolina","8-3",55,"-","graham-watson","Week 13"
1,"Alabama","11-0",1525,"1","jason-galloway","Week 13"
2,"Ohio State","10-1",1455,"2","jason-galloway","Week 13"
3,"Michigan","10-1",1370,"4","jason-galloway","Week 13"
4,"Clemson","10-1",1347,"5","jason-galloway","Week 13"
5,"Wisconsin","9-2",1255,"6","jason-galloway","Week 13"
6,"Washington","10-1",1220,"7","jason-galloway","Week 13"
7,"Penn State","9-2",1091,"9","jason-galloway","Week 13"
8,"Colorado","9-2",997,"12","jason-galloway","Week 13"
9,"Oklahoma","9-2",1169,"8","jason-galloway","Week 13"
10,"Louisville","9-2",830,"3","jason-galloway","Week 13"
11,"Western Michigan","11-0",701,"14","jason-galloway","Week 13"
12,"Oklahoma State","9-2",868,"13","jason-galloway","Week 13"
13,"USC","8-3",811,"15","jason-galloway","Week 13"
14,"Florida","8-2",703,"21","jason-galloway","Week 13"
15,"Auburn","8-3",613,"18","jason-galloway","Week 13"
16,"Nebraska","9-2",593,"19","jason-galloway","Week 13"
17,"Florida State","8-3",661,"17","jason-galloway","Week 13"
18,"LSU","6-4",84,"16","jason-galloway","Week 13"
19,"West Virginia","8-2",448,"10","jason-galloway","Week 13"
20,"Tennessee","8-3",133,"-","jason-galloway","Week 13"
21,"Washington State","8-3",186,"20","jason-galloway","Week 13"
22,"Houston","9-2",490,"-","jason-galloway","Week 13"
23,"Boise State","10-1",389,"22","jason-galloway","Week 13"
24,"Texas A&M","8-3",253,"23","jason-galloway","Week 13"
25,"Stanford","8-3",81,"-","jason-galloway","Week 13"
1,"Alabama","11-0",1525,"1","jeff-miller","Week 13"
2,"Ohio State","10-1",1455,"2","jeff-miller","Week 13"
3,"Michigan","10-1",1370,"4","jeff-miller","Week 13"
4,"Clemson","10-1",1347,"5","jeff-miller","Week 13"
5,"Wisconsin","9-2",1255,"6","jeff-miller","Week 13"
6,"Oklahoma","9-2",1169,"8","jeff-miller","Week 13"
7,"USC","8-3",811,"15","jeff-miller","Week 13"
8,"Washington","10-1",1220,"7","jeff-miller","Week 13"
9,"Colorado","9-2",997,"12","jeff-miller","Week 13"
10,"Penn State","9-2",1091,"9","jeff-miller","Week 13"
11,"Louisville","9-2",830,"3","jeff-miller","Week 13"
12,"Florida State","8-3",661,"17","jeff-miller","Week 13"
13,"Western Michigan","11-0",701,"14","jeff-miller","Week 13"
14,"Auburn","8-3",613,"18","jeff-miller","Week 13"
15,"Florida","8-2",703,"21","jeff-miller","Week 13"
16,"Boise State","10-1",389,"22","jeff-miller","Week 13"
17,"West Virginia","8-2",448,"10","jeff-miller","Week 13"
18,"Oklahoma State","9-2",868,"13","jeff-miller","Week 13"
19,"Utah","8-3",280,"11","jeff-miller","Week 13"
20,"Nebraska","9-2",593,"19","jeff-miller","Week 13"
21,"North Carolina","8-3",55,"-","jeff-miller","Week 13"
22,"Washington State","8-3",186,"20","jeff-miller","Week 13"
23,"Texas A&M","8-3",253,"23","jeff-miller","Week 13"
24,"LSU","6-4",84,"16","jeff-miller","Week 13"
25,"Houston","9-2",490,"-","jeff-miller","Week 13"
1,"Alabama","11-0",1525,"1","jerry-dipaola","Week 13"
2,"Ohio State","10-1",1455,"2","jerry-dipaola","Week 13"
3,"Michigan","10-1",1370,"4","jerry-dipaola","Week 13"
4,"Clemson","10-1",1347,"5","jerry-dipaola","Week 13"
5,"Wisconsin","9-2",1255,"6","jerry-dipaola","Week 13"
6,"Washington","10-1",1220,"7","jerry-dipaola","Week 13"
7,"Oklahoma","9-2",1169,"8","jerry-dipaola","Week 13"
8,"Penn State","9-2",1091,"9","jerry-dipaola","Week 13"
9,"Oklahoma State","9-2",868,"13","jerry-dipaola","Week 13"
10,"Colorado","9-2",997,"12","jerry-dipaola","Week 13"
11,"USC","8-3",811,"15","jerry-dipaola","Week 13"
12,"Houston","9-2",490,"-","jerry-dipaola","Week 13"
13,"Louisville","9-2",830,"3","jerry-dipaola","Week 13"
14,"Florida State","8-3",661,"17","jerry-dipaola","Week 13"
15,"Tennessee","8-3",133,"-","jerry-dipaola","Week 13"
16,"Florida","8-2",703,"21","jerry-dipaola","Week 13"
17,"Auburn","8-3",613,"18","jerry-dipaola","Week 13"
18,"Utah","8-3",280,"11","jerry-dipaola","Week 13"
19,"Nebraska","9-2",593,"19","jerry-dipaola","Week 13"
20,"Boise State","10-1",389,"22","jerry-dipaola","Week 13"
21,"Western Michigan","11-0",701,"14","jerry-dipaola","Week 13"
22,"West Virginia","8-2",448,"10","jerry-dipaola","Week 13"
23,"Texas A&M","8-3",253,"23","jerry-dipaola","Week 13"
24,"Stanford","8-3",81,"-","jerry-dipaola","Week 13"
25,"LSU","6-4",84,"16","jerry-dipaola","Week 13"
1,"Alabama","11-0",1525,"1","jimmy-burch","Week 13"
2,"Ohio State","10-1",1455,"2","jimmy-burch","Week 13"
3,"Michigan","10-1",1370,"4","jimmy-burch","Week 13"
4,"Clemson","10-1",1347,"5","jimmy-burch","Week 13"
5,"Washington","10-1",1220,"7","jimmy-burch","Week 13"
6,"Wisconsin","9-2",1255,"6","jimmy-burch","Week 13"
7,"Oklahoma","9-2",1169,"8","jimmy-burch","Week 13"
8,"Penn State","9-2",1091,"9","jimmy-burch","Week 13"
9,"Colorado","9-2",997,"12","jimmy-burch","Week 13"
10,"Oklahoma State","9-2",868,"13","jimmy-burch","Week 13"
11,"Western Michigan","11-0",701,"14","jimmy-burch","Week 13"
12,"Florida","8-2",703,"21","jimmy-burch","Week 13"
13,"Louisville","9-2",830,"3","jimmy-burch","Week 13"
14,"Nebraska","9-2",593,"19","jimmy-burch","Week 13"
15,"USC","8-3",811,"15","jimmy-burch","Week 13"
16,"Houston","9-2",490,"-","jimmy-burch","Week 13"
17,"West Virginia","8-2",448,"10","jimmy-burch","Week 13"
18,"Florida State","8-3",661,"17","jimmy-burch","Week 13"
19,"Auburn","8-3",613,"18","jimmy-burch","Week 13"
20,"Texas A&M","8-3",253,"23","jimmy-burch","Week 13"
21,"Washington State","8-3",186,"20","jimmy-burch","Week 13"
22,"Boise State","10-1",389,"22","jimmy-burch","Week 13"
23,"Navy","8-2",62,"-","jimmy-burch","Week 13"
24,"Utah","8-3",280,"11","jimmy-burch","Week 13"
25,"LSU","6-4",84,"16","jimmy-burch","Week 13"
1,"Alabama","11-0",1525,"1","joe-dubin","Week 13"
2,"Ohio State","10-1",1455,"2","joe-dubin","Week 13"
3,"Michigan","10-1",1370,"4","joe-dubin","Week 13"
4,"Clemson","10-1",1347,"5","joe-dubin","Week 13"
5,"Wisconsin","9-2",1255,"6","joe-dubin","Week 13"
6,"Oklahoma","9-2",1169,"8","joe-dubin","Week 13"
7,"Washington","10-1",1220,"7","joe-dubin","Week 13"
8,"Penn State","9-2",1091,"9","joe-dubin","Week 13"
9,"Colorado","9-2",997,"12","joe-dubin","Week 13"
10,"Oklahoma State","9-2",868,"13","joe-dubin","Week 13"
11,"Florida","8-2",703,"21","joe-dubin","Week 13"
12,"Houston","9-2",490,"-","joe-dubin","Week 13"
13,"Louisville","9-2",830,"3","joe-dubin","Week 13"
14,"Western Michigan","11-0",701,"14","joe-dubin","Week 13"
15,"USC","8-3",811,"15","joe-dubin","Week 13"
16,"Auburn","8-3",613,"18","joe-dubin","Week 13"
17,"Florida State","8-3",661,"17","joe-dubin","Week 13"
18,"Nebraska","9-2",593,"19","joe-dubin","Week 13"
19,"West Virginia","8-2",448,"10","joe-dubin","Week 13"
20,"Texas A&M","8-3",253,"23","joe-dubin","Week 13"
21,"Navy","8-2",62,"-","joe-dubin","Week 13"
22,"Tennessee","8-3",133,"-","joe-dubin","Week 13"
23,"Virginia Tech","8-3",77,"-","joe-dubin","Week 13"
24,"North Carolina","8-3",55,"-","joe-dubin","Week 13"
25,"Boise State","10-1",389,"22","joe-dubin","Week 13"
1,"Alabama","11-0",1525,"1","joe-walljasper","Week 13"
2,"Ohio State","10-1",1455,"2","joe-walljasper","Week 13"
3,"Clemson","10-1",1347,"5","joe-walljasper","Week 13"
4,"Michigan","10-1",1370,"4","joe-walljasper","Week 13"
5,"Washington","10-1",1220,"7","joe-walljasper","Week 13"
6,"Wisconsin","9-2",1255,"6","joe-walljasper","Week 13"
7,"Oklahoma","9-2",1169,"8","joe-walljasper","Week 13"
8,"Penn State","9-2",1091,"9","joe-walljasper","Week 13"
9,"Oklahoma State","9-2",868,"13","joe-walljasper","Week 13"
10,"Colorado","9-2",997,"12","joe-walljasper","Week 13"
11,"USC","8-3",811,"15","joe-walljasper","Week 13"
12,"Louisville","9-2",830,"3","joe-walljasper","Week 13"
13,"Florida State","8-3",661,"17","joe-walljasper","Week 13"
14,"Florida","8-2",703,"21","joe-walljasper","Week 13"
15,"Utah","8-3",280,"11","joe-walljasper","Week 13"
16,"LSU","6-4",84,"16","joe-walljasper","Week 13"
17,"Boise State","10-1",389,"22","joe-walljasper","Week 13"
18,"Auburn","8-3",613,"18","joe-walljasper","Week 13"
19,"West Virginia","8-2",448,"10","joe-walljasper","Week 13"
20,"Houston","9-2",490,"-","joe-walljasper","Week 13"
21,"Western Michigan","11-0",701,"14","joe-walljasper","Week 13"
22,"Nebraska","9-2",593,"19","joe-walljasper","Week 13"
23,"Washington State","8-3",186,"20","joe-walljasper","Week 13"
24,"Virginia Tech","8-3",77,"-","joe-walljasper","Week 13"
25,"Stanford","8-3",81,"-","joe-walljasper","Week 13"
1,"Alabama","11-0",1525,"1","joey-knight","Week 13"
2,"Ohio State","10-1",1455,"2","joey-knight","Week 13"
3,"Michigan","10-1",1370,"4","joey-knight","Week 13"
4,"Clemson","10-1",1347,"5","joey-knight","Week 13"
5,"Oklahoma","9-2",1169,"8","joey-knight","Week 13"
6,"Wisconsin","9-2",1255,"6","joey-knight","Week 13"
7,"Washington","10-1",1220,"7","joey-knight","Week 13"
8,"Penn State","9-2",1091,"9","joey-knight","Week 13"
9,"USC","8-3",811,"15","joey-knight","Week 13"
10,"Colorado","9-2",997,"12","joey-knight","Week 13"
11,"Oklahoma State","9-2",868,"13","joey-knight","Week 13"
12,"Florida","8-2",703,"21","joey-knight","Week 13"
13,"Houston","9-2",490,"-","joey-knight","Week 13"
14,"Louisville","9-2",830,"3","joey-knight","Week 13"
15,"Florida State","8-3",661,"17","joey-knight","Week 13"
16,"Western Michigan","11-0",701,"14","joey-knight","Week 13"
17,"Auburn","8-3",613,"18","joey-knight","Week 13"
18,"Boise State","10-1",389,"22","joey-knight","Week 13"
19,"Washington State","8-3",186,"20","joey-knight","Week 13"
20,"Nebraska","9-2",593,"19","joey-knight","Week 13"
21,"West Virginia","8-2",448,"10","joey-knight","Week 13"
22,"Utah","8-3",280,"11","joey-knight","Week 13"
23,"Virginia Tech","8-3",77,"-","joey-knight","Week 13"
24,"South Florida","9-2",24,"-","joey-knight","Week 13"
25,"North Carolina","8-3",55,"-","joey-knight","Week 13"
1,"Alabama","11-0",1525,"1","john-clay","Week 13"
2,"Ohio State","10-1",1455,"2","john-clay","Week 13"
3,"Michigan","10-1",1370,"4","john-clay","Week 13"
4,"Clemson","10-1",1347,"5","john-clay","Week 13"
5,"Wisconsin","9-2",1255,"6","john-clay","Week 13"
6,"Oklahoma","9-2",1169,"8","john-clay","Week 13"
7,"Washington","10-1",1220,"7","john-clay","Week 13"
8,"Penn State","9-2",1091,"9","john-clay","Week 13"
9,"Florida State","8-3",661,"17","john-clay","Week 13"
10,"Colorado","9-2",997,"12","john-clay","Week 13"
11,"USC","8-3",811,"15","john-clay","Week 13"
12,"Louisville","9-2",830,"3","john-clay","Week 13"
13,"Oklahoma State","9-2",868,"13","john-clay","Week 13"
14,"West Virginia","8-2",448,"10","john-clay","Week 13"
15,"Nebraska","9-2",593,"19","john-clay","Week 13"
16,"Western Michigan","11-0",701,"14","john-clay","Week 13"
17,"Florida","8-2",703,"21","john-clay","Week 13"
18,"Auburn","8-3",613,"18","john-clay","Week 13"
19,"Boise State","10-1",389,"22","john-clay","Week 13"
20,"Utah","8-3",280,"11","john-clay","Week 13"
21,"Washington State","8-3",186,"20","john-clay","Week 13"
22,"Texas A&M","8-3",253,"23","john-clay","Week 13"
23,"Houston","9-2",490,"-","john-clay","Week 13"
24,"Stanford","8-3",81,"-","john-clay","Week 13"
25,"Navy","8-2",62,"-","john-clay","Week 13"
1,"Alabama","11-0",1525,"1","john-shinn","Week 13"
2,"Ohio State","10-1",1455,"2","john-shinn","Week 13"
3,"Clemson","10-1",1347,"5","john-shinn","Week 13"
4,"Michigan","10-1",1370,"4","john-shinn","Week 13"
5,"Wisconsin","9-2",1255,"6","john-shinn","Week 13"
6,"Washington","10-1",1220,"7","john-shinn","Week 13"
7,"Oklahoma","9-2",1169,"8","john-shinn","Week 13"
8,"Penn State","9-2",1091,"9","john-shinn","Week 13"
9,"USC","8-3",811,"15","john-shinn","Week 13"
10,"Colorado","9-2",997,"12","john-shinn","Week 13"
11,"Oklahoma State","9-2",868,"13","john-shinn","Week 13"
12,"Louisville","9-2",830,"3","john-shinn","Week 13"
13,"Florida State","8-3",661,"17","john-shinn","Week 13"
14,"Florida","8-2",703,"21","john-shinn","Week 13"
15,"Western Michigan","11-0",701,"14","john-shinn","Week 13"
16,"Navy","8-2",62,"-","john-shinn","Week 13"
17,"Houston","9-2",490,"-","john-shinn","Week 13"
18,"Boise State","10-1",389,"22","john-shinn","Week 13"
19,"Nebraska","9-2",593,"19","john-shinn","Week 13"
20,"West Virginia","8-2",448,"10","john-shinn","Week 13"
21,"Auburn","8-3",613,"18","john-shinn","Week 13"
22,"Utah","8-3",280,"11","john-shinn","Week 13"
23,"Stanford","8-3",81,"-","john-shinn","Week 13"
24,"Washington State","8-3",186,"20","john-shinn","Week 13"
25,"Tennessee","8-3",133,"-","john-shinn","Week 13"
1,"Alabama","11-0",1525,"1","jon-wilner","Week 13"
2,"Ohio State","10-1",1455,"2","jon-wilner","Week 13"
3,"Michigan","10-1",1370,"4","jon-wilner","Week 13"
4,"Clemson","10-1",1347,"5","jon-wilner","Week 13"
5,"Wisconsin","9-2",1255,"6","jon-wilner","Week 13"
6,"Colorado","9-2",997,"12","jon-wilner","Week 13"
7,"Washington","10-1",1220,"7","jon-wilner","Week 13"
8,"Penn State","9-2",1091,"9","jon-wilner","Week 13"
9,"Louisville","9-2",830,"3","jon-wilner","Week 13"
10,"Oklahoma","9-2",1169,"8","jon-wilner","Week 13"
11,"USC","8-3",811,"15","jon-wilner","Week 13"
12,"Nebraska","9-2",593,"19","jon-wilner","Week 13"
13,"Florida","8-2",703,"21","jon-wilner","Week 13"
14,"Oklahoma State","9-2",868,"13","jon-wilner","Week 13"
15,"Auburn","8-3",613,"18","jon-wilner","Week 13"
16,"Florida State","8-3",661,"17","jon-wilner","Week 13"
17,"Arkansas","7-4",10,"-","jon-wilner","Week 13"
18,"Houston","9-2",490,"-","jon-wilner","Week 13"
19,"Texas A&M","8-3",253,"23","jon-wilner","Week 13"
20,"LSU","6-4",84,"16","jon-wilner","Week 13"
21,"Washington State","8-3",186,"20","jon-wilner","Week 13"
22,"Western Michigan","11-0",701,"14","jon-wilner","Week 13"
23,"Stanford","8-3",81,"-","jon-wilner","Week 13"
24,"Navy","8-2",62,"-","jon-wilner","Week 13"
25,"Virginia Tech","8-3",77,"-","jon-wilner","Week 13"
1,"Alabama","11-0",1525,"1","jonny-miller","Week 13"
2,"Ohio State","10-1",1455,"2","jonny-miller","Week 13"
3,"Michigan","10-1",1370,"4","jonny-miller","Week 13"
4,"Wisconsin","9-2",1255,"6","jonny-miller","Week 13"
5,"Clemson","10-1",1347,"5","jonny-miller","Week 13"
6,"Washington","10-1",1220,"7","jonny-miller","Week 13"
7,"Oklahoma","9-2",1169,"8","jonny-miller","Week 13"
8,"USC","8-3",811,"15","jonny-miller","Week 13"
9,"Penn State","9-2",1091,"9","jonny-miller","Week 13"
10,"Colorado","9-2",997,"12","jonny-miller","Week 13"
11,"Oklahoma State","9-2",868,"13","jonny-miller","Week 13"
12,"Auburn","8-3",613,"18","jonny-miller","Week 13"
13,"Louisville","9-2",830,"3","jonny-miller","Week 13"
14,"Florida State","8-3",661,"17","jonny-miller","Week 13"
15,"Western Michigan","11-0",701,"14","jonny-miller","Week 13"
16,"Nebraska","9-2",593,"19","jonny-miller","Week 13"
17,"Utah","8-3",280,"11","jonny-miller","Week 13"
18,"Florida","8-2",703,"21","jonny-miller","Week 13"
19,"LSU","6-4",84,"16","jonny-miller","Week 13"
20,"West Virginia","8-2",448,"10","jonny-miller","Week 13"
21,"Boise State","10-1",389,"22","jonny-miller","Week 13"
22,"Tennessee","8-3",133,"-","jonny-miller","Week 13"
23,"Texas A&M","8-3",253,"23","jonny-miller","Week 13"
24,"Stanford","8-3",81,"-","jonny-miller","Week 13"
25,"Houston","9-2",490,"-","jonny-miller","Week 13"
1,"Alabama","11-0",1525,"1","josh-kendall","Week 13"
2,"Wisconsin","9-2",1255,"6","josh-kendall","Week 13"
3,"Penn State","9-2",1091,"9","josh-kendall","Week 13"
4,"Oklahoma","9-2",1169,"8","josh-kendall","Week 13"
5,"Ohio State","10-1",1455,"2","josh-kendall","Week 13"
6,"USC","8-3",811,"15","josh-kendall","Week 13"
7,"Washington","10-1",1220,"7","josh-kendall","Week 13"
8,"Clemson","10-1",1347,"5","josh-kendall","Week 13"
9,"Michigan","10-1",1370,"4","josh-kendall","Week 13"
10,"Colorado","9-2",997,"12","josh-kendall","Week 13"
11,"Florida State","8-3",661,"17","josh-kendall","Week 13"
12,"Louisville","9-2",830,"3","josh-kendall","Week 13"
13,"Nebraska","9-2",593,"19","josh-kendall","Week 13"
14,"West Virginia","8-2",448,"10","josh-kendall","Week 13"
15,"Houston","9-2",490,"-","josh-kendall","Week 13"
16,"Washington State","8-3",186,"20","josh-kendall","Week 13"
17,"Florida","8-2",703,"21","josh-kendall","Week 13"
18,"Auburn","8-3",613,"18","josh-kendall","Week 13"
19,"Stanford","8-3",81,"-","josh-kendall","Week 13"
20,"Western Michigan","11-0",701,"14","josh-kendall","Week 13"
21,"Oklahoma State","9-2",868,"13","josh-kendall","Week 13"
22,"Iowa","7-4",7,"-","josh-kendall","Week 13"
23,"Utah","8-3",280,"11","josh-kendall","Week 13"
24,"LSU","6-4",84,"16","josh-kendall","Week 13"
25,"Temple","8-3",1,"-","josh-kendall","Week 13"
1,"Alabama","11-0",1525,"1","keith-sargeant","Week 13"
2,"Ohio State","10-1",1455,"2","keith-sargeant","Week 13"
3,"Michigan","10-1",1370,"4","keith-sargeant","Week 13"
4,"Clemson","10-1",1347,"5","keith-sargeant","Week 13"
5,"Washington","10-1",1220,"7","keith-sargeant","Week 13"
6,"Wisconsin","9-2",1255,"6","keith-sargeant","Week 13"
7,"Penn State","9-2",1091,"9","keith-sargeant","Week 13"
8,"Oklahoma","9-2",1169,"8","keith-sargeant","Week 13"
9,"Colorado","9-2",997,"12","keith-sargeant","Week 13"
10,"Western Michigan","11-0",701,"14","keith-sargeant","Week 13"
11,"Oklahoma State","9-2",868,"13","keith-sargeant","Week 13"
12,"USC","8-3",811,"15","keith-sargeant","Week 13"
13,"Nebraska","9-2",593,"19","keith-sargeant","Week 13"
14,"Florida","8-2",703,"21","keith-sargeant","Week 13"
15,"Houston","9-2",490,"-","keith-sargeant","Week 13"
16,"Louisville","9-2",830,"3","keith-sargeant","Week 13"
17,"West Virginia","8-2",448,"10","keith-sargeant","Week 13"
18,"Auburn","8-3",613,"18","keith-sargeant","Week 13"
19,"Florida State","8-3",661,"17","keith-sargeant","Week 13"
20,"Texas A&M","8-3",253,"23","keith-sargeant","Week 13"
21,"Boise State","10-1",389,"22","keith-sargeant","Week 13"
22,"Virginia Tech","8-3",77,"-","keith-sargeant","Week 13"
23,"Tennessee","8-3",133,"-","keith-sargeant","Week 13"
24,"Navy","8-2",62,"-","keith-sargeant","Week 13"
25,"Washington State","8-3",186,"20","keith-sargeant","Week 13"
1,"Alabama","11-0",1525,"1","kirk-bohls","Week 13"
2,"Ohio State","10-1",1455,"2","kirk-bohls","Week 13"
3,"Michigan","10-1",1370,"4","kirk-bohls","Week 13"
4,"Penn State","9-2",1091,"9","kirk-bohls","Week 13"
5,"Wisconsin","9-2",1255,"6","kirk-bohls","Week 13"
6,"Washington","10-1",1220,"7","kirk-bohls","Week 13"
7,"Oklahoma","9-2",1169,"8","kirk-bohls","Week 13"
8,"Clemson","10-1",1347,"5","kirk-bohls","Week 13"
9,"USC","8-3",811,"15","kirk-bohls","Week 13"
10,"Colorado","9-2",997,"12","kirk-bohls","Week 13"
11,"Louisville","9-2",830,"3","kirk-bohls","Week 13"
12,"Western Michigan","11-0",701,"14","kirk-bohls","Week 13"
13,"Boise State","10-1",389,"22","kirk-bohls","Week 13"
14,"Oklahoma State","9-2",868,"13","kirk-bohls","Week 13"
15,"Auburn","8-3",613,"18","kirk-bohls","Week 13"
16,"Florida State","8-3",661,"17","kirk-bohls","Week 13"
17,"Pittsburgh","7-4",24,"-","kirk-bohls","Week 13"
18,"Florida","8-2",703,"21","kirk-bohls","Week 13"
19,"West Virginia","8-2",448,"10","kirk-bohls","Week 13"
20,"Houston","9-2",490,"-","kirk-bohls","Week 13"
21,"Nebraska","9-2",593,"19","kirk-bohls","Week 13"
22,"North Carolina","8-3",55,"-","kirk-bohls","Week 13"
23,"Iowa","7-4",7,"-","kirk-bohls","Week 13"
24,"Washington State","8-3",186,"20","kirk-bohls","Week 13"
25,"Utah","8-3",280,"11","kirk-bohls","Week 13"
1,"Alabama","11-0",1525,"1","mandy-mitchell","Week 13"
2,"Ohio State","10-1",1455,"2","mandy-mitchell","Week 13"
3,"Clemson","10-1",1347,"5","mandy-mitchell","Week 13"
4,"Michigan","10-1",1370,"4","mandy-mitchell","Week 13"
5,"Wisconsin","9-2",1255,"6","mandy-mitchell","Week 13"
6,"Washington","10-1",1220,"7","mandy-mitchell","Week 13"
7,"Oklahoma","9-2",1169,"8","mandy-mitchell","Week 13"
8,"Colorado","9-2",997,"12","mandy-mitchell","Week 13"
9,"Penn State","9-2",1091,"9","mandy-mitchell","Week 13"
