"Rank","Team","Record","Points","PV.Rank","Voter","Week"
14,"Auburn","8-3",613,"18","andy-greder","Week 13"
15,"Penn State","9-2",1091,"9","andy-greder","Week 13"
16,"Nebraska","9-2",593,"19","andy-greder","Week 13"
17,"USC","8-3",811,"15","andy-greder","Week 13"
18,"Colorado","9-2",997,"12","andy-greder","Week 13"
19,"Texas A&M","8-3",253,"23","andy-greder","Week 13"
20,"Houston","9-2",490,"-","andy-greder","Week 13"
21,"West Virginia","8-2",448,"10","andy-greder","Week 13"
22,"Stanford","8-3",81,"-","andy-greder","Week 13"
23,"Boise State","10-1",389,"22","andy-greder","Week 13"
24,"North Carolina","8-3",55,"-","andy-greder","Week 13"
25,"Washington State","8-3",186,"20","andy-greder","Week 13"
1,"Alabama","11-0",1525,"1","bill-landis","Week 13"
2,"Ohio State","10-1",1455,"2","bill-landis","Week 13"
3,"Michigan","10-1",1370,"4","bill-landis","Week 13"
4,"Clemson","10-1",1347,"5","bill-landis","Week 13"
5,"Washington","10-1",1220,"7","bill-landis","Week 13"
6,"Wisconsin","9-2",1255,"6","bill-landis","Week 13"
7,"Penn State","9-2",1091,"9","bill-landis","Week 13"
8,"Colorado","9-2",997,"12","bill-landis","Week 13"
9,"Oklahoma","9-2",1169,"8","bill-landis","Week 13"
10,"Louisville","9-2",830,"3","bill-landis","Week 13"
11,"USC","8-3",811,"15","bill-landis","Week 13"
12,"Oklahoma State","9-2",868,"13","bill-landis","Week 13"
13,"Auburn","8-3",613,"18","bill-landis","Week 13"
14,"Houston","9-2",490,"-","bill-landis","Week 13"
15,"Florida State","8-3",661,"17","bill-landis","Week 13"
16,"Nebraska","9-2",593,"19","bill-landis","Week 13"
17,"Tennessee","8-3",133,"-","bill-landis","Week 13"
18,"Florida","8-2",703,"21","bill-landis","Week 13"
19,"Utah","8-3",280,"11","bill-landis","Week 13"
20,"Boise State","10-1",389,"22","bill-landis","Week 13"
21,"Washington State","8-3",186,"20","bill-landis","Week 13"
22,"Western Michigan","11-0",701,"14","bill-landis","Week 13"
23,"Texas A&M","8-3",253,"23","bill-landis","Week 13"
24,"Stanford","8-3",81,"-","bill-landis","Week 13"
25,"West Virginia","8-2",448,"10","bill-landis","Week 13"
1,"Alabama","11-0",1525,"1","bob-asmussen","Week 13"
2,"Ohio State","10-1",1455,"2","bob-asmussen","Week 13"
3,"Michigan","10-1",1370,"4","bob-asmussen","Week 13"
4,"Clemson","10-1",1347,"5","bob-asmussen","Week 13"
5,"Wisconsin","9-2",1255,"6","bob-asmussen","Week 13"
6,"Washington","10-1",1220,"7","bob-asmussen","Week 13"
7,"Oklahoma","9-2",1169,"8","bob-asmussen","Week 13"
8,"Oklahoma State","9-2",868,"13","bob-asmussen","Week 13"
9,"Penn State","9-2",1091,"9","bob-asmussen","Week 13"
10,"Western Michigan","11-0",701,"14","bob-asmussen","Week 13"
11,"Nebraska","9-2",593,"19","bob-asmussen","Week 13"
12,"Colorado","9-2",997,"12","bob-asmussen","Week 13"
13,"Florida","8-2",703,"21","bob-asmussen","Week 13"
14,"Houston","9-2",490,"-","bob-asmussen","Week 13"
15,"Louisville","9-2",830,"3","bob-asmussen","Week 13"
16,"USC","8-3",811,"15","bob-asmussen","Week 13"
17,"Florida State","8-3",661,"17","bob-asmussen","Week 13"
18,"Boise State","10-1",389,"22","bob-asmussen","Week 13"
19,"Auburn","8-3",613,"18","bob-asmussen","Week 13"
20,"West Virginia","8-2",448,"10","bob-asmussen","Week 13"
21,"Texas A&M","8-3",253,"23","bob-asmussen","Week 13"
22,"Tennessee","8-3",133,"-","bob-asmussen","Week 13"
23,"Washington State","8-3",186,"20","bob-asmussen","Week 13"
24,"South Florida","9-2",24,"-","bob-asmussen","Week 13"
25,"Navy","8-2",62,"-","bob-asmussen","Week 13"
1,"Alabama","11-0",1525,"1","brent-axe","Week 13"
2,"Ohio State","10-1",1455,"2","brent-axe","Week 13"
3,"Clemson","10-1",1347,"5","brent-axe","Week 13"
4,"Michigan","10-1",1370,"4","brent-axe","Week 13"
5,"Washington","10-1",1220,"7","brent-axe","Week 13"
6,"Wisconsin","9-2",1255,"6","brent-axe","Week 13"
7,"Penn State","9-2",1091,"9","brent-axe","Week 13"
8,"Oklahoma","9-2",1169,"8","brent-axe","Week 13"
9,"USC","8-3",811,"15","brent-axe","Week 13"
10,"Colorado","9-2",997,"12","brent-axe","Week 13"
11,"Oklahoma State","9-2",868,"13","brent-axe","Week 13"
12,"Houston","9-2",490,"-","brent-axe","Week 13"
13,"Louisville","9-2",830,"3","brent-axe","Week 13"
14,"Western Michigan","11-0",701,"14","brent-axe","Week 13"
15,"Boise State","10-1",389,"22","brent-axe","Week 13"
16,"Florida","8-2",703,"21","brent-axe","Week 13"
17,"West Virginia","8-2",448,"10","brent-axe","Week 13"
18,"Florida State","8-3",661,"17","brent-axe","Week 13"
19,"Auburn","8-3",613,"18","brent-axe","Week 13"
20,"Nebraska","9-2",593,"19","brent-axe","Week 13"
21,"Texas A&M","8-3",253,"23","brent-axe","Week 13"
22,"Virginia Tech","8-3",77,"-","brent-axe","Week 13"
23,"North Carolina","8-3",55,"-","brent-axe","Week 13"
24,"South Florida","9-2",24,"-","brent-axe","Week 13"
25,"Utah","8-3",280,"11","brent-axe","Week 13"
1,"Alabama","11-0",1525,"1","brett-mcmurphy","Week 13"
2,"Ohio State","10-1",1455,"2","brett-mcmurphy","Week 13"
3,"Michigan","10-1",1370,"4","brett-mcmurphy","Week 13"
4,"Clemson","10-1",1347,"5","brett-mcmurphy","Week 13"
5,"Wisconsin","9-2",1255,"6","brett-mcmurphy","Week 13"
6,"Washington","10-1",1220,"7","brett-mcmurphy","Week 13"
7,"Penn State","9-2",1091,"9","brett-mcmurphy","Week 13"
8,"Oklahoma","9-2",1169,"8","brett-mcmurphy","Week 13"
9,"Colorado","9-2",997,"12","brett-mcmurphy","Week 13"
10,"Oklahoma State","9-2",868,"13","brett-mcmurphy","Week 13"
11,"Nebraska","9-2",593,"19","brett-mcmurphy","Week 13"
12,"Western Michigan","11-0",701,"14","brett-mcmurphy","Week 13"
13,"Louisville","9-2",830,"3","brett-mcmurphy","Week 13"
14,"Auburn","8-3",613,"18","brett-mcmurphy","Week 13"
15,"Boise State","10-1",389,"22","brett-mcmurphy","Week 13"
16,"Florida State","8-3",661,"17","brett-mcmurphy","Week 13"
17,"Florida","8-2",703,"21","brett-mcmurphy","Week 13"
18,"West Virginia","8-2",448,"10","brett-mcmurphy","Week 13"
19,"Washington State","8-3",186,"20","brett-mcmurphy","Week 13"
20,"Stanford","8-3",81,"-","brett-mcmurphy","Week 13"
21,"South Florida","9-2",24,"-","brett-mcmurphy","Week 13"
22,"Utah","8-3",280,"11","brett-mcmurphy","Week 13"
23,"Houston","9-2",490,"-","brett-mcmurphy","Week 13"
24,"Texas A&M","8-3",253,"23","brett-mcmurphy","Week 13"
25,"Navy","8-2",62,"-","brett-mcmurphy","Week 13"
1,"Alabama","11-0",1525,"1","brian-howell","Week 13"
2,"Ohio State","10-1",1455,"2","brian-howell","Week 13"
3,"Michigan","10-1",1370,"4","brian-howell","Week 13"
4,"Clemson","10-1",1347,"5","brian-howell","Week 13"
5,"Wisconsin","9-2",1255,"6","brian-howell","Week 13"
6,"Oklahoma","9-2",1169,"8","brian-howell","Week 13"
7,"Washington","10-1",1220,"7","brian-howell","Week 13"
8,"Penn State","9-2",1091,"9","brian-howell","Week 13"
9,"Colorado","9-2",997,"12","brian-howell","Week 13"
10,"Oklahoma State","9-2",868,"13","brian-howell","Week 13"
11,"Louisville","9-2",830,"3","brian-howell","Week 13"
12,"USC","8-3",811,"15","brian-howell","Week 13"
13,"Western Michigan","11-0",701,"14","brian-howell","Week 13"
14,"Florida State","8-3",661,"17","brian-howell","Week 13"
15,"Auburn","8-3",613,"18","brian-howell","Week 13"
16,"Florida","8-2",703,"21","brian-howell","Week 13"
17,"Nebraska","9-2",593,"19","brian-howell","Week 13"
18,"Houston","9-2",490,"-","brian-howell","Week 13"
19,"Boise State","10-1",389,"22","brian-howell","Week 13"
20,"North Carolina","8-3",55,"-","brian-howell","Week 13"
21,"West Virginia","8-2",448,"10","brian-howell","Week 13"
22,"Texas A&M","8-3",253,"23","brian-howell","Week 13"
23,"Utah","8-3",280,"11","brian-howell","Week 13"
24,"Washington State","8-3",186,"20","brian-howell","Week 13"
25,"Tennessee","8-3",133,"-","brian-howell","Week 13"
1,"Alabama","11-0",1525,"1","chris-murray","Week 13"
2,"Ohio State","10-1",1455,"2","chris-murray","Week 13"
3,"Clemson","10-1",1347,"5","chris-murray","Week 13"
4,"Michigan","10-1",1370,"4","chris-murray","Week 13"
5,"Washington","10-1",1220,"7","chris-murray","Week 13"
6,"Wisconsin","9-2",1255,"6","chris-murray","Week 13"
7,"Oklahoma","9-2",1169,"8","chris-murray","Week 13"
8,"Penn State","9-2",1091,"9","chris-murray","Week 13"
9,"Colorado","9-2",997,"12","chris-murray","Week 13"
10,"Louisville","9-2",830,"3","chris-murray","Week 13"
11,"Western Michigan","11-0",701,"14","chris-murray","Week 13"
12,"Florida State","8-3",661,"17","chris-murray","Week 13"
13,"Oklahoma State","9-2",868,"13","chris-murray","Week 13"
14,"USC","8-3",811,"15","chris-murray","Week 13"
15,"Florida","8-2",703,"21","chris-murray","Week 13"
16,"Houston","9-2",490,"-","chris-murray","Week 13"
17,"Utah","8-3",280,"11","chris-murray","Week 13"
18,"Auburn","8-3",613,"18","chris-murray","Week 13"
19,"West Virginia","8-2",448,"10","chris-murray","Week 13"
20,"Texas A&M","8-3",253,"23","chris-murray","Week 13"
21,"Boise State","10-1",389,"22","chris-murray","Week 13"
22,"Nebraska","9-2",593,"19","chris-murray","Week 13"
23,"Tennessee","8-3",133,"-","chris-murray","Week 13"
24,"Stanford","8-3",81,"-","chris-murray","Week 13"
25,"Washington State","8-3",186,"20","chris-murray","Week 13"
1,"Alabama","11-0",1525,"1","chuck-carlton","Week 13"
2,"Ohio State","10-1",1455,"2","chuck-carlton","Week 13"
3,"Michigan","10-1",1370,"4","chuck-carlton","Week 13"
4,"Clemson","10-1",1347,"5","chuck-carlton","Week 13"
5,"Wisconsin","9-2",1255,"6","chuck-carlton","Week 13"
6,"Oklahoma","9-2",1169,"8","chuck-carlton","Week 13"
7,"Washington","10-1",1220,"7","chuck-carlton","Week 13"
8,"Colorado","9-2",997,"12","chuck-carlton","Week 13"
9,"Oklahoma State","9-2",868,"13","chuck-carlton","Week 13"
10,"Louisville","9-2",830,"3","chuck-carlton","Week 13"
11,"Penn State","9-2",1091,"9","chuck-carlton","Week 13"
12,"USC","8-3",811,"15","chuck-carlton","Week 13"
13,"Western Michigan","11-0",701,"14","chuck-carlton","Week 13"
14,"Nebraska","9-2",593,"19","chuck-carlton","Week 13"
15,"Florida","8-2",703,"21","chuck-carlton","Week 13"
16,"West Virginia","8-2",448,"10","chuck-carlton","Week 13"
17,"Auburn","8-3",613,"18","chuck-carlton","Week 13"
18,"Texas A&M","8-3",253,"23","chuck-carlton","Week 13"
19,"Houston","9-2",490,"-","chuck-carlton","Week 13"
20,"Utah","8-3",280,"11","chuck-carlton","Week 13"
21,"Boise State","10-1",389,"22","chuck-carlton","Week 13"
22,"Florida State","8-3",661,"17","chuck-carlton","Week 13"
23,"LSU","6-4",84,"16","chuck-carlton","Week 13"
24,"Washington State","8-3",186,"20","chuck-carlton","Week 13"
25,"Tennessee","8-3",133,"-","chuck-carlton","Week 13"
1,"Alabama","11-0",1525,"1","dana-sulonen","Week 13"
2,"Ohio State","10-1",1455,"2","dana-sulonen","Week 13"
3,"Clemson","10-1",1347,"5","dana-sulonen","Week 13"
4,"Michigan","10-1",1370,"4","dana-sulonen","Week 13"
5,"Washington","10-1",1220,"7","dana-sulonen","Week 13"
6,"Wisconsin","9-2",1255,"6","dana-sulonen","Week 13"
7,"Oklahoma","9-2",1169,"8","dana-sulonen","Week 13"
8,"Penn State","9-2",1091,"9","dana-sulonen","Week 13"
9,"Colorado","9-2",997,"12","dana-sulonen","Week 13"
10,"Oklahoma State","9-2",868,"13","dana-sulonen","Week 13"
11,"Louisville","9-2",830,"3","dana-sulonen","Week 13"
12,"USC","8-3",811,"15","dana-sulonen","Week 13"
13,"Florida State","8-3",661,"17","dana-sulonen","Week 13"
14,"Auburn","8-3",613,"18","dana-sulonen","Week 13"
15,"Florida","8-2",703,"21","dana-sulonen","Week 13"
16,"Western Michigan","11-0",701,"14","dana-sulonen","Week 13"
17,"Nebraska","9-2",593,"19","dana-sulonen","Week 13"
18,"West Virginia","8-2",448,"10","dana-sulonen","Week 13"
19,"Texas A&M","8-3",253,"23","dana-sulonen","Week 13"
20,"Houston","9-2",490,"-","dana-sulonen","Week 13"
21,"Utah","8-3",280,"11","dana-sulonen","Week 13"
22,"Boise State","10-1",389,"22","dana-sulonen","Week 13"
23,"Tennessee","8-3",133,"-","dana-sulonen","Week 13"
24,"Virginia Tech","8-3",77,"-","dana-sulonen","Week 13"
25,"Washington State","8-3",186,"20","dana-sulonen","Week 13"
1,"Alabama","11-0",1525,"1","dave-southorn","Week 13"
2,"Ohio State","10-1",1455,"2","dave-southorn","Week 13"
3,"Clemson","10-1",1347,"5","dave-southorn","Week 13"
4,"Michigan","10-1",1370,"4","dave-southorn","Week 13"
5,"Washington","10-1",1220,"7","dave-southorn","Week 13"
6,"Oklahoma","9-2",1169,"8","dave-southorn","Week 13"
7,"Wisconsin","9-2",1255,"6","dave-southorn","Week 13"
8,"Penn State","9-2",1091,"9","dave-southorn","Week 13"
9,"Colorado","9-2",997,"12","dave-southorn","Week 13"
10,"Florida","8-2",703,"21","dave-southorn","Week 13"
11,"Western Michigan","11-0",701,"14","dave-southorn","Week 13"
12,"Louisville","9-2",830,"3","dave-southorn","Week 13"
13,"Oklahoma State","9-2",868,"13","dave-southorn","Week 13"
14,"USC","8-3",811,"15","dave-southorn","Week 13"
15,"Nebraska","9-2",593,"19","dave-southorn","Week 13"
16,"Auburn","8-3",613,"18","dave-southorn","Week 13"
17,"West Virginia","8-2",448,"10","dave-southorn","Week 13"
18,"Boise State","10-1",389,"22","dave-southorn","Week 13"
19,"Florida State","8-3",661,"17","dave-southorn","Week 13"
20,"Utah","8-3",280,"11","dave-southorn","Week 13"
21,"Houston","9-2",490,"-","dave-southorn","Week 13"
22,"Stanford","8-3",81,"-","dave-southorn","Week 13"
23,"Texas A&M","8-3",253,"23","dave-southorn","Week 13"
24,"South Florida","9-2",24,"-","dave-southorn","Week 13"
25,"Navy","8-2",62,"-","dave-southorn","Week 13"
1,"Alabama","11-0",1525,"1","david-briggs","Week 13"
2,"Ohio State","10-1",1455,"2","david-briggs","Week 13"
3,"Michigan","10-1",1370,"4","david-briggs","Week 13"
4,"Clemson","10-1",1347,"5","david-briggs","Week 13"
5,"Oklahoma","9-2",1169,"8","david-briggs","Week 13"
6,"Wisconsin","9-2",1255,"6","david-briggs","Week 13"
7,"Washington","10-1",1220,"7","david-briggs","Week 13"
8,"Penn State","9-2",1091,"9","david-briggs","Week 13"
9,"Colorado","9-2",997,"12","david-briggs","Week 13"
10,"Houston","9-2",490,"-","david-briggs","Week 13"
11,"Western Michigan","11-0",701,"14","david-briggs","Week 13"
12,"Florida","8-2",703,"21","david-briggs","Week 13"
13,"USC","8-3",811,"15","david-briggs","Week 13"
14,"Louisville","9-2",830,"3","david-briggs","Week 13"
15,"Oklahoma State","9-2",868,"13","david-briggs","Week 13"
16,"Florida State","8-3",661,"17","david-briggs","Week 13"
17,"Nebraska","9-2",593,"19","david-briggs","Week 13"
18,"Auburn","8-3",613,"18","david-briggs","Week 13"
19,"Boise State","10-1",389,"22","david-briggs","Week 13"
20,"West Virginia","8-2",448,"10","david-briggs","Week 13"
21,"Pittsburgh","7-4",24,"-","david-briggs","Week 13"
22,"Utah","8-3",280,"11","david-briggs","Week 13"
23,"Navy","8-2",62,"-","david-briggs","Week 13"
24,"Washington State","8-3",186,"20","david-briggs","Week 13"
25,"Virginia Tech","8-3",77,"-","david-briggs","Week 13"
1,"Alabama","11-0",1525,"1","ed-daigneault","Week 13"
2,"Ohio State","10-1",1455,"2","ed-daigneault","Week 13"
3,"Michigan","10-1",1370,"4","ed-daigneault","Week 13"
4,"Wisconsin","9-2",1255,"6","ed-daigneault","Week 13"
5,"Clemson","10-1",1347,"5","ed-daigneault","Week 13"
6,"Washington","10-1",1220,"7","ed-daigneault","Week 13"
7,"Oklahoma","9-2",1169,"8","ed-daigneault","Week 13"
8,"Penn State","9-2",1091,"9","ed-daigneault","Week 13"
9,"Louisville","9-2",830,"3","ed-daigneault","Week 13"
10,"Colorado","9-2",997,"12","ed-daigneault","Week 13"
11,"Auburn","8-3",613,"18","ed-daigneault","Week 13"
12,"Western Michigan","11-0",701,"14","ed-daigneault","Week 13"
13,"Oklahoma State","9-2",868,"13","ed-daigneault","Week 13"
14,"USC","8-3",811,"15","ed-daigneault","Week 13"
15,"Utah","8-3",280,"11","ed-daigneault","Week 13"
16,"West Virginia","8-2",448,"10","ed-daigneault","Week 13"
17,"Texas A&M","8-3",253,"23","ed-daigneault","Week 13"
18,"Florida","8-2",703,"21","ed-daigneault","Week 13"
19,"Nebraska","9-2",593,"19","ed-daigneault","Week 13"
20,"Florida State","8-3",661,"17","ed-daigneault","Week 13"
21,"Houston","9-2",490,"-","ed-daigneault","Week 13"
22,"North Carolina","8-3",55,"-","ed-daigneault","Week 13"
23,"Washington State","8-3",186,"20","ed-daigneault","Week 13"
24,"Boise State","10-1",389,"22","ed-daigneault","Week 13"
25,"Virginia Tech","8-3",77,"-","ed-daigneault","Week 13"
1,"Alabama","11-0",1525,"1","ed-johnson","Week 13"
2,"Clemson","10-1",1347,"5","ed-johnson","Week 13"
3,"Ohio State","10-1",1455,"2","ed-johnson","Week 13"
4,"Michigan","10-1",1370,"4","ed-johnson","Week 13"
5,"Wisconsin","9-2",1255,"6","ed-johnson","Week 13"
6,"Oklahoma","9-2",1169,"8","ed-johnson","Week 13"
7,"Washington","10-1",1220,"7","ed-johnson","Week 13"
8,"Louisville","9-2",830,"3","ed-johnson","Week 13"
9,"Penn State","9-2",1091,"9","ed-johnson","Week 13"
10,"Florida State","8-3",661,"17","ed-johnson","Week 13"
11,"USC","8-3",811,"15","ed-johnson","Week 13"
12,"Oklahoma State","9-2",868,"13","ed-johnson","Week 13"
13,"Colorado","9-2",997,"12","ed-johnson","Week 13"
14,"Florida","8-2",703,"21","ed-johnson","Week 13"
15,"Nebraska","9-2",593,"19","ed-johnson","Week 13"
16,"Auburn","8-3",613,"18","ed-johnson","Week 13"
17,"LSU","6-4",84,"16","ed-johnson","Week 13"
18,"Texas A&M","8-3",253,"23","ed-johnson","Week 13"
19,"Boise State","10-1",389,"22","ed-johnson","Week 13"
20,"West Virginia","8-2",448,"10","ed-johnson","Week 13"
21,"Houston","9-2",490,"-","ed-johnson","Week 13"
22,"Western Michigan","11-0",701,"14","ed-johnson","Week 13"
23,"Tennessee","8-3",133,"-","ed-johnson","Week 13"
24,"Utah","8-3",280,"11","ed-johnson","Week 13"
25,"Stanford","8-3",81,"-","ed-johnson","Week 13"
1,"Alabama","11-0",1525,"1","eric-hansen","Week 13"
2,"Ohio State","10-1",1455,"2","eric-hansen","Week 13"
3,"Michigan","10-1",1370,"4","eric-hansen","Week 13"
4,"Wisconsin","9-2",1255,"6","eric-hansen","Week 13"
5,"Clemson","10-1",1347,"5","eric-hansen","Week 13"
6,"Washington","10-1",1220,"7","eric-hansen","Week 13"
7,"Penn State","9-2",1091,"9","eric-hansen","Week 13"
8,"USC","8-3",811,"15","eric-hansen","Week 13"
9,"Oklahoma","9-2",1169,"8","eric-hansen","Week 13"
10,"Colorado","9-2",997,"12","eric-hansen","Week 13"
11,"Louisville","9-2",830,"3","eric-hansen","Week 13"
12,"Florida State","8-3",661,"17","eric-hansen","Week 13"
13,"Western Michigan","11-0",701,"14","eric-hansen","Week 13"
14,"Auburn","8-3",613,"18","eric-hansen","Week 13"
15,"Houston","9-2",490,"-","eric-hansen","Week 13"
16,"Nebraska","9-2",593,"19","eric-hansen","Week 13"
17,"Oklahoma State","9-2",868,"13","eric-hansen","Week 13"
18,"Tennessee","8-3",133,"-","eric-hansen","Week 13"
19,"Florida","8-2",703,"21","eric-hansen","Week 13"
20,"Texas A&M","8-3",253,"23","eric-hansen","Week 13"
21,"Utah","8-3",280,"11","eric-hansen","Week 13"
22,"Stanford","8-3",81,"-","eric-hansen","Week 13"
23,"West Virginia","8-2",448,"10","eric-hansen","Week 13"
24,"Virginia Tech","8-3",77,"-","eric-hansen","Week 13"
25,"Pittsburgh","7-4",24,"-","eric-hansen","Week 13"
1,"Alabama","11-0",1525,"1","ferd-lewis","Week 13"
2,"Michigan","10-1",1370,"4","ferd-lewis","Week 13"
3,"Ohio State","10-1",1455,"2","ferd-lewis","Week 13"
4,"Clemson","10-1",1347,"5","ferd-lewis","Week 13"
5,"Wisconsin","9-2",1255,"6","ferd-lewis","Week 13"
6,"Washington","10-1",1220,"7","ferd-lewis","Week 13"
7,"Oklahoma","9-2",1169,"8","ferd-lewis","Week 13"
8,"Penn State","9-2",1091,"9","ferd-lewis","Week 13"
9,"Colorado","9-2",997,"12","ferd-lewis","Week 13"
10,"Oklahoma State","9-2",868,"13","ferd-lewis","Week 13"
11,"USC","8-3",811,"15","ferd-lewis","Week 13"
12,"Houston","9-2",490,"-","ferd-lewis","Week 13"
13,"Louisville","9-2",830,"3","ferd-lewis","Week 13"
14,"Western Michigan","11-0",701,"14","ferd-lewis","Week 13"
15,"Florida State","8-3",661,"17","ferd-lewis","Week 13"
16,"Auburn","8-3",613,"18","ferd-lewis","Week 13"
17,"Nebraska","9-2",593,"19","ferd-lewis","Week 13"
18,"West Virginia","8-2",448,"10","ferd-lewis","Week 13"
19,"Florida","8-2",703,"21","ferd-lewis","Week 13"
20,"Boise State","10-1",389,"22","ferd-lewis","Week 13"
21,"Utah","8-3",280,"11","ferd-lewis","Week 13"
22,"Texas A&M","8-3",253,"23","ferd-lewis","Week 13"
23,"Navy","8-2",62,"-","ferd-lewis","Week 13"
24,"Virginia Tech","8-3",77,"-","ferd-lewis","Week 13"
25,"Wyoming","8-3",1,"-","ferd-lewis","Week 13"
1,"Alabama","11-0",1525,"1","garland-gillen","Week 13"
2,"Ohio State","10-1",1455,"2","garland-gillen","Week 13"
3,"Michigan","10-1",1370,"4","garland-gillen","Week 13"
4,"Wisconsin","9-2",1255,"6","garland-gillen","Week 13"
5,"Clemson","10-1",1347,"5","garland-gillen","Week 13"
6,"Penn State","9-2",1091,"9","garland-gillen","Week 13"
