"Rank","Team","Record","Points","PV.Rank","Voter","Week"
9,"Baylor","6-0",1021,"11","mandy-mitchell","Week 8"
10,"Wisconsin","4-2",935,"8","mandy-mitchell","Week 8"
11,"Boise State","6-0",694,"15","mandy-mitchell","Week 8"
12,"West Virginia","5-0",744,"20","mandy-mitchell","Week 8"
13,"Houston","6-1",766,"13","mandy-mitchell","Week 8"
14,"Arkansas","5-2",584,"22","mandy-mitchell","Week 8"
15,"Tennessee","5-2",550,"9","mandy-mitchell","Week 8"
16,"Florida","5-1",626,"18","mandy-mitchell","Week 8"
17,"Oklahoma","4-2",612,"19","mandy-mitchell","Week 8"
18,"Florida State","5-2",733,"14","mandy-mitchell","Week 8"
19,"Western Michigan","7-0",285,"24","mandy-mitchell","Week 8"
20,"North Carolina","5-2",254,"-","mandy-mitchell","Week 8"
21,"Colorado","5-2",110,"-","mandy-mitchell","Week 8"
22,"Utah","6-1",479,"21","mandy-mitchell","Week 8"
23,"Mississippi","3-3",188,"12","mandy-mitchell","Week 8"
24,"South Florida","6-1",31,"-","mandy-mitchell","Week 8"
25,"Stanford","4-2",15,"-","mandy-mitchell","Week 8"
1,"Alabama","7-0",1524,"1","marc-weiszer","Week 8"
2,"Ohio State","6-0",1457,"2","marc-weiszer","Week 8"
3,"Michigan","6-0",1368,"4","marc-weiszer","Week 8"
4,"Washington","6-0",1304,"5","marc-weiszer","Week 8"
5,"Clemson","7-0",1337,"3","marc-weiszer","Week 8"
6,"Texas A&M","6-0",1218,"6","marc-weiszer","Week 8"
7,"Louisville","5-1",1168,"7","marc-weiszer","Week 8"
8,"Baylor","6-0",1021,"11","marc-weiszer","Week 8"
9,"Nebraska","6-0",1037,"10","marc-weiszer","Week 8"
10,"West Virginia","5-0",744,"20","marc-weiszer","Week 8"
11,"Wisconsin","4-2",935,"8","marc-weiszer","Week 8"
12,"Boise State","6-0",694,"15","marc-weiszer","Week 8"
13,"Oklahoma","4-2",612,"19","marc-weiszer","Week 8"
14,"Tennessee","5-2",550,"9","marc-weiszer","Week 8"
15,"Florida","5-1",626,"18","marc-weiszer","Week 8"
16,"Florida State","5-2",733,"14","marc-weiszer","Week 8"
17,"Houston","6-1",766,"13","marc-weiszer","Week 8"
18,"Arkansas","5-2",584,"22","marc-weiszer","Week 8"
19,"Utah","6-1",479,"21","marc-weiszer","Week 8"
20,"LSU","4-2",123,"-","marc-weiszer","Week 8"
21,"Mississippi","3-3",188,"12","marc-weiszer","Week 8"
22,"North Carolina","5-2",254,"-","marc-weiszer","Week 8"
23,"Auburn","4-2",277,"23","marc-weiszer","Week 8"
24,"Western Michigan","7-0",285,"24","marc-weiszer","Week 8"
25,"Navy","4-1",163,"25","marc-weiszer","Week 8"
1,"Alabama","7-0",1524,"1","marq-burnett","Week 8"
2,"Ohio State","6-0",1457,"2","marq-burnett","Week 8"
3,"Clemson","7-0",1337,"3","marq-burnett","Week 8"
4,"Washington","6-0",1304,"5","marq-burnett","Week 8"
5,"Michigan","6-0",1368,"4","marq-burnett","Week 8"
6,"Louisville","5-1",1168,"7","marq-burnett","Week 8"
7,"Texas A&M","6-0",1218,"6","marq-burnett","Week 8"
8,"Nebraska","6-0",1037,"10","marq-burnett","Week 8"
9,"Baylor","6-0",1021,"11","marq-burnett","Week 8"
10,"West Virginia","5-0",744,"20","marq-burnett","Week 8"
11,"Houston","6-1",766,"13","marq-burnett","Week 8"
12,"Boise State","6-0",694,"15","marq-burnett","Week 8"
13,"Utah","6-1",479,"21","marq-burnett","Week 8"
14,"Florida","5-1",626,"18","marq-burnett","Week 8"
15,"Arkansas","5-2",584,"22","marq-burnett","Week 8"
16,"Wisconsin","4-2",935,"8","marq-burnett","Week 8"
17,"Florida State","5-2",733,"14","marq-burnett","Week 8"
18,"Tennessee","5-2",550,"9","marq-burnett","Week 8"
19,"North Carolina","5-2",254,"-","marq-burnett","Week 8"
20,"Oklahoma","4-2",612,"19","marq-burnett","Week 8"
21,"Western Michigan","7-0",285,"24","marq-burnett","Week 8"
22,"Auburn","4-2",277,"23","marq-burnett","Week 8"
23,"Virginia Tech","4-2",38,"17","marq-burnett","Week 8"
24,"Miami","4-2",69,"16","marq-burnett","Week 8"
25,"Navy","4-1",163,"25","marq-burnett","Week 8"
1,"Alabama","7-0",1524,"1","matt-charboneau","Week 8"
2,"Ohio State","6-0",1457,"2","matt-charboneau","Week 8"
3,"Clemson","7-0",1337,"3","matt-charboneau","Week 8"
4,"Michigan","6-0",1368,"4","matt-charboneau","Week 8"
5,"Washington","6-0",1304,"5","matt-charboneau","Week 8"
6,"Texas A&M","6-0",1218,"6","matt-charboneau","Week 8"
7,"Louisville","5-1",1168,"7","matt-charboneau","Week 8"
8,"Baylor","6-0",1021,"11","matt-charboneau","Week 8"
9,"Nebraska","6-0",1037,"10","matt-charboneau","Week 8"
10,"Boise State","6-0",694,"15","matt-charboneau","Week 8"
11,"Houston","6-1",766,"13","matt-charboneau","Week 8"
12,"Wisconsin","4-2",935,"8","matt-charboneau","Week 8"
13,"Oklahoma","4-2",612,"19","matt-charboneau","Week 8"
14,"Florida State","5-2",733,"14","matt-charboneau","Week 8"
15,"Florida","5-1",626,"18","matt-charboneau","Week 8"
16,"LSU","4-2",123,"-","matt-charboneau","Week 8"
17,"Oklahoma State","4-2",47,"-","matt-charboneau","Week 8"
18,"Western Michigan","7-0",285,"24","matt-charboneau","Week 8"
19,"Utah","6-1",479,"21","matt-charboneau","Week 8"
20,"Arkansas","5-2",584,"22","matt-charboneau","Week 8"
21,"Stanford","4-2",15,"-","matt-charboneau","Week 8"
22,"North Carolina","5-2",254,"-","matt-charboneau","Week 8"
23,"West Virginia","5-0",744,"20","matt-charboneau","Week 8"
24,"Tennessee","5-2",550,"9","matt-charboneau","Week 8"
25,"Colorado","5-2",110,"-","matt-charboneau","Week 8"
1,"Alabama","7-0",1524,"1","matt-galloway","Week 8"
2,"Ohio State","6-0",1457,"2","matt-galloway","Week 8"
3,"Clemson","7-0",1337,"3","matt-galloway","Week 8"
4,"Michigan","6-0",1368,"4","matt-galloway","Week 8"
5,"Washington","6-0",1304,"5","matt-galloway","Week 8"
6,"Texas A&M","6-0",1218,"6","matt-galloway","Week 8"
7,"Nebraska","6-0",1037,"10","matt-galloway","Week 8"
8,"Louisville","5-1",1168,"7","matt-galloway","Week 8"
9,"Baylor","6-0",1021,"11","matt-galloway","Week 8"
10,"Houston","6-1",766,"13","matt-galloway","Week 8"
11,"Wisconsin","4-2",935,"8","matt-galloway","Week 8"
12,"West Virginia","5-0",744,"20","matt-galloway","Week 8"
13,"Florida State","5-2",733,"14","matt-galloway","Week 8"
14,"Tennessee","5-2",550,"9","matt-galloway","Week 8"
15,"Oklahoma","4-2",612,"19","matt-galloway","Week 8"
16,"LSU","4-2",123,"-","matt-galloway","Week 8"
17,"Arkansas","5-2",584,"22","matt-galloway","Week 8"
18,"Florida","5-1",626,"18","matt-galloway","Week 8"
19,"Utah","6-1",479,"21","matt-galloway","Week 8"
20,"Western Michigan","7-0",285,"24","matt-galloway","Week 8"
21,"Auburn","4-2",277,"23","matt-galloway","Week 8"
22,"North Carolina","5-2",254,"-","matt-galloway","Week 8"
23,"Boise State","6-0",694,"15","matt-galloway","Week 8"
24,"Mississippi","3-3",188,"12","matt-galloway","Week 8"
25,"Navy","4-1",163,"25","matt-galloway","Week 8"
1,"Alabama","7-0",1524,"1","matt-mccoy","Week 8"
2,"Ohio State","6-0",1457,"2","matt-mccoy","Week 8"
3,"Clemson","7-0",1337,"3","matt-mccoy","Week 8"
4,"Michigan","6-0",1368,"4","matt-mccoy","Week 8"
5,"Washington","6-0",1304,"5","matt-mccoy","Week 8"
6,"Louisville","5-1",1168,"7","matt-mccoy","Week 8"
7,"Texas A&M","6-0",1218,"6","matt-mccoy","Week 8"
8,"Nebraska","6-0",1037,"10","matt-mccoy","Week 8"
9,"Baylor","6-0",1021,"11","matt-mccoy","Week 8"
10,"Wisconsin","4-2",935,"8","matt-mccoy","Week 8"
11,"Houston","6-1",766,"13","matt-mccoy","Week 8"
12,"Oklahoma","4-2",612,"19","matt-mccoy","Week 8"
13,"Boise State","6-0",694,"15","matt-mccoy","Week 8"
14,"West Virginia","5-0",744,"20","matt-mccoy","Week 8"
15,"Florida State","5-2",733,"14","matt-mccoy","Week 8"
16,"Tennessee","5-2",550,"9","matt-mccoy","Week 8"
17,"Florida","5-1",626,"18","matt-mccoy","Week 8"
18,"Utah","6-1",479,"21","matt-mccoy","Week 8"
19,"Arkansas","5-2",584,"22","matt-mccoy","Week 8"
20,"Mississippi","3-3",188,"12","matt-mccoy","Week 8"
21,"Auburn","4-2",277,"23","matt-mccoy","Week 8"
22,"North Carolina","5-2",254,"-","matt-mccoy","Week 8"
23,"Navy","4-1",163,"25","matt-mccoy","Week 8"
24,"Western Michigan","7-0",285,"24","matt-mccoy","Week 8"
25,"Miami","4-2",69,"16","matt-mccoy","Week 8"
1,"Alabama","7-0",1524,"1","matt-porter","Week 8"
2,"Michigan","6-0",1368,"4","matt-porter","Week 8"
3,"Ohio State","6-0",1457,"2","matt-porter","Week 8"
4,"Washington","6-0",1304,"5","matt-porter","Week 8"
5,"Clemson","7-0",1337,"3","matt-porter","Week 8"
6,"Texas A&M","6-0",1218,"6","matt-porter","Week 8"
7,"Louisville","5-1",1168,"7","matt-porter","Week 8"
8,"Wisconsin","4-2",935,"8","matt-porter","Week 8"
9,"Baylor","6-0",1021,"11","matt-porter","Week 8"
10,"Nebraska","6-0",1037,"10","matt-porter","Week 8"
11,"Houston","6-1",766,"13","matt-porter","Week 8"
12,"Arkansas","5-2",584,"22","matt-porter","Week 8"
13,"Oklahoma","4-2",612,"19","matt-porter","Week 8"
14,"Florida State","5-2",733,"14","matt-porter","Week 8"
15,"Mississippi","3-3",188,"12","matt-porter","Week 8"
16,"West Virginia","5-0",744,"20","matt-porter","Week 8"
17,"Boise State","6-0",694,"15","matt-porter","Week 8"
18,"Tennessee","5-2",550,"9","matt-porter","Week 8"
19,"Florida","5-1",626,"18","matt-porter","Week 8"
20,"Utah","6-1",479,"21","matt-porter","Week 8"
21,"Auburn","4-2",277,"23","matt-porter","Week 8"
22,"LSU","4-2",123,"-","matt-porter","Week 8"
23,"Western Michigan","7-0",285,"24","matt-porter","Week 8"
24,"North Carolina","5-2",254,"-","matt-porter","Week 8"
25,"Colorado","5-2",110,"-","matt-porter","Week 8"
1,"Alabama","7-0",1524,"1","michael-bonner","Week 8"
2,"Ohio State","6-0",1457,"2","michael-bonner","Week 8"
3,"Clemson","7-0",1337,"3","michael-bonner","Week 8"
4,"Washington","6-0",1304,"5","michael-bonner","Week 8"
5,"Michigan","6-0",1368,"4","michael-bonner","Week 8"
6,"Texas A&M","6-0",1218,"6","michael-bonner","Week 8"
7,"Louisville","5-1",1168,"7","michael-bonner","Week 8"
8,"Wisconsin","4-2",935,"8","michael-bonner","Week 8"
9,"Baylor","6-0",1021,"11","michael-bonner","Week 8"
10,"Tennessee","5-2",550,"9","michael-bonner","Week 8"
11,"Florida State","5-2",733,"14","michael-bonner","Week 8"
12,"Nebraska","6-0",1037,"10","michael-bonner","Week 8"
13,"Arkansas","5-2",584,"22","michael-bonner","Week 8"
14,"Florida","5-1",626,"18","michael-bonner","Week 8"
15,"Utah","6-1",479,"21","michael-bonner","Week 8"
16,"West Virginia","5-0",744,"20","michael-bonner","Week 8"
17,"Houston","6-1",766,"13","michael-bonner","Week 8"
18,"Boise State","6-0",694,"15","michael-bonner","Week 8"
19,"Miami","4-2",69,"16","michael-bonner","Week 8"
20,"Oklahoma","4-2",612,"19","michael-bonner","Week 8"
21,"Auburn","4-2",277,"23","michael-bonner","Week 8"
22,"Western Michigan","7-0",285,"24","michael-bonner","Week 8"
23,"Colorado","5-2",110,"-","michael-bonner","Week 8"
24,"Mississippi","3-3",188,"12","michael-bonner","Week 8"
25,"Navy","4-1",163,"25","michael-bonner","Week 8"
1,"Alabama","7-0",1524,"1","michael-lev","Week 8"
2,"Ohio State","6-0",1457,"2","michael-lev","Week 8"
3,"Washington","6-0",1304,"5","michael-lev","Week 8"
4,"Michigan","6-0",1368,"4","michael-lev","Week 8"
5,"Texas A&M","6-0",1218,"6","michael-lev","Week 8"
6,"Clemson","7-0",1337,"3","michael-lev","Week 8"
7,"Louisville","5-1",1168,"7","michael-lev","Week 8"
8,"Baylor","6-0",1021,"11","michael-lev","Week 8"
9,"West Virginia","5-0",744,"20","michael-lev","Week 8"
10,"Wisconsin","4-2",935,"8","michael-lev","Week 8"
11,"Nebraska","6-0",1037,"10","michael-lev","Week 8"
12,"Boise State","6-0",694,"15","michael-lev","Week 8"
13,"Florida State","5-2",733,"14","michael-lev","Week 8"
14,"Auburn","4-2",277,"23","michael-lev","Week 8"
15,"Arkansas","5-2",584,"22","michael-lev","Week 8"
16,"Utah","6-1",479,"21","michael-lev","Week 8"
17,"LSU","4-2",123,"-","michael-lev","Week 8"
18,"Navy","4-1",163,"25","michael-lev","Week 8"
19,"Houston","6-1",766,"13","michael-lev","Week 8"
20,"Western Michigan","7-0",285,"24","michael-lev","Week 8"
21,"Colorado","5-2",110,"-","michael-lev","Week 8"
22,"Oklahoma","4-2",612,"19","michael-lev","Week 8"
23,"Tennessee","5-2",550,"9","michael-lev","Week 8"
24,"Florida","5-1",626,"18","michael-lev","Week 8"
25,"North Carolina","5-2",254,"-","michael-lev","Week 8"
1,"Alabama","7-0",1524,"1","mike-barber","Week 8"
2,"Ohio State","6-0",1457,"2","mike-barber","Week 8"
3,"Clemson","7-0",1337,"3","mike-barber","Week 8"
4,"Michigan","6-0",1368,"4","mike-barber","Week 8"
5,"Washington","6-0",1304,"5","mike-barber","Week 8"
6,"Texas A&M","6-0",1218,"6","mike-barber","Week 8"
7,"Louisville","5-1",1168,"7","mike-barber","Week 8"
8,"Nebraska","6-0",1037,"10","mike-barber","Week 8"
9,"Baylor","6-0",1021,"11","mike-barber","Week 8"
10,"Boise State","6-0",694,"15","mike-barber","Week 8"
11,"Wisconsin","4-2",935,"8","mike-barber","Week 8"
12,"Tennessee","5-2",550,"9","mike-barber","Week 8"
13,"Florida","5-1",626,"18","mike-barber","Week 8"
14,"Florida State","5-2",733,"14","mike-barber","Week 8"
15,"Utah","6-1",479,"21","mike-barber","Week 8"
16,"West Virginia","5-0",744,"20","mike-barber","Week 8"
17,"Houston","6-1",766,"13","mike-barber","Week 8"
18,"Arkansas","5-2",584,"22","mike-barber","Week 8"
19,"Stanford","4-2",15,"-","mike-barber","Week 8"
20,"Arizona State","5-2",6,"-","mike-barber","Week 8"
21,"Western Michigan","7-0",285,"24","mike-barber","Week 8"
22,"North Carolina","5-2",254,"-","mike-barber","Week 8"
23,"Miami","4-2",69,"16","mike-barber","Week 8"
24,"Oklahoma","4-2",612,"19","mike-barber","Week 8"
25,"Navy","4-1",163,"25","mike-barber","Week 8"
1,"Alabama","7-0",1524,"1","mitch-vingle","Week 8"
2,"Ohio State","6-0",1457,"2","mitch-vingle","Week 8"
3,"Michigan","6-0",1368,"4","mitch-vingle","Week 8"
4,"Washington","6-0",1304,"5","mitch-vingle","Week 8"
5,"Clemson","7-0",1337,"3","mitch-vingle","Week 8"
6,"Texas A&M","6-0",1218,"6","mitch-vingle","Week 8"
7,"Louisville","5-1",1168,"7","mitch-vingle","Week 8"
8,"Nebraska","6-0",1037,"10","mitch-vingle","Week 8"
9,"Baylor","6-0",1021,"11","mitch-vingle","Week 8"
10,"Wisconsin","4-2",935,"8","mitch-vingle","Week 8"
11,"Auburn","4-2",277,"23","mitch-vingle","Week 8"
12,"Houston","6-1",766,"13","mitch-vingle","Week 8"
13,"Oklahoma","4-2",612,"19","mitch-vingle","Week 8"
14,"West Virginia","5-0",744,"20","mitch-vingle","Week 8"
15,"Boise State","6-0",694,"15","mitch-vingle","Week 8"
16,"Tennessee","5-2",550,"9","mitch-vingle","Week 8"
17,"Arkansas","5-2",584,"22","mitch-vingle","Week 8"
18,"Mississippi","3-3",188,"12","mitch-vingle","Week 8"
19,"Florida State","5-2",733,"14","mitch-vingle","Week 8"
20,"Florida","5-1",626,"18","mitch-vingle","Week 8"
21,"LSU","4-2",123,"-","mitch-vingle","Week 8"
22,"Utah","6-1",479,"21","mitch-vingle","Week 8"
23,"Western Michigan","7-0",285,"24","mitch-vingle","Week 8"
24,"Navy","4-1",163,"25","mitch-vingle","Week 8"
25,"North Carolina","5-2",254,"-","mitch-vingle","Week 8"
1,"Alabama","7-0",1524,"1","nathan-deen","Week 8"
2,"Ohio State","6-0",1457,"2","nathan-deen","Week 8"
3,"Michigan","6-0",1368,"4","nathan-deen","Week 8"
4,"Washington","6-0",1304,"5","nathan-deen","Week 8"
5,"Clemson","7-0",1337,"3","nathan-deen","Week 8"
6,"Texas A&M","6-0",1218,"6","nathan-deen","Week 8"
7,"Louisville","5-1",1168,"7","nathan-deen","Week 8"
8,"Nebraska","6-0",1037,"10","nathan-deen","Week 8"
9,"Baylor","6-0",1021,"11","nathan-deen","Week 8"
10,"Wisconsin","4-2",935,"8","nathan-deen","Week 8"
11,"Auburn","4-2",277,"23","nathan-deen","Week 8"
12,"Boise State","6-0",694,"15","nathan-deen","Week 8"
13,"Navy","4-1",163,"25","nathan-deen","Week 8"
14,"Houston","6-1",766,"13","nathan-deen","Week 8"
15,"Oklahoma","4-2",612,"19","nathan-deen","Week 8"
16,"Arkansas","5-2",584,"22","nathan-deen","Week 8"
17,"North Carolina","5-2",254,"-","nathan-deen","Week 8"
18,"Tennessee","5-2",550,"9","nathan-deen","Week 8"
19,"West Virginia","5-0",744,"20","nathan-deen","Week 8"
20,"Utah","6-1",479,"21","nathan-deen","Week 8"
21,"Western Michigan","7-0",285,"24","nathan-deen","Week 8"
22,"Florida","5-1",626,"18","nathan-deen","Week 8"
23,"Florida State","5-2",733,"14","nathan-deen","Week 8"
24,"South Florida","6-1",31,"-","nathan-deen","Week 8"
25,"Troy","5-1",1,"-","nathan-deen","Week 8"
1,"Alabama","7-0",1524,"1","pat-caputo","Week 8"
2,"Ohio State","6-0",1457,"2","pat-caputo","Week 8"
3,"Michigan","6-0",1368,"4","pat-caputo","Week 8"
4,"Washington","6-0",1304,"5","pat-caputo","Week 8"
5,"Texas A&M","6-0",1218,"6","pat-caputo","Week 8"
6,"Baylor","6-0",1021,"11","pat-caputo","Week 8"
7,"Clemson","7-0",1337,"3","pat-caputo","Week 8"
8,"Louisville","5-1",1168,"7","pat-caputo","Week 8"
9,"Nebraska","6-0",1037,"10","pat-caputo","Week 8"
10,"Wisconsin","4-2",935,"8","pat-caputo","Week 8"
11,"Florida State","5-2",733,"14","pat-caputo","Week 8"
12,"West Virginia","5-0",744,"20","pat-caputo","Week 8"
13,"Houston","6-1",766,"13","pat-caputo","Week 8"
14,"Oklahoma","4-2",612,"19","pat-caputo","Week 8"
15,"Florida","5-1",626,"18","pat-caputo","Week 8"
16,"Boise State","6-0",694,"15","pat-caputo","Week 8"
17,"Tennessee","5-2",550,"9","pat-caputo","Week 8"
18,"Utah","6-1",479,"21","pat-caputo","Week 8"
19,"Arkansas","5-2",584,"22","pat-caputo","Week 8"
20,"Colorado","5-2",110,"-","pat-caputo","Week 8"
21,"Auburn","4-2",277,"23","pat-caputo","Week 8"
22,"Western Michigan","7-0",285,"24","pat-caputo","Week 8"
23,"Washington State","4-2",39,"-","pat-caputo","Week 8"
24,"LSU","4-2",123,"-","pat-caputo","Week 8"
25,"TCU","4-2",1,"-","pat-caputo","Week 8"
1,"Alabama","7-0",1524,"1","patrick-brown","Week 8"
2,"Ohio State","6-0",1457,"2","patrick-brown","Week 8"
3,"Michigan","6-0",1368,"4","patrick-brown","Week 8"
4,"Washington","6-0",1304,"5","patrick-brown","Week 8"
5,"Clemson","7-0",1337,"3","patrick-brown","Week 8"
6,"Louisville","5-1",1168,"7","patrick-brown","Week 8"
7,"Texas A&M","6-0",1218,"6","patrick-brown","Week 8"
8,"Wisconsin","4-2",935,"8","patrick-brown","Week 8"
9,"Nebraska","6-0",1037,"10","patrick-brown","Week 8"
10,"Baylor","6-0",1021,"11","patrick-brown","Week 8"
11,"Florida State","5-2",733,"14","patrick-brown","Week 8"
12,"Houston","6-1",766,"13","patrick-brown","Week 8"
13,"Oklahoma","4-2",612,"19","patrick-brown","Week 8"
14,"Arkansas","5-2",584,"22","patrick-brown","Week 8"
15,"Tennessee","5-2",550,"9","patrick-brown","Week 8"
16,"West Virginia","5-0",744,"20","patrick-brown","Week 8"
17,"Boise State","6-0",694,"15","patrick-brown","Week 8"
18,"Utah","6-1",479,"21","patrick-brown","Week 8"
19,"Auburn","4-2",277,"23","patrick-brown","Week 8"
20,"Mississippi","3-3",188,"12","patrick-brown","Week 8"
21,"Virginia Tech","4-2",38,"17","patrick-brown","Week 8"
22,"LSU","4-2",123,"-","patrick-brown","Week 8"
23,"North Carolina","5-2",254,"-","patrick-brown","Week 8"
24,"Florida","5-1",626,"18","patrick-brown","Week 8"
25,"Western Michigan","7-0",285,"24","patrick-brown","Week 8"
1,"Alabama","7-0",1524,"1","pete-diprimio","Week 8"
2,"Ohio State","6-0",1457,"2","pete-diprimio","Week 8"
3,"Washington","6-0",1304,"5","pete-diprimio","Week 8"
4,"Michigan","6-0",1368,"4","pete-diprimio","Week 8"
5,"Clemson","7-0",1337,"3","pete-diprimio","Week 8"
6,"Texas A&M","6-0",1218,"6","pete-diprimio","Week 8"
7,"Louisville","5-1",1168,"7","pete-diprimio","Week 8"
8,"Nebraska","6-0",1037,"10","pete-diprimio","Week 8"
9,"Baylor","6-0",1021,"11","pete-diprimio","Week 8"
10,"Wisconsin","4-2",935,"8","pete-diprimio","Week 8"
11,"West Virginia","5-0",744,"20","pete-diprimio","Week 8"
12,"Arkansas","5-2",584,"22","pete-diprimio","Week 8"
13,"Boise State","6-0",694,"15","pete-diprimio","Week 8"
14,"Florida State","5-2",733,"14","pete-diprimio","Week 8"
15,"Houston","6-1",766,"13","pete-diprimio","Week 8"
16,"Utah","6-1",479,"21","pete-diprimio","Week 8"
17,"Oklahoma","4-2",612,"19","pete-diprimio","Week 8"
18,"North Carolina","5-2",254,"-","pete-diprimio","Week 8"
19,"Florida","5-1",626,"18","pete-diprimio","Week 8"
20,"Auburn","4-2",277,"23","pete-diprimio","Week 8"
21,"Western Michigan","7-0",285,"24","pete-diprimio","Week 8"
22,"Navy","4-1",163,"25","pete-diprimio","Week 8"
23,"Tennessee","5-2",550,"9","pete-diprimio","Week 8"
24,"Virginia Tech","4-2",38,"17","pete-diprimio","Week 8"
25,"Miami","4-2",69,"16","pete-diprimio","Week 8"
1,"Alabama","7-0",1524,"1","rob-long","Week 8"
2,"Ohio State","6-0",1457,"2","rob-long","Week 8"
3,"Clemson","7-0",1337,"3","rob-long","Week 8"
4,"Michigan","6-0",1368,"4","rob-long","Week 8"
5,"Texas A&M","6-0",1218,"6","rob-long","Week 8"
6,"Washington","6-0",1304,"5","rob-long","Week 8"
7,"Louisville","5-1",1168,"7","rob-long","Week 8"
8,"Nebraska","6-0",1037,"10","rob-long","Week 8"
9,"Florida","5-1",626,"18","rob-long","Week 8"
10,"Baylor","6-0",1021,"11","rob-long","Week 8"
11,"Utah","6-1",479,"21","rob-long","Week 8"
12,"West Virginia","5-0",744,"20","rob-long","Week 8"
13,"Boise State","6-0",694,"15","rob-long","Week 8"
14,"Florida State","5-2",733,"14","rob-long","Week 8"
15,"Oklahoma","4-2",612,"19","rob-long","Week 8"
16,"Arkansas","5-2",584,"22","rob-long","Week 8"
17,"Wisconsin","4-2",935,"8","rob-long","Week 8"
18,"Tennessee","5-2",550,"9","rob-long","Week 8"
19,"Houston","6-1",766,"13","rob-long","Week 8"
20,"Washington State","4-2",39,"-","rob-long","Week 8"
21,"North Carolina","5-2",254,"-","rob-long","Week 8"
22,"Navy","4-1",163,"25","rob-long","Week 8"
23,"Western Michigan","7-0",285,"24","rob-long","Week 8"
24,"Pittsburgh","5-2",2,"-","rob-long","Week 8"
25,"South Florida","6-1",31,"-","rob-long","Week 8"
1,"Alabama","7-0",1524,"1","robert-cessna","Week 8"
2,"Ohio State","6-0",1457,"2","robert-cessna","Week 8"
3,"Michigan","6-0",1368,"4","robert-cessna","Week 8"
4,"Washington","6-0",1304,"5","robert-cessna","Week 8"
5,"Clemson","7-0",1337,"3","robert-cessna","Week 8"
6,"Texas A&M","6-0",1218,"6","robert-cessna","Week 8"
7,"Louisville","5-1",1168,"7","robert-cessna","Week 8"
8,"Baylor","6-0",1021,"11","robert-cessna","Week 8"
9,"Wisconsin","4-2",935,"8","robert-cessna","Week 8"
10,"Nebraska","6-0",1037,"10","robert-cessna","Week 8"
11,"Florida State","5-2",733,"14","robert-cessna","Week 8"
12,"Houston","6-1",766,"13","robert-cessna","Week 8"
13,"Tennessee","5-2",550,"9","robert-cessna","Week 8"
14,"Boise State","6-0",694,"15","robert-cessna","Week 8"
15,"Florida","5-1",626,"18","robert-cessna","Week 8"
16,"West Virginia","5-0",744,"20","robert-cessna","Week 8"
17,"Utah","6-1",479,"21","robert-cessna","Week 8"
18,"Arkansas","5-2",584,"22","robert-cessna","Week 8"
19,"Oklahoma","4-2",612,"19","robert-cessna","Week 8"
20,"Western Michigan","7-0",285,"24","robert-cessna","Week 8"
21,"North Carolina","5-2",254,"-","robert-cessna","Week 8"
22,"Oklahoma State","4-2",47,"-","robert-cessna","Week 8"
23,"Mississippi","3-3",188,"12","robert-cessna","Week 8"
24,"Auburn","4-2",277,"23","robert-cessna","Week 8"
25,"Navy","4-1",163,"25","robert-cessna","Week 8"
1,"Alabama","7-0",1524,"1","robert-gagliardi","Week 8"
2,"Ohio State","6-0",1457,"2","robert-gagliardi","Week 8"
3,"Clemson","7-0",1337,"3","robert-gagliardi","Week 8"
4,"Michigan","6-0",1368,"4","robert-gagliardi","Week 8"
5,"Washington","6-0",1304,"5","robert-gagliardi","Week 8"
6,"Texas A&M","6-0",1218,"6","robert-gagliardi","Week 8"
7,"Louisville","5-1",1168,"7","robert-gagliardi","Week 8"
8,"Baylor","6-0",1021,"11","robert-gagliardi","Week 8"
9,"Nebraska","6-0",1037,"10","robert-gagliardi","Week 8"
10,"Florida State","5-2",733,"14","robert-gagliardi","Week 8"
11,"West Virginia","5-0",744,"20","robert-gagliardi","Week 8"
12,"Florida","5-1",626,"18","robert-gagliardi","Week 8"
13,"Oklahoma","4-2",612,"19","robert-gagliardi","Week 8"
14,"Boise State","6-0",694,"15","robert-gagliardi","Week 8"
15,"Houston","6-1",766,"13","robert-gagliardi","Week 8"
16,"Arkansas","5-2",584,"22","robert-gagliardi","Week 8"
17,"Wisconsin","4-2",935,"8","robert-gagliardi","Week 8"
18,"Utah","6-1",479,"21","robert-gagliardi","Week 8"
19,"North Carolina","5-2",254,"-","robert-gagliardi","Week 8"
20,"Tennessee","5-2",550,"9","robert-gagliardi","Week 8"
21,"Oklahoma State","4-2",47,"-","robert-gagliardi","Week 8"
22,"Western Michigan","7-0",285,"24","robert-gagliardi","Week 8"
23,"Auburn","4-2",277,"23","robert-gagliardi","Week 8"
24,"Mississippi","3-3",188,"12","robert-gagliardi","Week 8"
25,"Navy","4-1",163,"25","robert-gagliardi","Week 8"
1,"Alabama","7-0",1524,"1","ross-dellenger","Week 8"
2,"Ohio State","6-0",1457,"2","ross-dellenger","Week 8"
3,"Michigan","6-0",1368,"4","ross-dellenger","Week 8"
4,"Washington","6-0",1304,"5","ross-dellenger","Week 8"
5,"Clemson","7-0",1337,"3","ross-dellenger","Week 8"
6,"Texas A&M","6-0",1218,"6","ross-dellenger","Week 8"
7,"Baylor","6-0",1021,"11","ross-dellenger","Week 8"
8,"Louisville","5-1",1168,"7","ross-dellenger","Week 8"
9,"West Virginia","5-0",744,"20","ross-dellenger","Week 8"
