"Rank","Team","Record","Points","PV.Rank","Voter","Week"
8,"West Virginia","10-2",788,"14","mandy-mitchell","Week 15"
9,"USC","9-3",1040,"10","mandy-mitchell","Week 15"
10,"Wisconsin","10-3",1054,"6","mandy-mitchell","Week 15"
11,"Colorado","10-3",886,"9","mandy-mitchell","Week 15"
12,"Western Michigan","13-0",871,"13","mandy-mitchell","Week 15"
13,"Oklahoma State","9-3",800,"11","mandy-mitchell","Week 15"
14,"Virginia Tech","9-4",372,"19","mandy-mitchell","Week 15"
15,"Florida State","9-3",889,"12","mandy-mitchell","Week 15"
16,"Stanford","9-3",508,"17","mandy-mitchell","Week 15"
17,"Temple","10-3",229,"-","mandy-mitchell","Week 15"
18,"Auburn","8-4",493,"18","mandy-mitchell","Week 15"
19,"Louisville","9-3",542,"16","mandy-mitchell","Week 15"
20,"Utah","8-4",99,"-","mandy-mitchell","Week 15"
21,"Pittsburgh","8-4",237,"24","mandy-mitchell","Week 15"
22,"Florida","8-4",331,"15","mandy-mitchell","Week 15"
23,"South Florida","10-2",173,"24","mandy-mitchell","Week 15"
24,"LSU","7-4",351,"21","mandy-mitchell","Week 15"
25,"Houston","9-3",101,"-","mandy-mitchell","Week 15"
1,"Alabama","13-0",1525,"1","marc-weiszer","Week 15"
2,"Clemson","12-1",1396,"3","marc-weiszer","Week 15"
3,"Ohio State","11-1",1444,"2","marc-weiszer","Week 15"
4,"Washington","12-1",1329,"4","marc-weiszer","Week 15"
5,"Penn State","11-2",1252,"8","marc-weiszer","Week 15"
6,"Michigan","10-2",1249,"5","marc-weiszer","Week 15"
7,"Oklahoma","10-2",1173,"7","marc-weiszer","Week 15"
8,"USC","9-3",1040,"10","marc-weiszer","Week 15"
9,"Western Michigan","13-0",871,"13","marc-weiszer","Week 15"
10,"Wisconsin","10-3",1054,"6","marc-weiszer","Week 15"
11,"Florida State","9-3",889,"12","marc-weiszer","Week 15"
12,"Colorado","10-3",886,"9","marc-weiszer","Week 15"
13,"West Virginia","10-2",788,"14","marc-weiszer","Week 15"
14,"Virginia Tech","9-4",372,"19","marc-weiszer","Week 15"
15,"Oklahoma State","9-3",800,"11","marc-weiszer","Week 15"
16,"Stanford","9-3",508,"17","marc-weiszer","Week 15"
17,"Iowa","8-4",272,"22","marc-weiszer","Week 15"
18,"Louisville","9-3",542,"16","marc-weiszer","Week 15"
19,"LSU","7-4",351,"21","marc-weiszer","Week 15"
20,"Auburn","8-4",493,"18","marc-weiszer","Week 15"
21,"Florida","8-4",331,"15","marc-weiszer","Week 15"
22,"Temple","10-3",229,"-","marc-weiszer","Week 15"
23,"Pittsburgh","8-4",237,"24","marc-weiszer","Week 15"
24,"Nebraska","9-3",196,"23","marc-weiszer","Week 15"
25,"South Florida","10-2",173,"24","marc-weiszer","Week 15"
1,"Alabama","13-0",1525,"1","marq-burnett","Week 15"
2,"Ohio State","11-1",1444,"2","marq-burnett","Week 15"
3,"Clemson","12-1",1396,"3","marq-burnett","Week 15"
4,"Washington","12-1",1329,"4","marq-burnett","Week 15"
5,"Michigan","10-2",1249,"5","marq-burnett","Week 15"
6,"Penn State","11-2",1252,"8","marq-burnett","Week 15"
7,"Oklahoma","10-2",1173,"7","marq-burnett","Week 15"
8,"Western Michigan","13-0",871,"13","marq-burnett","Week 15"
9,"USC","9-3",1040,"10","marq-burnett","Week 15"
10,"Wisconsin","10-3",1054,"6","marq-burnett","Week 15"
11,"Oklahoma State","9-3",800,"11","marq-burnett","Week 15"
12,"Colorado","10-3",886,"9","marq-burnett","Week 15"
13,"Florida State","9-3",889,"12","marq-burnett","Week 15"
14,"West Virginia","10-2",788,"14","marq-burnett","Week 15"
15,"Virginia Tech","9-4",372,"19","marq-burnett","Week 15"
16,"Iowa","8-4",272,"22","marq-burnett","Week 15"
17,"Stanford","9-3",508,"17","marq-burnett","Week 15"
18,"Temple","10-3",229,"-","marq-burnett","Week 15"
19,"Louisville","9-3",542,"16","marq-burnett","Week 15"
20,"Auburn","8-4",493,"18","marq-burnett","Week 15"
21,"Boise State","10-2",95,"-","marq-burnett","Week 15"
22,"Florida","8-4",331,"15","marq-burnett","Week 15"
23,"Pittsburgh","8-4",237,"24","marq-burnett","Week 15"
24,"LSU","7-4",351,"21","marq-burnett","Week 15"
25,"Houston","9-3",101,"-","marq-burnett","Week 15"
1,"Alabama","13-0",1525,"1","matt-charboneau","Week 15"
2,"Ohio State","11-1",1444,"2","matt-charboneau","Week 15"
3,"Clemson","12-1",1396,"3","matt-charboneau","Week 15"
4,"Washington","12-1",1329,"4","matt-charboneau","Week 15"
5,"Michigan","10-2",1249,"5","matt-charboneau","Week 15"
6,"Penn State","11-2",1252,"8","matt-charboneau","Week 15"
7,"Oklahoma","10-2",1173,"7","matt-charboneau","Week 15"
8,"Wisconsin","10-3",1054,"6","matt-charboneau","Week 15"
9,"Oklahoma State","9-3",800,"11","matt-charboneau","Week 15"
10,"Florida State","9-3",889,"12","matt-charboneau","Week 15"
11,"Western Michigan","13-0",871,"13","matt-charboneau","Week 15"
12,"Colorado","10-3",886,"9","matt-charboneau","Week 15"
13,"USC","9-3",1040,"10","matt-charboneau","Week 15"
14,"West Virginia","10-2",788,"14","matt-charboneau","Week 15"
15,"Stanford","9-3",508,"17","matt-charboneau","Week 15"
16,"Virginia Tech","9-4",372,"19","matt-charboneau","Week 15"
17,"Florida","8-4",331,"15","matt-charboneau","Week 15"
18,"LSU","7-4",351,"21","matt-charboneau","Week 15"
19,"Air Force","9-3",20,"-","matt-charboneau","Week 15"
20,"Iowa","8-4",272,"22","matt-charboneau","Week 15"
21,"Houston","9-3",101,"-","matt-charboneau","Week 15"
22,"Louisville","9-3",542,"16","matt-charboneau","Week 15"
23,"South Florida","10-2",173,"24","matt-charboneau","Week 15"
24,"Nebraska","9-3",196,"23","matt-charboneau","Week 15"
25,"Temple","10-3",229,"-","matt-charboneau","Week 15"
1,"Alabama","13-0",1525,"1","matt-galloway","Week 15"
2,"Ohio State","11-1",1444,"2","matt-galloway","Week 15"
3,"Clemson","12-1",1396,"3","matt-galloway","Week 15"
4,"Washington","12-1",1329,"4","matt-galloway","Week 15"
5,"Michigan","10-2",1249,"5","matt-galloway","Week 15"
6,"Penn State","11-2",1252,"8","matt-galloway","Week 15"
7,"Oklahoma","10-2",1173,"7","matt-galloway","Week 15"
8,"Wisconsin","10-3",1054,"6","matt-galloway","Week 15"
9,"Colorado","10-3",886,"9","matt-galloway","Week 15"
10,"Oklahoma State","9-3",800,"11","matt-galloway","Week 15"
11,"West Virginia","10-2",788,"14","matt-galloway","Week 15"
12,"Florida State","9-3",889,"12","matt-galloway","Week 15"
13,"USC","9-3",1040,"10","matt-galloway","Week 15"
14,"Western Michigan","13-0",871,"13","matt-galloway","Week 15"
15,"Stanford","9-3",508,"17","matt-galloway","Week 15"
16,"Louisville","9-3",542,"16","matt-galloway","Week 15"
17,"Virginia Tech","9-4",372,"19","matt-galloway","Week 15"
18,"Auburn","8-4",493,"18","matt-galloway","Week 15"
19,"Iowa","8-4",272,"22","matt-galloway","Week 15"
20,"Nebraska","9-3",196,"23","matt-galloway","Week 15"
21,"Utah","8-4",99,"-","matt-galloway","Week 15"
22,"Pittsburgh","8-4",237,"24","matt-galloway","Week 15"
23,"Temple","10-3",229,"-","matt-galloway","Week 15"
24,"Florida","8-4",331,"15","matt-galloway","Week 15"
25,"LSU","7-4",351,"21","matt-galloway","Week 15"
1,"Alabama","13-0",1525,"1","matt-mccoy","Week 15"
2,"Ohio State","11-1",1444,"2","matt-mccoy","Week 15"
3,"Clemson","12-1",1396,"3","matt-mccoy","Week 15"
4,"Michigan","10-2",1249,"5","matt-mccoy","Week 15"
5,"Washington","12-1",1329,"4","matt-mccoy","Week 15"
6,"Penn State","11-2",1252,"8","matt-mccoy","Week 15"
7,"Oklahoma","10-2",1173,"7","matt-mccoy","Week 15"
8,"USC","9-3",1040,"10","matt-mccoy","Week 15"
9,"Wisconsin","10-3",1054,"6","matt-mccoy","Week 15"
10,"Florida State","9-3",889,"12","matt-mccoy","Week 15"
11,"Colorado","10-3",886,"9","matt-mccoy","Week 15"
12,"Oklahoma State","9-3",800,"11","matt-mccoy","Week 15"
13,"Western Michigan","13-0",871,"13","matt-mccoy","Week 15"
14,"West Virginia","10-2",788,"14","matt-mccoy","Week 15"
15,"Auburn","8-4",493,"18","matt-mccoy","Week 15"
16,"Florida","8-4",331,"15","matt-mccoy","Week 15"
17,"LSU","7-4",351,"21","matt-mccoy","Week 15"
18,"Virginia Tech","9-4",372,"19","matt-mccoy","Week 15"
19,"Stanford","9-3",508,"17","matt-mccoy","Week 15"
20,"Houston","9-3",101,"-","matt-mccoy","Week 15"
21,"Louisville","9-3",542,"16","matt-mccoy","Week 15"
22,"Pittsburgh","8-4",237,"24","matt-mccoy","Week 15"
23,"Iowa","8-4",272,"22","matt-mccoy","Week 15"
24,"Nebraska","9-3",196,"23","matt-mccoy","Week 15"
25,"Temple","10-3",229,"-","matt-mccoy","Week 15"
1,"Alabama","13-0",1525,"1","matt-porter","Week 15"
2,"Clemson","12-1",1396,"3","matt-porter","Week 15"
3,"Ohio State","11-1",1444,"2","matt-porter","Week 15"
4,"Washington","12-1",1329,"4","matt-porter","Week 15"
5,"Penn State","11-2",1252,"8","matt-porter","Week 15"
6,"Michigan","10-2",1249,"5","matt-porter","Week 15"
7,"Wisconsin","10-3",1054,"6","matt-porter","Week 15"
8,"Oklahoma","10-2",1173,"7","matt-porter","Week 15"
9,"Western Michigan","13-0",871,"13","matt-porter","Week 15"
10,"USC","9-3",1040,"10","matt-porter","Week 15"
11,"Colorado","10-3",886,"9","matt-porter","Week 15"
12,"Oklahoma State","9-3",800,"11","matt-porter","Week 15"
13,"Florida State","9-3",889,"12","matt-porter","Week 15"
14,"West Virginia","10-2",788,"14","matt-porter","Week 15"
15,"Auburn","8-4",493,"18","matt-porter","Week 15"
16,"Nebraska","9-3",196,"23","matt-porter","Week 15"
17,"Louisville","9-3",542,"16","matt-porter","Week 15"
18,"Virginia Tech","9-4",372,"19","matt-porter","Week 15"
19,"Florida","8-4",331,"15","matt-porter","Week 15"
20,"LSU","7-4",351,"21","matt-porter","Week 15"
21,"Boise State","10-2",95,"-","matt-porter","Week 15"
22,"Iowa","8-4",272,"22","matt-porter","Week 15"
23,"Stanford","9-3",508,"17","matt-porter","Week 15"
24,"Temple","10-3",229,"-","matt-porter","Week 15"
25,"South Florida","10-2",173,"24","matt-porter","Week 15"
1,"Alabama","13-0",1525,"1","michael-bonner","Week 15"
2,"Ohio State","11-1",1444,"2","michael-bonner","Week 15"
3,"Clemson","12-1",1396,"3","michael-bonner","Week 15"
4,"Washington","12-1",1329,"4","michael-bonner","Week 15"
5,"Michigan","10-2",1249,"5","michael-bonner","Week 15"
6,"Penn State","11-2",1252,"8","michael-bonner","Week 15"
7,"Oklahoma","10-2",1173,"7","michael-bonner","Week 15"
8,"Wisconsin","10-3",1054,"6","michael-bonner","Week 15"
9,"Colorado","10-3",886,"9","michael-bonner","Week 15"
10,"Oklahoma State","9-3",800,"11","michael-bonner","Week 15"
11,"Florida State","9-3",889,"12","michael-bonner","Week 15"
12,"USC","9-3",1040,"10","michael-bonner","Week 15"
13,"Western Michigan","13-0",871,"13","michael-bonner","Week 15"
14,"West Virginia","10-2",788,"14","michael-bonner","Week 15"
15,"Boise State","10-2",95,"-","michael-bonner","Week 15"
16,"Florida","8-4",331,"15","michael-bonner","Week 15"
17,"Nebraska","9-3",196,"23","michael-bonner","Week 15"
18,"Louisville","9-3",542,"16","michael-bonner","Week 15"
19,"Stanford","9-3",508,"17","michael-bonner","Week 15"
20,"Auburn","8-4",493,"18","michael-bonner","Week 15"
21,"LSU","7-4",351,"21","michael-bonner","Week 15"
22,"South Florida","10-2",173,"24","michael-bonner","Week 15"
23,"Washington State","8-4",31,"-","michael-bonner","Week 15"
24,"Temple","10-3",229,"-","michael-bonner","Week 15"
25,"Virginia Tech","9-4",372,"19","michael-bonner","Week 15"
1,"Alabama","13-0",1525,"1","michael-lev","Week 15"
2,"Ohio State","11-1",1444,"2","michael-lev","Week 15"
3,"Clemson","12-1",1396,"3","michael-lev","Week 15"
4,"Washington","12-1",1329,"4","michael-lev","Week 15"
5,"Michigan","10-2",1249,"5","michael-lev","Week 15"
6,"Penn State","11-2",1252,"8","michael-lev","Week 15"
7,"Oklahoma","10-2",1173,"7","michael-lev","Week 15"
8,"USC","9-3",1040,"10","michael-lev","Week 15"
9,"Wisconsin","10-3",1054,"6","michael-lev","Week 15"
10,"Colorado","10-3",886,"9","michael-lev","Week 15"
11,"Oklahoma State","9-3",800,"11","michael-lev","Week 15"
12,"West Virginia","10-2",788,"14","michael-lev","Week 15"
13,"Florida State","9-3",889,"12","michael-lev","Week 15"
14,"Western Michigan","13-0",871,"13","michael-lev","Week 15"
15,"Stanford","9-3",508,"17","michael-lev","Week 15"
16,"Virginia Tech","9-4",372,"19","michael-lev","Week 15"
17,"Temple","10-3",229,"-","michael-lev","Week 15"
18,"South Florida","10-2",173,"24","michael-lev","Week 15"
19,"Houston","9-3",101,"-","michael-lev","Week 15"
20,"Louisville","9-3",542,"16","michael-lev","Week 15"
21,"Florida","8-4",331,"15","michael-lev","Week 15"
22,"LSU","7-4",351,"21","michael-lev","Week 15"
23,"Auburn","8-4",493,"18","michael-lev","Week 15"
24,"Boise State","10-2",95,"-","michael-lev","Week 15"
25,"Pittsburgh","8-4",237,"24","michael-lev","Week 15"
1,"Alabama","13-0",1525,"1","mike-barber","Week 15"
2,"Ohio State","11-1",1444,"2","mike-barber","Week 15"
3,"Clemson","12-1",1396,"3","mike-barber","Week 15"
4,"Michigan","10-2",1249,"5","mike-barber","Week 15"
5,"Penn State","11-2",1252,"8","mike-barber","Week 15"
6,"Washington","12-1",1329,"4","mike-barber","Week 15"
7,"Wisconsin","10-3",1054,"6","mike-barber","Week 15"
8,"Oklahoma","10-2",1173,"7","mike-barber","Week 15"
9,"USC","9-3",1040,"10","mike-barber","Week 15"
10,"Colorado","10-3",886,"9","mike-barber","Week 15"
11,"Western Michigan","13-0",871,"13","mike-barber","Week 15"
12,"Oklahoma State","9-3",800,"11","mike-barber","Week 15"
13,"Louisville","9-3",542,"16","mike-barber","Week 15"
14,"Auburn","8-4",493,"18","mike-barber","Week 15"
15,"Florida State","9-3",889,"12","mike-barber","Week 15"
16,"West Virginia","10-2",788,"14","mike-barber","Week 15"
17,"Nebraska","9-3",196,"23","mike-barber","Week 15"
18,"Texas A&M","8-4",26,"-","mike-barber","Week 15"
19,"Boise State","10-2",95,"-","mike-barber","Week 15"
20,"Stanford","9-3",508,"17","mike-barber","Week 15"
21,"Virginia Tech","9-4",372,"19","mike-barber","Week 15"
22,"Florida","8-4",331,"15","mike-barber","Week 15"
23,"Temple","10-3",229,"-","mike-barber","Week 15"
24,"Utah","8-4",99,"-","mike-barber","Week 15"
25,"LSU","7-4",351,"21","mike-barber","Week 15"
1,"Alabama","13-0",1525,"1","mitch-vingle","Week 15"
2,"Ohio State","11-1",1444,"2","mitch-vingle","Week 15"
3,"Clemson","12-1",1396,"3","mitch-vingle","Week 15"
4,"Washington","12-1",1329,"4","mitch-vingle","Week 15"
5,"Oklahoma","10-2",1173,"7","mitch-vingle","Week 15"
6,"Michigan","10-2",1249,"5","mitch-vingle","Week 15"
7,"Penn State","11-2",1252,"8","mitch-vingle","Week 15"
8,"Wisconsin","10-3",1054,"6","mitch-vingle","Week 15"
9,"USC","9-3",1040,"10","mitch-vingle","Week 15"
10,"Florida State","9-3",889,"12","mitch-vingle","Week 15"
11,"Oklahoma State","9-3",800,"11","mitch-vingle","Week 15"
12,"West Virginia","10-2",788,"14","mitch-vingle","Week 15"
13,"Western Michigan","13-0",871,"13","mitch-vingle","Week 15"
14,"Colorado","10-3",886,"9","mitch-vingle","Week 15"
15,"Louisville","9-3",542,"16","mitch-vingle","Week 15"
16,"Auburn","8-4",493,"18","mitch-vingle","Week 15"
17,"LSU","7-4",351,"21","mitch-vingle","Week 15"
18,"Stanford","9-3",508,"17","mitch-vingle","Week 15"
19,"Virginia Tech","9-4",372,"19","mitch-vingle","Week 15"
20,"Temple","10-3",229,"-","mitch-vingle","Week 15"
21,"South Florida","10-2",173,"24","mitch-vingle","Week 15"
22,"Boise State","10-2",95,"-","mitch-vingle","Week 15"
23,"Iowa","8-4",272,"22","mitch-vingle","Week 15"
24,"Nebraska","9-3",196,"23","mitch-vingle","Week 15"
25,"Florida","8-4",331,"15","mitch-vingle","Week 15"
1,"Alabama","13-0",1525,"1","nathan-deen","Week 15"
2,"Washington","12-1",1329,"4","nathan-deen","Week 15"
3,"Clemson","12-1",1396,"3","nathan-deen","Week 15"
4,"Ohio State","11-1",1444,"2","nathan-deen","Week 15"
5,"Michigan","10-2",1249,"5","nathan-deen","Week 15"
6,"Penn State","11-2",1252,"8","nathan-deen","Week 15"
7,"Oklahoma","10-2",1173,"7","nathan-deen","Week 15"
8,"USC","9-3",1040,"10","nathan-deen","Week 15"
9,"Wisconsin","10-3",1054,"6","nathan-deen","Week 15"
10,"Colorado","10-3",886,"9","nathan-deen","Week 15"
11,"West Virginia","10-2",788,"14","nathan-deen","Week 15"
12,"Stanford","9-3",508,"17","nathan-deen","Week 15"
13,"Florida State","9-3",889,"12","nathan-deen","Week 15"
14,"Oklahoma State","9-3",800,"11","nathan-deen","Week 15"
15,"Western Michigan","13-0",871,"13","nathan-deen","Week 15"
16,"Virginia Tech","9-4",372,"19","nathan-deen","Week 15"
17,"South Florida","10-2",173,"24","nathan-deen","Week 15"
18,"Nebraska","9-3",196,"23","nathan-deen","Week 15"
19,"Boise State","10-2",95,"-","nathan-deen","Week 15"
20,"Houston","9-3",101,"-","nathan-deen","Week 15"
21,"Louisville","9-3",542,"16","nathan-deen","Week 15"
22,"Florida","8-4",331,"15","nathan-deen","Week 15"
23,"LSU","7-4",351,"21","nathan-deen","Week 15"
24,"Iowa","8-4",272,"22","nathan-deen","Week 15"
25,"Temple","10-3",229,"-","nathan-deen","Week 15"
1,"Alabama","13-0",1525,"1","pat-caputo","Week 15"
2,"Ohio State","11-1",1444,"2","pat-caputo","Week 15"
3,"Washington","12-1",1329,"4","pat-caputo","Week 15"
4,"Clemson","12-1",1396,"3","pat-caputo","Week 15"
5,"Michigan","10-2",1249,"5","pat-caputo","Week 15"
6,"Oklahoma","10-2",1173,"7","pat-caputo","Week 15"
7,"Penn State","11-2",1252,"8","pat-caputo","Week 15"
8,"USC","9-3",1040,"10","pat-caputo","Week 15"
9,"Wisconsin","10-3",1054,"6","pat-caputo","Week 15"
10,"Colorado","10-3",886,"9","pat-caputo","Week 15"
11,"Louisville","9-3",542,"16","pat-caputo","Week 15"
12,"Florida State","9-3",889,"12","pat-caputo","Week 15"
13,"Western Michigan","13-0",871,"13","pat-caputo","Week 15"
14,"Stanford","9-3",508,"17","pat-caputo","Week 15"
15,"Oklahoma State","9-3",800,"11","pat-caputo","Week 15"
16,"Florida","8-4",331,"15","pat-caputo","Week 15"
17,"West Virginia","10-2",788,"14","pat-caputo","Week 15"
18,"Virginia Tech","9-4",372,"19","pat-caputo","Week 15"
19,"Auburn","8-4",493,"18","pat-caputo","Week 15"
20,"Houston","9-3",101,"-","pat-caputo","Week 15"
21,"Washington State","8-4",31,"-","pat-caputo","Week 15"
22,"South Florida","10-2",173,"24","pat-caputo","Week 15"
23,"Pittsburgh","8-4",237,"24","pat-caputo","Week 15"
24,"Iowa","8-4",272,"22","pat-caputo","Week 15"
25,"LSU","7-4",351,"21","pat-caputo","Week 15"
1,"Alabama","13-0",1525,"1","patrick-brown","Week 15"
2,"Ohio State","11-1",1444,"2","patrick-brown","Week 15"
3,"Clemson","12-1",1396,"3","patrick-brown","Week 15"
4,"Washington","12-1",1329,"4","patrick-brown","Week 15"
5,"Penn State","11-2",1252,"8","patrick-brown","Week 15"
6,"USC","9-3",1040,"10","patrick-brown","Week 15"
7,"Michigan","10-2",1249,"5","patrick-brown","Week 15"
8,"Wisconsin","10-3",1054,"6","patrick-brown","Week 15"
9,"Oklahoma","10-2",1173,"7","patrick-brown","Week 15"
10,"Colorado","10-3",886,"9","patrick-brown","Week 15"
11,"Florida State","9-3",889,"12","patrick-brown","Week 15"
12,"Western Michigan","13-0",871,"13","patrick-brown","Week 15"
13,"Oklahoma State","9-3",800,"11","patrick-brown","Week 15"
14,"Pittsburgh","8-4",237,"24","patrick-brown","Week 15"
15,"West Virginia","10-2",788,"14","patrick-brown","Week 15"
16,"Auburn","8-4",493,"18","patrick-brown","Week 15"
17,"Stanford","9-3",508,"17","patrick-brown","Week 15"
18,"Louisville","9-3",542,"16","patrick-brown","Week 15"
19,"Virginia Tech","9-4",372,"19","patrick-brown","Week 15"
20,"LSU","7-4",351,"21","patrick-brown","Week 15"
21,"Temple","10-3",229,"-","patrick-brown","Week 15"
22,"Iowa","8-4",272,"22","patrick-brown","Week 15"
23,"South Florida","10-2",173,"24","patrick-brown","Week 15"
24,"Utah","8-4",99,"-","patrick-brown","Week 15"
25,"Western Kentucky","10-3",7,"-","patrick-brown","Week 15"
1,"Alabama","13-0",1525,"1","pete-diprimio","Week 15"
2,"Ohio State","11-1",1444,"2","pete-diprimio","Week 15"
3,"Clemson","12-1",1396,"3","pete-diprimio","Week 15"
4,"Washington","12-1",1329,"4","pete-diprimio","Week 15"
5,"Penn State","11-2",1252,"8","pete-diprimio","Week 15"
6,"Michigan","10-2",1249,"5","pete-diprimio","Week 15"
7,"Oklahoma","10-2",1173,"7","pete-diprimio","Week 15"
8,"Western Michigan","13-0",871,"13","pete-diprimio","Week 15"
9,"USC","9-3",1040,"10","pete-diprimio","Week 15"
10,"Wisconsin","10-3",1054,"6","pete-diprimio","Week 15"
11,"Florida State","9-3",889,"12","pete-diprimio","Week 15"
12,"Colorado","10-3",886,"9","pete-diprimio","Week 15"
13,"Oklahoma State","9-3",800,"11","pete-diprimio","Week 15"
14,"West Virginia","10-2",788,"14","pete-diprimio","Week 15"
15,"LSU","7-4",351,"21","pete-diprimio","Week 15"
16,"Pittsburgh","8-4",237,"24","pete-diprimio","Week 15"
17,"Stanford","9-3",508,"17","pete-diprimio","Week 15"
18,"Auburn","8-4",493,"18","pete-diprimio","Week 15"
19,"Louisville","9-3",542,"16","pete-diprimio","Week 15"
20,"Boise State","10-2",95,"-","pete-diprimio","Week 15"
21,"Virginia Tech","9-4",372,"19","pete-diprimio","Week 15"
22,"South Florida","10-2",173,"24","pete-diprimio","Week 15"
23,"Iowa","8-4",272,"22","pete-diprimio","Week 15"
24,"Nebraska","9-3",196,"23","pete-diprimio","Week 15"
25,"Temple","10-3",229,"-","pete-diprimio","Week 15"
1,"Alabama","13-0",1525,"1","rob-long","Week 15"
2,"Clemson","12-1",1396,"3","rob-long","Week 15"
3,"Ohio State","11-1",1444,"2","rob-long","Week 15"
4,"Penn State","11-2",1252,"8","rob-long","Week 15"
5,"Oklahoma","10-2",1173,"7","rob-long","Week 15"
6,"Washington","12-1",1329,"4","rob-long","Week 15"
7,"Michigan","10-2",1249,"5","rob-long","Week 15"
8,"USC","9-3",1040,"10","rob-long","Week 15"
9,"Western Michigan","13-0",871,"13","rob-long","Week 15"
10,"Wisconsin","10-3",1054,"6","rob-long","Week 15"
11,"Colorado","10-3",886,"9","rob-long","Week 15"
12,"West Virginia","10-2",788,"14","rob-long","Week 15"
13,"Florida State","9-3",889,"12","rob-long","Week 15"
14,"Stanford","9-3",508,"17","rob-long","Week 15"
15,"Oklahoma State","9-3",800,"11","rob-long","Week 15"
16,"Auburn","8-4",493,"18","rob-long","Week 15"
17,"Iowa","8-4",272,"22","rob-long","Week 15"
18,"Nebraska","9-3",196,"23","rob-long","Week 15"
19,"Louisville","9-3",542,"16","rob-long","Week 15"
20,"Houston","9-3",101,"-","rob-long","Week 15"
21,"Temple","10-3",229,"-","rob-long","Week 15"
22,"Navy","9-3",15,"20","rob-long","Week 15"
23,"Virginia Tech","9-4",372,"19","rob-long","Week 15"
24,"Boise State","10-2",95,"-","rob-long","Week 15"
25,"Florida","8-4",331,"15","rob-long","Week 15"
1,"Alabama","13-0",1525,"1","robert-cessna","Week 15"
2,"Ohio State","11-1",1444,"2","robert-cessna","Week 15"
3,"Clemson","12-1",1396,"3","robert-cessna","Week 15"
4,"Washington","12-1",1329,"4","robert-cessna","Week 15"
5,"Penn State","11-2",1252,"8","robert-cessna","Week 15"
6,"Michigan","10-2",1249,"5","robert-cessna","Week 15"
7,"Oklahoma","10-2",1173,"7","robert-cessna","Week 15"
8,"Wisconsin","10-3",1054,"6","robert-cessna","Week 15"
9,"USC","9-3",1040,"10","robert-cessna","Week 15"
10,"Colorado","10-3",886,"9","robert-cessna","Week 15"
11,"Florida State","9-3",889,"12","robert-cessna","Week 15"
12,"Oklahoma State","9-3",800,"11","robert-cessna","Week 15"
13,"West Virginia","10-2",788,"14","robert-cessna","Week 15"
14,"Louisville","9-3",542,"16","robert-cessna","Week 15"
15,"Virginia Tech","9-4",372,"19","robert-cessna","Week 15"
16,"Florida","8-4",331,"15","robert-cessna","Week 15"
17,"Western Michigan","13-0",871,"13","robert-cessna","Week 15"
18,"LSU","7-4",351,"21","robert-cessna","Week 15"
19,"Nebraska","9-3",196,"23","robert-cessna","Week 15"
20,"Iowa","8-4",272,"22","robert-cessna","Week 15"
21,"South Florida","10-2",173,"24","robert-cessna","Week 15"
22,"Stanford","9-3",508,"17","robert-cessna","Week 15"
23,"Temple","10-3",229,"-","robert-cessna","Week 15"
24,"Navy","9-3",15,"20","robert-cessna","Week 15"
25,"Pittsburgh","8-4",237,"24","robert-cessna","Week 15"
1,"Alabama","13-0",1525,"1","robert-gagliardi","Week 15"
2,"Ohio State","11-1",1444,"2","robert-gagliardi","Week 15"
3,"Clemson","12-1",1396,"3","robert-gagliardi","Week 15"
4,"Washington","12-1",1329,"4","robert-gagliardi","Week 15"
5,"Penn State","11-2",1252,"8","robert-gagliardi","Week 15"
6,"Oklahoma","10-2",1173,"7","robert-gagliardi","Week 15"
7,"Michigan","10-2",1249,"5","robert-gagliardi","Week 15"
8,"USC","9-3",1040,"10","robert-gagliardi","Week 15"
9,"Florida State","9-3",889,"12","robert-gagliardi","Week 15"
10,"Wisconsin","10-3",1054,"6","robert-gagliardi","Week 15"
11,"Western Michigan","13-0",871,"13","robert-gagliardi","Week 15"
12,"West Virginia","10-2",788,"14","robert-gagliardi","Week 15"
13,"Louisville","9-3",542,"16","robert-gagliardi","Week 15"
14,"Oklahoma State","9-3",800,"11","robert-gagliardi","Week 15"
15,"Colorado","10-3",886,"9","robert-gagliardi","Week 15"
16,"Stanford","9-3",508,"17","robert-gagliardi","Week 15"
17,"Auburn","8-4",493,"18","robert-gagliardi","Week 15"
18,"LSU","7-4",351,"21","robert-gagliardi","Week 15"
19,"Iowa","8-4",272,"22","robert-gagliardi","Week 15"
20,"Nebraska","9-3",196,"23","robert-gagliardi","Week 15"
21,"South Florida","10-2",173,"24","robert-gagliardi","Week 15"
22,"Temple","10-3",229,"-","robert-gagliardi","Week 15"
23,"Virginia Tech","9-4",372,"19","robert-gagliardi","Week 15"
24,"Pittsburgh","8-4",237,"24","robert-gagliardi","Week 15"
25,"Houston","9-3",101,"-","robert-gagliardi","Week 15"
1,"Alabama","13-0",1525,"1","ross-dellenger","Week 15"
2,"Ohio State","11-1",1444,"2","ross-dellenger","Week 15"
3,"Clemson","12-1",1396,"3","ross-dellenger","Week 15"
4,"Washington","12-1",1329,"4","ross-dellenger","Week 15"
5,"Michigan","10-2",1249,"5","ross-dellenger","Week 15"
6,"Oklahoma","10-2",1173,"7","ross-dellenger","Week 15"
7,"Penn State","11-2",1252,"8","ross-dellenger","Week 15"
8,"Colorado","10-3",886,"9","ross-dellenger","Week 15"
