"Rank","Team","Record","Points","PV.Rank","Voter","Week"
11,"Penn State","8-2",961,"12","marc-weiszer","Week 12"
12,"Colorado","8-2",797,"16","marc-weiszer","Week 12"
13,"Florida State","7-3",569,"20","marc-weiszer","Week 12"
14,"LSU","6-3",582,"19","marc-weiszer","Week 12"
15,"Washington State","8-2",501,"23","marc-weiszer","Week 12"
16,"USC","7-3",584,"-","marc-weiszer","Week 12"
17,"Western Michigan","10-0",634,"14","marc-weiszer","Week 12"
18,"Auburn","7-3",543,"8","marc-weiszer","Week 12"
19,"Oklahoma State","8-2",659,"17","marc-weiszer","Week 12"
20,"Texas A&M","7-3",238,"10","marc-weiszer","Week 12"
21,"Nebraska","8-2",504,"21","marc-weiszer","Week 12"
22,"Florida","7-2",435,"22","marc-weiszer","Week 12"
23,"Boise State","9-1",315,"24","marc-weiszer","Week 12"
24,"Tennessee","7-3",21,"-","marc-weiszer","Week 12"
25,"Stanford","7-3",16,"-","marc-weiszer","Week 12"
1,"Alabama","10-0",1525,"1","marq-burnett","Week 12"
2,"Ohio State","9-1",1455,"6","marq-burnett","Week 12"
3,"Clemson","9-1",1304,"3","marq-burnett","Week 12"
4,"Michigan","9-1",1323,"2","marq-burnett","Week 12"
5,"Louisville","9-1",1357,"5","marq-burnett","Week 12"
6,"Washington","9-1",1150,"4","marq-burnett","Week 12"
7,"Wisconsin","8-2",1214,"7","marq-burnett","Week 12"
8,"Oklahoma","8-2",1064,"9","marq-burnett","Week 12"
9,"West Virginia","8-1",920,"11","marq-burnett","Week 12"
10,"Penn State","8-2",961,"12","marq-burnett","Week 12"
11,"Western Michigan","10-0",634,"14","marq-burnett","Week 12"
12,"Colorado","8-2",797,"16","marq-burnett","Week 12"
13,"Auburn","7-3",543,"8","marq-burnett","Week 12"
14,"Oklahoma State","8-2",659,"17","marq-burnett","Week 12"
15,"Utah","8-2",807,"13","marq-burnett","Week 12"
16,"USC","7-3",584,"-","marq-burnett","Week 12"
17,"Nebraska","8-2",504,"21","marq-burnett","Week 12"
18,"Boise State","9-1",315,"24","marq-burnett","Week 12"
19,"Washington State","8-2",501,"23","marq-burnett","Week 12"
20,"LSU","6-3",582,"19","marq-burnett","Week 12"
21,"Florida State","7-3",569,"20","marq-burnett","Week 12"
22,"Texas A&M","7-3",238,"10","marq-burnett","Week 12"
23,"Virginia Tech","7-3",36,"18","marq-burnett","Week 12"
24,"Troy","8-1",63,"-","marq-burnett","Week 12"
25,"North Carolina","7-3",40,"15","marq-burnett","Week 12"
1,"Alabama","10-0",1525,"1","matt-charboneau","Week 12"
2,"Ohio State","9-1",1455,"6","matt-charboneau","Week 12"
3,"Louisville","9-1",1357,"5","matt-charboneau","Week 12"
4,"Clemson","9-1",1304,"3","matt-charboneau","Week 12"
5,"Michigan","9-1",1323,"2","matt-charboneau","Week 12"
6,"Wisconsin","8-2",1214,"7","matt-charboneau","Week 12"
7,"Washington","9-1",1150,"4","matt-charboneau","Week 12"
8,"Oklahoma","8-2",1064,"9","matt-charboneau","Week 12"
9,"Florida State","7-3",569,"20","matt-charboneau","Week 12"
10,"Oklahoma State","8-2",659,"17","matt-charboneau","Week 12"
11,"Florida","7-2",435,"22","matt-charboneau","Week 12"
12,"LSU","6-3",582,"19","matt-charboneau","Week 12"
13,"Western Michigan","10-0",634,"14","matt-charboneau","Week 12"
14,"West Virginia","8-1",920,"11","matt-charboneau","Week 12"
15,"Penn State","8-2",961,"12","matt-charboneau","Week 12"
16,"Colorado","8-2",797,"16","matt-charboneau","Week 12"
17,"Utah","8-2",807,"13","matt-charboneau","Week 12"
18,"USC","7-3",584,"-","matt-charboneau","Week 12"
19,"Boise State","9-1",315,"24","matt-charboneau","Week 12"
20,"Auburn","7-3",543,"8","matt-charboneau","Week 12"
21,"Houston","8-2",49,"-","matt-charboneau","Week 12"
22,"Washington State","8-2",501,"23","matt-charboneau","Week 12"
23,"Nebraska","8-2",504,"21","matt-charboneau","Week 12"
24,"Stanford","7-3",16,"-","matt-charboneau","Week 12"
25,"Texas A&M","7-3",238,"10","matt-charboneau","Week 12"
1,"Alabama","10-0",1525,"1","matt-galloway","Week 12"
2,"Ohio State","9-1",1455,"6","matt-galloway","Week 12"
3,"Louisville","9-1",1357,"5","matt-galloway","Week 12"
4,"Michigan","9-1",1323,"2","matt-galloway","Week 12"
5,"Clemson","9-1",1304,"3","matt-galloway","Week 12"
6,"Washington","9-1",1150,"4","matt-galloway","Week 12"
7,"Wisconsin","8-2",1214,"7","matt-galloway","Week 12"
8,"Oklahoma","8-2",1064,"9","matt-galloway","Week 12"
9,"West Virginia","8-1",920,"11","matt-galloway","Week 12"
10,"Utah","8-2",807,"13","matt-galloway","Week 12"
11,"Colorado","8-2",797,"16","matt-galloway","Week 12"
12,"Penn State","8-2",961,"12","matt-galloway","Week 12"
13,"Western Michigan","10-0",634,"14","matt-galloway","Week 12"
14,"LSU","6-3",582,"19","matt-galloway","Week 12"
15,"Florida State","7-3",569,"20","matt-galloway","Week 12"
16,"Auburn","7-3",543,"8","matt-galloway","Week 12"
17,"Texas A&M","7-3",238,"10","matt-galloway","Week 12"
18,"Washington State","8-2",501,"23","matt-galloway","Week 12"
19,"Oklahoma State","8-2",659,"17","matt-galloway","Week 12"
20,"Boise State","9-1",315,"24","matt-galloway","Week 12"
21,"Nebraska","8-2",504,"21","matt-galloway","Week 12"
22,"Troy","8-1",63,"-","matt-galloway","Week 12"
23,"Florida","7-2",435,"22","matt-galloway","Week 12"
24,"USC","7-3",584,"-","matt-galloway","Week 12"
25,"San Diego State","9-1",97,"-","matt-galloway","Week 12"
1,"Alabama","10-0",1525,"1","matt-mccoy","Week 12"
2,"Ohio State","9-1",1455,"6","matt-mccoy","Week 12"
3,"Clemson","9-1",1304,"3","matt-mccoy","Week 12"
4,"Louisville","9-1",1357,"5","matt-mccoy","Week 12"
5,"Michigan","9-1",1323,"2","matt-mccoy","Week 12"
6,"Wisconsin","8-2",1214,"7","matt-mccoy","Week 12"
7,"Washington","9-1",1150,"4","matt-mccoy","Week 12"
8,"Oklahoma","8-2",1064,"9","matt-mccoy","Week 12"
9,"West Virginia","8-1",920,"11","matt-mccoy","Week 12"
10,"Penn State","8-2",961,"12","matt-mccoy","Week 12"
11,"Utah","8-2",807,"13","matt-mccoy","Week 12"
12,"Colorado","8-2",797,"16","matt-mccoy","Week 12"
13,"Western Michigan","10-0",634,"14","matt-mccoy","Week 12"
14,"Auburn","7-3",543,"8","matt-mccoy","Week 12"
15,"LSU","6-3",582,"19","matt-mccoy","Week 12"
16,"Oklahoma State","8-2",659,"17","matt-mccoy","Week 12"
17,"USC","7-3",584,"-","matt-mccoy","Week 12"
18,"Florida","7-2",435,"22","matt-mccoy","Week 12"
19,"Nebraska","8-2",504,"21","matt-mccoy","Week 12"
20,"Florida State","7-3",569,"20","matt-mccoy","Week 12"
21,"Texas A&M","7-3",238,"10","matt-mccoy","Week 12"
22,"Washington State","8-2",501,"23","matt-mccoy","Week 12"
23,"Boise State","9-1",315,"24","matt-mccoy","Week 12"
24,"Navy","7-2",20,"-","matt-mccoy","Week 12"
25,"San Diego State","9-1",97,"-","matt-mccoy","Week 12"
1,"Alabama","10-0",1525,"1","matt-porter","Week 12"
2,"Ohio State","9-1",1455,"6","matt-porter","Week 12"
3,"Michigan","9-1",1323,"2","matt-porter","Week 12"
4,"Louisville","9-1",1357,"5","matt-porter","Week 12"
5,"Clemson","9-1",1304,"3","matt-porter","Week 12"
6,"Washington","9-1",1150,"4","matt-porter","Week 12"
7,"Wisconsin","8-2",1214,"7","matt-porter","Week 12"
8,"Penn State","8-2",961,"12","matt-porter","Week 12"
9,"Washington State","8-2",501,"23","matt-porter","Week 12"
10,"Colorado","8-2",797,"16","matt-porter","Week 12"
11,"Oklahoma","8-2",1064,"9","matt-porter","Week 12"
12,"West Virginia","8-1",920,"11","matt-porter","Week 12"
13,"Nebraska","8-2",504,"21","matt-porter","Week 12"
14,"USC","7-3",584,"-","matt-porter","Week 12"
15,"Auburn","7-3",543,"8","matt-porter","Week 12"
16,"Texas A&M","7-3",238,"10","matt-porter","Week 12"
17,"Oklahoma State","8-2",659,"17","matt-porter","Week 12"
18,"LSU","6-3",582,"19","matt-porter","Week 12"
19,"Florida State","7-3",569,"20","matt-porter","Week 12"
20,"Utah","8-2",807,"13","matt-porter","Week 12"
21,"Florida","7-2",435,"22","matt-porter","Week 12"
22,"Western Michigan","10-0",634,"14","matt-porter","Week 12"
23,"Boise State","9-1",315,"24","matt-porter","Week 12"
24,"Iowa","6-4",4,"-","matt-porter","Week 12"
25,"Minnesota","7-3",1,"-","matt-porter","Week 12"
1,"Alabama","10-0",1525,"1","michael-bonner","Week 12"
2,"Michigan","9-1",1323,"2","michael-bonner","Week 12"
3,"Clemson","9-1",1304,"3","michael-bonner","Week 12"
4,"Ohio State","9-1",1455,"6","michael-bonner","Week 12"
5,"Louisville","9-1",1357,"5","michael-bonner","Week 12"
6,"Washington","9-1",1150,"4","michael-bonner","Week 12"
7,"Wisconsin","8-2",1214,"7","michael-bonner","Week 12"
8,"Oklahoma","8-2",1064,"9","michael-bonner","Week 12"
9,"West Virginia","8-1",920,"11","michael-bonner","Week 12"
10,"Colorado","8-2",797,"16","michael-bonner","Week 12"
11,"Nebraska","8-2",504,"21","michael-bonner","Week 12"
12,"Florida","7-2",435,"22","michael-bonner","Week 12"
13,"LSU","6-3",582,"19","michael-bonner","Week 12"
14,"Florida State","7-3",569,"20","michael-bonner","Week 12"
15,"Auburn","7-3",543,"8","michael-bonner","Week 12"
16,"Penn State","8-2",961,"12","michael-bonner","Week 12"
17,"Western Michigan","10-0",634,"14","michael-bonner","Week 12"
18,"Boise State","9-1",315,"24","michael-bonner","Week 12"
19,"Washington State","8-2",501,"23","michael-bonner","Week 12"
20,"Oklahoma State","8-2",659,"17","michael-bonner","Week 12"
21,"Utah","8-2",807,"13","michael-bonner","Week 12"
22,"USC","7-3",584,"-","michael-bonner","Week 12"
23,"Tennessee","7-3",21,"-","michael-bonner","Week 12"
24,"Texas A&M","7-3",238,"10","michael-bonner","Week 12"
25,"Houston","8-2",49,"-","michael-bonner","Week 12"
1,"Alabama","10-0",1525,"1","michael-lev","Week 12"
2,"Louisville","9-1",1357,"5","michael-lev","Week 12"
3,"Ohio State","9-1",1455,"6","michael-lev","Week 12"
4,"Michigan","9-1",1323,"2","michael-lev","Week 12"
5,"Wisconsin","8-2",1214,"7","michael-lev","Week 12"
6,"Washington","9-1",1150,"4","michael-lev","Week 12"
7,"Clemson","9-1",1304,"3","michael-lev","Week 12"
8,"West Virginia","8-1",920,"11","michael-lev","Week 12"
9,"Oklahoma","8-2",1064,"9","michael-lev","Week 12"
10,"Colorado","8-2",797,"16","michael-lev","Week 12"
11,"Utah","8-2",807,"13","michael-lev","Week 12"
12,"Penn State","8-2",961,"12","michael-lev","Week 12"
13,"Washington State","8-2",501,"23","michael-lev","Week 12"
14,"USC","7-3",584,"-","michael-lev","Week 12"
15,"Florida State","7-3",569,"20","michael-lev","Week 12"
16,"Oklahoma State","8-2",659,"17","michael-lev","Week 12"
17,"Western Michigan","10-0",634,"14","michael-lev","Week 12"
18,"Auburn","7-3",543,"8","michael-lev","Week 12"
19,"Boise State","9-1",315,"24","michael-lev","Week 12"
20,"LSU","6-3",582,"19","michael-lev","Week 12"
21,"Florida","7-2",435,"22","michael-lev","Week 12"
22,"Texas A&M","7-3",238,"10","michael-lev","Week 12"
23,"San Diego State","9-1",97,"-","michael-lev","Week 12"
24,"Nebraska","8-2",504,"21","michael-lev","Week 12"
25,"Virginia Tech","7-3",36,"18","michael-lev","Week 12"
1,"Alabama","10-0",1525,"1","mike-barber","Week 12"
2,"Ohio State","9-1",1455,"6","mike-barber","Week 12"
3,"Clemson","9-1",1304,"3","mike-barber","Week 12"
4,"Michigan","9-1",1323,"2","mike-barber","Week 12"
5,"Louisville","9-1",1357,"5","mike-barber","Week 12"
6,"Wisconsin","8-2",1214,"7","mike-barber","Week 12"
7,"Washington","9-1",1150,"4","mike-barber","Week 12"
8,"Penn State","8-2",961,"12","mike-barber","Week 12"
9,"Oklahoma","8-2",1064,"9","mike-barber","Week 12"
10,"Nebraska","8-2",504,"21","mike-barber","Week 12"
11,"Colorado","8-2",797,"16","mike-barber","Week 12"
12,"Oklahoma State","8-2",659,"17","mike-barber","Week 12"
13,"West Virginia","8-1",920,"11","mike-barber","Week 12"
14,"Utah","8-2",807,"13","mike-barber","Week 12"
15,"Western Michigan","10-0",634,"14","mike-barber","Week 12"
16,"Texas A&M","7-3",238,"10","mike-barber","Week 12"
17,"Auburn","7-3",543,"8","mike-barber","Week 12"
18,"Tennessee","7-3",21,"-","mike-barber","Week 12"
19,"Florida","7-2",435,"22","mike-barber","Week 12"
20,"Boise State","9-1",315,"24","mike-barber","Week 12"
21,"Washington State","8-2",501,"23","mike-barber","Week 12"
22,"USC","7-3",584,"-","mike-barber","Week 12"
23,"Virginia Tech","7-3",36,"18","mike-barber","Week 12"
24,"LSU","6-3",582,"19","mike-barber","Week 12"
25,"North Carolina","7-3",40,"15","mike-barber","Week 12"
1,"Alabama","10-0",1525,"1","mitch-vingle","Week 12"
2,"Ohio State","9-1",1455,"6","mitch-vingle","Week 12"
3,"Michigan","9-1",1323,"2","mitch-vingle","Week 12"
4,"Clemson","9-1",1304,"3","mitch-vingle","Week 12"
5,"Louisville","9-1",1357,"5","mitch-vingle","Week 12"
6,"Wisconsin","8-2",1214,"7","mitch-vingle","Week 12"
7,"West Virginia","8-1",920,"11","mitch-vingle","Week 12"
8,"Oklahoma","8-2",1064,"9","mitch-vingle","Week 12"
9,"Washington","9-1",1150,"4","mitch-vingle","Week 12"
10,"Penn State","8-2",961,"12","mitch-vingle","Week 12"
11,"Utah","8-2",807,"13","mitch-vingle","Week 12"
12,"Western Michigan","10-0",634,"14","mitch-vingle","Week 12"
13,"Oklahoma State","8-2",659,"17","mitch-vingle","Week 12"
14,"Auburn","7-3",543,"8","mitch-vingle","Week 12"
15,"LSU","6-3",582,"19","mitch-vingle","Week 12"
16,"Colorado","8-2",797,"16","mitch-vingle","Week 12"
17,"Florida State","7-3",569,"20","mitch-vingle","Week 12"
18,"Nebraska","8-2",504,"21","mitch-vingle","Week 12"
19,"Boise State","9-1",315,"24","mitch-vingle","Week 12"
20,"Washington State","8-2",501,"23","mitch-vingle","Week 12"
21,"Florida","7-2",435,"22","mitch-vingle","Week 12"
22,"USC","7-3",584,"-","mitch-vingle","Week 12"
23,"Troy","8-1",63,"-","mitch-vingle","Week 12"
24,"Texas A&M","7-3",238,"10","mitch-vingle","Week 12"
25,"Navy","7-2",20,"-","mitch-vingle","Week 12"
1,"Alabama","10-0",1525,"1","nathan-deen","Week 12"
2,"Ohio State","9-1",1455,"6","nathan-deen","Week 12"
3,"Louisville","9-1",1357,"5","nathan-deen","Week 12"
4,"Michigan","9-1",1323,"2","nathan-deen","Week 12"
5,"Clemson","9-1",1304,"3","nathan-deen","Week 12"
6,"Washington","9-1",1150,"4","nathan-deen","Week 12"
7,"Wisconsin","8-2",1214,"7","nathan-deen","Week 12"
8,"Penn State","8-2",961,"12","nathan-deen","Week 12"
9,"USC","7-3",584,"-","nathan-deen","Week 12"
10,"LSU","6-3",582,"19","nathan-deen","Week 12"
11,"Oklahoma","8-2",1064,"9","nathan-deen","Week 12"
12,"Utah","8-2",807,"13","nathan-deen","Week 12"
13,"West Virginia","8-1",920,"11","nathan-deen","Week 12"
14,"Washington State","8-2",501,"23","nathan-deen","Week 12"
15,"Colorado","8-2",797,"16","nathan-deen","Week 12"
16,"Western Michigan","10-0",634,"14","nathan-deen","Week 12"
17,"Oklahoma State","8-2",659,"17","nathan-deen","Week 12"
18,"Florida State","7-3",569,"20","nathan-deen","Week 12"
19,"Texas A&M","7-3",238,"10","nathan-deen","Week 12"
20,"Auburn","7-3",543,"8","nathan-deen","Week 12"
21,"Houston","8-2",49,"-","nathan-deen","Week 12"
22,"Florida","7-2",435,"22","nathan-deen","Week 12"
23,"Boise State","9-1",315,"24","nathan-deen","Week 12"
24,"Virginia Tech","7-3",36,"18","nathan-deen","Week 12"
25,"Troy","8-1",63,"-","nathan-deen","Week 12"
1,"Alabama","10-0",1525,"1","pat-caputo","Week 12"
2,"Ohio State","9-1",1455,"6","pat-caputo","Week 12"
3,"Louisville","9-1",1357,"5","pat-caputo","Week 12"
4,"Michigan","9-1",1323,"2","pat-caputo","Week 12"
5,"Washington","9-1",1150,"4","pat-caputo","Week 12"
6,"Wisconsin","8-2",1214,"7","pat-caputo","Week 12"
7,"Clemson","9-1",1304,"3","pat-caputo","Week 12"
8,"Oklahoma","8-2",1064,"9","pat-caputo","Week 12"
9,"Colorado","8-2",797,"16","pat-caputo","Week 12"
10,"Penn State","8-2",961,"12","pat-caputo","Week 12"
11,"Washington State","8-2",501,"23","pat-caputo","Week 12"
12,"Florida State","7-3",569,"20","pat-caputo","Week 12"
13,"Florida","7-2",435,"22","pat-caputo","Week 12"
14,"Utah","8-2",807,"13","pat-caputo","Week 12"
15,"USC","7-3",584,"-","pat-caputo","Week 12"
16,"West Virginia","8-1",920,"11","pat-caputo","Week 12"
17,"LSU","6-3",582,"19","pat-caputo","Week 12"
18,"Western Michigan","10-0",634,"14","pat-caputo","Week 12"
19,"Oklahoma State","8-2",659,"17","pat-caputo","Week 12"
20,"Auburn","7-3",543,"8","pat-caputo","Week 12"
21,"Nebraska","8-2",504,"21","pat-caputo","Week 12"
22,"San Diego State","9-1",97,"-","pat-caputo","Week 12"
23,"Boise State","9-1",315,"24","pat-caputo","Week 12"
24,"Stanford","7-3",16,"-","pat-caputo","Week 12"
25,"Texas A&M","7-3",238,"10","pat-caputo","Week 12"
1,"Alabama","10-0",1525,"1","patrick-brown","Week 12"
2,"Ohio State","9-1",1455,"6","patrick-brown","Week 12"
3,"Louisville","9-1",1357,"5","patrick-brown","Week 12"
4,"Clemson","9-1",1304,"3","patrick-brown","Week 12"
5,"Michigan","9-1",1323,"2","patrick-brown","Week 12"
6,"Wisconsin","8-2",1214,"7","patrick-brown","Week 12"
7,"Penn State","8-2",961,"12","patrick-brown","Week 12"
8,"USC","7-3",584,"-","patrick-brown","Week 12"
9,"Washington","9-1",1150,"4","patrick-brown","Week 12"
10,"LSU","6-3",582,"19","patrick-brown","Week 12"
11,"Oklahoma","8-2",1064,"9","patrick-brown","Week 12"
12,"Utah","8-2",807,"13","patrick-brown","Week 12"
13,"Florida State","7-3",569,"20","patrick-brown","Week 12"
14,"Washington State","8-2",501,"23","patrick-brown","Week 12"
15,"Oklahoma State","8-2",659,"17","patrick-brown","Week 12"
16,"Colorado","8-2",797,"16","patrick-brown","Week 12"
17,"West Virginia","8-1",920,"11","patrick-brown","Week 12"
18,"Auburn","7-3",543,"8","patrick-brown","Week 12"
19,"Nebraska","8-2",504,"21","patrick-brown","Week 12"
20,"Boise State","9-1",315,"24","patrick-brown","Week 12"
21,"Western Michigan","10-0",634,"14","patrick-brown","Week 12"
22,"Pittsburgh","6-4",9,"-","patrick-brown","Week 12"
23,"South Florida","8-2",8,"-","patrick-brown","Week 12"
24,"San Diego State","9-1",97,"-","patrick-brown","Week 12"
25,"Tennessee","7-3",21,"-","patrick-brown","Week 12"
1,"Alabama","10-0",1525,"1","pete-diprimio","Week 12"
2,"Ohio State","9-1",1455,"6","pete-diprimio","Week 12"
3,"Louisville","9-1",1357,"5","pete-diprimio","Week 12"
4,"Clemson","9-1",1304,"3","pete-diprimio","Week 12"
5,"Michigan","9-1",1323,"2","pete-diprimio","Week 12"
6,"Wisconsin","8-2",1214,"7","pete-diprimio","Week 12"
7,"Washington","9-1",1150,"4","pete-diprimio","Week 12"
8,"West Virginia","8-1",920,"11","pete-diprimio","Week 12"
9,"Oklahoma","8-2",1064,"9","pete-diprimio","Week 12"
10,"Penn State","8-2",961,"12","pete-diprimio","Week 12"
11,"Western Michigan","10-0",634,"14","pete-diprimio","Week 12"
12,"Utah","8-2",807,"13","pete-diprimio","Week 12"
13,"Colorado","8-2",797,"16","pete-diprimio","Week 12"
14,"Washington State","8-2",501,"23","pete-diprimio","Week 12"
15,"Boise State","9-1",315,"24","pete-diprimio","Week 12"
16,"Auburn","7-3",543,"8","pete-diprimio","Week 12"
17,"Florida","7-2",435,"22","pete-diprimio","Week 12"
18,"Oklahoma State","8-2",659,"17","pete-diprimio","Week 12"
19,"Florida State","7-3",569,"20","pete-diprimio","Week 12"
20,"LSU","6-3",582,"19","pete-diprimio","Week 12"
21,"San Diego State","9-1",97,"-","pete-diprimio","Week 12"
22,"Nebraska","8-2",504,"21","pete-diprimio","Week 12"
23,"USC","7-3",584,"-","pete-diprimio","Week 12"
24,"Troy","8-1",63,"-","pete-diprimio","Week 12"
25,"Navy","7-2",20,"-","pete-diprimio","Week 12"
1,"Alabama","10-0",1525,"1","rob-long","Week 12"
2,"Ohio State","9-1",1455,"6","rob-long","Week 12"
3,"Louisville","9-1",1357,"5","rob-long","Week 12"
4,"Penn State","8-2",961,"12","rob-long","Week 12"
5,"Michigan","9-1",1323,"2","rob-long","Week 12"
6,"Clemson","9-1",1304,"3","rob-long","Week 12"
7,"Wisconsin","8-2",1214,"7","rob-long","Week 12"
8,"Washington","9-1",1150,"4","rob-long","Week 12"
9,"Oklahoma","8-2",1064,"9","rob-long","Week 12"
10,"Oklahoma State","8-2",659,"17","rob-long","Week 12"
11,"Washington State","8-2",501,"23","rob-long","Week 12"
12,"West Virginia","8-1",920,"11","rob-long","Week 12"
13,"Colorado","8-2",797,"16","rob-long","Week 12"
14,"Western Michigan","10-0",634,"14","rob-long","Week 12"
15,"USC","7-3",584,"-","rob-long","Week 12"
16,"LSU","6-3",582,"19","rob-long","Week 12"
17,"Nebraska","8-2",504,"21","rob-long","Week 12"
18,"Utah","8-2",807,"13","rob-long","Week 12"
19,"Florida State","7-3",569,"20","rob-long","Week 12"
20,"Florida","7-2",435,"22","rob-long","Week 12"
21,"Boise State","9-1",315,"24","rob-long","Week 12"
22,"Auburn","7-3",543,"8","rob-long","Week 12"
23,"Texas A&M","7-3",238,"10","rob-long","Week 12"
24,"North Carolina","7-3",40,"15","rob-long","Week 12"
25,"Troy","8-1",63,"-","rob-long","Week 12"
1,"Alabama","10-0",1525,"1","robert-cessna","Week 12"
2,"Ohio State","9-1",1455,"6","robert-cessna","Week 12"
3,"Clemson","9-1",1304,"3","robert-cessna","Week 12"
4,"Washington","9-1",1150,"4","robert-cessna","Week 12"
5,"Michigan","9-1",1323,"2","robert-cessna","Week 12"
6,"Louisville","9-1",1357,"5","robert-cessna","Week 12"
7,"Wisconsin","8-2",1214,"7","robert-cessna","Week 12"
8,"West Virginia","8-1",920,"11","robert-cessna","Week 12"
9,"Utah","8-2",807,"13","robert-cessna","Week 12"
10,"Oklahoma","8-2",1064,"9","robert-cessna","Week 12"
11,"Oklahoma State","8-2",659,"17","robert-cessna","Week 12"
12,"Nebraska","8-2",504,"21","robert-cessna","Week 12"
13,"LSU","6-3",582,"19","robert-cessna","Week 12"
14,"Penn State","8-2",961,"12","robert-cessna","Week 12"
15,"Colorado","8-2",797,"16","robert-cessna","Week 12"
16,"Florida","7-2",435,"22","robert-cessna","Week 12"
17,"Western Michigan","10-0",634,"14","robert-cessna","Week 12"
18,"Washington State","8-2",501,"23","robert-cessna","Week 12"
19,"Florida State","7-3",569,"20","robert-cessna","Week 12"
20,"USC","7-3",584,"-","robert-cessna","Week 12"
21,"Boise State","9-1",315,"24","robert-cessna","Week 12"
22,"Auburn","7-3",543,"8","robert-cessna","Week 12"
23,"Texas A&M","7-3",238,"10","robert-cessna","Week 12"
24,"San Diego State","9-1",97,"-","robert-cessna","Week 12"
25,"North Carolina","7-3",40,"15","robert-cessna","Week 12"
1,"Alabama","10-0",1525,"1","robert-gagliardi","Week 12"
2,"Ohio State","9-1",1455,"6","robert-gagliardi","Week 12"
3,"Louisville","9-1",1357,"5","robert-gagliardi","Week 12"
4,"Michigan","9-1",1323,"2","robert-gagliardi","Week 12"
5,"Clemson","9-1",1304,"3","robert-gagliardi","Week 12"
6,"Wisconsin","8-2",1214,"7","robert-gagliardi","Week 12"
7,"Washington","9-1",1150,"4","robert-gagliardi","Week 12"
8,"Oklahoma","8-2",1064,"9","robert-gagliardi","Week 12"
9,"Oklahoma State","8-2",659,"17","robert-gagliardi","Week 12"
10,"Penn State","8-2",961,"12","robert-gagliardi","Week 12"
11,"Colorado","8-2",797,"16","robert-gagliardi","Week 12"
12,"West Virginia","8-1",920,"11","robert-gagliardi","Week 12"
13,"Washington State","8-2",501,"23","robert-gagliardi","Week 12"
14,"Western Michigan","10-0",634,"14","robert-gagliardi","Week 12"
15,"Utah","8-2",807,"13","robert-gagliardi","Week 12"
16,"Florida","7-2",435,"22","robert-gagliardi","Week 12"
17,"USC","7-3",584,"-","robert-gagliardi","Week 12"
18,"Auburn","7-3",543,"8","robert-gagliardi","Week 12"
19,"Nebraska","8-2",504,"21","robert-gagliardi","Week 12"
20,"LSU","6-3",582,"19","robert-gagliardi","Week 12"
21,"San Diego State","9-1",97,"-","robert-gagliardi","Week 12"
22,"Boise State","9-1",315,"24","robert-gagliardi","Week 12"
23,"Florida State","7-3",569,"20","robert-gagliardi","Week 12"
24,"Houston","8-2",49,"-","robert-gagliardi","Week 12"
25,"Troy","8-1",63,"-","robert-gagliardi","Week 12"
1,"Alabama","10-0",1525,"1","ross-dellenger","Week 12"
2,"Ohio State","9-1",1455,"6","ross-dellenger","Week 12"
3,"Louisville","9-1",1357,"5","ross-dellenger","Week 12"
4,"Michigan","9-1",1323,"2","ross-dellenger","Week 12"
5,"Clemson","9-1",1304,"3","ross-dellenger","Week 12"
6,"Wisconsin","8-2",1214,"7","ross-dellenger","Week 12"
7,"West Virginia","8-1",920,"11","ross-dellenger","Week 12"
8,"Washington","9-1",1150,"4","ross-dellenger","Week 12"
9,"Oklahoma","8-2",1064,"9","ross-dellenger","Week 12"
10,"Colorado","8-2",797,"16","ross-dellenger","Week 12"
11,"Florida State","7-3",569,"20","ross-dellenger","Week 12"
12,"Utah","8-2",807,"13","ross-dellenger","Week 12"
13,"Nebraska","8-2",504,"21","ross-dellenger","Week 12"
14,"Auburn","7-3",543,"8","ross-dellenger","Week 12"
15,"LSU","6-3",582,"19","ross-dellenger","Week 12"
16,"Oklahoma State","8-2",659,"17","ross-dellenger","Week 12"
17,"Penn State","8-2",961,"12","ross-dellenger","Week 12"
18,"Washington State","8-2",501,"23","ross-dellenger","Week 12"
19,"USC","7-3",584,"-","ross-dellenger","Week 12"
20,"Western Michigan","10-0",634,"14","ross-dellenger","Week 12"
21,"Florida","7-2",435,"22","ross-dellenger","Week 12"
22,"Boise State","9-1",315,"24","ross-dellenger","Week 12"
23,"Texas A&M","7-3",238,"10","ross-dellenger","Week 12"
24,"Virginia Tech","7-3",36,"18","ross-dellenger","Week 12"
25,"Troy","8-1",63,"-","ross-dellenger","Week 12"
1,"Alabama","10-0",1525,"1","sam-mckewon","Week 12"
2,"Ohio State","9-1",1455,"6","sam-mckewon","Week 12"
3,"Michigan","9-1",1323,"2","sam-mckewon","Week 12"
4,"Louisville","9-1",1357,"5","sam-mckewon","Week 12"
5,"Wisconsin","8-2",1214,"7","sam-mckewon","Week 12"
6,"Washington","9-1",1150,"4","sam-mckewon","Week 12"
7,"Clemson","9-1",1304,"3","sam-mckewon","Week 12"
8,"Colorado","8-2",797,"16","sam-mckewon","Week 12"
9,"Utah","8-2",807,"13","sam-mckewon","Week 12"
10,"USC","7-3",584,"-","sam-mckewon","Week 12"
11,"Oklahoma State","8-2",659,"17","sam-mckewon","Week 12"
12,"West Virginia","8-1",920,"11","sam-mckewon","Week 12"
13,"Penn State","8-2",961,"12","sam-mckewon","Week 12"
