"Rank","Team","Record","Points","PV.Rank","Voter","Week"
9,"Washington","9-1",1150,"4","garry-smits","Week 12"
10,"West Virginia","8-1",920,"11","garry-smits","Week 12"
11,"Auburn","7-3",543,"8","garry-smits","Week 12"
12,"Western Michigan","10-0",634,"14","garry-smits","Week 12"
13,"Boise State","9-1",315,"24","garry-smits","Week 12"
14,"Florida State","7-3",569,"20","garry-smits","Week 12"
15,"Colorado","8-2",797,"16","garry-smits","Week 12"
16,"Florida","7-2",435,"22","garry-smits","Week 12"
17,"Utah","8-2",807,"13","garry-smits","Week 12"
18,"Oklahoma State","8-2",659,"17","garry-smits","Week 12"
19,"Houston","8-2",49,"-","garry-smits","Week 12"
20,"Nebraska","8-2",504,"21","garry-smits","Week 12"
21,"San Diego State","9-1",97,"-","garry-smits","Week 12"
22,"Washington State","8-2",501,"23","garry-smits","Week 12"
23,"LSU","6-3",582,"19","garry-smits","Week 12"
24,"South Florida","8-2",8,"-","garry-smits","Week 12"
25,"Navy","7-2",20,"-","garry-smits","Week 12"
1,"Alabama","10-0",1525,"1","gary-horowitz","Week 12"
2,"Ohio State","9-1",1455,"6","gary-horowitz","Week 12"
3,"Louisville","9-1",1357,"5","gary-horowitz","Week 12"
4,"Wisconsin","8-2",1214,"7","gary-horowitz","Week 12"
5,"Michigan","9-1",1323,"2","gary-horowitz","Week 12"
6,"Clemson","9-1",1304,"3","gary-horowitz","Week 12"
7,"West Virginia","8-1",920,"11","gary-horowitz","Week 12"
8,"Washington","9-1",1150,"4","gary-horowitz","Week 12"
9,"Oklahoma","8-2",1064,"9","gary-horowitz","Week 12"
10,"Penn State","8-2",961,"12","gary-horowitz","Week 12"
11,"Colorado","8-2",797,"16","gary-horowitz","Week 12"
12,"Western Michigan","10-0",634,"14","gary-horowitz","Week 12"
13,"USC","7-3",584,"-","gary-horowitz","Week 12"
14,"Florida State","7-3",569,"20","gary-horowitz","Week 12"
15,"Auburn","7-3",543,"8","gary-horowitz","Week 12"
16,"Florida","7-2",435,"22","gary-horowitz","Week 12"
17,"Utah","8-2",807,"13","gary-horowitz","Week 12"
18,"Oklahoma State","8-2",659,"17","gary-horowitz","Week 12"
19,"Boise State","9-1",315,"24","gary-horowitz","Week 12"
20,"LSU","6-3",582,"19","gary-horowitz","Week 12"
21,"Washington State","8-2",501,"23","gary-horowitz","Week 12"
22,"San Diego State","9-1",97,"-","gary-horowitz","Week 12"
23,"Nebraska","8-2",504,"21","gary-horowitz","Week 12"
24,"North Carolina","7-3",40,"15","gary-horowitz","Week 12"
25,"Troy","8-1",63,"-","gary-horowitz","Week 12"
1,"Alabama","10-0",1525,"1","graham-watson","Week 12"
2,"Ohio State","9-1",1455,"6","graham-watson","Week 12"
3,"Louisville","9-1",1357,"5","graham-watson","Week 12"
4,"Clemson","9-1",1304,"3","graham-watson","Week 12"
5,"Michigan","9-1",1323,"2","graham-watson","Week 12"
6,"Wisconsin","8-2",1214,"7","graham-watson","Week 12"
7,"Penn State","8-2",961,"12","graham-watson","Week 12"
8,"Oklahoma","8-2",1064,"9","graham-watson","Week 12"
9,"Washington","9-1",1150,"4","graham-watson","Week 12"
10,"Utah","8-2",807,"13","graham-watson","Week 12"
11,"Colorado","8-2",797,"16","graham-watson","Week 12"
12,"Auburn","7-3",543,"8","graham-watson","Week 12"
13,"LSU","6-3",582,"19","graham-watson","Week 12"
14,"USC","7-3",584,"-","graham-watson","Week 12"
15,"West Virginia","8-1",920,"11","graham-watson","Week 12"
16,"Western Michigan","10-0",634,"14","graham-watson","Week 12"
17,"Nebraska","8-2",504,"21","graham-watson","Week 12"
18,"Florida State","7-3",569,"20","graham-watson","Week 12"
19,"Florida","7-2",435,"22","graham-watson","Week 12"
20,"Washington State","8-2",501,"23","graham-watson","Week 12"
21,"Boise State","9-1",315,"24","graham-watson","Week 12"
22,"Texas A&M","7-3",238,"10","graham-watson","Week 12"
23,"Oklahoma State","8-2",659,"17","graham-watson","Week 12"
24,"Virginia Tech","7-3",36,"18","graham-watson","Week 12"
25,"San Diego State","9-1",97,"-","graham-watson","Week 12"
1,"Alabama","10-0",1525,"1","jason-galloway","Week 12"
2,"Ohio State","9-1",1455,"6","jason-galloway","Week 12"
3,"Michigan","9-1",1323,"2","jason-galloway","Week 12"
4,"Clemson","9-1",1304,"3","jason-galloway","Week 12"
5,"Louisville","9-1",1357,"5","jason-galloway","Week 12"
6,"Wisconsin","8-2",1214,"7","jason-galloway","Week 12"
7,"Washington","9-1",1150,"4","jason-galloway","Week 12"
8,"LSU","6-3",582,"19","jason-galloway","Week 12"
9,"Penn State","8-2",961,"12","jason-galloway","Week 12"
10,"Western Michigan","10-0",634,"14","jason-galloway","Week 12"
11,"Colorado","8-2",797,"16","jason-galloway","Week 12"
12,"Oklahoma State","8-2",659,"17","jason-galloway","Week 12"
13,"West Virginia","8-1",920,"11","jason-galloway","Week 12"
14,"Oklahoma","8-2",1064,"9","jason-galloway","Week 12"
15,"Utah","8-2",807,"13","jason-galloway","Week 12"
16,"Auburn","7-3",543,"8","jason-galloway","Week 12"
17,"USC","7-3",584,"-","jason-galloway","Week 12"
18,"Washington State","8-2",501,"23","jason-galloway","Week 12"
19,"Nebraska","8-2",504,"21","jason-galloway","Week 12"
20,"Florida","7-2",435,"22","jason-galloway","Week 12"
21,"Florida State","7-3",569,"20","jason-galloway","Week 12"
22,"Texas A&M","7-3",238,"10","jason-galloway","Week 12"
23,"Tennessee","7-3",21,"-","jason-galloway","Week 12"
24,"Boise State","9-1",315,"24","jason-galloway","Week 12"
25,"Troy","8-1",63,"-","jason-galloway","Week 12"
1,"Alabama","10-0",1525,"1","jeff-miller","Week 12"
2,"Ohio State","9-1",1455,"6","jeff-miller","Week 12"
3,"Louisville","9-1",1357,"5","jeff-miller","Week 12"
4,"Michigan","9-1",1323,"2","jeff-miller","Week 12"
5,"Clemson","9-1",1304,"3","jeff-miller","Week 12"
6,"Wisconsin","8-2",1214,"7","jeff-miller","Week 12"
7,"Oklahoma","8-2",1064,"9","jeff-miller","Week 12"
8,"Utah","8-2",807,"13","jeff-miller","Week 12"
9,"USC","7-3",584,"-","jeff-miller","Week 12"
10,"Washington","9-1",1150,"4","jeff-miller","Week 12"
11,"Colorado","8-2",797,"16","jeff-miller","Week 12"
12,"Florida State","7-3",569,"20","jeff-miller","Week 12"
13,"Western Michigan","10-0",634,"14","jeff-miller","Week 12"
14,"Auburn","7-3",543,"8","jeff-miller","Week 12"
15,"LSU","6-3",582,"19","jeff-miller","Week 12"
16,"Penn State","8-2",961,"12","jeff-miller","Week 12"
17,"Boise State","9-1",315,"24","jeff-miller","Week 12"
18,"West Virginia","8-1",920,"11","jeff-miller","Week 12"
19,"Florida","7-2",435,"22","jeff-miller","Week 12"
20,"Nebraska","8-2",504,"21","jeff-miller","Week 12"
21,"North Carolina","7-3",40,"15","jeff-miller","Week 12"
22,"Washington State","8-2",501,"23","jeff-miller","Week 12"
23,"Oklahoma State","8-2",659,"17","jeff-miller","Week 12"
24,"Texas A&M","7-3",238,"10","jeff-miller","Week 12"
25,"San Diego State","9-1",97,"-","jeff-miller","Week 12"
1,"Alabama","10-0",1525,"1","jerry-dipaola","Week 12"
2,"Ohio State","9-1",1455,"6","jerry-dipaola","Week 12"
3,"Clemson","9-1",1304,"3","jerry-dipaola","Week 12"
4,"Louisville","9-1",1357,"5","jerry-dipaola","Week 12"
5,"Michigan","9-1",1323,"2","jerry-dipaola","Week 12"
6,"Wisconsin","8-2",1214,"7","jerry-dipaola","Week 12"
7,"Washington","9-1",1150,"4","jerry-dipaola","Week 12"
8,"Oklahoma","8-2",1064,"9","jerry-dipaola","Week 12"
9,"Penn State","8-2",961,"12","jerry-dipaola","Week 12"
10,"West Virginia","8-1",920,"11","jerry-dipaola","Week 12"
11,"LSU","6-3",582,"19","jerry-dipaola","Week 12"
12,"Colorado","8-2",797,"16","jerry-dipaola","Week 12"
13,"Utah","8-2",807,"13","jerry-dipaola","Week 12"
14,"Florida State","7-3",569,"20","jerry-dipaola","Week 12"
15,"Oklahoma State","8-2",659,"17","jerry-dipaola","Week 12"
16,"USC","7-3",584,"-","jerry-dipaola","Week 12"
17,"Washington State","8-2",501,"23","jerry-dipaola","Week 12"
18,"Western Michigan","10-0",634,"14","jerry-dipaola","Week 12"
19,"Nebraska","8-2",504,"21","jerry-dipaola","Week 12"
20,"Boise State","9-1",315,"24","jerry-dipaola","Week 12"
21,"Florida","7-2",435,"22","jerry-dipaola","Week 12"
22,"Texas A&M","7-3",238,"10","jerry-dipaola","Week 12"
23,"Auburn","7-3",543,"8","jerry-dipaola","Week 12"
24,"Houston","8-2",49,"-","jerry-dipaola","Week 12"
25,"Virginia Tech","7-3",36,"18","jerry-dipaola","Week 12"
1,"Alabama","10-0",1525,"1","jimmy-burch","Week 12"
2,"Ohio State","9-1",1455,"6","jimmy-burch","Week 12"
3,"Louisville","9-1",1357,"5","jimmy-burch","Week 12"
4,"Michigan","9-1",1323,"2","jimmy-burch","Week 12"
5,"Clemson","9-1",1304,"3","jimmy-burch","Week 12"
6,"Washington","9-1",1150,"4","jimmy-burch","Week 12"
7,"Wisconsin","8-2",1214,"7","jimmy-burch","Week 12"
8,"Oklahoma","8-2",1064,"9","jimmy-burch","Week 12"
9,"West Virginia","8-1",920,"11","jimmy-burch","Week 12"
10,"Colorado","8-2",797,"16","jimmy-burch","Week 12"
11,"Penn State","8-2",961,"12","jimmy-burch","Week 12"
12,"Utah","8-2",807,"13","jimmy-burch","Week 12"
13,"Oklahoma State","8-2",659,"17","jimmy-burch","Week 12"
14,"Western Michigan","10-0",634,"14","jimmy-burch","Week 12"
15,"Florida","7-2",435,"22","jimmy-burch","Week 12"
16,"Washington State","8-2",501,"23","jimmy-burch","Week 12"
17,"LSU","6-3",582,"19","jimmy-burch","Week 12"
18,"Nebraska","8-2",504,"21","jimmy-burch","Week 12"
19,"Florida State","7-3",569,"20","jimmy-burch","Week 12"
20,"Texas A&M","7-3",238,"10","jimmy-burch","Week 12"
21,"Auburn","7-3",543,"8","jimmy-burch","Week 12"
22,"USC","7-3",584,"-","jimmy-burch","Week 12"
23,"Boise State","9-1",315,"24","jimmy-burch","Week 12"
24,"San Diego State","9-1",97,"-","jimmy-burch","Week 12"
25,"Navy","7-2",20,"-","jimmy-burch","Week 12"
1,"Alabama","10-0",1525,"1","joe-dubin","Week 12"
2,"Louisville","9-1",1357,"5","joe-dubin","Week 12"
3,"Ohio State","9-1",1455,"6","joe-dubin","Week 12"
4,"Michigan","9-1",1323,"2","joe-dubin","Week 12"
5,"Clemson","9-1",1304,"3","joe-dubin","Week 12"
6,"Wisconsin","8-2",1214,"7","joe-dubin","Week 12"
7,"Oklahoma","8-2",1064,"9","joe-dubin","Week 12"
8,"Penn State","8-2",961,"12","joe-dubin","Week 12"
9,"West Virginia","8-1",920,"11","joe-dubin","Week 12"
10,"Colorado","8-2",797,"16","joe-dubin","Week 12"
11,"Washington","9-1",1150,"4","joe-dubin","Week 12"
12,"Utah","8-2",807,"13","joe-dubin","Week 12"
13,"Oklahoma State","8-2",659,"17","joe-dubin","Week 12"
14,"Washington State","8-2",501,"23","joe-dubin","Week 12"
15,"Florida","7-2",435,"22","joe-dubin","Week 12"
16,"Western Michigan","10-0",634,"14","joe-dubin","Week 12"
17,"USC","7-3",584,"-","joe-dubin","Week 12"
18,"Auburn","7-3",543,"8","joe-dubin","Week 12"
19,"LSU","6-3",582,"19","joe-dubin","Week 12"
20,"Nebraska","8-2",504,"21","joe-dubin","Week 12"
21,"Florida State","7-3",569,"20","joe-dubin","Week 12"
22,"Boise State","9-1",315,"24","joe-dubin","Week 12"
23,"Houston","8-2",49,"-","joe-dubin","Week 12"
24,"Texas A&M","7-3",238,"10","joe-dubin","Week 12"
25,"Tennessee","7-3",21,"-","joe-dubin","Week 12"
1,"Alabama","10-0",1525,"1","joe-walljasper","Week 12"
2,"Louisville","9-1",1357,"5","joe-walljasper","Week 12"
3,"Ohio State","9-1",1455,"6","joe-walljasper","Week 12"
4,"Michigan","9-1",1323,"2","joe-walljasper","Week 12"
5,"Clemson","9-1",1304,"3","joe-walljasper","Week 12"
6,"Washington","9-1",1150,"4","joe-walljasper","Week 12"
7,"Wisconsin","8-2",1214,"7","joe-walljasper","Week 12"
8,"Oklahoma","8-2",1064,"9","joe-walljasper","Week 12"
9,"Utah","8-2",807,"13","joe-walljasper","Week 12"
10,"West Virginia","8-1",920,"11","joe-walljasper","Week 12"
11,"Penn State","8-2",961,"12","joe-walljasper","Week 12"
12,"LSU","6-3",582,"19","joe-walljasper","Week 12"
13,"Oklahoma State","8-2",659,"17","joe-walljasper","Week 12"
14,"Washington State","8-2",501,"23","joe-walljasper","Week 12"
15,"Florida State","7-3",569,"20","joe-walljasper","Week 12"
16,"Colorado","8-2",797,"16","joe-walljasper","Week 12"
17,"USC","7-3",584,"-","joe-walljasper","Week 12"
18,"Boise State","9-1",315,"24","joe-walljasper","Week 12"
19,"Auburn","7-3",543,"8","joe-walljasper","Week 12"
20,"Western Michigan","10-0",634,"14","joe-walljasper","Week 12"
21,"Nebraska","8-2",504,"21","joe-walljasper","Week 12"
22,"Texas A&M","7-3",238,"10","joe-walljasper","Week 12"
23,"Florida","7-2",435,"22","joe-walljasper","Week 12"
24,"Virginia Tech","7-3",36,"18","joe-walljasper","Week 12"
25,"San Diego State","9-1",97,"-","joe-walljasper","Week 12"
1,"Alabama","10-0",1525,"1","joey-knight","Week 12"
2,"Ohio State","9-1",1455,"6","joey-knight","Week 12"
3,"Michigan","9-1",1323,"2","joey-knight","Week 12"
4,"Clemson","9-1",1304,"3","joey-knight","Week 12"
5,"Louisville","9-1",1357,"5","joey-knight","Week 12"
6,"Wisconsin","8-2",1214,"7","joey-knight","Week 12"
7,"Washington","9-1",1150,"4","joey-knight","Week 12"
8,"Penn State","8-2",961,"12","joey-knight","Week 12"
9,"Oklahoma","8-2",1064,"9","joey-knight","Week 12"
10,"West Virginia","8-1",920,"11","joey-knight","Week 12"
11,"Colorado","8-2",797,"16","joey-knight","Week 12"
12,"Utah","8-2",807,"13","joey-knight","Week 12"
13,"USC","7-3",584,"-","joey-knight","Week 12"
14,"LSU","6-3",582,"19","joey-knight","Week 12"
15,"Oklahoma State","8-2",659,"17","joey-knight","Week 12"
16,"Washington State","8-2",501,"23","joey-knight","Week 12"
17,"Auburn","7-3",543,"8","joey-knight","Week 12"
18,"Florida State","7-3",569,"20","joey-knight","Week 12"
19,"Western Michigan","10-0",634,"14","joey-knight","Week 12"
20,"Nebraska","8-2",504,"21","joey-knight","Week 12"
21,"Boise State","9-1",315,"24","joey-knight","Week 12"
22,"Florida","7-2",435,"22","joey-knight","Week 12"
23,"Virginia Tech","7-3",36,"18","joey-knight","Week 12"
24,"North Carolina","7-3",40,"15","joey-knight","Week 12"
25,"San Diego State","9-1",97,"-","joey-knight","Week 12"
1,"Alabama","10-0",1525,"1","john-clay","Week 12"
2,"Ohio State","9-1",1455,"6","john-clay","Week 12"
3,"Louisville","9-1",1357,"5","john-clay","Week 12"
4,"Michigan","9-1",1323,"2","john-clay","Week 12"
5,"Clemson","9-1",1304,"3","john-clay","Week 12"
6,"Wisconsin","8-2",1214,"7","john-clay","Week 12"
7,"Washington","9-1",1150,"4","john-clay","Week 12"
8,"Oklahoma","8-2",1064,"9","john-clay","Week 12"
9,"West Virginia","8-1",920,"11","john-clay","Week 12"
10,"Florida State","7-3",569,"20","john-clay","Week 12"
11,"Utah","8-2",807,"13","john-clay","Week 12"
12,"Washington State","8-2",501,"23","john-clay","Week 12"
13,"Penn State","8-2",961,"12","john-clay","Week 12"
14,"Nebraska","8-2",504,"21","john-clay","Week 12"
15,"Florida","7-2",435,"22","john-clay","Week 12"
16,"Auburn","7-3",543,"8","john-clay","Week 12"
17,"Boise State","9-1",315,"24","john-clay","Week 12"
18,"LSU","6-3",582,"19","john-clay","Week 12"
19,"Oklahoma State","8-2",659,"17","john-clay","Week 12"
20,"Western Michigan","10-0",634,"14","john-clay","Week 12"
21,"Colorado","8-2",797,"16","john-clay","Week 12"
22,"USC","7-3",584,"-","john-clay","Week 12"
23,"Texas A&M","7-3",238,"10","john-clay","Week 12"
24,"San Diego State","9-1",97,"-","john-clay","Week 12"
25,"Troy","8-1",63,"-","john-clay","Week 12"
1,"Alabama","10-0",1525,"1","john-shinn","Week 12"
2,"Ohio State","9-1",1455,"6","john-shinn","Week 12"
3,"Louisville","9-1",1357,"5","john-shinn","Week 12"
4,"Wisconsin","8-2",1214,"7","john-shinn","Week 12"
5,"Michigan","9-1",1323,"2","john-shinn","Week 12"
6,"Clemson","9-1",1304,"3","john-shinn","Week 12"
7,"Penn State","8-2",961,"12","john-shinn","Week 12"
8,"Oklahoma","8-2",1064,"9","john-shinn","Week 12"
9,"Washington","9-1",1150,"4","john-shinn","Week 12"
10,"Colorado","8-2",797,"16","john-shinn","Week 12"
11,"Oklahoma State","8-2",659,"17","john-shinn","Week 12"
12,"West Virginia","8-1",920,"11","john-shinn","Week 12"
13,"Utah","8-2",807,"13","john-shinn","Week 12"
14,"LSU","6-3",582,"19","john-shinn","Week 12"
15,"USC","7-3",584,"-","john-shinn","Week 12"
16,"Auburn","7-3",543,"8","john-shinn","Week 12"
17,"Florida State","7-3",569,"20","john-shinn","Week 12"
18,"Florida","7-2",435,"22","john-shinn","Week 12"
19,"Western Michigan","10-0",634,"14","john-shinn","Week 12"
20,"Washington State","8-2",501,"23","john-shinn","Week 12"
21,"Navy","7-2",20,"-","john-shinn","Week 12"
22,"San Diego State","9-1",97,"-","john-shinn","Week 12"
23,"Nebraska","8-2",504,"21","john-shinn","Week 12"
24,"Boise State","9-1",315,"24","john-shinn","Week 12"
25,"Troy","8-1",63,"-","john-shinn","Week 12"
1,"Alabama","10-0",1525,"1","jon-wilner","Week 12"
2,"Ohio State","9-1",1455,"6","jon-wilner","Week 12"
3,"Michigan","9-1",1323,"2","jon-wilner","Week 12"
4,"Clemson","9-1",1304,"3","jon-wilner","Week 12"
5,"Wisconsin","8-2",1214,"7","jon-wilner","Week 12"
6,"Louisville","9-1",1357,"5","jon-wilner","Week 12"
7,"Washington","9-1",1150,"4","jon-wilner","Week 12"
8,"Penn State","8-2",961,"12","jon-wilner","Week 12"
9,"Oklahoma","8-2",1064,"9","jon-wilner","Week 12"
10,"Colorado","8-2",797,"16","jon-wilner","Week 12"
11,"Nebraska","8-2",504,"21","jon-wilner","Week 12"
12,"Auburn","7-3",543,"8","jon-wilner","Week 12"
13,"LSU","6-3",582,"19","jon-wilner","Week 12"
14,"Utah","8-2",807,"13","jon-wilner","Week 12"
15,"USC","7-3",584,"-","jon-wilner","Week 12"
16,"Florida State","7-3",569,"20","jon-wilner","Week 12"
17,"Texas A&M","7-3",238,"10","jon-wilner","Week 12"
18,"Oklahoma State","8-2",659,"17","jon-wilner","Week 12"
19,"Arkansas","6-4",7,"-","jon-wilner","Week 12"
20,"Florida","7-2",435,"22","jon-wilner","Week 12"
21,"Washington State","8-2",501,"23","jon-wilner","Week 12"
22,"Western Michigan","10-0",634,"14","jon-wilner","Week 12"
23,"West Virginia","8-1",920,"11","jon-wilner","Week 12"
24,"Navy","7-2",20,"-","jon-wilner","Week 12"
25,"Virginia Tech","7-3",36,"18","jon-wilner","Week 12"
1,"Alabama","10-0",1525,"1","jonny-miller","Week 12"
2,"Ohio State","9-1",1455,"6","jonny-miller","Week 12"
3,"Louisville","9-1",1357,"5","jonny-miller","Week 12"
4,"Wisconsin","8-2",1214,"7","jonny-miller","Week 12"
5,"Oklahoma","8-2",1064,"9","jonny-miller","Week 12"
6,"Michigan","9-1",1323,"2","jonny-miller","Week 12"
7,"Clemson","9-1",1304,"3","jonny-miller","Week 12"
8,"Washington","9-1",1150,"4","jonny-miller","Week 12"
9,"West Virginia","8-1",920,"11","jonny-miller","Week 12"
10,"Penn State","8-2",961,"12","jonny-miller","Week 12"
11,"Utah","8-2",807,"13","jonny-miller","Week 12"
12,"Florida State","7-3",569,"20","jonny-miller","Week 12"
13,"Colorado","8-2",797,"16","jonny-miller","Week 12"
14,"Oklahoma State","8-2",659,"17","jonny-miller","Week 12"
15,"Auburn","7-3",543,"8","jonny-miller","Week 12"
16,"Boise State","9-1",315,"24","jonny-miller","Week 12"
17,"USC","7-3",584,"-","jonny-miller","Week 12"
18,"LSU","6-3",582,"19","jonny-miller","Week 12"
19,"Western Michigan","10-0",634,"14","jonny-miller","Week 12"
20,"Washington State","8-2",501,"23","jonny-miller","Week 12"
21,"Nebraska","8-2",504,"21","jonny-miller","Week 12"
22,"Houston","8-2",49,"-","jonny-miller","Week 12"
23,"Stanford","7-3",16,"-","jonny-miller","Week 12"
24,"Florida","7-2",435,"22","jonny-miller","Week 12"
25,"Navy","7-2",20,"-","jonny-miller","Week 12"
1,"Alabama","10-0",1525,"1","josh-kendall","Week 12"
2,"Louisville","9-1",1357,"5","josh-kendall","Week 12"
3,"Wisconsin","8-2",1214,"7","josh-kendall","Week 12"
4,"Penn State","8-2",961,"12","josh-kendall","Week 12"
5,"Ohio State","9-1",1455,"6","josh-kendall","Week 12"
6,"Florida State","7-3",569,"20","josh-kendall","Week 12"
7,"Oklahoma","8-2",1064,"9","josh-kendall","Week 12"
8,"USC","7-3",584,"-","josh-kendall","Week 12"
9,"Washington","9-1",1150,"4","josh-kendall","Week 12"
10,"Clemson","9-1",1304,"3","josh-kendall","Week 12"
11,"Michigan","9-1",1323,"2","josh-kendall","Week 12"
12,"LSU","6-3",582,"19","josh-kendall","Week 12"
13,"Colorado","8-2",797,"16","josh-kendall","Week 12"
14,"West Virginia","8-1",920,"11","josh-kendall","Week 12"
15,"Nebraska","8-2",504,"21","josh-kendall","Week 12"
16,"Washington State","8-2",501,"23","josh-kendall","Week 12"
17,"Utah","8-2",807,"13","josh-kendall","Week 12"
18,"Florida","7-2",435,"22","josh-kendall","Week 12"
19,"Auburn","7-3",543,"8","josh-kendall","Week 12"
20,"Stanford","7-3",16,"-","josh-kendall","Week 12"
21,"Troy","8-1",63,"-","josh-kendall","Week 12"
22,"San Diego State","9-1",97,"-","josh-kendall","Week 12"
23,"Oklahoma State","8-2",659,"17","josh-kendall","Week 12"
24,"Mississippi","5-5",2,"-","josh-kendall","Week 12"
25,"Iowa","6-4",4,"-","josh-kendall","Week 12"
1,"Alabama","10-0",1525,"1","keith-sargeant","Week 12"
2,"Ohio State","9-1",1455,"6","keith-sargeant","Week 12"
3,"Michigan","9-1",1323,"2","keith-sargeant","Week 12"
4,"Clemson","9-1",1304,"3","keith-sargeant","Week 12"
5,"Louisville","9-1",1357,"5","keith-sargeant","Week 12"
6,"Washington","9-1",1150,"4","keith-sargeant","Week 12"
7,"Wisconsin","8-2",1214,"7","keith-sargeant","Week 12"
8,"Western Michigan","10-0",634,"14","keith-sargeant","Week 12"
9,"Oklahoma","8-2",1064,"9","keith-sargeant","Week 12"
10,"West Virginia","8-1",920,"11","keith-sargeant","Week 12"
11,"Penn State","8-2",961,"12","keith-sargeant","Week 12"
12,"Oklahoma State","8-2",659,"17","keith-sargeant","Week 12"
13,"Colorado","8-2",797,"16","keith-sargeant","Week 12"
14,"Utah","8-2",807,"13","keith-sargeant","Week 12"
15,"LSU","6-3",582,"19","keith-sargeant","Week 12"
16,"USC","7-3",584,"-","keith-sargeant","Week 12"
17,"Nebraska","8-2",504,"21","keith-sargeant","Week 12"
18,"Washington State","8-2",501,"23","keith-sargeant","Week 12"
19,"Auburn","7-3",543,"8","keith-sargeant","Week 12"
20,"Texas A&M","7-3",238,"10","keith-sargeant","Week 12"
21,"Florida","7-2",435,"22","keith-sargeant","Week 12"
22,"Florida State","7-3",569,"20","keith-sargeant","Week 12"
23,"San Diego State","9-1",97,"-","keith-sargeant","Week 12"
24,"Boise State","9-1",315,"24","keith-sargeant","Week 12"
25,"Virginia Tech","7-3",36,"18","keith-sargeant","Week 12"
1,"Alabama","10-0",1525,"1","kirk-bohls","Week 12"
2,"Ohio State","9-1",1455,"6","kirk-bohls","Week 12"
3,"Louisville","9-1",1357,"5","kirk-bohls","Week 12"
4,"Michigan","9-1",1323,"2","kirk-bohls","Week 12"
5,"Penn State","8-2",961,"12","kirk-bohls","Week 12"
6,"Wisconsin","8-2",1214,"7","kirk-bohls","Week 12"
7,"USC","7-3",584,"-","kirk-bohls","Week 12"
8,"Oklahoma","8-2",1064,"9","kirk-bohls","Week 12"
9,"Clemson","9-1",1304,"3","kirk-bohls","Week 12"
10,"Washington","9-1",1150,"4","kirk-bohls","Week 12"
11,"Colorado","8-2",797,"16","kirk-bohls","Week 12"
12,"West Virginia","8-1",920,"11","kirk-bohls","Week 12"
13,"Western Michigan","10-0",634,"14","kirk-bohls","Week 12"
14,"Boise State","9-1",315,"24","kirk-bohls","Week 12"
15,"Washington State","8-2",501,"23","kirk-bohls","Week 12"
16,"Utah","8-2",807,"13","kirk-bohls","Week 12"
17,"Florida State","7-3",569,"20","kirk-bohls","Week 12"
18,"Oklahoma State","8-2",659,"17","kirk-bohls","Week 12"
19,"Auburn","7-3",543,"8","kirk-bohls","Week 12"
20,"LSU","6-3",582,"19","kirk-bohls","Week 12"
21,"Pittsburgh","6-4",9,"-","kirk-bohls","Week 12"
22,"Florida","7-2",435,"22","kirk-bohls","Week 12"
23,"Nebraska","8-2",504,"21","kirk-bohls","Week 12"
24,"North Carolina","7-3",40,"15","kirk-bohls","Week 12"
25,"Iowa","6-4",4,"-","kirk-bohls","Week 12"
1,"Alabama","10-0",1525,"1","mandy-mitchell","Week 12"
2,"Ohio State","9-1",1455,"6","mandy-mitchell","Week 12"
3,"Clemson","9-1",1304,"3","mandy-mitchell","Week 12"
4,"Louisville","9-1",1357,"5","mandy-mitchell","Week 12"
5,"West Virginia","8-1",920,"11","mandy-mitchell","Week 12"
6,"Michigan","9-1",1323,"2","mandy-mitchell","Week 12"
7,"Wisconsin","8-2",1214,"7","mandy-mitchell","Week 12"
8,"Washington","9-1",1150,"4","mandy-mitchell","Week 12"
9,"Oklahoma","8-2",1064,"9","mandy-mitchell","Week 12"
10,"Utah","8-2",807,"13","mandy-mitchell","Week 12"
11,"Colorado","8-2",797,"16","mandy-mitchell","Week 12"
12,"Penn State","8-2",961,"12","mandy-mitchell","Week 12"
13,"LSU","6-3",582,"19","mandy-mitchell","Week 12"
14,"USC","7-3",584,"-","mandy-mitchell","Week 12"
15,"Oklahoma State","8-2",659,"17","mandy-mitchell","Week 12"
16,"Florida","7-2",435,"22","mandy-mitchell","Week 12"
17,"Washington State","8-2",501,"23","mandy-mitchell","Week 12"
18,"Virginia Tech","7-3",36,"18","mandy-mitchell","Week 12"
19,"North Carolina","7-3",40,"15","mandy-mitchell","Week 12"
20,"Florida State","7-3",569,"20","mandy-mitchell","Week 12"
21,"Auburn","7-3",543,"8","mandy-mitchell","Week 12"
22,"Western Michigan","10-0",634,"14","mandy-mitchell","Week 12"
23,"Nebraska","8-2",504,"21","mandy-mitchell","Week 12"
24,"Troy","8-1",63,"-","mandy-mitchell","Week 12"
25,"Boise State","9-1",315,"24","mandy-mitchell","Week 12"
1,"Alabama","10-0",1525,"1","marc-weiszer","Week 12"
2,"Ohio State","9-1",1455,"6","marc-weiszer","Week 12"
3,"Louisville","9-1",1357,"5","marc-weiszer","Week 12"
4,"Michigan","9-1",1323,"2","marc-weiszer","Week 12"
5,"Clemson","9-1",1304,"3","marc-weiszer","Week 12"
6,"Washington","9-1",1150,"4","marc-weiszer","Week 12"
7,"Wisconsin","8-2",1214,"7","marc-weiszer","Week 12"
8,"Oklahoma","8-2",1064,"9","marc-weiszer","Week 12"
9,"Utah","8-2",807,"13","marc-weiszer","Week 12"
10,"West Virginia","8-1",920,"11","marc-weiszer","Week 12"
