"Rank","Team","Record","Points","PV.Rank","Voter","Week"
8,"Penn State","10-2",1118,"8","mandy-mitchell","Week 14"
9,"Colorado","10-2",1035,"9","mandy-mitchell","Week 14"
10,"USC","9-3",948,"12","mandy-mitchell","Week 14"
11,"Oklahoma State","9-2",931,"10","mandy-mitchell","Week 14"
12,"West Virginia","9-2",726,"19","mandy-mitchell","Week 14"
13,"Virginia Tech","9-3",420,"-","mandy-mitchell","Week 14"
14,"Florida State","9-3",847,"15","mandy-mitchell","Week 14"
15,"Stanford","9-3",452,"-","mandy-mitchell","Week 14"
16,"Florida","8-3",471,"13","mandy-mitchell","Week 14"
17,"Auburn","8-4",423,"16","mandy-mitchell","Week 14"
18,"Western Michigan","12-0",807,"14","mandy-mitchell","Week 14"
19,"Navy","9-2",387,"-","mandy-mitchell","Week 14"
20,"Louisville","9-3",468,"11","mandy-mitchell","Week 14"
21,"Utah","8-4",88,"21","mandy-mitchell","Week 14"
22,"Pittsburgh","8-4",168,"-","mandy-mitchell","Week 14"
23,"South Florida","10-2",168,"-","mandy-mitchell","Week 14"
24,"LSU","7-4",338,"25","mandy-mitchell","Week 14"
25,"Houston","9-3",98,"18","mandy-mitchell","Week 14"
1,"Alabama","12-0",1525,"1","marc-weiszer","Week 14"
2,"Ohio State","11-1",1456,"2","marc-weiszer","Week 14"
3,"Clemson","11-1",1383,"4","marc-weiszer","Week 14"
4,"Washington","11-1",1298,"6","marc-weiszer","Week 14"
5,"Michigan","10-2",1264,"3","marc-weiszer","Week 14"
6,"Wisconsin","10-2",1237,"5","marc-weiszer","Week 14"
7,"Colorado","10-2",1035,"9","marc-weiszer","Week 14"
8,"Oklahoma","9-2",1141,"7","marc-weiszer","Week 14"
9,"Penn State","10-2",1118,"8","marc-weiszer","Week 14"
10,"Florida State","9-3",847,"15","marc-weiszer","Week 14"
11,"USC","9-3",948,"12","marc-weiszer","Week 14"
12,"Oklahoma State","9-2",931,"10","marc-weiszer","Week 14"
13,"Western Michigan","12-0",807,"14","marc-weiszer","Week 14"
14,"West Virginia","9-2",726,"19","marc-weiszer","Week 14"
15,"Virginia Tech","9-3",420,"-","marc-weiszer","Week 14"
16,"Stanford","9-3",452,"-","marc-weiszer","Week 14"
17,"Iowa","8-4",217,"-","marc-weiszer","Week 14"
18,"Navy","9-2",387,"-","marc-weiszer","Week 14"
19,"LSU","7-4",338,"25","marc-weiszer","Week 14"
20,"Florida","8-3",471,"13","marc-weiszer","Week 14"
21,"Louisville","9-3",468,"11","marc-weiszer","Week 14"
22,"Auburn","8-4",423,"16","marc-weiszer","Week 14"
23,"Pittsburgh","8-4",168,"-","marc-weiszer","Week 14"
24,"South Florida","10-2",168,"-","marc-weiszer","Week 14"
25,"Miami","8-4",5,"-","marc-weiszer","Week 14"
1,"Alabama","12-0",1525,"1","marq-burnett","Week 14"
2,"Ohio State","11-1",1456,"2","marq-burnett","Week 14"
3,"Clemson","11-1",1383,"4","marq-burnett","Week 14"
4,"Washington","11-1",1298,"6","marq-burnett","Week 14"
5,"Michigan","10-2",1264,"3","marq-burnett","Week 14"
6,"Oklahoma","9-2",1141,"7","marq-burnett","Week 14"
7,"Wisconsin","10-2",1237,"5","marq-burnett","Week 14"
8,"Penn State","10-2",1118,"8","marq-burnett","Week 14"
9,"Western Michigan","12-0",807,"14","marq-burnett","Week 14"
10,"Colorado","10-2",1035,"9","marq-burnett","Week 14"
11,"Oklahoma State","9-2",931,"10","marq-burnett","Week 14"
12,"USC","9-3",948,"12","marq-burnett","Week 14"
13,"Florida State","9-3",847,"15","marq-burnett","Week 14"
14,"West Virginia","9-2",726,"19","marq-burnett","Week 14"
15,"Virginia Tech","9-3",420,"-","marq-burnett","Week 14"
16,"Iowa","8-4",217,"-","marq-burnett","Week 14"
17,"Stanford","9-3",452,"-","marq-burnett","Week 14"
18,"Navy","9-2",387,"-","marq-burnett","Week 14"
19,"Louisville","9-3",468,"11","marq-burnett","Week 14"
20,"Auburn","8-4",423,"16","marq-burnett","Week 14"
21,"Boise State","10-2",92,"20","marq-burnett","Week 14"
22,"Florida","8-3",471,"13","marq-burnett","Week 14"
23,"Pittsburgh","8-4",168,"-","marq-burnett","Week 14"
24,"LSU","7-4",338,"25","marq-burnett","Week 14"
25,"Houston","9-3",98,"18","marq-burnett","Week 14"
1,"Alabama","12-0",1525,"1","matt-charboneau","Week 14"
2,"Ohio State","11-1",1456,"2","matt-charboneau","Week 14"
3,"Clemson","11-1",1383,"4","matt-charboneau","Week 14"
4,"Wisconsin","10-2",1237,"5","matt-charboneau","Week 14"
5,"Washington","11-1",1298,"6","matt-charboneau","Week 14"
6,"Oklahoma","9-2",1141,"7","matt-charboneau","Week 14"
7,"Michigan","10-2",1264,"3","matt-charboneau","Week 14"
8,"Oklahoma State","9-2",931,"10","matt-charboneau","Week 14"
9,"Florida State","9-3",847,"15","matt-charboneau","Week 14"
10,"Penn State","10-2",1118,"8","matt-charboneau","Week 14"
11,"Colorado","10-2",1035,"9","matt-charboneau","Week 14"
12,"Western Michigan","12-0",807,"14","matt-charboneau","Week 14"
13,"USC","9-3",948,"12","matt-charboneau","Week 14"
14,"West Virginia","9-2",726,"19","matt-charboneau","Week 14"
15,"Florida","8-3",471,"13","matt-charboneau","Week 14"
16,"Stanford","9-3",452,"-","matt-charboneau","Week 14"
17,"LSU","7-4",338,"25","matt-charboneau","Week 14"
18,"Virginia Tech","9-3",420,"-","matt-charboneau","Week 14"
19,"Air Force","9-3",22,"-","matt-charboneau","Week 14"
20,"Iowa","8-4",217,"-","matt-charboneau","Week 14"
21,"Houston","9-3",98,"18","matt-charboneau","Week 14"
22,"Louisville","9-3",468,"11","matt-charboneau","Week 14"
23,"South Florida","10-2",168,"-","matt-charboneau","Week 14"
24,"Nebraska","9-3",181,"17","matt-charboneau","Week 14"
25,"Navy","9-2",387,"-","matt-charboneau","Week 14"
1,"Alabama","12-0",1525,"1","matt-galloway","Week 14"
2,"Ohio State","11-1",1456,"2","matt-galloway","Week 14"
3,"Clemson","11-1",1383,"4","matt-galloway","Week 14"
4,"Washington","11-1",1298,"6","matt-galloway","Week 14"
5,"Michigan","10-2",1264,"3","matt-galloway","Week 14"
6,"Wisconsin","10-2",1237,"5","matt-galloway","Week 14"
7,"Colorado","10-2",1035,"9","matt-galloway","Week 14"
8,"Penn State","10-2",1118,"8","matt-galloway","Week 14"
9,"Oklahoma","9-2",1141,"7","matt-galloway","Week 14"
10,"Oklahoma State","9-2",931,"10","matt-galloway","Week 14"
11,"West Virginia","9-2",726,"19","matt-galloway","Week 14"
12,"Florida State","9-3",847,"15","matt-galloway","Week 14"
13,"USC","9-3",948,"12","matt-galloway","Week 14"
14,"Western Michigan","12-0",807,"14","matt-galloway","Week 14"
15,"Stanford","9-3",452,"-","matt-galloway","Week 14"
16,"Louisville","9-3",468,"11","matt-galloway","Week 14"
17,"Navy","9-2",387,"-","matt-galloway","Week 14"
18,"Virginia Tech","9-3",420,"-","matt-galloway","Week 14"
19,"Auburn","8-4",423,"16","matt-galloway","Week 14"
20,"Iowa","8-4",217,"-","matt-galloway","Week 14"
21,"Nebraska","9-3",181,"17","matt-galloway","Week 14"
22,"Utah","8-4",88,"21","matt-galloway","Week 14"
23,"Pittsburgh","8-4",168,"-","matt-galloway","Week 14"
24,"Florida","8-3",471,"13","matt-galloway","Week 14"
25,"LSU","7-4",338,"25","matt-galloway","Week 14"
1,"Alabama","12-0",1525,"1","matt-mccoy","Week 14"
2,"Ohio State","11-1",1456,"2","matt-mccoy","Week 14"
3,"Clemson","11-1",1383,"4","matt-mccoy","Week 14"
4,"Michigan","10-2",1264,"3","matt-mccoy","Week 14"
5,"Washington","11-1",1298,"6","matt-mccoy","Week 14"
6,"Wisconsin","10-2",1237,"5","matt-mccoy","Week 14"
7,"Penn State","10-2",1118,"8","matt-mccoy","Week 14"
8,"Oklahoma","9-2",1141,"7","matt-mccoy","Week 14"
9,"Colorado","10-2",1035,"9","matt-mccoy","Week 14"
10,"Oklahoma State","9-2",931,"10","matt-mccoy","Week 14"
11,"USC","9-3",948,"12","matt-mccoy","Week 14"
12,"Florida State","9-3",847,"15","matt-mccoy","Week 14"
13,"Western Michigan","12-0",807,"14","matt-mccoy","Week 14"
14,"West Virginia","9-2",726,"19","matt-mccoy","Week 14"
15,"Florida","8-3",471,"13","matt-mccoy","Week 14"
16,"Auburn","8-4",423,"16","matt-mccoy","Week 14"
17,"Virginia Tech","9-3",420,"-","matt-mccoy","Week 14"
18,"LSU","7-4",338,"25","matt-mccoy","Week 14"
19,"Navy","9-2",387,"-","matt-mccoy","Week 14"
20,"Stanford","9-3",452,"-","matt-mccoy","Week 14"
21,"Houston","9-3",98,"18","matt-mccoy","Week 14"
22,"Louisville","9-3",468,"11","matt-mccoy","Week 14"
23,"Pittsburgh","8-4",168,"-","matt-mccoy","Week 14"
24,"Iowa","8-4",217,"-","matt-mccoy","Week 14"
25,"Nebraska","9-3",181,"17","matt-mccoy","Week 14"
1,"Alabama","12-0",1525,"1","matt-porter","Week 14"
2,"Ohio State","11-1",1456,"2","matt-porter","Week 14"
3,"Clemson","11-1",1383,"4","matt-porter","Week 14"
4,"Washington","11-1",1298,"6","matt-porter","Week 14"
5,"Michigan","10-2",1264,"3","matt-porter","Week 14"
6,"Penn State","10-2",1118,"8","matt-porter","Week 14"
7,"Wisconsin","10-2",1237,"5","matt-porter","Week 14"
8,"Colorado","10-2",1035,"9","matt-porter","Week 14"
9,"Oklahoma","9-2",1141,"7","matt-porter","Week 14"
10,"Oklahoma State","9-2",931,"10","matt-porter","Week 14"
11,"Western Michigan","12-0",807,"14","matt-porter","Week 14"
12,"USC","9-3",948,"12","matt-porter","Week 14"
13,"Florida State","9-3",847,"15","matt-porter","Week 14"
14,"West Virginia","9-2",726,"19","matt-porter","Week 14"
15,"Auburn","8-4",423,"16","matt-porter","Week 14"
16,"Nebraska","9-3",181,"17","matt-porter","Week 14"
17,"Louisville","9-3",468,"11","matt-porter","Week 14"
18,"Florida","8-3",471,"13","matt-porter","Week 14"
19,"LSU","7-4",338,"25","matt-porter","Week 14"
20,"Virginia Tech","9-3",420,"-","matt-porter","Week 14"
21,"Navy","9-2",387,"-","matt-porter","Week 14"
22,"Boise State","10-2",92,"20","matt-porter","Week 14"
23,"Iowa","8-4",217,"-","matt-porter","Week 14"
24,"Stanford","9-3",452,"-","matt-porter","Week 14"
25,"South Florida","10-2",168,"-","matt-porter","Week 14"
1,"Alabama","12-0",1525,"1","michael-bonner","Week 14"
2,"Clemson","11-1",1383,"4","michael-bonner","Week 14"
3,"Ohio State","11-1",1456,"2","michael-bonner","Week 14"
4,"Washington","11-1",1298,"6","michael-bonner","Week 14"
5,"Michigan","10-2",1264,"3","michael-bonner","Week 14"
6,"Wisconsin","10-2",1237,"5","michael-bonner","Week 14"
7,"Oklahoma","9-2",1141,"7","michael-bonner","Week 14"
8,"Colorado","10-2",1035,"9","michael-bonner","Week 14"
9,"Penn State","10-2",1118,"8","michael-bonner","Week 14"
10,"Oklahoma State","9-2",931,"10","michael-bonner","Week 14"
11,"Florida State","9-3",847,"15","michael-bonner","Week 14"
12,"USC","9-3",948,"12","michael-bonner","Week 14"
13,"West Virginia","9-2",726,"19","michael-bonner","Week 14"
14,"Western Michigan","12-0",807,"14","michael-bonner","Week 14"
15,"Boise State","10-2",92,"20","michael-bonner","Week 14"
16,"Florida","8-3",471,"13","michael-bonner","Week 14"
17,"Nebraska","9-3",181,"17","michael-bonner","Week 14"
18,"Louisville","9-3",468,"11","michael-bonner","Week 14"
19,"Stanford","9-3",452,"-","michael-bonner","Week 14"
20,"Auburn","8-4",423,"16","michael-bonner","Week 14"
21,"LSU","7-4",338,"25","michael-bonner","Week 14"
22,"Navy","9-2",387,"-","michael-bonner","Week 14"
23,"South Florida","10-2",168,"-","michael-bonner","Week 14"
24,"Washington State","8-4",35,"23","michael-bonner","Week 14"
25,"Virginia Tech","9-3",420,"-","michael-bonner","Week 14"
1,"Alabama","12-0",1525,"1","michael-lev","Week 14"
2,"Ohio State","11-1",1456,"2","michael-lev","Week 14"
3,"Clemson","11-1",1383,"4","michael-lev","Week 14"
4,"Washington","11-1",1298,"6","michael-lev","Week 14"
5,"Michigan","10-2",1264,"3","michael-lev","Week 14"
6,"Wisconsin","10-2",1237,"5","michael-lev","Week 14"
7,"Oklahoma","9-2",1141,"7","michael-lev","Week 14"
8,"Colorado","10-2",1035,"9","michael-lev","Week 14"
9,"Penn State","10-2",1118,"8","michael-lev","Week 14"
10,"Oklahoma State","9-2",931,"10","michael-lev","Week 14"
11,"USC","9-3",948,"12","michael-lev","Week 14"
12,"West Virginia","9-2",726,"19","michael-lev","Week 14"
13,"Florida State","9-3",847,"15","michael-lev","Week 14"
14,"Western Michigan","12-0",807,"14","michael-lev","Week 14"
15,"Florida","8-3",471,"13","michael-lev","Week 14"
16,"Virginia Tech","9-3",420,"-","michael-lev","Week 14"
17,"Stanford","9-3",452,"-","michael-lev","Week 14"
18,"Navy","9-2",387,"-","michael-lev","Week 14"
19,"South Florida","10-2",168,"-","michael-lev","Week 14"
20,"Temple","9-3",21,"-","michael-lev","Week 14"
21,"Houston","9-3",98,"18","michael-lev","Week 14"
22,"Louisville","9-3",468,"11","michael-lev","Week 14"
23,"LSU","7-4",338,"25","michael-lev","Week 14"
24,"Auburn","8-4",423,"16","michael-lev","Week 14"
25,"Boise State","10-2",92,"20","michael-lev","Week 14"
1,"Alabama","12-0",1525,"1","mike-barber","Week 14"
2,"Ohio State","11-1",1456,"2","mike-barber","Week 14"
3,"Clemson","11-1",1383,"4","mike-barber","Week 14"
4,"Michigan","10-2",1264,"3","mike-barber","Week 14"
5,"Wisconsin","10-2",1237,"5","mike-barber","Week 14"
6,"Washington","11-1",1298,"6","mike-barber","Week 14"
7,"Penn State","10-2",1118,"8","mike-barber","Week 14"
8,"Colorado","10-2",1035,"9","mike-barber","Week 14"
9,"Oklahoma","9-2",1141,"7","mike-barber","Week 14"
10,"USC","9-3",948,"12","mike-barber","Week 14"
11,"Oklahoma State","9-2",931,"10","mike-barber","Week 14"
12,"Western Michigan","12-0",807,"14","mike-barber","Week 14"
13,"Louisville","9-3",468,"11","mike-barber","Week 14"
14,"Auburn","8-4",423,"16","mike-barber","Week 14"
15,"Florida State","9-3",847,"15","mike-barber","Week 14"
16,"West Virginia","9-2",726,"19","mike-barber","Week 14"
17,"Nebraska","9-3",181,"17","mike-barber","Week 14"
18,"Utah","8-4",88,"21","mike-barber","Week 14"
19,"Texas A&M","8-4",33,"22","mike-barber","Week 14"
20,"Boise State","10-2",92,"20","mike-barber","Week 14"
21,"Stanford","9-3",452,"-","mike-barber","Week 14"
22,"Virginia Tech","9-3",420,"-","mike-barber","Week 14"
23,"Florida","8-3",471,"13","mike-barber","Week 14"
24,"Navy","9-2",387,"-","mike-barber","Week 14"
25,"LSU","7-4",338,"25","mike-barber","Week 14"
1,"Alabama","12-0",1525,"1","mitch-vingle","Week 14"
2,"Ohio State","11-1",1456,"2","mitch-vingle","Week 14"
3,"Clemson","11-1",1383,"4","mitch-vingle","Week 14"
4,"Washington","11-1",1298,"6","mitch-vingle","Week 14"
5,"Oklahoma","9-2",1141,"7","mitch-vingle","Week 14"
6,"Michigan","10-2",1264,"3","mitch-vingle","Week 14"
7,"Wisconsin","10-2",1237,"5","mitch-vingle","Week 14"
8,"Penn State","10-2",1118,"8","mitch-vingle","Week 14"
9,"Colorado","10-2",1035,"9","mitch-vingle","Week 14"
10,"Oklahoma State","9-2",931,"10","mitch-vingle","Week 14"
11,"USC","9-3",948,"12","mitch-vingle","Week 14"
12,"Western Michigan","12-0",807,"14","mitch-vingle","Week 14"
13,"Florida State","9-3",847,"15","mitch-vingle","Week 14"
14,"West Virginia","9-2",726,"19","mitch-vingle","Week 14"
15,"Florida","8-3",471,"13","mitch-vingle","Week 14"
16,"Louisville","9-3",468,"11","mitch-vingle","Week 14"
17,"Auburn","8-4",423,"16","mitch-vingle","Week 14"
18,"LSU","7-4",338,"25","mitch-vingle","Week 14"
19,"Stanford","9-3",452,"-","mitch-vingle","Week 14"
20,"South Florida","10-2",168,"-","mitch-vingle","Week 14"
21,"Virginia Tech","9-3",420,"-","mitch-vingle","Week 14"
22,"Navy","9-2",387,"-","mitch-vingle","Week 14"
23,"Boise State","10-2",92,"20","mitch-vingle","Week 14"
24,"Nebraska","9-3",181,"17","mitch-vingle","Week 14"
25,"Pittsburgh","8-4",168,"-","mitch-vingle","Week 14"
1,"Alabama","12-0",1525,"1","nathan-deen","Week 14"
2,"Ohio State","11-1",1456,"2","nathan-deen","Week 14"
3,"Clemson","11-1",1383,"4","nathan-deen","Week 14"
4,"Washington","11-1",1298,"6","nathan-deen","Week 14"
5,"Michigan","10-2",1264,"3","nathan-deen","Week 14"
6,"Wisconsin","10-2",1237,"5","nathan-deen","Week 14"
7,"Penn State","10-2",1118,"8","nathan-deen","Week 14"
8,"Colorado","10-2",1035,"9","nathan-deen","Week 14"
9,"USC","9-3",948,"12","nathan-deen","Week 14"
10,"Oklahoma","9-2",1141,"7","nathan-deen","Week 14"
11,"Oklahoma State","9-2",931,"10","nathan-deen","Week 14"
12,"Florida State","9-3",847,"15","nathan-deen","Week 14"
13,"West Virginia","9-2",726,"19","nathan-deen","Week 14"
14,"Stanford","9-3",452,"-","nathan-deen","Week 14"
15,"Western Michigan","12-0",807,"14","nathan-deen","Week 14"
16,"Navy","9-2",387,"-","nathan-deen","Week 14"
17,"Virginia Tech","9-3",420,"-","nathan-deen","Week 14"
18,"South Florida","10-2",168,"-","nathan-deen","Week 14"
19,"Florida","8-3",471,"13","nathan-deen","Week 14"
20,"LSU","7-4",338,"25","nathan-deen","Week 14"
21,"Nebraska","9-3",181,"17","nathan-deen","Week 14"
22,"Boise State","10-2",92,"20","nathan-deen","Week 14"
23,"Houston","9-3",98,"18","nathan-deen","Week 14"
24,"Louisville","9-3",468,"11","nathan-deen","Week 14"
25,"Iowa","8-4",217,"-","nathan-deen","Week 14"
1,"Alabama","12-0",1525,"1","pat-caputo","Week 14"
2,"Ohio State","11-1",1456,"2","pat-caputo","Week 14"
3,"Washington","11-1",1298,"6","pat-caputo","Week 14"
4,"Clemson","11-1",1383,"4","pat-caputo","Week 14"
5,"Michigan","10-2",1264,"3","pat-caputo","Week 14"
6,"Wisconsin","10-2",1237,"5","pat-caputo","Week 14"
7,"Oklahoma","9-2",1141,"7","pat-caputo","Week 14"
8,"Colorado","10-2",1035,"9","pat-caputo","Week 14"
9,"Penn State","10-2",1118,"8","pat-caputo","Week 14"
10,"USC","9-3",948,"12","pat-caputo","Week 14"
11,"Oklahoma State","9-2",931,"10","pat-caputo","Week 14"
12,"Louisville","9-3",468,"11","pat-caputo","Week 14"
13,"Florida State","9-3",847,"15","pat-caputo","Week 14"
14,"Western Michigan","12-0",807,"14","pat-caputo","Week 14"
15,"Stanford","9-3",452,"-","pat-caputo","Week 14"
16,"Florida","8-3",471,"13","pat-caputo","Week 14"
17,"West Virginia","9-2",726,"19","pat-caputo","Week 14"
18,"Virginia Tech","9-3",420,"-","pat-caputo","Week 14"
19,"Auburn","8-4",423,"16","pat-caputo","Week 14"
20,"Houston","9-3",98,"18","pat-caputo","Week 14"
21,"Washington State","8-4",35,"23","pat-caputo","Week 14"
22,"South Florida","10-2",168,"-","pat-caputo","Week 14"
23,"Navy","9-2",387,"-","pat-caputo","Week 14"
24,"Pittsburgh","8-4",168,"-","pat-caputo","Week 14"
25,"Iowa","8-4",217,"-","pat-caputo","Week 14"
1,"Alabama","12-0",1525,"1","patrick-brown","Week 14"
2,"Ohio State","11-1",1456,"2","patrick-brown","Week 14"
3,"Clemson","11-1",1383,"4","patrick-brown","Week 14"
4,"Michigan","10-2",1264,"3","patrick-brown","Week 14"
5,"USC","9-3",948,"12","patrick-brown","Week 14"
6,"Penn State","10-2",1118,"8","patrick-brown","Week 14"
7,"Washington","11-1",1298,"6","patrick-brown","Week 14"
8,"Colorado","10-2",1035,"9","patrick-brown","Week 14"
9,"Wisconsin","10-2",1237,"5","patrick-brown","Week 14"
10,"Oklahoma","9-2",1141,"7","patrick-brown","Week 14"
11,"Oklahoma State","9-2",931,"10","patrick-brown","Week 14"
12,"Florida State","9-3",847,"15","patrick-brown","Week 14"
13,"Western Michigan","12-0",807,"14","patrick-brown","Week 14"
14,"Pittsburgh","8-4",168,"-","patrick-brown","Week 14"
15,"West Virginia","9-2",726,"19","patrick-brown","Week 14"
16,"Auburn","8-4",423,"16","patrick-brown","Week 14"
17,"Stanford","9-3",452,"-","patrick-brown","Week 14"
18,"Louisville","9-3",468,"11","patrick-brown","Week 14"
19,"South Florida","10-2",168,"-","patrick-brown","Week 14"
20,"Virginia Tech","9-3",420,"-","patrick-brown","Week 14"
21,"Navy","9-2",387,"-","patrick-brown","Week 14"
22,"Florida","8-3",471,"13","patrick-brown","Week 14"
23,"LSU","7-4",338,"25","patrick-brown","Week 14"
24,"Iowa","8-4",217,"-","patrick-brown","Week 14"
25,"Temple","9-3",21,"-","patrick-brown","Week 14"
1,"Alabama","12-0",1525,"1","pete-diprimio","Week 14"
2,"Ohio State","11-1",1456,"2","pete-diprimio","Week 14"
3,"Clemson","11-1",1383,"4","pete-diprimio","Week 14"
4,"Washington","11-1",1298,"6","pete-diprimio","Week 14"
5,"Wisconsin","10-2",1237,"5","pete-diprimio","Week 14"
6,"Michigan","10-2",1264,"3","pete-diprimio","Week 14"
7,"Oklahoma","9-2",1141,"7","pete-diprimio","Week 14"
8,"Penn State","10-2",1118,"8","pete-diprimio","Week 14"
9,"Colorado","10-2",1035,"9","pete-diprimio","Week 14"
10,"Western Michigan","12-0",807,"14","pete-diprimio","Week 14"
11,"USC","9-3",948,"12","pete-diprimio","Week 14"
12,"Florida State","9-3",847,"15","pete-diprimio","Week 14"
13,"Oklahoma State","9-2",931,"10","pete-diprimio","Week 14"
14,"West Virginia","9-2",726,"19","pete-diprimio","Week 14"
15,"LSU","7-4",338,"25","pete-diprimio","Week 14"
16,"Navy","9-2",387,"-","pete-diprimio","Week 14"
17,"Virginia Tech","9-3",420,"-","pete-diprimio","Week 14"
18,"Pittsburgh","8-4",168,"-","pete-diprimio","Week 14"
19,"Stanford","9-3",452,"-","pete-diprimio","Week 14"
20,"Louisville","9-3",468,"11","pete-diprimio","Week 14"
21,"Auburn","8-4",423,"16","pete-diprimio","Week 14"
22,"Boise State","10-2",92,"20","pete-diprimio","Week 14"
23,"Florida","8-3",471,"13","pete-diprimio","Week 14"
24,"South Florida","10-2",168,"-","pete-diprimio","Week 14"
25,"Nebraska","9-3",181,"17","pete-diprimio","Week 14"
1,"Alabama","12-0",1525,"1","rob-long","Week 14"
2,"Clemson","11-1",1383,"4","rob-long","Week 14"
3,"Ohio State","11-1",1456,"2","rob-long","Week 14"
4,"Penn State","10-2",1118,"8","rob-long","Week 14"
5,"Oklahoma","9-2",1141,"7","rob-long","Week 14"
6,"Wisconsin","10-2",1237,"5","rob-long","Week 14"
7,"Washington","11-1",1298,"6","rob-long","Week 14"
8,"Michigan","10-2",1264,"3","rob-long","Week 14"
9,"Colorado","10-2",1035,"9","rob-long","Week 14"
10,"Oklahoma State","9-2",931,"10","rob-long","Week 14"
11,"USC","9-3",948,"12","rob-long","Week 14"
12,"Western Michigan","12-0",807,"14","rob-long","Week 14"
13,"Florida State","9-3",847,"15","rob-long","Week 14"
14,"West Virginia","9-2",726,"19","rob-long","Week 14"
15,"Navy","9-2",387,"-","rob-long","Week 14"
16,"Iowa","8-4",217,"-","rob-long","Week 14"
17,"Nebraska","9-3",181,"17","rob-long","Week 14"
18,"Houston","9-3",98,"18","rob-long","Week 14"
19,"Louisville","9-3",468,"11","rob-long","Week 14"
20,"Washington State","8-4",35,"23","rob-long","Week 14"
21,"Stanford","9-3",452,"-","rob-long","Week 14"
22,"Virginia Tech","9-3",420,"-","rob-long","Week 14"
23,"Air Force","9-3",22,"-","rob-long","Week 14"
24,"Boise State","10-2",92,"20","rob-long","Week 14"
25,"Florida","8-3",471,"13","rob-long","Week 14"
1,"Alabama","12-0",1525,"1","robert-cessna","Week 14"
2,"Ohio State","11-1",1456,"2","robert-cessna","Week 14"
3,"Clemson","11-1",1383,"4","robert-cessna","Week 14"
4,"Washington","11-1",1298,"6","robert-cessna","Week 14"
5,"Michigan","10-2",1264,"3","robert-cessna","Week 14"
6,"Oklahoma","9-2",1141,"7","robert-cessna","Week 14"
7,"Wisconsin","10-2",1237,"5","robert-cessna","Week 14"
8,"Penn State","10-2",1118,"8","robert-cessna","Week 14"
9,"Colorado","10-2",1035,"9","robert-cessna","Week 14"
10,"Oklahoma State","9-2",931,"10","robert-cessna","Week 14"
11,"USC","9-3",948,"12","robert-cessna","Week 14"
12,"Florida State","9-3",847,"15","robert-cessna","Week 14"
13,"West Virginia","9-2",726,"19","robert-cessna","Week 14"
14,"Louisville","9-3",468,"11","robert-cessna","Week 14"
15,"Florida","8-3",471,"13","robert-cessna","Week 14"
16,"Western Michigan","12-0",807,"14","robert-cessna","Week 14"
17,"Virginia Tech","9-3",420,"-","robert-cessna","Week 14"
18,"LSU","7-4",338,"25","robert-cessna","Week 14"
19,"Navy","9-2",387,"-","robert-cessna","Week 14"
20,"Nebraska","9-3",181,"17","robert-cessna","Week 14"
21,"Iowa","8-4",217,"-","robert-cessna","Week 14"
22,"South Florida","10-2",168,"-","robert-cessna","Week 14"
23,"Stanford","9-3",452,"-","robert-cessna","Week 14"
24,"Pittsburgh","8-4",168,"-","robert-cessna","Week 14"
25,"Auburn","8-4",423,"16","robert-cessna","Week 14"
1,"Alabama","12-0",1525,"1","robert-gagliardi","Week 14"
2,"Ohio State","11-1",1456,"2","robert-gagliardi","Week 14"
3,"Clemson","11-1",1383,"4","robert-gagliardi","Week 14"
4,"Washington","11-1",1298,"6","robert-gagliardi","Week 14"
5,"Michigan","10-2",1264,"3","robert-gagliardi","Week 14"
6,"Wisconsin","10-2",1237,"5","robert-gagliardi","Week 14"
7,"Oklahoma","9-2",1141,"7","robert-gagliardi","Week 14"
8,"Oklahoma State","9-2",931,"10","robert-gagliardi","Week 14"
9,"Colorado","10-2",1035,"9","robert-gagliardi","Week 14"
10,"Penn State","10-2",1118,"8","robert-gagliardi","Week 14"
11,"USC","9-3",948,"12","robert-gagliardi","Week 14"
12,"Florida State","9-3",847,"15","robert-gagliardi","Week 14"
13,"Western Michigan","12-0",807,"14","robert-gagliardi","Week 14"
14,"West Virginia","9-2",726,"19","robert-gagliardi","Week 14"
15,"Virginia Tech","9-3",420,"-","robert-gagliardi","Week 14"
16,"Navy","9-2",387,"-","robert-gagliardi","Week 14"
17,"Louisville","9-3",468,"11","robert-gagliardi","Week 14"
18,"Stanford","9-3",452,"-","robert-gagliardi","Week 14"
19,"Florida","8-3",471,"13","robert-gagliardi","Week 14"
20,"Auburn","8-4",423,"16","robert-gagliardi","Week 14"
21,"LSU","7-4",338,"25","robert-gagliardi","Week 14"
22,"Pittsburgh","8-4",168,"-","robert-gagliardi","Week 14"
23,"Nebraska","9-3",181,"17","robert-gagliardi","Week 14"
24,"South Florida","10-2",168,"-","robert-gagliardi","Week 14"
25,"Houston","9-3",98,"18","robert-gagliardi","Week 14"
1,"Alabama","12-0",1525,"1","ross-dellenger","Week 14"
2,"Ohio State","11-1",1456,"2","ross-dellenger","Week 14"
3,"Clemson","11-1",1383,"4","ross-dellenger","Week 14"
4,"Wisconsin","10-2",1237,"5","ross-dellenger","Week 14"
5,"Washington","11-1",1298,"6","ross-dellenger","Week 14"
6,"Michigan","10-2",1264,"3","ross-dellenger","Week 14"
7,"Oklahoma","9-2",1141,"7","ross-dellenger","Week 14"
8,"Colorado","10-2",1035,"9","ross-dellenger","Week 14"
