"Rank","Team","Record","Points","PV.Rank","Voter","Week"
16,"Oklahoma","2-2",324,"-","andy-greder","Week 6"
17,"UCLA","3-2",56,"-","andy-greder","Week 6"
18,"Virginia Tech","3-1",85,"-","andy-greder","Week 6"
19,"Boise State","4-0",385,"24","andy-greder","Week 6"
20,"Baylor","5-0",805,"13","andy-greder","Week 6"
21,"Florida","4-1",391,"23","andy-greder","Week 6"
22,"Florida State","3-2",230,"12","andy-greder","Week 6"
23,"Oklahoma State","3-2",41,"-","andy-greder","Week 6"
24,"Auburn","3-2",46,"-","andy-greder","Week 6"
25,"Colorado","4-1",276,"-","andy-greder","Week 6"
1,"Ohio State","4-0",1451,"2","bill-landis","Week 6"
2,"Alabama","5-0",1514,"1","bill-landis","Week 6"
3,"Clemson","5-0",1403,"5","bill-landis","Week 6"
4,"Michigan","5-0",1334,"4","bill-landis","Week 6"
5,"Louisville","4-1",1160,"3","bill-landis","Week 6"
6,"Washington","5-0",1234,"10","bill-landis","Week 6"
7,"Texas A&M","5-0",1113,"9","bill-landis","Week 6"
8,"Houston","5-0",1233,"6","bill-landis","Week 6"
9,"Tennessee","5-0",1045,"11","bill-landis","Week 6"
10,"Wisconsin","4-1",882,"8","bill-landis","Week 6"
11,"Miami","4-0",909,"14","bill-landis","Week 6"
12,"Nebraska","5-0",821,"15","bill-landis","Week 6"
13,"Baylor","5-0",805,"13","bill-landis","Week 6"
14,"Stanford","3-1",711,"7","bill-landis","Week 6"
15,"Arkansas","4-1",528,"20","bill-landis","Week 6"
16,"North Carolina","4-1",497,"-","bill-landis","Week 6"
17,"Mississippi","3-2",712,"16","bill-landis","Week 6"
18,"Colorado","4-1",276,"-","bill-landis","Week 6"
19,"Florida","4-1",391,"23","bill-landis","Week 6"
20,"Boise State","4-0",385,"24","bill-landis","Week 6"
21,"Western Michigan","5-0",76,"-","bill-landis","Week 6"
22,"West Virginia","4-0",240,"-","bill-landis","Week 6"
23,"Air Force","4-0",17,"-","bill-landis","Week 6"
24,"Virginia Tech","3-1",85,"-","bill-landis","Week 6"
25,"Oklahoma","2-2",324,"-","bill-landis","Week 6"
1,"Alabama","5-0",1514,"1","bob-asmussen","Week 6"
2,"Ohio State","4-0",1451,"2","bob-asmussen","Week 6"
3,"Michigan","5-0",1334,"4","bob-asmussen","Week 6"
4,"Clemson","5-0",1403,"5","bob-asmussen","Week 6"
5,"Houston","5-0",1233,"6","bob-asmussen","Week 6"
6,"Washington","5-0",1234,"10","bob-asmussen","Week 6"
7,"Louisville","4-1",1160,"3","bob-asmussen","Week 6"
8,"Texas A&M","5-0",1113,"9","bob-asmussen","Week 6"
9,"Tennessee","5-0",1045,"11","bob-asmussen","Week 6"
10,"Wisconsin","4-1",882,"8","bob-asmussen","Week 6"
11,"Miami","4-0",909,"14","bob-asmussen","Week 6"
12,"Baylor","5-0",805,"13","bob-asmussen","Week 6"
13,"Stanford","3-1",711,"7","bob-asmussen","Week 6"
14,"Mississippi","3-2",712,"16","bob-asmussen","Week 6"
15,"Nebraska","5-0",821,"15","bob-asmussen","Week 6"
16,"Florida","4-1",391,"23","bob-asmussen","Week 6"
17,"West Virginia","4-0",240,"-","bob-asmussen","Week 6"
18,"North Carolina","4-1",497,"-","bob-asmussen","Week 6"
19,"Oklahoma","2-2",324,"-","bob-asmussen","Week 6"
20,"Boise State","4-0",385,"24","bob-asmussen","Week 6"
21,"Colorado","4-1",276,"-","bob-asmussen","Week 6"
22,"North Dakota State","3-2",46,"-","bob-asmussen","Week 6"
23,"Air Force","4-0",17,"-","bob-asmussen","Week 6"
24,"Arkansas","4-1",528,"20","bob-asmussen","Week 6"
25,"Western Michigan","5-0",76,"-","bob-asmussen","Week 6"
1,"Alabama","5-0",1514,"1","brent-axe","Week 6"
2,"Ohio State","4-0",1451,"2","brent-axe","Week 6"
3,"Clemson","5-0",1403,"5","brent-axe","Week 6"
4,"Michigan","5-0",1334,"4","brent-axe","Week 6"
5,"Houston","5-0",1233,"6","brent-axe","Week 6"
6,"Washington","5-0",1234,"10","brent-axe","Week 6"
7,"Louisville","4-1",1160,"3","brent-axe","Week 6"
8,"Tennessee","5-0",1045,"11","brent-axe","Week 6"
9,"Texas A&M","5-0",1113,"9","brent-axe","Week 6"
10,"Miami","4-0",909,"14","brent-axe","Week 6"
11,"Nebraska","5-0",821,"15","brent-axe","Week 6"
12,"Baylor","5-0",805,"13","brent-axe","Week 6"
13,"Wisconsin","4-1",882,"8","brent-axe","Week 6"
14,"Stanford","3-1",711,"7","brent-axe","Week 6"
15,"Arkansas","4-1",528,"20","brent-axe","Week 6"
16,"North Carolina","4-1",497,"-","brent-axe","Week 6"
17,"Florida","4-1",391,"23","brent-axe","Week 6"
18,"Boise State","4-0",385,"24","brent-axe","Week 6"
19,"Colorado","4-1",276,"-","brent-axe","Week 6"
20,"Virginia Tech","3-1",85,"-","brent-axe","Week 6"
21,"Florida State","3-2",230,"12","brent-axe","Week 6"
22,"Mississippi","3-2",712,"16","brent-axe","Week 6"
23,"Oklahoma","2-2",324,"-","brent-axe","Week 6"
24,"California","3-2",3,"-","brent-axe","Week 6"
25,"North Dakota State","3-2",46,"-","brent-axe","Week 6"
1,"Alabama","5-0",1514,"1","brett-mcmurphy","Week 6"
2,"Clemson","5-0",1403,"5","brett-mcmurphy","Week 6"
3,"Ohio State","4-0",1451,"2","brett-mcmurphy","Week 6"
4,"Louisville","4-1",1160,"3","brett-mcmurphy","Week 6"
5,"Texas A&M","5-0",1113,"9","brett-mcmurphy","Week 6"
6,"Washington","5-0",1234,"10","brett-mcmurphy","Week 6"
7,"Michigan","5-0",1334,"4","brett-mcmurphy","Week 6"
8,"Tennessee","5-0",1045,"11","brett-mcmurphy","Week 6"
9,"Houston","5-0",1233,"6","brett-mcmurphy","Week 6"
10,"Wisconsin","4-1",882,"8","brett-mcmurphy","Week 6"
11,"Miami","4-0",909,"14","brett-mcmurphy","Week 6"
12,"Nebraska","5-0",821,"15","brett-mcmurphy","Week 6"
13,"Baylor","5-0",805,"13","brett-mcmurphy","Week 6"
14,"North Carolina","4-1",497,"-","brett-mcmurphy","Week 6"
15,"Stanford","3-1",711,"7","brett-mcmurphy","Week 6"
16,"West Virginia","4-0",240,"-","brett-mcmurphy","Week 6"
17,"Boise State","4-0",385,"24","brett-mcmurphy","Week 6"
18,"Mississippi","3-2",712,"16","brett-mcmurphy","Week 6"
19,"Virginia Tech","3-1",85,"-","brett-mcmurphy","Week 6"
20,"Arkansas","4-1",528,"20","brett-mcmurphy","Week 6"
21,"Florida State","3-2",230,"12","brett-mcmurphy","Week 6"
22,"Florida","4-1",391,"23","brett-mcmurphy","Week 6"
23,"Colorado","4-1",276,"-","brett-mcmurphy","Week 6"
24,"Air Force","4-0",17,"-","brett-mcmurphy","Week 6"
25,"Utah","4-1",86,"18","brett-mcmurphy","Week 6"
1,"Alabama","5-0",1514,"1","brian-howell","Week 6"
2,"Clemson","5-0",1403,"5","brian-howell","Week 6"
3,"Ohio State","4-0",1451,"2","brian-howell","Week 6"
4,"Michigan","5-0",1334,"4","brian-howell","Week 6"
5,"Louisville","4-1",1160,"3","brian-howell","Week 6"
6,"Houston","5-0",1233,"6","brian-howell","Week 6"
7,"Washington","5-0",1234,"10","brian-howell","Week 6"
8,"Tennessee","5-0",1045,"11","brian-howell","Week 6"
9,"Miami","4-0",909,"14","brian-howell","Week 6"
10,"Baylor","5-0",805,"13","brian-howell","Week 6"
11,"Texas A&M","5-0",1113,"9","brian-howell","Week 6"
12,"Stanford","3-1",711,"7","brian-howell","Week 6"
13,"Wisconsin","4-1",882,"8","brian-howell","Week 6"
14,"Mississippi","3-2",712,"16","brian-howell","Week 6"
15,"Oklahoma","2-2",324,"-","brian-howell","Week 6"
16,"Nebraska","5-0",821,"15","brian-howell","Week 6"
17,"Boise State","4-0",385,"24","brian-howell","Week 6"
18,"North Carolina","4-1",497,"-","brian-howell","Week 6"
19,"Florida State","3-2",230,"12","brian-howell","Week 6"
20,"Colorado","4-1",276,"-","brian-howell","Week 6"
21,"TCU","3-2",26,"21","brian-howell","Week 6"
22,"Arkansas","4-1",528,"20","brian-howell","Week 6"
23,"Florida","4-1",391,"23","brian-howell","Week 6"
24,"Auburn","3-2",46,"-","brian-howell","Week 6"
25,"UCLA","3-2",56,"-","brian-howell","Week 6"
1,"Alabama","5-0",1514,"1","chris-murray","Week 6"
2,"Ohio State","4-0",1451,"2","chris-murray","Week 6"
3,"Clemson","5-0",1403,"5","chris-murray","Week 6"
4,"Washington","5-0",1234,"10","chris-murray","Week 6"
5,"Michigan","5-0",1334,"4","chris-murray","Week 6"
6,"Houston","5-0",1233,"6","chris-murray","Week 6"
7,"Tennessee","5-0",1045,"11","chris-murray","Week 6"
8,"Texas A&M","5-0",1113,"9","chris-murray","Week 6"
9,"Louisville","4-1",1160,"3","chris-murray","Week 6"
10,"Baylor","5-0",805,"13","chris-murray","Week 6"
11,"Nebraska","5-0",821,"15","chris-murray","Week 6"
12,"Wisconsin","4-1",882,"8","chris-murray","Week 6"
13,"Miami","4-0",909,"14","chris-murray","Week 6"
14,"Mississippi","3-2",712,"16","chris-murray","Week 6"
15,"Arkansas","4-1",528,"20","chris-murray","Week 6"
16,"Florida","4-1",391,"23","chris-murray","Week 6"
17,"Stanford","3-1",711,"7","chris-murray","Week 6"
18,"Boise State","4-0",385,"24","chris-murray","Week 6"
19,"North Carolina","4-1",497,"-","chris-murray","Week 6"
20,"Utah","4-1",86,"18","chris-murray","Week 6"
21,"Oklahoma","2-2",324,"-","chris-murray","Week 6"
22,"West Virginia","4-0",240,"-","chris-murray","Week 6"
23,"Colorado","4-1",276,"-","chris-murray","Week 6"
24,"Florida State","3-2",230,"12","chris-murray","Week 6"
25,"North Dakota State","3-2",46,"-","chris-murray","Week 6"
1,"Alabama","5-0",1514,"1","chuck-carlton","Week 6"
2,"Ohio State","4-0",1451,"2","chuck-carlton","Week 6"
3,"Clemson","5-0",1403,"5","chuck-carlton","Week 6"
4,"Michigan","5-0",1334,"4","chuck-carlton","Week 6"
5,"Washington","5-0",1234,"10","chuck-carlton","Week 6"
6,"Houston","5-0",1233,"6","chuck-carlton","Week 6"
7,"Texas A&M","5-0",1113,"9","chuck-carlton","Week 6"
8,"Louisville","4-1",1160,"3","chuck-carlton","Week 6"
9,"Tennessee","5-0",1045,"11","chuck-carlton","Week 6"
10,"Miami","4-0",909,"14","chuck-carlton","Week 6"
11,"Wisconsin","4-1",882,"8","chuck-carlton","Week 6"
12,"Stanford","3-1",711,"7","chuck-carlton","Week 6"
13,"Baylor","5-0",805,"13","chuck-carlton","Week 6"
14,"Nebraska","5-0",821,"15","chuck-carlton","Week 6"
15,"Mississippi","3-2",712,"16","chuck-carlton","Week 6"
16,"North Carolina","4-1",497,"-","chuck-carlton","Week 6"
17,"Colorado","4-1",276,"-","chuck-carlton","Week 6"
18,"Arkansas","4-1",528,"20","chuck-carlton","Week 6"
19,"West Virginia","4-0",240,"-","chuck-carlton","Week 6"
20,"Virginia Tech","3-1",85,"-","chuck-carlton","Week 6"
21,"Boise State","4-0",385,"24","chuck-carlton","Week 6"
22,"Oklahoma","2-2",324,"-","chuck-carlton","Week 6"
23,"Utah","4-1",86,"18","chuck-carlton","Week 6"
24,"Florida","4-1",391,"23","chuck-carlton","Week 6"
25,"Florida State","3-2",230,"12","chuck-carlton","Week 6"
1,"Alabama","5-0",1514,"1","dana-sulonen","Week 6"
2,"Ohio State","4-0",1451,"2","dana-sulonen","Week 6"
3,"Clemson","5-0",1403,"5","dana-sulonen","Week 6"
4,"Michigan","5-0",1334,"4","dana-sulonen","Week 6"
5,"Washington","5-0",1234,"10","dana-sulonen","Week 6"
6,"Houston","5-0",1233,"6","dana-sulonen","Week 6"
7,"Louisville","4-1",1160,"3","dana-sulonen","Week 6"
8,"Texas A&M","5-0",1113,"9","dana-sulonen","Week 6"
9,"Tennessee","5-0",1045,"11","dana-sulonen","Week 6"
10,"Miami","4-0",909,"14","dana-sulonen","Week 6"
11,"Wisconsin","4-1",882,"8","dana-sulonen","Week 6"
12,"Baylor","5-0",805,"13","dana-sulonen","Week 6"
13,"Mississippi","3-2",712,"16","dana-sulonen","Week 6"
14,"Stanford","3-1",711,"7","dana-sulonen","Week 6"
15,"Nebraska","5-0",821,"15","dana-sulonen","Week 6"
16,"Florida","4-1",391,"23","dana-sulonen","Week 6"
17,"Arkansas","4-1",528,"20","dana-sulonen","Week 6"
18,"Oklahoma","2-2",324,"-","dana-sulonen","Week 6"
19,"Boise State","4-0",385,"24","dana-sulonen","Week 6"
20,"North Carolina","4-1",497,"-","dana-sulonen","Week 6"
21,"Florida State","3-2",230,"12","dana-sulonen","Week 6"
22,"Colorado","4-1",276,"-","dana-sulonen","Week 6"
23,"Michigan State","2-2",7,"17","dana-sulonen","Week 6"
24,"West Virginia","4-0",240,"-","dana-sulonen","Week 6"
25,"Western Michigan","5-0",76,"-","dana-sulonen","Week 6"
1,"Alabama","5-0",1514,"1","dave-southorn","Week 6"
2,"Ohio State","4-0",1451,"2","dave-southorn","Week 6"
3,"Clemson","5-0",1403,"5","dave-southorn","Week 6"
4,"Michigan","5-0",1334,"4","dave-southorn","Week 6"
5,"Washington","5-0",1234,"10","dave-southorn","Week 6"
6,"Houston","5-0",1233,"6","dave-southorn","Week 6"
7,"Louisville","4-1",1160,"3","dave-southorn","Week 6"
8,"Texas A&M","5-0",1113,"9","dave-southorn","Week 6"
9,"Tennessee","5-0",1045,"11","dave-southorn","Week 6"
10,"Wisconsin","4-1",882,"8","dave-southorn","Week 6"
11,"Miami","4-0",909,"14","dave-southorn","Week 6"
12,"Mississippi","3-2",712,"16","dave-southorn","Week 6"
13,"Nebraska","5-0",821,"15","dave-southorn","Week 6"
14,"Baylor","5-0",805,"13","dave-southorn","Week 6"
15,"Stanford","3-1",711,"7","dave-southorn","Week 6"
16,"North Carolina","4-1",497,"-","dave-southorn","Week 6"
17,"Florida","4-1",391,"23","dave-southorn","Week 6"
18,"Arkansas","4-1",528,"20","dave-southorn","Week 6"
19,"Utah","4-1",86,"18","dave-southorn","Week 6"
20,"Boise State","4-0",385,"24","dave-southorn","Week 6"
21,"Colorado","4-1",276,"-","dave-southorn","Week 6"
22,"West Virginia","4-0",240,"-","dave-southorn","Week 6"
23,"Western Michigan","5-0",76,"-","dave-southorn","Week 6"
24,"Florida State","3-2",230,"12","dave-southorn","Week 6"
25,"Oklahoma","2-2",324,"-","dave-southorn","Week 6"
1,"Alabama","5-0",1514,"1","david-briggs","Week 6"
2,"Ohio State","4-0",1451,"2","david-briggs","Week 6"
3,"Clemson","5-0",1403,"5","david-briggs","Week 6"
4,"Michigan","5-0",1334,"4","david-briggs","Week 6"
5,"Washington","5-0",1234,"10","david-briggs","Week 6"
6,"Louisville","4-1",1160,"3","david-briggs","Week 6"
7,"Houston","5-0",1233,"6","david-briggs","Week 6"
8,"Texas A&M","5-0",1113,"9","david-briggs","Week 6"
9,"Miami","4-0",909,"14","david-briggs","Week 6"
10,"Wisconsin","4-1",882,"8","david-briggs","Week 6"
11,"Tennessee","5-0",1045,"11","david-briggs","Week 6"
12,"Nebraska","5-0",821,"15","david-briggs","Week 6"
13,"Mississippi","3-2",712,"16","david-briggs","Week 6"
14,"Arkansas","4-1",528,"20","david-briggs","Week 6"
15,"Oklahoma","2-2",324,"-","david-briggs","Week 6"
16,"Stanford","3-1",711,"7","david-briggs","Week 6"
17,"Baylor","5-0",805,"13","david-briggs","Week 6"
18,"North Carolina","4-1",497,"-","david-briggs","Week 6"
19,"Boise State","4-0",385,"24","david-briggs","Week 6"
20,"Colorado","4-1",276,"-","david-briggs","Week 6"
21,"West Virginia","4-0",240,"-","david-briggs","Week 6"
22,"Florida","4-1",391,"23","david-briggs","Week 6"
23,"Western Michigan","5-0",76,"-","david-briggs","Week 6"
24,"Florida State","3-2",230,"12","david-briggs","Week 6"
25,"North Dakota State","3-2",46,"-","david-briggs","Week 6"
1,"Alabama","5-0",1514,"1","ed-daigneault","Week 6"
2,"Clemson","5-0",1403,"5","ed-daigneault","Week 6"
3,"Ohio State","4-0",1451,"2","ed-daigneault","Week 6"
4,"Michigan","5-0",1334,"4","ed-daigneault","Week 6"
5,"Louisville","4-1",1160,"3","ed-daigneault","Week 6"
6,"Houston","5-0",1233,"6","ed-daigneault","Week 6"
7,"Washington","5-0",1234,"10","ed-daigneault","Week 6"
8,"Texas A&M","5-0",1113,"9","ed-daigneault","Week 6"
9,"Tennessee","5-0",1045,"11","ed-daigneault","Week 6"
10,"Stanford","3-1",711,"7","ed-daigneault","Week 6"
11,"Miami","4-0",909,"14","ed-daigneault","Week 6"
12,"Wisconsin","4-1",882,"8","ed-daigneault","Week 6"
13,"Mississippi","3-2",712,"16","ed-daigneault","Week 6"
14,"Baylor","5-0",805,"13","ed-daigneault","Week 6"
15,"Nebraska","5-0",821,"15","ed-daigneault","Week 6"
16,"Arkansas","4-1",528,"20","ed-daigneault","Week 6"
17,"Boise State","4-0",385,"24","ed-daigneault","Week 6"
18,"West Virginia","4-0",240,"-","ed-daigneault","Week 6"
19,"Florida","4-1",391,"23","ed-daigneault","Week 6"
20,"Oklahoma","2-2",324,"-","ed-daigneault","Week 6"
21,"North Carolina","4-1",497,"-","ed-daigneault","Week 6"
22,"South Florida","4-1",6,"-","ed-daigneault","Week 6"
23,"Utah","4-1",86,"18","ed-daigneault","Week 6"
24,"North Dakota State","3-2",46,"-","ed-daigneault","Week 6"
25,"Florida State","3-2",230,"12","ed-daigneault","Week 6"
1,"Clemson","5-0",1403,"5","ed-johnson","Week 6"
2,"Alabama","5-0",1514,"1","ed-johnson","Week 6"
3,"Ohio State","4-0",1451,"2","ed-johnson","Week 6"
4,"Louisville","4-1",1160,"3","ed-johnson","Week 6"
5,"Houston","5-0",1233,"6","ed-johnson","Week 6"
6,"Michigan","5-0",1334,"4","ed-johnson","Week 6"
7,"Washington","5-0",1234,"10","ed-johnson","Week 6"
8,"Miami","4-0",909,"14","ed-johnson","Week 6"
9,"Mississippi","3-2",712,"16","ed-johnson","Week 6"
10,"Texas A&M","5-0",1113,"9","ed-johnson","Week 6"
11,"Tennessee","5-0",1045,"11","ed-johnson","Week 6"
12,"Wisconsin","4-1",882,"8","ed-johnson","Week 6"
13,"Baylor","5-0",805,"13","ed-johnson","Week 6"
14,"Nebraska","5-0",821,"15","ed-johnson","Week 6"
15,"Stanford","3-1",711,"7","ed-johnson","Week 6"
16,"Arkansas","4-1",528,"20","ed-johnson","Week 6"
17,"Georgia","3-2",42,"25","ed-johnson","Week 6"
18,"North Carolina","4-1",497,"-","ed-johnson","Week 6"
19,"Florida State","3-2",230,"12","ed-johnson","Week 6"
20,"Oklahoma","2-2",324,"-","ed-johnson","Week 6"
21,"Florida","4-1",391,"23","ed-johnson","Week 6"
22,"Boise State","4-0",385,"24","ed-johnson","Week 6"
23,"Colorado","4-1",276,"-","ed-johnson","Week 6"
24,"Michigan State","2-2",7,"17","ed-johnson","Week 6"
25,"North Dakota State","3-2",46,"-","ed-johnson","Week 6"
1,"Ohio State","4-0",1451,"2","eric-hansen","Week 6"
2,"Alabama","5-0",1514,"1","eric-hansen","Week 6"
3,"Houston","5-0",1233,"6","eric-hansen","Week 6"
4,"Washington","5-0",1234,"10","eric-hansen","Week 6"
5,"Clemson","5-0",1403,"5","eric-hansen","Week 6"
6,"Michigan","5-0",1334,"4","eric-hansen","Week 6"
7,"Texas A&M","5-0",1113,"9","eric-hansen","Week 6"
8,"Louisville","4-1",1160,"3","eric-hansen","Week 6"
9,"Wisconsin","4-1",882,"8","eric-hansen","Week 6"
10,"Tennessee","5-0",1045,"11","eric-hansen","Week 6"
11,"Miami","4-0",909,"14","eric-hansen","Week 6"
12,"Stanford","3-1",711,"7","eric-hansen","Week 6"
13,"Nebraska","5-0",821,"15","eric-hansen","Week 6"
14,"Mississippi","3-2",712,"16","eric-hansen","Week 6"
15,"Oklahoma","2-2",324,"-","eric-hansen","Week 6"
16,"North Carolina","4-1",497,"-","eric-hansen","Week 6"
17,"Boise State","4-0",385,"24","eric-hansen","Week 6"
18,"Colorado","4-1",276,"-","eric-hansen","Week 6"
19,"Florida State","3-2",230,"12","eric-hansen","Week 6"
20,"Western Michigan","5-0",76,"-","eric-hansen","Week 6"
21,"Arkansas","4-1",528,"20","eric-hansen","Week 6"
22,"Virginia Tech","3-1",85,"-","eric-hansen","Week 6"
23,"Baylor","5-0",805,"13","eric-hansen","Week 6"
24,"West Virginia","4-0",240,"-","eric-hansen","Week 6"
25,"South Florida","4-1",6,"-","eric-hansen","Week 6"
1,"Alabama","5-0",1514,"1","ferd-lewis","Week 6"
2,"Ohio State","4-0",1451,"2","ferd-lewis","Week 6"
3,"Michigan","5-0",1334,"4","ferd-lewis","Week 6"
4,"Clemson","5-0",1403,"5","ferd-lewis","Week 6"
5,"Houston","5-0",1233,"6","ferd-lewis","Week 6"
6,"Washington","5-0",1234,"10","ferd-lewis","Week 6"
7,"Texas A&M","5-0",1113,"9","ferd-lewis","Week 6"
8,"Tennessee","5-0",1045,"11","ferd-lewis","Week 6"
9,"Louisville","4-1",1160,"3","ferd-lewis","Week 6"
10,"Baylor","5-0",805,"13","ferd-lewis","Week 6"
11,"Miami","4-0",909,"14","ferd-lewis","Week 6"
12,"Nebraska","5-0",821,"15","ferd-lewis","Week 6"
13,"Wisconsin","4-1",882,"8","ferd-lewis","Week 6"
14,"Mississippi","3-2",712,"16","ferd-lewis","Week 6"
15,"Arkansas","4-1",528,"20","ferd-lewis","Week 6"
16,"North Carolina","4-1",497,"-","ferd-lewis","Week 6"
17,"Florida","4-1",391,"23","ferd-lewis","Week 6"
18,"Stanford","3-1",711,"7","ferd-lewis","Week 6"
19,"Oklahoma","2-2",324,"-","ferd-lewis","Week 6"
20,"Florida State","3-2",230,"12","ferd-lewis","Week 6"
21,"Boise State","4-0",385,"24","ferd-lewis","Week 6"
22,"West Virginia","4-0",240,"-","ferd-lewis","Week 6"
23,"Colorado","4-1",276,"-","ferd-lewis","Week 6"
24,"Oklahoma State","3-2",41,"-","ferd-lewis","Week 6"
25,"Utah","4-1",86,"18","ferd-lewis","Week 6"
1,"Alabama","5-0",1514,"1","garland-gillen","Week 6"
2,"Clemson","5-0",1403,"5","garland-gillen","Week 6"
3,"Michigan","5-0",1334,"4","garland-gillen","Week 6"
4,"Ohio State","4-0",1451,"2","garland-gillen","Week 6"
