"Rank","Team","Record","Points","PV.Rank","Voter","Week"
11,"Oklahoma State","10-3",920,"13","brett-mcmurphy",16
12,"Stanford","10-3",730,"16","brett-mcmurphy",16
13,"Florida","9-4",640,"20","brett-mcmurphy",16
14,"LSU","8-4",651,"19","brett-mcmurphy",16
15,"Virginia Tech","10-4",610,"18","brett-mcmurphy",16
16,"West Virginia","10-3",368,"14","brett-mcmurphy",16
17,"Colorado","10-4",585,"11","brett-mcmurphy",16
18,"South Florida","11-2",358,"25","brett-mcmurphy",16
19,"Western Michigan","13-1",619,"12","brett-mcmurphy",16
20,"Miami","9-4",338,"-","brett-mcmurphy",16
21,"Kansas State","9-4",83,"-","brett-mcmurphy",16
22,"Tulsa","10-3",10,"-","brett-mcmurphy",16
23,"Western Kentucky","11-3",32,"-","brett-mcmurphy",16
24,"Louisville","9-4",277,"15","brett-mcmurphy",16
25,"Air Force","10-3",30,"-","brett-mcmurphy",16
1,"Clemson","14-1",1500,"3","brian-howell",16
2,"Alabama","14-1",1440,"1","brian-howell",16
3,"Ohio State","11-2",1240,"2","brian-howell",16
4,"Oklahoma","11-2",1252,"7","brian-howell",16
5,"USC","10-3",1292,"9","brian-howell",16
6,"Washington","12-2",1277,"4","brian-howell",16
7,"Florida State","10-3",1105,"10","brian-howell",16
8,"Michigan","10-3",1001,"6","brian-howell",16
9,"Penn State","11-3",1130,"5","brian-howell",16
10,"Wisconsin","11-3",1032,"8","brian-howell",16
11,"Oklahoma State","10-3",920,"13","brian-howell",16
12,"Western Michigan","13-1",619,"12","brian-howell",16
13,"Colorado","10-4",585,"11","brian-howell",16
14,"Stanford","10-3",730,"16","brian-howell",16
15,"Virginia Tech","10-4",610,"18","brian-howell",16
16,"Florida","9-4",640,"20","brian-howell",16
17,"LSU","8-4",651,"19","brian-howell",16
18,"South Florida","11-2",358,"25","brian-howell",16
19,"Tennessee","9-4",253,"-","brian-howell",16
20,"Miami","9-4",338,"-","brian-howell",16
21,"West Virginia","10-3",368,"14","brian-howell",16
22,"Auburn","8-5",206,"17","brian-howell",16
23,"Louisville","9-4",277,"15","brian-howell",16
24,"Utah","9-4",222,"-","brian-howell",16
25,"Georgia Tech","9-4",47,"-","brian-howell",16
1,"Clemson","14-1",1500,"3","chris-murray",16
2,"Alabama","14-1",1440,"1","chris-murray",16
3,"Washington","12-2",1277,"4","chris-murray",16
4,"Ohio State","11-2",1240,"2","chris-murray",16
5,"USC","10-3",1292,"9","chris-murray",16
6,"Oklahoma","11-2",1252,"7","chris-murray",16
7,"Penn State","11-3",1130,"5","chris-murray",16
8,"Florida State","10-3",1105,"10","chris-murray",16
9,"Michigan","10-3",1001,"6","chris-murray",16
10,"Wisconsin","11-3",1032,"8","chris-murray",16
11,"Oklahoma State","10-3",920,"13","chris-murray",16
12,"Stanford","10-3",730,"16","chris-murray",16
13,"Florida","9-4",640,"20","chris-murray",16
14,"Colorado","10-4",585,"11","chris-murray",16
15,"LSU","8-4",651,"19","chris-murray",16
16,"Louisville","9-4",277,"15","chris-murray",16
17,"Western Michigan","13-1",619,"12","chris-murray",16
18,"West Virginia","10-3",368,"14","chris-murray",16
19,"Utah","9-4",222,"-","chris-murray",16
20,"Auburn","8-5",206,"17","chris-murray",16
21,"Virginia Tech","10-4",610,"18","chris-murray",16
22,"South Florida","11-2",358,"25","chris-murray",16
23,"Tennessee","9-4",253,"-","chris-murray",16
24,"San Diego State","11-3",113,"-","chris-murray",16
25,"Miami","9-4",338,"-","chris-murray",16
1,"Clemson","14-1",1500,"3","chuck-carlton",16
2,"Alabama","14-1",1440,"1","chuck-carlton",16
3,"USC","10-3",1292,"9","chuck-carlton",16
4,"Ohio State","11-2",1240,"2","chuck-carlton",16
5,"Oklahoma","11-2",1252,"7","chuck-carlton",16
6,"Washington","12-2",1277,"4","chuck-carlton",16
7,"Penn State","11-3",1130,"5","chuck-carlton",16
8,"Wisconsin","11-3",1032,"8","chuck-carlton",16
9,"Florida State","10-3",1105,"10","chuck-carlton",16
10,"Michigan","10-3",1001,"6","chuck-carlton",16
11,"Oklahoma State","10-3",920,"13","chuck-carlton",16
12,"Stanford","10-3",730,"16","chuck-carlton",16
13,"Florida","9-4",640,"20","chuck-carlton",16
14,"Virginia Tech","10-4",610,"18","chuck-carlton",16
15,"LSU","8-4",651,"19","chuck-carlton",16
16,"Western Michigan","13-1",619,"12","chuck-carlton",16
17,"Colorado","10-4",585,"11","chuck-carlton",16
18,"Miami","9-4",338,"-","chuck-carlton",16
19,"West Virginia","10-3",368,"14","chuck-carlton",16
20,"Utah","9-4",222,"-","chuck-carlton",16
21,"Tennessee","9-4",253,"-","chuck-carlton",16
22,"Louisville","9-4",277,"15","chuck-carlton",16
23,"South Florida","11-2",358,"25","chuck-carlton",16
24,"Kansas State","9-4",83,"-","chuck-carlton",16
25,"San Diego State","11-3",113,"-","chuck-carlton",16
1,"Clemson","14-1",1500,"3","dana-sulonen",16
2,"Alabama","14-1",1440,"1","dana-sulonen",16
3,"Oklahoma","11-2",1252,"7","dana-sulonen",16
4,"Washington","12-2",1277,"4","dana-sulonen",16
5,"USC","10-3",1292,"9","dana-sulonen",16
6,"Florida State","10-3",1105,"10","dana-sulonen",16
7,"Penn State","11-3",1130,"5","dana-sulonen",16
8,"Ohio State","11-2",1240,"2","dana-sulonen",16
9,"Michigan","10-3",1001,"6","dana-sulonen",16
10,"Wisconsin","11-3",1032,"8","dana-sulonen",16
11,"Oklahoma State","10-3",920,"13","dana-sulonen",16
12,"Stanford","10-3",730,"16","dana-sulonen",16
13,"LSU","8-4",651,"19","dana-sulonen",16
14,"Western Michigan","13-1",619,"12","dana-sulonen",16
15,"Florida","9-4",640,"20","dana-sulonen",16
16,"Louisville","9-4",277,"15","dana-sulonen",16
17,"Colorado","10-4",585,"11","dana-sulonen",16
18,"West Virginia","10-3",368,"14","dana-sulonen",16
19,"Virginia Tech","10-4",610,"18","dana-sulonen",16
20,"Tennessee","9-4",253,"-","dana-sulonen",16
21,"Nebraska","9-4",38,"24","dana-sulonen",16
22,"Utah","9-4",222,"-","dana-sulonen",16
23,"Miami","9-4",338,"-","dana-sulonen",16
24,"South Florida","11-2",358,"25","dana-sulonen",16
25,"San Diego State","11-3",113,"-","dana-sulonen",16
1,"Clemson","14-1",1500,"3","dave-southorn",16
2,"Alabama","14-1",1440,"1","dave-southorn",16
3,"USC","10-3",1292,"9","dave-southorn",16
4,"Oklahoma","11-2",1252,"7","dave-southorn",16
5,"Washington","12-2",1277,"4","dave-southorn",16
6,"Penn State","11-3",1130,"5","dave-southorn",16
7,"Ohio State","11-2",1240,"2","dave-southorn",16
8,"Florida State","10-3",1105,"10","dave-southorn",16
9,"Wisconsin","11-3",1032,"8","dave-southorn",16
10,"Michigan","10-3",1001,"6","dave-southorn",16
11,"Oklahoma State","10-3",920,"13","dave-southorn",16
12,"Stanford","10-3",730,"16","dave-southorn",16
13,"LSU","8-4",651,"19","dave-southorn",16
14,"Virginia Tech","10-4",610,"18","dave-southorn",16
15,"Florida","9-4",640,"20","dave-southorn",16
16,"South Florida","11-2",358,"25","dave-southorn",16
17,"Western Michigan","13-1",619,"12","dave-southorn",16
18,"Colorado","10-4",585,"11","dave-southorn",16
19,"Louisville","9-4",277,"15","dave-southorn",16
20,"West Virginia","10-3",368,"14","dave-southorn",16
21,"Auburn","8-5",206,"17","dave-southorn",16
22,"Miami","9-4",338,"-","dave-southorn",16
23,"Utah","9-4",222,"-","dave-southorn",16
24,"San Diego State","11-3",113,"-","dave-southorn",16
25,"Georgia Tech","9-4",47,"-","dave-southorn",16
1,"Clemson","14-1",1500,"3","david-briggs",16
2,"Alabama","14-1",1440,"1","david-briggs",16
3,"USC","10-3",1292,"9","david-briggs",16
4,"Washington","12-2",1277,"4","david-briggs",16
5,"Ohio State","11-2",1240,"2","david-briggs",16
6,"Oklahoma","11-2",1252,"7","david-briggs",16
7,"Florida State","10-3",1105,"10","david-briggs",16
8,"Michigan","10-3",1001,"6","david-briggs",16
9,"Penn State","11-3",1130,"5","david-briggs",16
10,"Wisconsin","11-3",1032,"8","david-briggs",16
11,"Oklahoma State","10-3",920,"13","david-briggs",16
12,"Stanford","10-3",730,"16","david-briggs",16
13,"Western Michigan","13-1",619,"12","david-briggs",16
14,"LSU","8-4",651,"19","david-briggs",16
15,"Florida","9-4",640,"20","david-briggs",16
16,"Virginia Tech","10-4",610,"18","david-briggs",16
17,"Utah","9-4",222,"-","david-briggs",16
18,"Pittsburgh","8-5",21,"22","david-briggs",16
19,"Colorado","10-4",585,"11","david-briggs",16
20,"South Florida","11-2",358,"25","david-briggs",16
21,"Auburn","8-5",206,"17","david-briggs",16
22,"Miami","9-4",338,"-","david-briggs",16
23,"Tennessee","9-4",253,"-","david-briggs",16
24,"Kansas State","9-4",83,"-","david-briggs",16
25,"Air Force","10-3",30,"-","david-briggs",16
1,"Clemson","14-1",1500,"3","ed-daigneault",16
2,"Alabama","14-1",1440,"1","ed-daigneault",16
3,"Ohio State","11-2",1240,"2","ed-daigneault",16
4,"Washington","12-2",1277,"4","ed-daigneault",16
5,"Oklahoma","11-2",1252,"7","ed-daigneault",16
6,"USC","10-3",1292,"9","ed-daigneault",16
7,"Wisconsin","11-3",1032,"8","ed-daigneault",16
8,"Penn State","11-3",1130,"5","ed-daigneault",16
9,"Florida State","10-3",1105,"10","ed-daigneault",16
10,"Michigan","10-3",1001,"6","ed-daigneault",16
11,"Oklahoma State","10-3",920,"13","ed-daigneault",16
12,"Stanford","10-3",730,"16","ed-daigneault",16
13,"South Florida","11-2",358,"25","ed-daigneault",16
14,"Western Michigan","13-1",619,"12","ed-daigneault",16
15,"West Virginia","10-3",368,"14","ed-daigneault",16
16,"Colorado","10-4",585,"11","ed-daigneault",16
17,"Virginia Tech","10-4",610,"18","ed-daigneault",16
18,"Tennessee","9-4",253,"-","ed-daigneault",16
19,"Louisville","9-4",277,"15","ed-daigneault",16
20,"Florida","9-4",640,"20","ed-daigneault",16
21,"Miami","9-4",338,"-","ed-daigneault",16
22,"Utah","9-4",222,"-","ed-daigneault",16
23,"Temple","10-4",8,"23","ed-daigneault",16
24,"Tulsa","10-3",10,"-","ed-daigneault",16
25,"Western Kentucky","11-3",32,"-","ed-daigneault",16
1,"Clemson","14-1",1500,"3","ed-johnson",16
2,"Alabama","14-1",1440,"1","ed-johnson",16
3,"USC","10-3",1292,"9","ed-johnson",16
4,"Penn State","11-3",1130,"5","ed-johnson",16
5,"Oklahoma","11-2",1252,"7","ed-johnson",16
6,"Washington","12-2",1277,"4","ed-johnson",16
7,"Florida State","10-3",1105,"10","ed-johnson",16
8,"Ohio State","11-2",1240,"2","ed-johnson",16
9,"Michigan","10-3",1001,"6","ed-johnson",16
10,"Wisconsin","11-3",1032,"8","ed-johnson",16
11,"Oklahoma State","10-3",920,"13","ed-johnson",16
12,"LSU","8-4",651,"19","ed-johnson",16
13,"South Florida","11-2",358,"25","ed-johnson",16
14,"Western Michigan","13-1",619,"12","ed-johnson",16
15,"Louisville","9-4",277,"15","ed-johnson",16
16,"Florida","9-4",640,"20","ed-johnson",16
17,"Colorado","10-4",585,"11","ed-johnson",16
18,"Virginia Tech","10-4",610,"18","ed-johnson",16
19,"San Diego State","11-3",113,"-","ed-johnson",16
20,"Stanford","10-3",730,"16","ed-johnson",16
21,"Kansas State","9-4",83,"-","ed-johnson",16
22,"Tennessee","9-4",253,"-","ed-johnson",16
23,"Georgia Tech","9-4",47,"-","ed-johnson",16
24,"Miami","9-4",338,"-","ed-johnson",16
25,"West Virginia","10-3",368,"14","ed-johnson",16
1,"Clemson","14-1",1500,"3","eric-hansen",16
2,"Alabama","14-1",1440,"1","eric-hansen",16
3,"USC","10-3",1292,"9","eric-hansen",16
4,"Washington","12-2",1277,"4","eric-hansen",16
5,"Ohio State","11-2",1240,"2","eric-hansen",16
6,"Penn State","11-3",1130,"5","eric-hansen",16
7,"Wisconsin","11-3",1032,"8","eric-hansen",16
8,"Florida State","10-3",1105,"10","eric-hansen",16
9,"Oklahoma","11-2",1252,"7","eric-hansen",16
10,"Michigan","10-3",1001,"6","eric-hansen",16
11,"Stanford","10-3",730,"16","eric-hansen",16
12,"Western Michigan","13-1",619,"12","eric-hansen",16
13,"Oklahoma State","10-3",920,"13","eric-hansen",16
14,"Colorado","10-4",585,"11","eric-hansen",16
15,"LSU","8-4",651,"19","eric-hansen",16
16,"Virginia Tech","10-4",610,"18","eric-hansen",16
17,"Utah","9-4",222,"-","eric-hansen",16
18,"Tennessee","9-4",253,"-","eric-hansen",16
19,"Louisville","9-4",277,"15","eric-hansen",16
20,"South Florida","11-2",358,"25","eric-hansen",16
21,"Florida","9-4",640,"20","eric-hansen",16
22,"Auburn","8-5",206,"17","eric-hansen",16
23,"Miami","9-4",338,"-","eric-hansen",16
24,"West Virginia","10-3",368,"14","eric-hansen",16
25,"Pittsburgh","8-5",21,"22","eric-hansen",16
1,"Clemson","14-1",1500,"3","ferd-lewis",16
2,"Alabama","14-1",1440,"1","ferd-lewis",16
3,"USC","10-3",1292,"9","ferd-lewis",16
4,"Oklahoma","11-2",1252,"7","ferd-lewis",16
5,"Penn State","11-3",1130,"5","ferd-lewis",16
6,"Washington","12-2",1277,"4","ferd-lewis",16
7,"Ohio State","11-2",1240,"2","ferd-lewis",16
8,"Wisconsin","11-3",1032,"8","ferd-lewis",16
9,"Florida State","10-3",1105,"10","ferd-lewis",16
10,"Michigan","10-3",1001,"6","ferd-lewis",16
11,"Oklahoma State","10-3",920,"13","ferd-lewis",16
12,"Stanford","10-3",730,"16","ferd-lewis",16
13,"Western Michigan","13-1",619,"12","ferd-lewis",16
14,"Virginia Tech","10-4",610,"18","ferd-lewis",16
15,"LSU","8-4",651,"19","ferd-lewis",16
16,"Colorado","10-4",585,"11","ferd-lewis",16
17,"Florida","9-4",640,"20","ferd-lewis",16
18,"Tennessee","9-4",253,"-","ferd-lewis",16
19,"Auburn","8-5",206,"17","ferd-lewis",16
20,"South Florida","11-2",358,"25","ferd-lewis",16
21,"Miami","9-4",338,"-","ferd-lewis",16
22,"West Virginia","10-3",368,"14","ferd-lewis",16
23,"Louisville","9-4",277,"15","ferd-lewis",16
24,"Utah","9-4",222,"-","ferd-lewis",16
25,"San Diego State","11-3",113,"-","ferd-lewis",16
1,"Clemson","14-1",1500,"3","garland-gillen",16
2,"Alabama","14-1",1440,"1","garland-gillen",16
3,"USC","10-3",1292,"9","garland-gillen",16
4,"Oklahoma","11-2",1252,"7","garland-gillen",16
5,"Florida State","10-3",1105,"10","garland-gillen",16
6,"Washington","12-2",1277,"4","garland-gillen",16
7,"Ohio State","11-2",1240,"2","garland-gillen",16
8,"Penn State","11-3",1130,"5","garland-gillen",16
9,"Michigan","10-3",1001,"6","garland-gillen",16
10,"Wisconsin","11-3",1032,"8","garland-gillen",16
11,"Oklahoma State","10-3",920,"13","garland-gillen",16
12,"Florida","9-4",640,"20","garland-gillen",16
13,"LSU","8-4",651,"19","garland-gillen",16
14,"Colorado","10-4",585,"11","garland-gillen",16
15,"Stanford","10-3",730,"16","garland-gillen",16
16,"Louisville","9-4",277,"15","garland-gillen",16
17,"Auburn","8-5",206,"17","garland-gillen",16
18,"Western Michigan","13-1",619,"12","garland-gillen",16
19,"Virginia Tech","10-4",610,"18","garland-gillen",16
20,"West Virginia","10-3",368,"14","garland-gillen",16
21,"Utah","9-4",222,"-","garland-gillen",16
22,"Tennessee","9-4",253,"-","garland-gillen",16
23,"South Florida","11-2",358,"25","garland-gillen",16
24,"Georgia Tech","9-4",47,"-","garland-gillen",16
25,"Kansas State","9-4",83,"-","garland-gillen",16
1,"Clemson","14-1",1500,"3","garry-smits",16
2,"Alabama","14-1",1440,"1","garry-smits",16
3,"Washington","12-2",1277,"4","garry-smits",16
4,"Ohio State","11-2",1240,"2","garry-smits",16
5,"Oklahoma","11-2",1252,"7","garry-smits",16
6,"USC","10-3",1292,"9","garry-smits",16
7,"Florida State","10-3",1105,"10","garry-smits",16
8,"Michigan","10-3",1001,"6","garry-smits",16
9,"Penn State","11-3",1130,"5","garry-smits",16
10,"Wisconsin","11-3",1032,"8","garry-smits",16
11,"Oklahoma State","10-3",920,"13","garry-smits",16
12,"Virginia Tech","10-4",610,"18","garry-smits",16
13,"Miami","9-4",338,"-","garry-smits",16
14,"Florida","9-4",640,"20","garry-smits",16
15,"LSU","8-4",651,"19","garry-smits",16
16,"Western Michigan","13-1",619,"12","garry-smits",16
17,"West Virginia","10-3",368,"14","garry-smits",16
18,"Colorado","10-4",585,"11","garry-smits",16
19,"Stanford","10-3",730,"16","garry-smits",16
20,"South Florida","11-2",358,"25","garry-smits",16
21,"Western Kentucky","11-3",32,"-","garry-smits",16
22,"San Diego State","11-3",113,"-","garry-smits",16
23,"Utah","9-4",222,"-","garry-smits",16
24,"Louisville","9-4",277,"15","garry-smits",16
25,"Kansas State","9-4",83,"-","garry-smits",16
1,"Clemson","14-1",1500,"3","gary-horowitz",16
2,"Alabama","14-1",1440,"1","gary-horowitz",16
3,"USC","10-3",1292,"9","gary-horowitz",16
4,"Penn State","11-3",1130,"5","gary-horowitz",16
5,"Ohio State","11-2",1240,"2","gary-horowitz",16
6,"Washington","12-2",1277,"4","gary-horowitz",16
7,"Oklahoma","11-2",1252,"7","gary-horowitz",16
8,"Florida State","10-3",1105,"10","gary-horowitz",16
9,"Wisconsin","11-3",1032,"8","gary-horowitz",16
10,"Oklahoma State","10-3",920,"13","gary-horowitz",16
11,"Michigan","10-3",1001,"6","gary-horowitz",16
12,"Western Michigan","13-1",619,"12","gary-horowitz",16
13,"Virginia Tech","10-4",610,"18","gary-horowitz",16
14,"LSU","8-4",651,"19","gary-horowitz",16
15,"Stanford","10-3",730,"16","gary-horowitz",16
16,"Florida","9-4",640,"20","gary-horowitz",16
17,"South Florida","11-2",358,"25","gary-horowitz",16
18,"Miami","9-4",338,"-","gary-horowitz",16
19,"West Virginia","10-3",368,"14","gary-horowitz",16
20,"San Diego State","11-3",113,"-","gary-horowitz",16
21,"Utah","9-4",222,"-","gary-horowitz",16
