"Rank","Team","Record","Points","PV.Rank","Voter","Week"
7,"Stanford","3-0",1166,"7","garland-gillen","Week 5"
8,"Texas A&M","4-0",1036,"10","garland-gillen","Week 5"
9,"Wisconsin","4-0",1084,"11","garland-gillen","Week 5"
10,"Tennessee","4-0",909,"14","garland-gillen","Week 5"
11,"Washington","4-0",986,"9","garland-gillen","Week 5"
12,"Florida State","3-1",804,"13","garland-gillen","Week 5"
13,"Miami","3-0",696,"15","garland-gillen","Week 5"
14,"Baylor","4-0",729,"16","garland-gillen","Week 5"
15,"Nebraska","4-0",640,"20","garland-gillen","Week 5"
16,"Michigan State","2-1",527,"8","garland-gillen","Week 5"
17,"Utah","4-0",493,"24","garland-gillen","Week 5"
18,"San Diego State","3-0",304,"22","garland-gillen","Week 5"
19,"Texas","2-1",217,"21","garland-gillen","Week 5"
20,"Arizona State","4-0",135,"-","garland-gillen","Week 5"
21,"Mississippi","2-2",540,"23","garland-gillen","Week 5"
22,"Colorado","3-1",33,"-","garland-gillen","Week 5"
23,"Arkansas","3-1",241,"17","garland-gillen","Week 5"
24,"Boise State","3-0",163,"-","garland-gillen","Week 5"
25,"West Virginia","3-0",51,"-","garland-gillen","Week 5"
1,"Alabama","4-0",1511,"1","garry-smits","Week 5"
2,"Ohio State","3-0",1440,"2","garry-smits","Week 5"
3,"Louisville","4-0",1409,"3","garry-smits","Week 5"
4,"Michigan","4-0",1292,"4","garry-smits","Week 5"
5,"Clemson","4-0",1267,"5","garry-smits","Week 5"
6,"Houston","4-0",1239,"6","garry-smits","Week 5"
7,"Stanford","3-0",1166,"7","garry-smits","Week 5"
8,"Texas A&M","4-0",1036,"10","garry-smits","Week 5"
9,"Washington","4-0",986,"9","garry-smits","Week 5"
10,"Tennessee","4-0",909,"14","garry-smits","Week 5"
11,"Wisconsin","4-0",1084,"11","garry-smits","Week 5"
12,"Nebraska","4-0",640,"20","garry-smits","Week 5"
13,"Utah","4-0",493,"24","garry-smits","Week 5"
14,"Arizona State","4-0",135,"-","garry-smits","Week 5"
15,"San Diego State","3-0",304,"22","garry-smits","Week 5"
16,"Michigan State","2-1",527,"8","garry-smits","Week 5"
17,"Texas","2-1",217,"21","garry-smits","Week 5"
18,"Florida State","3-1",804,"13","garry-smits","Week 5"
19,"Baylor","4-0",729,"16","garry-smits","Week 5"
20,"Miami","3-0",696,"15","garry-smits","Week 5"
21,"West Virginia","3-0",51,"-","garry-smits","Week 5"
22,"Oklahoma","1-2",120,"25","garry-smits","Week 5"
23,"Florida","3-1",176,"19","garry-smits","Week 5"
24,"Auburn","2-2",18,"-","garry-smits","Week 5"
25,"LSU","2-2",17,"18","garry-smits","Week 5"
1,"Alabama","4-0",1511,"1","gary-horowitz","Week 5"
2,"Ohio State","3-0",1440,"2","gary-horowitz","Week 5"
3,"Houston","4-0",1239,"6","gary-horowitz","Week 5"
4,"Louisville","4-0",1409,"3","gary-horowitz","Week 5"
5,"Michigan","4-0",1292,"4","gary-horowitz","Week 5"
6,"Clemson","4-0",1267,"5","gary-horowitz","Week 5"
7,"Wisconsin","4-0",1084,"11","gary-horowitz","Week 5"
8,"Stanford","3-0",1166,"7","gary-horowitz","Week 5"
9,"Washington","4-0",986,"9","gary-horowitz","Week 5"
10,"Texas A&M","4-0",1036,"10","gary-horowitz","Week 5"
11,"Tennessee","4-0",909,"14","gary-horowitz","Week 5"
12,"Florida State","3-1",804,"13","gary-horowitz","Week 5"
13,"Baylor","4-0",729,"16","gary-horowitz","Week 5"
14,"Nebraska","4-0",640,"20","gary-horowitz","Week 5"
15,"San Diego State","3-0",304,"22","gary-horowitz","Week 5"
16,"Miami","3-0",696,"15","gary-horowitz","Week 5"
17,"Michigan State","2-1",527,"8","gary-horowitz","Week 5"
18,"Mississippi","2-2",540,"23","gary-horowitz","Week 5"
19,"Utah","4-0",493,"24","gary-horowitz","Week 5"
20,"North Dakota State","1-2",58,"-","gary-horowitz","Week 5"
21,"Arizona State","4-0",135,"-","gary-horowitz","Week 5"
22,"Iowa","3-1",25,"-","gary-horowitz","Week 5"
23,"Texas","2-1",217,"21","gary-horowitz","Week 5"
24,"Boise State","3-0",163,"-","gary-horowitz","Week 5"
25,"TCU","3-1",239,"-","gary-horowitz","Week 5"
1,"Alabama","4-0",1511,"1","graham-watson","Week 5"
2,"Ohio State","3-0",1440,"2","graham-watson","Week 5"
3,"Louisville","4-0",1409,"3","graham-watson","Week 5"
4,"Michigan","4-0",1292,"4","graham-watson","Week 5"
5,"Clemson","4-0",1267,"5","graham-watson","Week 5"
6,"Stanford","3-0",1166,"7","graham-watson","Week 5"
7,"Houston","4-0",1239,"6","graham-watson","Week 5"
8,"Texas A&M","4-0",1036,"10","graham-watson","Week 5"
9,"Florida State","3-1",804,"13","graham-watson","Week 5"
10,"Washington","4-0",986,"9","graham-watson","Week 5"
11,"Tennessee","4-0",909,"14","graham-watson","Week 5"
12,"Baylor","4-0",729,"16","graham-watson","Week 5"
13,"Wisconsin","4-0",1084,"11","graham-watson","Week 5"
14,"Miami","3-0",696,"15","graham-watson","Week 5"
15,"Michigan State","2-1",527,"8","graham-watson","Week 5"
16,"Nebraska","4-0",640,"20","graham-watson","Week 5"
17,"Mississippi","2-2",540,"23","graham-watson","Week 5"
18,"Arkansas","3-1",241,"17","graham-watson","Week 5"
19,"San Diego State","3-0",304,"22","graham-watson","Week 5"
20,"Utah","4-0",493,"24","graham-watson","Week 5"
21,"Texas","2-1",217,"21","graham-watson","Week 5"
22,"Florida","3-1",176,"19","graham-watson","Week 5"
23,"LSU","2-2",17,"18","graham-watson","Week 5"
24,"Georgia","3-1",142,"12","graham-watson","Week 5"
25,"Boise State","3-0",163,"-","graham-watson","Week 5"
1,"Alabama","4-0",1511,"1","jason-galloway","Week 5"
2,"Ohio State","3-0",1440,"2","jason-galloway","Week 5"
3,"Louisville","4-0",1409,"3","jason-galloway","Week 5"
4,"Michigan","4-0",1292,"4","jason-galloway","Week 5"
5,"Clemson","4-0",1267,"5","jason-galloway","Week 5"
6,"Wisconsin","4-0",1084,"11","jason-galloway","Week 5"
7,"Stanford","3-0",1166,"7","jason-galloway","Week 5"
8,"Houston","4-0",1239,"6","jason-galloway","Week 5"
9,"Texas A&M","4-0",1036,"10","jason-galloway","Week 5"
10,"Washington","4-0",986,"9","jason-galloway","Week 5"
11,"Tennessee","4-0",909,"14","jason-galloway","Week 5"
12,"Baylor","4-0",729,"16","jason-galloway","Week 5"
13,"Florida State","3-1",804,"13","jason-galloway","Week 5"
14,"Miami","3-0",696,"15","jason-galloway","Week 5"
15,"Nebraska","4-0",640,"20","jason-galloway","Week 5"
16,"Utah","4-0",493,"24","jason-galloway","Week 5"
17,"Mississippi","2-2",540,"23","jason-galloway","Week 5"
18,"Michigan State","2-1",527,"8","jason-galloway","Week 5"
19,"San Diego State","3-0",304,"22","jason-galloway","Week 5"
20,"Arizona State","4-0",135,"-","jason-galloway","Week 5"
21,"Georgia","3-1",142,"12","jason-galloway","Week 5"
22,"Texas","2-1",217,"21","jason-galloway","Week 5"
23,"Western Michigan","4-0",14,"-","jason-galloway","Week 5"
24,"Oklahoma","1-2",120,"25","jason-galloway","Week 5"
25,"West Virginia","3-0",51,"-","jason-galloway","Week 5"
1,"Alabama","4-0",1511,"1","jeff-miller","Week 5"
2,"Michigan","4-0",1292,"4","jeff-miller","Week 5"
3,"Ohio State","3-0",1440,"2","jeff-miller","Week 5"
4,"Louisville","4-0",1409,"3","jeff-miller","Week 5"
5,"Clemson","4-0",1267,"5","jeff-miller","Week 5"
6,"Houston","4-0",1239,"6","jeff-miller","Week 5"
7,"Stanford","3-0",1166,"7","jeff-miller","Week 5"
8,"Texas A&M","4-0",1036,"10","jeff-miller","Week 5"
9,"Wisconsin","4-0",1084,"11","jeff-miller","Week 5"
10,"Washington","4-0",986,"9","jeff-miller","Week 5"
11,"Baylor","4-0",729,"16","jeff-miller","Week 5"
12,"Nebraska","4-0",640,"20","jeff-miller","Week 5"
13,"Tennessee","4-0",909,"14","jeff-miller","Week 5"
14,"Miami","3-0",696,"15","jeff-miller","Week 5"
15,"Florida State","3-1",804,"13","jeff-miller","Week 5"
16,"Utah","4-0",493,"24","jeff-miller","Week 5"
17,"Mississippi","2-2",540,"23","jeff-miller","Week 5"
18,"TCU","3-1",239,"-","jeff-miller","Week 5"
19,"Boise State","3-0",163,"-","jeff-miller","Week 5"
20,"Michigan State","2-1",527,"8","jeff-miller","Week 5"
21,"Arkansas","3-1",241,"17","jeff-miller","Week 5"
22,"Arizona State","4-0",135,"-","jeff-miller","Week 5"
23,"Western Michigan","4-0",14,"-","jeff-miller","Week 5"
24,"San Diego State","3-0",304,"22","jeff-miller","Week 5"
25,"Georgia","3-1",142,"12","jeff-miller","Week 5"
1,"Alabama","4-0",1511,"1","jerry-dipaola","Week 5"
2,"Ohio State","3-0",1440,"2","jerry-dipaola","Week 5"
3,"Michigan","4-0",1292,"4","jerry-dipaola","Week 5"
4,"Louisville","4-0",1409,"3","jerry-dipaola","Week 5"
5,"Clemson","4-0",1267,"5","jerry-dipaola","Week 5"
6,"Wisconsin","4-0",1084,"11","jerry-dipaola","Week 5"
7,"Stanford","3-0",1166,"7","jerry-dipaola","Week 5"
8,"Houston","4-0",1239,"6","jerry-dipaola","Week 5"
9,"Washington","4-0",986,"9","jerry-dipaola","Week 5"
10,"Texas A&M","4-0",1036,"10","jerry-dipaola","Week 5"
11,"Tennessee","4-0",909,"14","jerry-dipaola","Week 5"
12,"Florida State","3-1",804,"13","jerry-dipaola","Week 5"
13,"Baylor","4-0",729,"16","jerry-dipaola","Week 5"
14,"Miami","3-0",696,"15","jerry-dipaola","Week 5"
15,"Mississippi","2-2",540,"23","jerry-dipaola","Week 5"
16,"Nebraska","4-0",640,"20","jerry-dipaola","Week 5"
17,"Utah","4-0",493,"24","jerry-dipaola","Week 5"
18,"Michigan State","2-1",527,"8","jerry-dipaola","Week 5"
19,"TCU","3-1",239,"-","jerry-dipaola","Week 5"
20,"Texas","2-1",217,"21","jerry-dipaola","Week 5"
21,"Oklahoma","1-2",120,"25","jerry-dipaola","Week 5"
22,"Florida","3-1",176,"19","jerry-dipaola","Week 5"
23,"San Diego State","3-0",304,"22","jerry-dipaola","Week 5"
24,"Boise State","3-0",163,"-","jerry-dipaola","Week 5"
25,"Auburn","2-2",18,"-","jerry-dipaola","Week 5"
1,"Louisville","4-0",1409,"3","jimmy-burch","Week 5"
2,"Alabama","4-0",1511,"1","jimmy-burch","Week 5"
3,"Ohio State","3-0",1440,"2","jimmy-burch","Week 5"
4,"Houston","4-0",1239,"6","jimmy-burch","Week 5"
5,"Michigan","4-0",1292,"4","jimmy-burch","Week 5"
6,"Clemson","4-0",1267,"5","jimmy-burch","Week 5"
7,"Stanford","3-0",1166,"7","jimmy-burch","Week 5"
8,"Texas A&M","4-0",1036,"10","jimmy-burch","Week 5"
9,"Washington","4-0",986,"9","jimmy-burch","Week 5"
10,"Tennessee","4-0",909,"14","jimmy-burch","Week 5"
11,"Wisconsin","4-0",1084,"11","jimmy-burch","Week 5"
12,"Miami","3-0",696,"15","jimmy-burch","Week 5"
13,"Baylor","4-0",729,"16","jimmy-burch","Week 5"
14,"Nebraska","4-0",640,"20","jimmy-burch","Week 5"
15,"Florida State","3-1",804,"13","jimmy-burch","Week 5"
16,"Utah","4-0",493,"24","jimmy-burch","Week 5"
17,"San Diego State","3-0",304,"22","jimmy-burch","Week 5"
18,"Arizona State","4-0",135,"-","jimmy-burch","Week 5"
19,"Florida","3-1",176,"19","jimmy-burch","Week 5"
20,"Mississippi","2-2",540,"23","jimmy-burch","Week 5"
21,"Michigan State","2-1",527,"8","jimmy-burch","Week 5"
22,"Arkansas","3-1",241,"17","jimmy-burch","Week 5"
23,"TCU","3-1",239,"-","jimmy-burch","Week 5"
24,"Colorado","3-1",33,"-","jimmy-burch","Week 5"
25,"Boise State","3-0",163,"-","jimmy-burch","Week 5"
1,"Alabama","4-0",1511,"1","joe-dubin","Week 5"
2,"Louisville","4-0",1409,"3","joe-dubin","Week 5"
3,"Clemson","4-0",1267,"5","joe-dubin","Week 5"
4,"Ohio State","3-0",1440,"2","joe-dubin","Week 5"
5,"Michigan","4-0",1292,"4","joe-dubin","Week 5"
6,"Stanford","3-0",1166,"7","joe-dubin","Week 5"
7,"Houston","4-0",1239,"6","joe-dubin","Week 5"
8,"Texas A&M","4-0",1036,"10","joe-dubin","Week 5"
9,"Wisconsin","4-0",1084,"11","joe-dubin","Week 5"
10,"Tennessee","4-0",909,"14","joe-dubin","Week 5"
11,"Washington","4-0",986,"9","joe-dubin","Week 5"
12,"Florida State","3-1",804,"13","joe-dubin","Week 5"
13,"Miami","3-0",696,"15","joe-dubin","Week 5"
14,"Baylor","4-0",729,"16","joe-dubin","Week 5"
15,"Nebraska","4-0",640,"20","joe-dubin","Week 5"
16,"Utah","4-0",493,"24","joe-dubin","Week 5"
17,"Michigan State","2-1",527,"8","joe-dubin","Week 5"
18,"Mississippi","2-2",540,"23","joe-dubin","Week 5"
19,"TCU","3-1",239,"-","joe-dubin","Week 5"
20,"Texas","2-1",217,"21","joe-dubin","Week 5"
21,"Arkansas","3-1",241,"17","joe-dubin","Week 5"
22,"Georgia","3-1",142,"12","joe-dubin","Week 5"
23,"Arizona State","4-0",135,"-","joe-dubin","Week 5"
24,"San Diego State","3-0",304,"22","joe-dubin","Week 5"
25,"Florida","3-1",176,"19","joe-dubin","Week 5"
1,"Alabama","4-0",1511,"1","joe-walljasper","Week 5"
2,"Ohio State","3-0",1440,"2","joe-walljasper","Week 5"
3,"Louisville","4-0",1409,"3","joe-walljasper","Week 5"
4,"Houston","4-0",1239,"6","joe-walljasper","Week 5"
5,"Michigan","4-0",1292,"4","joe-walljasper","Week 5"
6,"Clemson","4-0",1267,"5","joe-walljasper","Week 5"
7,"Stanford","3-0",1166,"7","joe-walljasper","Week 5"
8,"Wisconsin","4-0",1084,"11","joe-walljasper","Week 5"
9,"Texas A&M","4-0",1036,"10","joe-walljasper","Week 5"
10,"Washington","4-0",986,"9","joe-walljasper","Week 5"
11,"Florida State","3-1",804,"13","joe-walljasper","Week 5"
12,"Tennessee","4-0",909,"14","joe-walljasper","Week 5"
13,"Mississippi","2-2",540,"23","joe-walljasper","Week 5"
14,"Baylor","4-0",729,"16","joe-walljasper","Week 5"
15,"Miami","3-0",696,"15","joe-walljasper","Week 5"
16,"Boise State","3-0",163,"-","joe-walljasper","Week 5"
17,"Nebraska","4-0",640,"20","joe-walljasper","Week 5"
18,"Florida","3-1",176,"19","joe-walljasper","Week 5"
19,"Michigan State","2-1",527,"8","joe-walljasper","Week 5"
20,"Arkansas","3-1",241,"17","joe-walljasper","Week 5"
21,"Utah","4-0",493,"24","joe-walljasper","Week 5"
22,"TCU","3-1",239,"-","joe-walljasper","Week 5"
23,"San Diego State","3-0",304,"22","joe-walljasper","Week 5"
24,"Memphis","3-0",6,"-","joe-walljasper","Week 5"
25,"Colorado","3-1",33,"-","joe-walljasper","Week 5"
1,"Louisville","4-0",1409,"3","joey-knight","Week 5"
2,"Alabama","4-0",1511,"1","joey-knight","Week 5"
3,"Ohio State","3-0",1440,"2","joey-knight","Week 5"
4,"Clemson","4-0",1267,"5","joey-knight","Week 5"
5,"Houston","4-0",1239,"6","joey-knight","Week 5"
6,"Michigan","4-0",1292,"4","joey-knight","Week 5"
7,"Stanford","3-0",1166,"7","joey-knight","Week 5"
8,"Washington","4-0",986,"9","joey-knight","Week 5"
9,"Texas A&M","4-0",1036,"10","joey-knight","Week 5"
10,"Wisconsin","4-0",1084,"11","joey-knight","Week 5"
11,"Florida State","3-1",804,"13","joey-knight","Week 5"
12,"Nebraska","4-0",640,"20","joey-knight","Week 5"
13,"Tennessee","4-0",909,"14","joey-knight","Week 5"
14,"Baylor","4-0",729,"16","joey-knight","Week 5"
15,"Michigan State","2-1",527,"8","joey-knight","Week 5"
16,"Utah","4-0",493,"24","joey-knight","Week 5"
17,"Mississippi","2-2",540,"23","joey-knight","Week 5"
18,"Texas","2-1",217,"21","joey-knight","Week 5"
19,"TCU","3-1",239,"-","joey-knight","Week 5"
20,"Miami","3-0",696,"15","joey-knight","Week 5"
21,"Arkansas","3-1",241,"17","joey-knight","Week 5"
22,"Georgia","3-1",142,"12","joey-knight","Week 5"
23,"Florida","3-1",176,"19","joey-knight","Week 5"
24,"San Diego State","3-0",304,"22","joey-knight","Week 5"
25,"North Carolina","3-1",26,"-","joey-knight","Week 5"
1,"Alabama","4-0",1511,"1","john-clay","Week 5"
2,"Ohio State","3-0",1440,"2","john-clay","Week 5"
3,"Louisville","4-0",1409,"3","john-clay","Week 5"
4,"Clemson","4-0",1267,"5","john-clay","Week 5"
5,"Houston","4-0",1239,"6","john-clay","Week 5"
6,"Michigan","4-0",1292,"4","john-clay","Week 5"
7,"Stanford","3-0",1166,"7","john-clay","Week 5"
8,"Wisconsin","4-0",1084,"11","john-clay","Week 5"
9,"Texas A&M","4-0",1036,"10","john-clay","Week 5"
10,"Washington","4-0",986,"9","john-clay","Week 5"
11,"Tennessee","4-0",909,"14","john-clay","Week 5"
12,"Florida State","3-1",804,"13","john-clay","Week 5"
13,"Miami","3-0",696,"15","john-clay","Week 5"
14,"Baylor","4-0",729,"16","john-clay","Week 5"
15,"Mississippi","2-2",540,"23","john-clay","Week 5"
16,"TCU","3-1",239,"-","john-clay","Week 5"
17,"Utah","4-0",493,"24","john-clay","Week 5"
18,"Michigan State","2-1",527,"8","john-clay","Week 5"
19,"Arkansas","3-1",241,"17","john-clay","Week 5"
20,"Nebraska","4-0",640,"20","john-clay","Week 5"
21,"Georgia","3-1",142,"12","john-clay","Week 5"
22,"Iowa","3-1",25,"-","john-clay","Week 5"
23,"Florida","3-1",176,"19","john-clay","Week 5"
24,"UCLA","2-2",22,"-","john-clay","Week 5"
25,"Oklahoma","1-2",120,"25","john-clay","Week 5"
1,"Alabama","4-0",1511,"1","john-shinn","Week 5"
2,"Ohio State","3-0",1440,"2","john-shinn","Week 5"
3,"Louisville","4-0",1409,"3","john-shinn","Week 5"
4,"Clemson","4-0",1267,"5","john-shinn","Week 5"
5,"Michigan","4-0",1292,"4","john-shinn","Week 5"
6,"Wisconsin","4-0",1084,"11","john-shinn","Week 5"
7,"Houston","4-0",1239,"6","john-shinn","Week 5"
8,"Texas A&M","4-0",1036,"10","john-shinn","Week 5"
9,"Stanford","3-0",1166,"7","john-shinn","Week 5"
10,"Washington","4-0",986,"9","john-shinn","Week 5"
11,"Tennessee","4-0",909,"14","john-shinn","Week 5"
12,"Florida State","3-1",804,"13","john-shinn","Week 5"
13,"Miami","3-0",696,"15","john-shinn","Week 5"
14,"Nebraska","4-0",640,"20","john-shinn","Week 5"
15,"Baylor","4-0",729,"16","john-shinn","Week 5"
16,"Mississippi","2-2",540,"23","john-shinn","Week 5"
17,"Utah","4-0",493,"24","john-shinn","Week 5"
18,"Michigan State","2-1",527,"8","john-shinn","Week 5"
19,"West Virginia","3-0",51,"-","john-shinn","Week 5"
20,"San Diego State","3-0",304,"22","john-shinn","Week 5"
21,"Arkansas","3-1",241,"17","john-shinn","Week 5"
22,"Arizona State","4-0",135,"-","john-shinn","Week 5"
23,"Florida","3-1",176,"19","john-shinn","Week 5"
24,"TCU","3-1",239,"-","john-shinn","Week 5"
25,"Georgia","3-1",142,"12","john-shinn","Week 5"
1,"Ohio State","3-0",1440,"2","jon-wilner","Week 5"
2,"Louisville","4-0",1409,"3","jon-wilner","Week 5"
3,"Alabama","4-0",1511,"1","jon-wilner","Week 5"
4,"Wisconsin","4-0",1084,"11","jon-wilner","Week 5"
5,"Houston","4-0",1239,"6","jon-wilner","Week 5"
6,"Texas A&M","4-0",1036,"10","jon-wilner","Week 5"
7,"Stanford","3-0",1166,"7","jon-wilner","Week 5"
8,"Michigan","4-0",1292,"4","jon-wilner","Week 5"
9,"Clemson","4-0",1267,"5","jon-wilner","Week 5"
10,"Washington","4-0",986,"9","jon-wilner","Week 5"
11,"Michigan State","2-1",527,"8","jon-wilner","Week 5"
12,"Arkansas","3-1",241,"17","jon-wilner","Week 5"
13,"TCU","3-1",239,"-","jon-wilner","Week 5"
14,"Florida State","3-1",804,"13","jon-wilner","Week 5"
15,"San Diego State","3-0",304,"22","jon-wilner","Week 5"
16,"Tennessee","4-0",909,"14","jon-wilner","Week 5"
17,"Mississippi","2-2",540,"23","jon-wilner","Week 5"
18,"UCLA","2-2",22,"-","jon-wilner","Week 5"
19,"Miami","3-0",696,"15","jon-wilner","Week 5"
20,"Baylor","4-0",729,"16","jon-wilner","Week 5"
21,"Oklahoma","1-2",120,"25","jon-wilner","Week 5"
22,"Utah","4-0",493,"24","jon-wilner","Week 5"
23,"Nebraska","4-0",640,"20","jon-wilner","Week 5"
24,"Colorado","3-1",33,"-","jon-wilner","Week 5"
25,"Florida","3-1",176,"19","jon-wilner","Week 5"
1,"Alabama","4-0",1511,"1","jonny-miller","Week 5"
2,"Ohio State","3-0",1440,"2","jonny-miller","Week 5"
3,"Louisville","4-0",1409,"3","jonny-miller","Week 5"
4,"Michigan","4-0",1292,"4","jonny-miller","Week 5"
5,"Houston","4-0",1239,"6","jonny-miller","Week 5"
6,"Wisconsin","4-0",1084,"11","jonny-miller","Week 5"
7,"Clemson","4-0",1267,"5","jonny-miller","Week 5"
8,"Stanford","3-0",1166,"7","jonny-miller","Week 5"
9,"Baylor","4-0",729,"16","jonny-miller","Week 5"
10,"Tennessee","4-0",909,"14","jonny-miller","Week 5"
11,"Texas A&M","4-0",1036,"10","jonny-miller","Week 5"
12,"Washington","4-0",986,"9","jonny-miller","Week 5"
13,"Nebraska","4-0",640,"20","jonny-miller","Week 5"
14,"Florida State","3-1",804,"13","jonny-miller","Week 5"
15,"Utah","4-0",493,"24","jonny-miller","Week 5"
16,"Boise State","3-0",163,"-","jonny-miller","Week 5"
17,"Arizona State","4-0",135,"-","jonny-miller","Week 5"
18,"Michigan State","2-1",527,"8","jonny-miller","Week 5"
19,"West Virginia","3-0",51,"-","jonny-miller","Week 5"
20,"Texas","2-1",217,"21","jonny-miller","Week 5"
21,"Wake Forest","4-0",9,"-","jonny-miller","Week 5"
22,"TCU","3-1",239,"-","jonny-miller","Week 5"
23,"Virginia Tech","2-1",38,"-","jonny-miller","Week 5"
24,"Oklahoma","1-2",120,"25","jonny-miller","Week 5"
25,"Miami","3-0",696,"15","jonny-miller","Week 5"
1,"Louisville","4-0",1409,"3","josh-kendall","Week 5"
2,"Alabama","4-0",1511,"1","josh-kendall","Week 5"
3,"Ohio State","3-0",1440,"2","josh-kendall","Week 5"
4,"Houston","4-0",1239,"6","josh-kendall","Week 5"
5,"Michigan","4-0",1292,"4","josh-kendall","Week 5"
6,"Clemson","4-0",1267,"5","josh-kendall","Week 5"
7,"Wisconsin","4-0",1084,"11","josh-kendall","Week 5"
8,"Stanford","3-0",1166,"7","josh-kendall","Week 5"
9,"Washington","4-0",986,"9","josh-kendall","Week 5"
10,"Florida State","3-1",804,"13","josh-kendall","Week 5"
11,"Texas A&M","4-0",1036,"10","josh-kendall","Week 5"
12,"Miami","3-0",696,"15","josh-kendall","Week 5"
13,"Mississippi","2-2",540,"23","josh-kendall","Week 5"
14,"Oklahoma","1-2",120,"25","josh-kendall","Week 5"
15,"Tennessee","4-0",909,"14","josh-kendall","Week 5"
16,"Nebraska","4-0",640,"20","josh-kendall","Week 5"
17,"Baylor","4-0",729,"16","josh-kendall","Week 5"
18,"Michigan State","2-1",527,"8","josh-kendall","Week 5"
19,"Arkansas","3-1",241,"17","josh-kendall","Week 5"
20,"North Dakota State","1-2",58,"-","josh-kendall","Week 5"
21,"Florida","3-1",176,"19","josh-kendall","Week 5"
22,"Virginia Tech","2-1",38,"-","josh-kendall","Week 5"
23,"Auburn","2-2",18,"-","josh-kendall","Week 5"
24,"Utah","4-0",493,"24","josh-kendall","Week 5"
25,"Arizona State","4-0",135,"-","josh-kendall","Week 5"
1,"Alabama","4-0",1511,"1","keith-sargeant","Week 5"
2,"Ohio State","3-0",1440,"2","keith-sargeant","Week 5"
3,"Michigan","4-0",1292,"4","keith-sargeant","Week 5"
4,"Houston","4-0",1239,"6","keith-sargeant","Week 5"
5,"Louisville","4-0",1409,"3","keith-sargeant","Week 5"
6,"Stanford","3-0",1166,"7","keith-sargeant","Week 5"
7,"Clemson","4-0",1267,"5","keith-sargeant","Week 5"
8,"Texas A&M","4-0",1036,"10","keith-sargeant","Week 5"
9,"Wisconsin","4-0",1084,"11","keith-sargeant","Week 5"
10,"Tennessee","4-0",909,"14","keith-sargeant","Week 5"
11,"Washington","4-0",986,"9","keith-sargeant","Week 5"
12,"Baylor","4-0",729,"16","keith-sargeant","Week 5"
13,"Nebraska","4-0",640,"20","keith-sargeant","Week 5"
14,"Florida State","3-1",804,"13","keith-sargeant","Week 5"
15,"San Diego State","3-0",304,"22","keith-sargeant","Week 5"
16,"Miami","3-0",696,"15","keith-sargeant","Week 5"
17,"Mississippi","2-2",540,"23","keith-sargeant","Week 5"
18,"Michigan State","2-1",527,"8","keith-sargeant","Week 5"
19,"Texas","2-1",217,"21","keith-sargeant","Week 5"
20,"Arkansas","3-1",241,"17","keith-sargeant","Week 5"
21,"Western Michigan","4-0",14,"-","keith-sargeant","Week 5"
22,"Utah","4-0",493,"24","keith-sargeant","Week 5"
23,"Arizona State","4-0",135,"-","keith-sargeant","Week 5"
24,"TCU","3-1",239,"-","keith-sargeant","Week 5"
25,"Boise State","3-0",163,"-","keith-sargeant","Week 5"
1,"Alabama","4-0",1511,"1","kirk-bohls","Week 5"
2,"Louisville","4-0",1409,"3","kirk-bohls","Week 5"
3,"Ohio State","3-0",1440,"2","kirk-bohls","Week 5"
4,"Houston","4-0",1239,"6","kirk-bohls","Week 5"
5,"Michigan","4-0",1292,"4","kirk-bohls","Week 5"
6,"Stanford","3-0",1166,"7","kirk-bohls","Week 5"
7,"Clemson","4-0",1267,"5","kirk-bohls","Week 5"
8,"Washington","4-0",986,"9","kirk-bohls","Week 5"
9,"Texas A&M","4-0",1036,"10","kirk-bohls","Week 5"
10,"Wisconsin","4-0",1084,"11","kirk-bohls","Week 5"
11,"Miami","3-0",696,"15","kirk-bohls","Week 5"
12,"Florida State","3-1",804,"13","kirk-bohls","Week 5"
13,"Tennessee","4-0",909,"14","kirk-bohls","Week 5"
14,"Boise State","3-0",163,"-","kirk-bohls","Week 5"
15,"Baylor","4-0",729,"16","kirk-bohls","Week 5"
16,"Michigan State","2-1",527,"8","kirk-bohls","Week 5"
17,"Nebraska","4-0",640,"20","kirk-bohls","Week 5"
18,"San Diego State","3-0",304,"22","kirk-bohls","Week 5"
19,"Utah","4-0",493,"24","kirk-bohls","Week 5"
20,"Mississippi","2-2",540,"23","kirk-bohls","Week 5"
21,"West Virginia","3-0",51,"-","kirk-bohls","Week 5"
22,"Florida","3-1",176,"19","kirk-bohls","Week 5"
23,"Arkansas","3-1",241,"17","kirk-bohls","Week 5"
24,"Georgia","3-1",142,"12","kirk-bohls","Week 5"
25,"North Dakota State","1-2",58,"-","kirk-bohls","Week 5"
1,"Alabama","4-0",1511,"1","mandy-mitchell","Week 5"
2,"Ohio State","3-0",1440,"2","mandy-mitchell","Week 5"
3,"Louisville","4-0",1409,"3","mandy-mitchell","Week 5"
4,"Clemson","4-0",1267,"5","mandy-mitchell","Week 5"
5,"Michigan","4-0",1292,"4","mandy-mitchell","Week 5"
6,"Stanford","3-0",1166,"7","mandy-mitchell","Week 5"
7,"Houston","4-0",1239,"6","mandy-mitchell","Week 5"
8,"Washington","4-0",986,"9","mandy-mitchell","Week 5"
9,"Wisconsin","4-0",1084,"11","mandy-mitchell","Week 5"
10,"Texas A&M","4-0",1036,"10","mandy-mitchell","Week 5"
