"Rank","Team","Record","Points","PV.Rank","Voter","Week"
11,"Nebraska","7-1",951,"7","andy-greder","Week 10"
12,"Auburn","6-2",927,"15","andy-greder","Week 10"
13,"Oklahoma State","6-2",355,"-","andy-greder","Week 10"
14,"Florida State","5-3",409,"12","andy-greder","Week 10"
15,"Utah","7-2",506,"17","andy-greder","Week 10"
16,"Western Michigan","8-0",481,"20","andy-greder","Week 10"
17,"North Carolina","6-2",423,"21","andy-greder","Week 10"
18,"Colorado","6-2",375,"23","andy-greder","Week 10"
19,"LSU","5-2",586,"19","andy-greder","Week 10"
20,"Baylor","6-1",693,"8","andy-greder","Week 10"
21,"West Virginia","6-1",620,"10","andy-greder","Week 10"
22,"Virginia Tech","6-2",345,"25","andy-greder","Week 10"
23,"Washington State","6-2",139,"-","andy-greder","Week 10"
24,"Tennessee","5-3",17,"18","andy-greder","Week 10"
25,"Boise State","7-1",203,"13","andy-greder","Week 10"
1,"Alabama","8-0",1524,"1","bill-landis","Week 10"
2,"Clemson","8-0",1401,"3","bill-landis","Week 10"
3,"Michigan","8-0",1435,"2","bill-landis","Week 10"
4,"Washington","8-0",1369,"4","bill-landis","Week 10"
5,"Louisville","7-1",1262,"5","bill-landis","Week 10"
6,"Ohio State","7-1",1207,"6","bill-landis","Week 10"
7,"Texas A&M","7-1",1150,"9","bill-landis","Week 10"
8,"Wisconsin","6-2",1122,"11","bill-landis","Week 10"
9,"Nebraska","7-1",951,"7","bill-landis","Week 10"
10,"Florida","6-1",929,"14","bill-landis","Week 10"
11,"Auburn","6-2",927,"15","bill-landis","Week 10"
12,"Utah","7-2",506,"17","bill-landis","Week 10"
13,"West Virginia","6-1",620,"10","bill-landis","Week 10"
14,"Baylor","6-1",693,"8","bill-landis","Week 10"
15,"LSU","5-2",586,"19","bill-landis","Week 10"
16,"Western Michigan","8-0",481,"20","bill-landis","Week 10"
17,"Oklahoma","6-2",835,"16","bill-landis","Week 10"
18,"Penn State","6-2",390,"24","bill-landis","Week 10"
19,"Virginia Tech","6-2",345,"25","bill-landis","Week 10"
20,"Colorado","6-2",375,"23","bill-landis","Week 10"
21,"Oklahoma State","6-2",355,"-","bill-landis","Week 10"
22,"Boise State","7-1",203,"13","bill-landis","Week 10"
23,"North Carolina","6-2",423,"21","bill-landis","Week 10"
24,"San Diego State","7-1",21,"-","bill-landis","Week 10"
25,"Troy","6-1",20,"-","bill-landis","Week 10"
1,"Alabama","8-0",1524,"1","bob-asmussen","Week 10"
2,"Michigan","8-0",1435,"2","bob-asmussen","Week 10"
3,"Clemson","8-0",1401,"3","bob-asmussen","Week 10"
4,"Washington","8-0",1369,"4","bob-asmussen","Week 10"
5,"Louisville","7-1",1262,"5","bob-asmussen","Week 10"
6,"Ohio State","7-1",1207,"6","bob-asmussen","Week 10"
7,"Wisconsin","6-2",1122,"11","bob-asmussen","Week 10"
8,"Nebraska","7-1",951,"7","bob-asmussen","Week 10"
9,"Texas A&M","7-1",1150,"9","bob-asmussen","Week 10"
10,"Florida","6-1",929,"14","bob-asmussen","Week 10"
11,"Oklahoma","6-2",835,"16","bob-asmussen","Week 10"
12,"Baylor","6-1",693,"8","bob-asmussen","Week 10"
13,"Oklahoma State","6-2",355,"-","bob-asmussen","Week 10"
14,"Western Michigan","8-0",481,"20","bob-asmussen","Week 10"
15,"West Virginia","6-1",620,"10","bob-asmussen","Week 10"
16,"Auburn","6-2",927,"15","bob-asmussen","Week 10"
17,"Colorado","6-2",375,"23","bob-asmussen","Week 10"
18,"North Carolina","6-2",423,"21","bob-asmussen","Week 10"
19,"Virginia Tech","6-2",345,"25","bob-asmussen","Week 10"
20,"LSU","5-2",586,"19","bob-asmussen","Week 10"
21,"Houston","7-2",65,"-","bob-asmussen","Week 10"
22,"Penn State","6-2",390,"24","bob-asmussen","Week 10"
23,"Utah","7-2",506,"17","bob-asmussen","Week 10"
24,"Washington State","6-2",139,"-","bob-asmussen","Week 10"
25,"Boise State","7-1",203,"13","bob-asmussen","Week 10"
1,"Alabama","8-0",1524,"1","brent-axe","Week 10"
2,"Michigan","8-0",1435,"2","brent-axe","Week 10"
3,"Clemson","8-0",1401,"3","brent-axe","Week 10"
4,"Washington","8-0",1369,"4","brent-axe","Week 10"
5,"Louisville","7-1",1262,"5","brent-axe","Week 10"
6,"Texas A&M","7-1",1150,"9","brent-axe","Week 10"
7,"Ohio State","7-1",1207,"6","brent-axe","Week 10"
8,"Wisconsin","6-2",1122,"11","brent-axe","Week 10"
9,"Auburn","6-2",927,"15","brent-axe","Week 10"
10,"Florida","6-1",929,"14","brent-axe","Week 10"
11,"Nebraska","7-1",951,"7","brent-axe","Week 10"
12,"Oklahoma","6-2",835,"16","brent-axe","Week 10"
13,"Baylor","6-1",693,"8","brent-axe","Week 10"
14,"Oklahoma State","6-2",355,"-","brent-axe","Week 10"
15,"West Virginia","6-1",620,"10","brent-axe","Week 10"
16,"Western Michigan","8-0",481,"20","brent-axe","Week 10"
17,"Boise State","7-1",203,"13","brent-axe","Week 10"
18,"Washington State","6-2",139,"-","brent-axe","Week 10"
19,"Utah","7-2",506,"17","brent-axe","Week 10"
20,"Virginia Tech","6-2",345,"25","brent-axe","Week 10"
21,"Colorado","6-2",375,"23","brent-axe","Week 10"
22,"Penn State","6-2",390,"24","brent-axe","Week 10"
23,"LSU","5-2",586,"19","brent-axe","Week 10"
24,"South Florida","7-2",10,"-","brent-axe","Week 10"
25,"North Carolina","6-2",423,"21","brent-axe","Week 10"
1,"Alabama","8-0",1524,"1","brett-mcmurphy","Week 10"
2,"Clemson","8-0",1401,"3","brett-mcmurphy","Week 10"
3,"Michigan","8-0",1435,"2","brett-mcmurphy","Week 10"
4,"Washington","8-0",1369,"4","brett-mcmurphy","Week 10"
5,"Louisville","7-1",1262,"5","brett-mcmurphy","Week 10"
6,"Ohio State","7-1",1207,"6","brett-mcmurphy","Week 10"
7,"Wisconsin","6-2",1122,"11","brett-mcmurphy","Week 10"
8,"Texas A&M","7-1",1150,"9","brett-mcmurphy","Week 10"
9,"Nebraska","7-1",951,"7","brett-mcmurphy","Week 10"
10,"Auburn","6-2",927,"15","brett-mcmurphy","Week 10"
11,"Oklahoma","6-2",835,"16","brett-mcmurphy","Week 10"
12,"Florida","6-1",929,"14","brett-mcmurphy","Week 10"
13,"West Virginia","6-1",620,"10","brett-mcmurphy","Week 10"
14,"Colorado","6-2",375,"23","brett-mcmurphy","Week 10"
15,"Utah","7-2",506,"17","brett-mcmurphy","Week 10"
16,"LSU","5-2",586,"19","brett-mcmurphy","Week 10"
17,"Western Michigan","8-0",481,"20","brett-mcmurphy","Week 10"
18,"Washington State","6-2",139,"-","brett-mcmurphy","Week 10"
19,"Penn State","6-2",390,"24","brett-mcmurphy","Week 10"
20,"Virginia Tech","6-2",345,"25","brett-mcmurphy","Week 10"
21,"North Carolina","6-2",423,"21","brett-mcmurphy","Week 10"
22,"Baylor","6-1",693,"8","brett-mcmurphy","Week 10"
23,"Boise State","7-1",203,"13","brett-mcmurphy","Week 10"
24,"Oklahoma State","6-2",355,"-","brett-mcmurphy","Week 10"
25,"Florida State","5-3",409,"12","brett-mcmurphy","Week 10"
1,"Alabama","8-0",1524,"1","brian-howell","Week 10"
2,"Michigan","8-0",1435,"2","brian-howell","Week 10"
3,"Washington","8-0",1369,"4","brian-howell","Week 10"
4,"Clemson","8-0",1401,"3","brian-howell","Week 10"
5,"Louisville","7-1",1262,"5","brian-howell","Week 10"
6,"Ohio State","7-1",1207,"6","brian-howell","Week 10"
7,"Texas A&M","7-1",1150,"9","brian-howell","Week 10"
8,"Wisconsin","6-2",1122,"11","brian-howell","Week 10"
9,"Oklahoma","6-2",835,"16","brian-howell","Week 10"
10,"Auburn","6-2",927,"15","brian-howell","Week 10"
11,"Florida","6-1",929,"14","brian-howell","Week 10"
12,"Baylor","6-1",693,"8","brian-howell","Week 10"
13,"Nebraska","7-1",951,"7","brian-howell","Week 10"
14,"North Carolina","6-2",423,"21","brian-howell","Week 10"
15,"Penn State","6-2",390,"24","brian-howell","Week 10"
16,"Florida State","5-3",409,"12","brian-howell","Week 10"
17,"Oklahoma State","6-2",355,"-","brian-howell","Week 10"
18,"West Virginia","6-1",620,"10","brian-howell","Week 10"
19,"Utah","7-2",506,"17","brian-howell","Week 10"
20,"Colorado","6-2",375,"23","brian-howell","Week 10"
21,"LSU","5-2",586,"19","brian-howell","Week 10"
22,"Western Michigan","8-0",481,"20","brian-howell","Week 10"
23,"Washington State","6-2",139,"-","brian-howell","Week 10"
24,"USC","5-3",40,"-","brian-howell","Week 10"
25,"Virginia Tech","6-2",345,"25","brian-howell","Week 10"
1,"Alabama","8-0",1524,"1","chris-murray","Week 10"
2,"Clemson","8-0",1401,"3","chris-murray","Week 10"
3,"Michigan","8-0",1435,"2","chris-murray","Week 10"
4,"Washington","8-0",1369,"4","chris-murray","Week 10"
5,"Louisville","7-1",1262,"5","chris-murray","Week 10"
6,"Texas A&M","7-1",1150,"9","chris-murray","Week 10"
7,"Ohio State","7-1",1207,"6","chris-murray","Week 10"
8,"Wisconsin","6-2",1122,"11","chris-murray","Week 10"
9,"Nebraska","7-1",951,"7","chris-murray","Week 10"
10,"Florida","6-1",929,"14","chris-murray","Week 10"
11,"Auburn","6-2",927,"15","chris-murray","Week 10"
12,"Oklahoma","6-2",835,"16","chris-murray","Week 10"
13,"Baylor","6-1",693,"8","chris-murray","Week 10"
14,"West Virginia","6-1",620,"10","chris-murray","Week 10"
15,"Utah","7-2",506,"17","chris-murray","Week 10"
16,"Western Michigan","8-0",481,"20","chris-murray","Week 10"
17,"LSU","5-2",586,"19","chris-murray","Week 10"
18,"Florida State","5-3",409,"12","chris-murray","Week 10"
19,"Colorado","6-2",375,"23","chris-murray","Week 10"
20,"Boise State","7-1",203,"13","chris-murray","Week 10"
21,"Virginia Tech","6-2",345,"25","chris-murray","Week 10"
22,"North Carolina","6-2",423,"21","chris-murray","Week 10"
23,"Penn State","6-2",390,"24","chris-murray","Week 10"
24,"Oklahoma State","6-2",355,"-","chris-murray","Week 10"
25,"Houston","7-2",65,"-","chris-murray","Week 10"
1,"Alabama","8-0",1524,"1","chuck-carlton","Week 10"
2,"Michigan","8-0",1435,"2","chuck-carlton","Week 10"
3,"Clemson","8-0",1401,"3","chuck-carlton","Week 10"
4,"Washington","8-0",1369,"4","chuck-carlton","Week 10"
5,"Louisville","7-1",1262,"5","chuck-carlton","Week 10"
6,"Ohio State","7-1",1207,"6","chuck-carlton","Week 10"
7,"Texas A&M","7-1",1150,"9","chuck-carlton","Week 10"
8,"Wisconsin","6-2",1122,"11","chuck-carlton","Week 10"
9,"Auburn","6-2",927,"15","chuck-carlton","Week 10"
10,"Nebraska","7-1",951,"7","chuck-carlton","Week 10"
11,"Oklahoma","6-2",835,"16","chuck-carlton","Week 10"
12,"Florida","6-1",929,"14","chuck-carlton","Week 10"
13,"Baylor","6-1",693,"8","chuck-carlton","Week 10"
14,"Oklahoma State","6-2",355,"-","chuck-carlton","Week 10"
15,"West Virginia","6-1",620,"10","chuck-carlton","Week 10"
16,"Colorado","6-2",375,"23","chuck-carlton","Week 10"
17,"Utah","7-2",506,"17","chuck-carlton","Week 10"
18,"Western Michigan","8-0",481,"20","chuck-carlton","Week 10"
19,"North Carolina","6-2",423,"21","chuck-carlton","Week 10"
20,"LSU","5-2",586,"19","chuck-carlton","Week 10"
21,"Penn State","6-2",390,"24","chuck-carlton","Week 10"
22,"Boise State","7-1",203,"13","chuck-carlton","Week 10"
23,"Virginia Tech","6-2",345,"25","chuck-carlton","Week 10"
24,"Washington State","6-2",139,"-","chuck-carlton","Week 10"
25,"San Diego State","7-1",21,"-","chuck-carlton","Week 10"
1,"Alabama","8-0",1524,"1","dana-sulonen","Week 10"
2,"Michigan","8-0",1435,"2","dana-sulonen","Week 10"
3,"Clemson","8-0",1401,"3","dana-sulonen","Week 10"
4,"Washington","8-0",1369,"4","dana-sulonen","Week 10"
5,"Louisville","7-1",1262,"5","dana-sulonen","Week 10"
6,"Ohio State","7-1",1207,"6","dana-sulonen","Week 10"
7,"Texas A&M","7-1",1150,"9","dana-sulonen","Week 10"
8,"Wisconsin","6-2",1122,"11","dana-sulonen","Week 10"
9,"Auburn","6-2",927,"15","dana-sulonen","Week 10"
10,"Florida","6-1",929,"14","dana-sulonen","Week 10"
11,"Oklahoma","6-2",835,"16","dana-sulonen","Week 10"
12,"Nebraska","7-1",951,"7","dana-sulonen","Week 10"
13,"Florida State","5-3",409,"12","dana-sulonen","Week 10"
14,"Baylor","6-1",693,"8","dana-sulonen","Week 10"
15,"West Virginia","6-1",620,"10","dana-sulonen","Week 10"
16,"LSU","5-2",586,"19","dana-sulonen","Week 10"
17,"Utah","7-2",506,"17","dana-sulonen","Week 10"
18,"Western Michigan","8-0",481,"20","dana-sulonen","Week 10"
19,"Colorado","6-2",375,"23","dana-sulonen","Week 10"
20,"Boise State","7-1",203,"13","dana-sulonen","Week 10"
21,"North Carolina","6-2",423,"21","dana-sulonen","Week 10"
22,"Virginia Tech","6-2",345,"25","dana-sulonen","Week 10"
23,"Penn State","6-2",390,"24","dana-sulonen","Week 10"
24,"Washington State","6-2",139,"-","dana-sulonen","Week 10"
25,"Oklahoma State","6-2",355,"-","dana-sulonen","Week 10"
1,"Alabama","8-0",1524,"1","dave-southorn","Week 10"
2,"Clemson","8-0",1401,"3","dave-southorn","Week 10"
3,"Michigan","8-0",1435,"2","dave-southorn","Week 10"
4,"Washington","8-0",1369,"4","dave-southorn","Week 10"
5,"Louisville","7-1",1262,"5","dave-southorn","Week 10"
6,"Ohio State","7-1",1207,"6","dave-southorn","Week 10"
7,"Wisconsin","6-2",1122,"11","dave-southorn","Week 10"
8,"Texas A&M","7-1",1150,"9","dave-southorn","Week 10"
9,"Florida","6-1",929,"14","dave-southorn","Week 10"
10,"Nebraska","7-1",951,"7","dave-southorn","Week 10"
11,"Oklahoma","6-2",835,"16","dave-southorn","Week 10"
12,"Auburn","6-2",927,"15","dave-southorn","Week 10"
13,"Baylor","6-1",693,"8","dave-southorn","Week 10"
14,"LSU","5-2",586,"19","dave-southorn","Week 10"
15,"Western Michigan","8-0",481,"20","dave-southorn","Week 10"
16,"West Virginia","6-1",620,"10","dave-southorn","Week 10"
17,"Penn State","6-2",390,"24","dave-southorn","Week 10"
18,"Florida State","5-3",409,"12","dave-southorn","Week 10"
19,"Colorado","6-2",375,"23","dave-southorn","Week 10"
20,"Utah","7-2",506,"17","dave-southorn","Week 10"
21,"Virginia Tech","6-2",345,"25","dave-southorn","Week 10"
22,"Boise State","7-1",203,"13","dave-southorn","Week 10"
23,"Washington State","6-2",139,"-","dave-southorn","Week 10"
24,"Oklahoma State","6-2",355,"-","dave-southorn","Week 10"
25,"San Diego State","7-1",21,"-","dave-southorn","Week 10"
1,"Alabama","8-0",1524,"1","david-briggs","Week 10"
2,"Michigan","8-0",1435,"2","david-briggs","Week 10"
3,"Washington","8-0",1369,"4","david-briggs","Week 10"
4,"Clemson","8-0",1401,"3","david-briggs","Week 10"
5,"Louisville","7-1",1262,"5","david-briggs","Week 10"
6,"Texas A&M","7-1",1150,"9","david-briggs","Week 10"
7,"Ohio State","7-1",1207,"6","david-briggs","Week 10"
8,"Wisconsin","6-2",1122,"11","david-briggs","Week 10"
9,"Auburn","6-2",927,"15","david-briggs","Week 10"
10,"Nebraska","7-1",951,"7","david-briggs","Week 10"
11,"Oklahoma","6-2",835,"16","david-briggs","Week 10"
12,"LSU","5-2",586,"19","david-briggs","Week 10"
13,"Florida","6-1",929,"14","david-briggs","Week 10"
14,"Utah","7-2",506,"17","david-briggs","Week 10"
15,"Florida State","5-3",409,"12","david-briggs","Week 10"
16,"Western Michigan","8-0",481,"20","david-briggs","Week 10"
17,"Oklahoma State","6-2",355,"-","david-briggs","Week 10"
18,"West Virginia","6-1",620,"10","david-briggs","Week 10"
19,"Baylor","6-1",693,"8","david-briggs","Week 10"
20,"Colorado","6-2",375,"23","david-briggs","Week 10"
21,"Penn State","6-2",390,"24","david-briggs","Week 10"
22,"Washington State","6-2",139,"-","david-briggs","Week 10"
23,"Boise State","7-1",203,"13","david-briggs","Week 10"
24,"Virginia Tech","6-2",345,"25","david-briggs","Week 10"
25,"North Carolina","6-2",423,"21","david-briggs","Week 10"
1,"Alabama","8-0",1524,"1","ed-daigneault","Week 10"
2,"Clemson","8-0",1401,"3","ed-daigneault","Week 10"
3,"Michigan","8-0",1435,"2","ed-daigneault","Week 10"
4,"Washington","8-0",1369,"4","ed-daigneault","Week 10"
5,"Louisville","7-1",1262,"5","ed-daigneault","Week 10"
6,"Ohio State","7-1",1207,"6","ed-daigneault","Week 10"
7,"Wisconsin","6-2",1122,"11","ed-daigneault","Week 10"
8,"Texas A&M","7-1",1150,"9","ed-daigneault","Week 10"
9,"Florida","6-1",929,"14","ed-daigneault","Week 10"
10,"Nebraska","7-1",951,"7","ed-daigneault","Week 10"
11,"Oklahoma","6-2",835,"16","ed-daigneault","Week 10"
12,"Auburn","6-2",927,"15","ed-daigneault","Week 10"
13,"North Carolina","6-2",423,"21","ed-daigneault","Week 10"
14,"Baylor","6-1",693,"8","ed-daigneault","Week 10"
15,"LSU","5-2",586,"19","ed-daigneault","Week 10"
16,"Penn State","6-2",390,"24","ed-daigneault","Week 10"
17,"Oklahoma State","6-2",355,"-","ed-daigneault","Week 10"
18,"West Virginia","6-1",620,"10","ed-daigneault","Week 10"
19,"Virginia Tech","6-2",345,"25","ed-daigneault","Week 10"
20,"Western Michigan","8-0",481,"20","ed-daigneault","Week 10"
21,"Boise State","7-1",203,"13","ed-daigneault","Week 10"
22,"Colorado","6-2",375,"23","ed-daigneault","Week 10"
23,"Utah","7-2",506,"17","ed-daigneault","Week 10"
24,"Washington State","6-2",139,"-","ed-daigneault","Week 10"
25,"Florida State","5-3",409,"12","ed-daigneault","Week 10"
1,"Alabama","8-0",1524,"1","ed-johnson","Week 10"
2,"Clemson","8-0",1401,"3","ed-johnson","Week 10"
3,"Louisville","7-1",1262,"5","ed-johnson","Week 10"
4,"Michigan","8-0",1435,"2","ed-johnson","Week 10"
5,"Washington","8-0",1369,"4","ed-johnson","Week 10"
6,"Ohio State","7-1",1207,"6","ed-johnson","Week 10"
7,"Texas A&M","7-1",1150,"9","ed-johnson","Week 10"
8,"Wisconsin","6-2",1122,"11","ed-johnson","Week 10"
9,"Auburn","6-2",927,"15","ed-johnson","Week 10"
10,"LSU","5-2",586,"19","ed-johnson","Week 10"
11,"Florida","6-1",929,"14","ed-johnson","Week 10"
12,"Nebraska","7-1",951,"7","ed-johnson","Week 10"
13,"Florida State","5-3",409,"12","ed-johnson","Week 10"
14,"Oklahoma","6-2",835,"16","ed-johnson","Week 10"
15,"Oklahoma State","6-2",355,"-","ed-johnson","Week 10"
16,"West Virginia","6-1",620,"10","ed-johnson","Week 10"
17,"Baylor","6-1",693,"8","ed-johnson","Week 10"
18,"Utah","7-2",506,"17","ed-johnson","Week 10"
19,"Virginia Tech","6-2",345,"25","ed-johnson","Week 10"
20,"North Carolina","6-2",423,"21","ed-johnson","Week 10"
21,"Western Michigan","8-0",481,"20","ed-johnson","Week 10"
22,"Arkansas","5-3",7,"-","ed-johnson","Week 10"
23,"Tennessee","5-3",17,"18","ed-johnson","Week 10"
24,"Houston","7-2",65,"-","ed-johnson","Week 10"
25,"Boise State","7-1",203,"13","ed-johnson","Week 10"
1,"Alabama","8-0",1524,"1","eric-hansen","Week 10"
2,"Washington","8-0",1369,"4","eric-hansen","Week 10"
3,"Michigan","8-0",1435,"2","eric-hansen","Week 10"
4,"Clemson","8-0",1401,"3","eric-hansen","Week 10"
5,"Louisville","7-1",1262,"5","eric-hansen","Week 10"
6,"Ohio State","7-1",1207,"6","eric-hansen","Week 10"
7,"Wisconsin","6-2",1122,"11","eric-hansen","Week 10"
8,"Texas A&M","7-1",1150,"9","eric-hansen","Week 10"
9,"Auburn","6-2",927,"15","eric-hansen","Week 10"
10,"Nebraska","7-1",951,"7","eric-hansen","Week 10"
11,"Florida","6-1",929,"14","eric-hansen","Week 10"
12,"Oklahoma","6-2",835,"16","eric-hansen","Week 10"
13,"Florida State","5-3",409,"12","eric-hansen","Week 10"
14,"Virginia Tech","6-2",345,"25","eric-hansen","Week 10"
15,"Western Michigan","8-0",481,"20","eric-hansen","Week 10"
16,"Penn State","6-2",390,"24","eric-hansen","Week 10"
17,"Houston","7-2",65,"-","eric-hansen","Week 10"
18,"North Carolina","6-2",423,"21","eric-hansen","Week 10"
19,"West Virginia","6-1",620,"10","eric-hansen","Week 10"
20,"Utah","7-2",506,"17","eric-hansen","Week 10"
21,"LSU","5-2",586,"19","eric-hansen","Week 10"
22,"Colorado","6-2",375,"23","eric-hansen","Week 10"
23,"USC","5-3",40,"-","eric-hansen","Week 10"
24,"Oklahoma State","6-2",355,"-","eric-hansen","Week 10"
25,"South Florida","7-2",10,"-","eric-hansen","Week 10"
1,"Alabama","8-0",1524,"1","ferd-lewis","Week 10"
2,"Michigan","8-0",1435,"2","ferd-lewis","Week 10"
3,"Clemson","8-0",1401,"3","ferd-lewis","Week 10"
4,"Washington","8-0",1369,"4","ferd-lewis","Week 10"
5,"Texas A&M","7-1",1150,"9","ferd-lewis","Week 10"
6,"Louisville","7-1",1262,"5","ferd-lewis","Week 10"
7,"Ohio State","7-1",1207,"6","ferd-lewis","Week 10"
8,"Wisconsin","6-2",1122,"11","ferd-lewis","Week 10"
9,"Florida","6-1",929,"14","ferd-lewis","Week 10"
10,"Nebraska","7-1",951,"7","ferd-lewis","Week 10"
11,"Auburn","6-2",927,"15","ferd-lewis","Week 10"
12,"Oklahoma","6-2",835,"16","ferd-lewis","Week 10"
13,"Baylor","6-1",693,"8","ferd-lewis","Week 10"
14,"LSU","5-2",586,"19","ferd-lewis","Week 10"
15,"West Virginia","6-1",620,"10","ferd-lewis","Week 10"
16,"Western Michigan","8-0",481,"20","ferd-lewis","Week 10"
17,"North Carolina","6-2",423,"21","ferd-lewis","Week 10"
18,"Florida State","5-3",409,"12","ferd-lewis","Week 10"
19,"Colorado","6-2",375,"23","ferd-lewis","Week 10"
20,"Utah","7-2",506,"17","ferd-lewis","Week 10"
21,"Penn State","6-2",390,"24","ferd-lewis","Week 10"
22,"Virginia Tech","6-2",345,"25","ferd-lewis","Week 10"
23,"Oklahoma State","6-2",355,"-","ferd-lewis","Week 10"
24,"Boise State","7-1",203,"13","ferd-lewis","Week 10"
25,"Washington State","6-2",139,"-","ferd-lewis","Week 10"
1,"Alabama","8-0",1524,"1","garland-gillen","Week 10"
2,"Michigan","8-0",1435,"2","garland-gillen","Week 10"
3,"Clemson","8-0",1401,"3","garland-gillen","Week 10"
4,"Washington","8-0",1369,"4","garland-gillen","Week 10"
