"Rank","Team","Record","Points","PV.Rank","Voter","Week"
25,"North Dakota State","2-1",74,"-","chris-murray","Week 4"
1,"Alabama","3-0",1510,"1","chuck-carlton","Week 4"
2,"Louisville","3-0",1406,"10","chuck-carlton","Week 4"
3,"Ohio State","3-0",1442,"3","chuck-carlton","Week 4"
4,"Michigan","3-0",1277,"4","chuck-carlton","Week 4"
5,"Clemson","3-0",1258,"5","chuck-carlton","Week 4"
6,"Houston","3-0",1245,"6","chuck-carlton","Week 4"
7,"Michigan State","2-0",1084,"12","chuck-carlton","Week 4"
8,"Stanford","2-0",1195,"7","chuck-carlton","Week 4"
9,"Washington","3-0",1040,"8","chuck-carlton","Week 4"
10,"Texas A&M","3-0",890,"17","chuck-carlton","Week 4"
11,"Georgia","3-0",726,"16","chuck-carlton","Week 4"
12,"Wisconsin","3-0",828,"9","chuck-carlton","Week 4"
13,"Tennessee","3-0",707,"15","chuck-carlton","Week 4"
14,"Florida State","2-1",722,"2","chuck-carlton","Week 4"
15,"Utah","3-0",154,"-","chuck-carlton","Week 4"
16,"LSU","2-1",517,"20","chuck-carlton","Week 4"
17,"Florida","3-0",479,"23","chuck-carlton","Week 4"
18,"Baylor","3-0",529,"21","chuck-carlton","Week 4"
19,"Miami","3-0",565,"25","chuck-carlton","Week 4"
20,"Nebraska","3-0",420,"-","chuck-carlton","Week 4"
21,"Arkansas","3-0",528,"24","chuck-carlton","Week 4"
22,"San Diego State","3-0",183,"-","chuck-carlton","Week 4"
23,"Georgia Tech","3-0",17,"-","chuck-carlton","Week 4"
24,"UCLA","2-1",74,"-","chuck-carlton","Week 4"
25,"TCU","2-1",132,"-","chuck-carlton","Week 4"
1,"Alabama","3-0",1510,"1","dana-sulonen","Week 4"
2,"Ohio State","3-0",1442,"3","dana-sulonen","Week 4"
3,"Louisville","3-0",1406,"10","dana-sulonen","Week 4"
4,"Michigan","3-0",1277,"4","dana-sulonen","Week 4"
5,"Clemson","3-0",1258,"5","dana-sulonen","Week 4"
6,"Houston","3-0",1245,"6","dana-sulonen","Week 4"
7,"Stanford","2-0",1195,"7","dana-sulonen","Week 4"
8,"Washington","3-0",1040,"8","dana-sulonen","Week 4"
9,"Michigan State","2-0",1084,"12","dana-sulonen","Week 4"
10,"Florida State","2-1",722,"2","dana-sulonen","Week 4"
11,"Wisconsin","3-0",828,"9","dana-sulonen","Week 4"
12,"Miami","3-0",565,"25","dana-sulonen","Week 4"
13,"Florida","3-0",479,"23","dana-sulonen","Week 4"
14,"Tennessee","3-0",707,"15","dana-sulonen","Week 4"
15,"Texas A&M","3-0",890,"17","dana-sulonen","Week 4"
16,"LSU","2-1",517,"20","dana-sulonen","Week 4"
17,"Texas","2-1",196,"11","dana-sulonen","Week 4"
18,"Georgia","3-0",726,"16","dana-sulonen","Week 4"
19,"Baylor","3-0",529,"21","dana-sulonen","Week 4"
20,"Mississippi","1-2",172,"19","dana-sulonen","Week 4"
21,"Notre Dame","1-2",32,"18","dana-sulonen","Week 4"
22,"Oklahoma","1-2",139,"14","dana-sulonen","Week 4"
23,"Arkansas","3-0",528,"24","dana-sulonen","Week 4"
24,"Nebraska","3-0",420,"-","dana-sulonen","Week 4"
25,"Central Michigan","3-0",16,"-","dana-sulonen","Week 4"
1,"Alabama","3-0",1510,"1","dave-southorn","Week 4"
2,"Ohio State","3-0",1442,"3","dave-southorn","Week 4"
3,"Michigan","3-0",1277,"4","dave-southorn","Week 4"
4,"Clemson","3-0",1258,"5","dave-southorn","Week 4"
5,"Louisville","3-0",1406,"10","dave-southorn","Week 4"
6,"Houston","3-0",1245,"6","dave-southorn","Week 4"
7,"Stanford","2-0",1195,"7","dave-southorn","Week 4"
8,"Washington","3-0",1040,"8","dave-southorn","Week 4"
9,"Wisconsin","3-0",828,"9","dave-southorn","Week 4"
10,"Michigan State","2-0",1084,"12","dave-southorn","Week 4"
11,"Florida State","2-1",722,"2","dave-southorn","Week 4"
12,"Georgia","3-0",726,"16","dave-southorn","Week 4"
13,"Texas A&M","3-0",890,"17","dave-southorn","Week 4"
14,"LSU","2-1",517,"20","dave-southorn","Week 4"
15,"Miami","3-0",565,"25","dave-southorn","Week 4"
16,"Tennessee","3-0",707,"15","dave-southorn","Week 4"
17,"Florida","3-0",479,"23","dave-southorn","Week 4"
18,"Arkansas","3-0",528,"24","dave-southorn","Week 4"
19,"Texas","2-1",196,"11","dave-southorn","Week 4"
20,"San Diego State","3-0",183,"-","dave-southorn","Week 4"
21,"Nebraska","3-0",420,"-","dave-southorn","Week 4"
22,"Mississippi","1-2",172,"19","dave-southorn","Week 4"
23,"North Dakota State","2-1",74,"-","dave-southorn","Week 4"
24,"Iowa","2-1",47,"13","dave-southorn","Week 4"
25,"Oklahoma","1-2",139,"14","dave-southorn","Week 4"
1,"Alabama","3-0",1510,"1","david-briggs","Week 4"
2,"Ohio State","3-0",1442,"3","david-briggs","Week 4"
3,"Louisville","3-0",1406,"10","david-briggs","Week 4"
4,"Clemson","3-0",1258,"5","david-briggs","Week 4"
5,"Michigan","3-0",1277,"4","david-briggs","Week 4"
6,"Houston","3-0",1245,"6","david-briggs","Week 4"
7,"Stanford","2-0",1195,"7","david-briggs","Week 4"
8,"Michigan State","2-0",1084,"12","david-briggs","Week 4"
9,"Washington","3-0",1040,"8","david-briggs","Week 4"
10,"Wisconsin","3-0",828,"9","david-briggs","Week 4"
11,"Texas A&M","3-0",890,"17","david-briggs","Week 4"
12,"Florida State","2-1",722,"2","david-briggs","Week 4"
13,"LSU","2-1",517,"20","david-briggs","Week 4"
14,"Georgia","3-0",726,"16","david-briggs","Week 4"
15,"Miami","3-0",565,"25","david-briggs","Week 4"
16,"Arkansas","3-0",528,"24","david-briggs","Week 4"
17,"Nebraska","3-0",420,"-","david-briggs","Week 4"
18,"Tennessee","3-0",707,"15","david-briggs","Week 4"
19,"Florida","3-0",479,"23","david-briggs","Week 4"
20,"Oklahoma","1-2",139,"14","david-briggs","Week 4"
21,"TCU","2-1",132,"-","david-briggs","Week 4"
22,"North Dakota State","2-1",74,"-","david-briggs","Week 4"
23,"Texas","2-1",196,"11","david-briggs","Week 4"
24,"San Diego State","3-0",183,"-","david-briggs","Week 4"
25,"Mississippi","1-2",172,"19","david-briggs","Week 4"
1,"Louisville","3-0",1406,"10","ed-daigneault","Week 4"
2,"Alabama","3-0",1510,"1","ed-daigneault","Week 4"
3,"Clemson","3-0",1258,"5","ed-daigneault","Week 4"
4,"Michigan","3-0",1277,"4","ed-daigneault","Week 4"
5,"Ohio State","3-0",1442,"3","ed-daigneault","Week 4"
6,"Houston","3-0",1245,"6","ed-daigneault","Week 4"
7,"Stanford","2-0",1195,"7","ed-daigneault","Week 4"
8,"Washington","3-0",1040,"8","ed-daigneault","Week 4"
9,"Michigan State","2-0",1084,"12","ed-daigneault","Week 4"
10,"Wisconsin","3-0",828,"9","ed-daigneault","Week 4"
11,"Texas A&M","3-0",890,"17","ed-daigneault","Week 4"
12,"Georgia","3-0",726,"16","ed-daigneault","Week 4"
13,"Florida State","2-1",722,"2","ed-daigneault","Week 4"
14,"LSU","2-1",517,"20","ed-daigneault","Week 4"
15,"Tennessee","3-0",707,"15","ed-daigneault","Week 4"
16,"TCU","2-1",132,"-","ed-daigneault","Week 4"
17,"Utah","3-0",154,"-","ed-daigneault","Week 4"
18,"Miami","3-0",565,"25","ed-daigneault","Week 4"
19,"Arkansas","3-0",528,"24","ed-daigneault","Week 4"
20,"Baylor","3-0",529,"21","ed-daigneault","Week 4"
21,"Texas","2-1",196,"11","ed-daigneault","Week 4"
22,"Nebraska","3-0",420,"-","ed-daigneault","Week 4"
23,"Oklahoma","1-2",139,"14","ed-daigneault","Week 4"
24,"North Dakota State","2-1",74,"-","ed-daigneault","Week 4"
25,"Iowa","2-1",47,"13","ed-daigneault","Week 4"
1,"Louisville","3-0",1406,"10","ed-johnson","Week 4"
2,"Alabama","3-0",1510,"1","ed-johnson","Week 4"
3,"Ohio State","3-0",1442,"3","ed-johnson","Week 4"
4,"Houston","3-0",1245,"6","ed-johnson","Week 4"
5,"Clemson","3-0",1258,"5","ed-johnson","Week 4"
6,"Michigan","3-0",1277,"4","ed-johnson","Week 4"
7,"Stanford","2-0",1195,"7","ed-johnson","Week 4"
8,"Florida State","2-1",722,"2","ed-johnson","Week 4"
9,"Washington","3-0",1040,"8","ed-johnson","Week 4"
10,"Michigan State","2-0",1084,"12","ed-johnson","Week 4"
11,"Wisconsin","3-0",828,"9","ed-johnson","Week 4"
12,"Miami","3-0",565,"25","ed-johnson","Week 4"
13,"Georgia","3-0",726,"16","ed-johnson","Week 4"
14,"Texas A&M","3-0",890,"17","ed-johnson","Week 4"
15,"Tennessee","3-0",707,"15","ed-johnson","Week 4"
16,"Mississippi","1-2",172,"19","ed-johnson","Week 4"
17,"Baylor","3-0",529,"21","ed-johnson","Week 4"
18,"Nebraska","3-0",420,"-","ed-johnson","Week 4"
19,"Arkansas","3-0",528,"24","ed-johnson","Week 4"
20,"Oklahoma","1-2",139,"14","ed-johnson","Week 4"
21,"LSU","2-1",517,"20","ed-johnson","Week 4"
22,"Florida","3-0",479,"23","ed-johnson","Week 4"
23,"Texas","2-1",196,"11","ed-johnson","Week 4"
24,"San Diego State","3-0",183,"-","ed-johnson","Week 4"
25,"North Dakota State","2-1",74,"-","ed-johnson","Week 4"
1,"Ohio State","3-0",1442,"3","eric-hansen","Week 4"
2,"Louisville","3-0",1406,"10","eric-hansen","Week 4"
3,"Alabama","3-0",1510,"1","eric-hansen","Week 4"
4,"Houston","3-0",1245,"6","eric-hansen","Week 4"
5,"Stanford","2-0",1195,"7","eric-hansen","Week 4"
6,"Washington","3-0",1040,"8","eric-hansen","Week 4"
7,"Michigan","3-0",1277,"4","eric-hansen","Week 4"
8,"Clemson","3-0",1258,"5","eric-hansen","Week 4"
9,"Michigan State","2-0",1084,"12","eric-hansen","Week 4"
10,"Texas A&M","3-0",890,"17","eric-hansen","Week 4"
11,"Miami","3-0",565,"25","eric-hansen","Week 4"
12,"Wisconsin","3-0",828,"9","eric-hansen","Week 4"
13,"Georgia","3-0",726,"16","eric-hansen","Week 4"
14,"Florida State","2-1",722,"2","eric-hansen","Week 4"
15,"LSU","2-1",517,"20","eric-hansen","Week 4"
16,"Boise State","2-0",69,"-","eric-hansen","Week 4"
17,"Tennessee","3-0",707,"15","eric-hansen","Week 4"
18,"Nebraska","3-0",420,"-","eric-hansen","Week 4"
19,"Arkansas","3-0",528,"24","eric-hansen","Week 4"
20,"Utah","3-0",154,"-","eric-hansen","Week 4"
21,"Oklahoma","1-2",139,"14","eric-hansen","Week 4"
22,"Florida","3-0",479,"23","eric-hansen","Week 4"
23,"San Diego State","3-0",183,"-","eric-hansen","Week 4"
24,"Baylor","3-0",529,"21","eric-hansen","Week 4"
25,"UCLA","2-1",74,"-","eric-hansen","Week 4"
1,"Alabama","3-0",1510,"1","ferd-lewis","Week 4"
2,"Ohio State","3-0",1442,"3","ferd-lewis","Week 4"
3,"Michigan","3-0",1277,"4","ferd-lewis","Week 4"
4,"Louisville","3-0",1406,"10","ferd-lewis","Week 4"
5,"Clemson","3-0",1258,"5","ferd-lewis","Week 4"
6,"Houston","3-0",1245,"6","ferd-lewis","Week 4"
7,"Stanford","2-0",1195,"7","ferd-lewis","Week 4"
8,"Washington","3-0",1040,"8","ferd-lewis","Week 4"
9,"Wisconsin","3-0",828,"9","ferd-lewis","Week 4"
10,"Michigan State","2-0",1084,"12","ferd-lewis","Week 4"
11,"Tennessee","3-0",707,"15","ferd-lewis","Week 4"
12,"Georgia","3-0",726,"16","ferd-lewis","Week 4"
13,"Texas A&M","3-0",890,"17","ferd-lewis","Week 4"
14,"Florida State","2-1",722,"2","ferd-lewis","Week 4"
15,"LSU","2-1",517,"20","ferd-lewis","Week 4"
16,"Baylor","3-0",529,"21","ferd-lewis","Week 4"
17,"Florida","3-0",479,"23","ferd-lewis","Week 4"
18,"Arkansas","3-0",528,"24","ferd-lewis","Week 4"
19,"Miami","3-0",565,"25","ferd-lewis","Week 4"
20,"Nebraska","3-0",420,"-","ferd-lewis","Week 4"
21,"Mississippi","1-2",172,"19","ferd-lewis","Week 4"
22,"Utah","3-0",154,"-","ferd-lewis","Week 4"
23,"San Diego State","3-0",183,"-","ferd-lewis","Week 4"
24,"Texas","2-1",196,"11","ferd-lewis","Week 4"
25,"North Dakota State","2-1",74,"-","ferd-lewis","Week 4"
1,"Alabama","3-0",1510,"1","garland-gillen","Week 4"
2,"Louisville","3-0",1406,"10","garland-gillen","Week 4"
3,"Ohio State","3-0",1442,"3","garland-gillen","Week 4"
4,"Michigan","3-0",1277,"4","garland-gillen","Week 4"
5,"Clemson","3-0",1258,"5","garland-gillen","Week 4"
6,"Houston","3-0",1245,"6","garland-gillen","Week 4"
7,"Stanford","2-0",1195,"7","garland-gillen","Week 4"
