"Rank","Team","Record","Points","PV.Rank","Voter","Week"
8,"Tennessee","9-4",1021,"22","keith-sargeant","Pre-Season"
9,"Stanford","12-2",1029,"3","keith-sargeant","Pre-Season"
10,"Notre Dame","10-3",1006,"11","keith-sargeant","Pre-Season"
11,"Mississippi","10-3",718,"10","keith-sargeant","Pre-Season"
12,"Baylor","10-3",280,"13","keith-sargeant","Pre-Season"
13,"Washington","7-6",651,"-","keith-sargeant","Pre-Season"
14,"Michigan State","12-2",710,"6","keith-sargeant","Pre-Season"
15,"Houston","13-1",644,"8","keith-sargeant","Pre-Season"
16,"TCU","11-2",707,"7","keith-sargeant","Pre-Season"
17,"Iowa","12-2",484,"9","keith-sargeant","Pre-Season"
18,"Louisville","8-5",447,"-","keith-sargeant","Pre-Season"
19,"Oklahoma State","10-3",316,"20","keith-sargeant","Pre-Season"
20,"Georgia","10-3",448,"-","keith-sargeant","Pre-Season"
21,"UCLA","8-5",496,"-","keith-sargeant","Pre-Season"
22,"North Carolina","11-3",283,"15","keith-sargeant","Pre-Season"
23,"USC","8-6",344,"-","keith-sargeant","Pre-Season"
24,"Oregon","9-4",218,"19","keith-sargeant","Pre-Season"
25,"San Diego State","11-3",46,"-","keith-sargeant","Pre-Season"
1,"Clemson","14-1",1443,"2","kirk-bohls","Pre-Season"
2,"Florida State","10-3",1325,"14","kirk-bohls","Pre-Season"
3,"LSU","9-3",1269,"16","kirk-bohls","Pre-Season"
4,"Oklahoma","11-2",1352,"5","kirk-bohls","Pre-Season"
5,"Alabama","14-1",1469,"1","kirk-bohls","Pre-Season"
6,"Tennessee","9-4",1021,"22","kirk-bohls","Pre-Season"
7,"Washington","7-6",651,"-","kirk-bohls","Pre-Season"
8,"Iowa","12-2",484,"9","kirk-bohls","Pre-Season"
9,"TCU","11-2",707,"7","kirk-bohls","Pre-Season"
10,"Notre Dame","10-3",1006,"11","kirk-bohls","Pre-Season"
11,"Ohio State","12-1",1224,"4","kirk-bohls","Pre-Season"
12,"Houston","13-1",644,"8","kirk-bohls","Pre-Season"
13,"Boise State","9-4",49,"-","kirk-bohls","Pre-Season"
14,"Michigan","10-3",1147,"12","kirk-bohls","Pre-Season"
15,"UCLA","8-5",496,"-","kirk-bohls","Pre-Season"
16,"Stanford","12-2",1029,"3","kirk-bohls","Pre-Season"
17,"Georgia","10-3",448,"-","kirk-bohls","Pre-Season"
18,"Oregon","9-4",218,"19","kirk-bohls","Pre-Season"
19,"Baylor","10-3",280,"13","kirk-bohls","Pre-Season"
20,"Miami","8-5",159,"-","kirk-bohls","Pre-Season"
21,"Louisville","8-5",447,"-","kirk-bohls","Pre-Season"
22,"San Diego State","11-3",46,"-","kirk-bohls","Pre-Season"
23,"Oklahoma State","10-3",316,"20","kirk-bohls","Pre-Season"
24,"Mississippi","10-3",718,"10","kirk-bohls","Pre-Season"
25,"North Carolina","11-3",283,"15","kirk-bohls","Pre-Season"
1,"Alabama","14-1",1469,"1","marc-weiszer","Pre-Season"
2,"Clemson","14-1",1443,"2","marc-weiszer","Pre-Season"
3,"Oklahoma","11-2",1352,"5","marc-weiszer","Pre-Season"
4,"Florida State","10-3",1325,"14","marc-weiszer","Pre-Season"
5,"Stanford","12-2",1029,"3","marc-weiszer","Pre-Season"
6,"Ohio State","12-1",1224,"4","marc-weiszer","Pre-Season"
7,"LSU","9-3",1269,"16","marc-weiszer","Pre-Season"
8,"Michigan","10-3",1147,"12","marc-weiszer","Pre-Season"
9,"Notre Dame","10-3",1006,"11","marc-weiszer","Pre-Season"
10,"Tennessee","9-4",1021,"22","marc-weiszer","Pre-Season"
11,"Oklahoma State","10-3",316,"20","marc-weiszer","Pre-Season"
12,"Michigan State","12-2",710,"6","marc-weiszer","Pre-Season"
13,"Mississippi","10-3",718,"10","marc-weiszer","Pre-Season"
14,"Georgia","10-3",448,"-","marc-weiszer","Pre-Season"
15,"TCU","11-2",707,"7","marc-weiszer","Pre-Season"
16,"North Carolina","11-3",283,"15","marc-weiszer","Pre-Season"
17,"Houston","13-1",644,"8","marc-weiszer","Pre-Season"
18,"Iowa","12-2",484,"9","marc-weiszer","Pre-Season"
19,"Florida","10-4",180,"25","marc-weiszer","Pre-Season"
20,"Baylor","10-3",280,"13","marc-weiszer","Pre-Season"
21,"USC","8-6",344,"-","marc-weiszer","Pre-Season"
22,"Washington","7-6",651,"-","marc-weiszer","Pre-Season"
23,"Arkansas","8-5",14,"-","marc-weiszer","Pre-Season"
24,"UCLA","8-5",496,"-","marc-weiszer","Pre-Season"
25,"Louisville","8-5",447,"-","marc-weiszer","Pre-Season"
1,"Alabama","14-1",1469,"1","marq-burnett","Pre-Season"
2,"Clemson","14-1",1443,"2","marq-burnett","Pre-Season"
3,"Florida State","10-3",1325,"14","marq-burnett","Pre-Season"
4,"Oklahoma","11-2",1352,"5","marq-burnett","Pre-Season"
5,"Ohio State","12-1",1224,"4","marq-burnett","Pre-Season"
6,"LSU","9-3",1269,"16","marq-burnett","Pre-Season"
7,"Stanford","12-2",1029,"3","marq-burnett","Pre-Season"
8,"Michigan State","12-2",710,"6","marq-burnett","Pre-Season"
9,"Michigan","10-3",1147,"12","marq-burnett","Pre-Season"
10,"Mississippi","10-3",718,"10","marq-burnett","Pre-Season"
11,"Iowa","12-2",484,"9","marq-burnett","Pre-Season"
12,"Notre Dame","10-3",1006,"11","marq-burnett","Pre-Season"
13,"Tennessee","9-4",1021,"22","marq-burnett","Pre-Season"
14,"Houston","13-1",644,"8","marq-burnett","Pre-Season"
15,"Florida","10-4",180,"25","marq-burnett","Pre-Season"
16,"North Carolina","11-3",283,"15","marq-burnett","Pre-Season"
17,"Wisconsin","10-3",42,"-","marq-burnett","Pre-Season"
18,"Oregon","9-4",218,"19","marq-burnett","Pre-Season"
19,"TCU","11-2",707,"7","marq-burnett","Pre-Season"
20,"Baylor","10-3",280,"13","marq-burnett","Pre-Season"
21,"Northwestern","10-3",5,"-","marq-burnett","Pre-Season"
22,"Georgia","10-3",448,"-","marq-burnett","Pre-Season"
23,"Oklahoma State","10-3",316,"20","marq-burnett","Pre-Season"
24,"Texas A&M","8-5",81,"-","marq-burnett","Pre-Season"
25,"Utah","10-3",74,"-","marq-burnett","Pre-Season"
1,"Alabama","14-1",1469,"1","matt-charboneau","Pre-Season"
2,"Clemson","14-1",1443,"2","matt-charboneau","Pre-Season"
3,"LSU","9-3",1269,"16","matt-charboneau","Pre-Season"
4,"Oklahoma","11-2",1352,"5","matt-charboneau","Pre-Season"
5,"Florida State","10-3",1325,"14","matt-charboneau","Pre-Season"
6,"Ohio State","12-1",1224,"4","matt-charboneau","Pre-Season"
7,"Stanford","12-2",1029,"3","matt-charboneau","Pre-Season"
8,"Notre Dame","10-3",1006,"11","matt-charboneau","Pre-Season"
9,"Michigan","10-3",1147,"12","matt-charboneau","Pre-Season"
10,"Iowa","12-2",484,"9","matt-charboneau","Pre-Season"
11,"Michigan State","12-2",710,"6","matt-charboneau","Pre-Season"
12,"Washington","7-6",651,"-","matt-charboneau","Pre-Season"
13,"Tennessee","9-4",1021,"22","matt-charboneau","Pre-Season"
14,"Louisville","8-5",447,"-","matt-charboneau","Pre-Season"
15,"UCLA","8-5",496,"-","matt-charboneau","Pre-Season"
16,"Mississippi","10-3",718,"10","matt-charboneau","Pre-Season"
17,"TCU","11-2",707,"7","matt-charboneau","Pre-Season"
18,"Houston","13-1",644,"8","matt-charboneau","Pre-Season"
19,"North Carolina","11-3",283,"15","matt-charboneau","Pre-Season"
20,"USC","8-6",344,"-","matt-charboneau","Pre-Season"
21,"Oklahoma State","10-3",316,"20","matt-charboneau","Pre-Season"
22,"Boise State","9-4",49,"-","matt-charboneau","Pre-Season"
23,"Washington State","9-4",68,"-","matt-charboneau","Pre-Season"
24,"Texas A&M","8-5",81,"-","matt-charboneau","Pre-Season"
25,"Pittsburgh","8-5",15,"-","matt-charboneau","Pre-Season"
1,"Alabama","14-1",1469,"1","matt-galloway","Pre-Season"
2,"Clemson","14-1",1443,"2","matt-galloway","Pre-Season"
3,"Michigan","10-3",1147,"12","matt-galloway","Pre-Season"
4,"Oklahoma","11-2",1352,"5","matt-galloway","Pre-Season"
5,"Florida State","10-3",1325,"14","matt-galloway","Pre-Season"
6,"Stanford","12-2",1029,"3","matt-galloway","Pre-Season"
7,"LSU","9-3",1269,"16","matt-galloway","Pre-Season"
8,"Ohio State","12-1",1224,"4","matt-galloway","Pre-Season"
9,"Tennessee","9-4",1021,"22","matt-galloway","Pre-Season"
10,"Notre Dame","10-3",1006,"11","matt-galloway","Pre-Season"
11,"Michigan State","12-2",710,"6","matt-galloway","Pre-Season"
12,"Houston","13-1",644,"8","matt-galloway","Pre-Season"
13,"Mississippi","10-3",718,"10","matt-galloway","Pre-Season"
14,"Baylor","10-3",280,"13","matt-galloway","Pre-Season"
15,"Iowa","12-2",484,"9","matt-galloway","Pre-Season"
16,"Georgia","10-3",448,"-","matt-galloway","Pre-Season"
17,"Oregon","9-4",218,"19","matt-galloway","Pre-Season"
18,"Washington","7-6",651,"-","matt-galloway","Pre-Season"
19,"USC","8-6",344,"-","matt-galloway","Pre-Season"
20,"TCU","11-2",707,"7","matt-galloway","Pre-Season"
21,"UCLA","8-5",496,"-","matt-galloway","Pre-Season"
22,"Oklahoma State","10-3",316,"20","matt-galloway","Pre-Season"
23,"North Carolina","11-3",283,"15","matt-galloway","Pre-Season"
24,"Utah","10-3",74,"-","matt-galloway","Pre-Season"
25,"Louisville","8-5",447,"-","matt-galloway","Pre-Season"
1,"Clemson","14-1",1443,"2","matt-mccoy","Pre-Season"
2,"Oklahoma","11-2",1352,"5","matt-mccoy","Pre-Season"
3,"LSU","9-3",1269,"16","matt-mccoy","Pre-Season"
4,"Alabama","14-1",1469,"1","matt-mccoy","Pre-Season"
5,"Florida State","10-3",1325,"14","matt-mccoy","Pre-Season"
6,"Stanford","12-2",1029,"3","matt-mccoy","Pre-Season"
7,"Tennessee","9-4",1021,"22","matt-mccoy","Pre-Season"
8,"Ohio State","12-1",1224,"4","matt-mccoy","Pre-Season"
9,"Notre Dame","10-3",1006,"11","matt-mccoy","Pre-Season"
10,"Michigan","10-3",1147,"12","matt-mccoy","Pre-Season"
11,"Houston","13-1",644,"8","matt-mccoy","Pre-Season"
12,"Georgia","10-3",448,"-","matt-mccoy","Pre-Season"
13,"Mississippi","10-3",718,"10","matt-mccoy","Pre-Season"
14,"Washington","7-6",651,"-","matt-mccoy","Pre-Season"
15,"Michigan State","12-2",710,"6","matt-mccoy","Pre-Season"
16,"Iowa","12-2",484,"9","matt-mccoy","Pre-Season"
17,"Louisville","8-5",447,"-","matt-mccoy","Pre-Season"
18,"USC","8-6",344,"-","matt-mccoy","Pre-Season"
19,"UCLA","8-5",496,"-","matt-mccoy","Pre-Season"
20,"North Carolina","11-3",283,"15","matt-mccoy","Pre-Season"
21,"Oregon","9-4",218,"19","matt-mccoy","Pre-Season"
22,"Baylor","10-3",280,"13","matt-mccoy","Pre-Season"
23,"Oklahoma State","10-3",316,"20","matt-mccoy","Pre-Season"
24,"Pittsburgh","8-5",15,"-","matt-mccoy","Pre-Season"
25,"TCU","11-2",707,"7","matt-mccoy","Pre-Season"
1,"Alabama","14-1",1469,"1","matt-porter","Pre-Season"
2,"Clemson","14-1",1443,"2","matt-porter","Pre-Season"
3,"Michigan","10-3",1147,"12","matt-porter","Pre-Season"
4,"Oklahoma","11-2",1352,"5","matt-porter","Pre-Season"
5,"LSU","9-3",1269,"16","matt-porter","Pre-Season"
6,"Florida State","10-3",1325,"14","matt-porter","Pre-Season"
7,"Stanford","12-2",1029,"3","matt-porter","Pre-Season"
8,"TCU","11-2",707,"7","matt-porter","Pre-Season"
9,"Notre Dame","10-3",1006,"11","matt-porter","Pre-Season"
10,"Tennessee","9-4",1021,"22","matt-porter","Pre-Season"
11,"Ohio State","12-1",1224,"4","matt-porter","Pre-Season"
12,"Houston","13-1",644,"8","matt-porter","Pre-Season"
13,"Georgia","10-3",448,"-","matt-porter","Pre-Season"
14,"Mississippi","10-3",718,"10","matt-porter","Pre-Season"
15,"Oklahoma State","10-3",316,"20","matt-porter","Pre-Season"
16,"Michigan State","12-2",710,"6","matt-porter","Pre-Season"
17,"Washington","7-6",651,"-","matt-porter","Pre-Season"
18,"USC","8-6",344,"-","matt-porter","Pre-Season"
19,"North Carolina","11-3",283,"15","matt-porter","Pre-Season"
20,"Oregon","9-4",218,"19","matt-porter","Pre-Season"
21,"Texas A&M","8-5",81,"-","matt-porter","Pre-Season"
22,"UCLA","8-5",496,"-","matt-porter","Pre-Season"
23,"Iowa","12-2",484,"9","matt-porter","Pre-Season"
24,"Louisville","8-5",447,"-","matt-porter","Pre-Season"
25,"Florida","10-4",180,"25","matt-porter","Pre-Season"
1,"Alabama","14-1",1469,"1","michael-bonner","Pre-Season"
2,"Clemson","14-1",1443,"2","michael-bonner","Pre-Season"
3,"Florida State","10-3",1325,"14","michael-bonner","Pre-Season"
4,"Michigan","10-3",1147,"12","michael-bonner","Pre-Season"
5,"LSU","9-3",1269,"16","michael-bonner","Pre-Season"
6,"Oklahoma","11-2",1352,"5","michael-bonner","Pre-Season"
7,"Stanford","12-2",1029,"3","michael-bonner","Pre-Season"
8,"Tennessee","9-4",1021,"22","michael-bonner","Pre-Season"
9,"Ohio State","12-1",1224,"4","michael-bonner","Pre-Season"
10,"Notre Dame","10-3",1006,"11","michael-bonner","Pre-Season"
11,"Mississippi","10-3",718,"10","michael-bonner","Pre-Season"
12,"USC","8-6",344,"-","michael-bonner","Pre-Season"
13,"Oklahoma State","10-3",316,"20","michael-bonner","Pre-Season"
14,"Georgia","10-3",448,"-","michael-bonner","Pre-Season"
15,"Houston","13-1",644,"8","michael-bonner","Pre-Season"
16,"Washington","7-6",651,"-","michael-bonner","Pre-Season"
17,"UCLA","8-5",496,"-","michael-bonner","Pre-Season"
18,"Iowa","12-2",484,"9","michael-bonner","Pre-Season"
19,"Louisville","8-5",447,"-","michael-bonner","Pre-Season"
20,"North Carolina","11-3",283,"15","michael-bonner","Pre-Season"
21,"Oregon","9-4",218,"19","michael-bonner","Pre-Season"
22,"Florida","10-4",180,"25","michael-bonner","Pre-Season"
23,"Western Kentucky","12-2",4,"-","michael-bonner","Pre-Season"
24,"Boise State","9-4",49,"-","michael-bonner","Pre-Season"
25,"Baylor","10-3",280,"13","michael-bonner","Pre-Season"
1,"Clemson","14-1",1443,"2","michael-lev","Pre-Season"
2,"Tennessee","9-4",1021,"22","michael-lev","Pre-Season"
3,"Alabama","14-1",1469,"1","michael-lev","Pre-Season"
4,"LSU","9-3",1269,"16","michael-lev","Pre-Season"
5,"Florida State","10-3",1325,"14","michael-lev","Pre-Season"
6,"Oklahoma","11-2",1352,"5","michael-lev","Pre-Season"
7,"Ohio State","12-1",1224,"4","michael-lev","Pre-Season"
8,"UCLA","8-5",496,"-","michael-lev","Pre-Season"
9,"Michigan","10-3",1147,"12","michael-lev","Pre-Season"
10,"Notre Dame","10-3",1006,"11","michael-lev","Pre-Season"
11,"Stanford","12-2",1029,"3","michael-lev","Pre-Season"
12,"Mississippi","10-3",718,"10","michael-lev","Pre-Season"
13,"Louisville","8-5",447,"-","michael-lev","Pre-Season"
14,"Michigan State","12-2",710,"6","michael-lev","Pre-Season"
15,"Washington State","9-4",68,"-","michael-lev","Pre-Season"
16,"Washington","7-6",651,"-","michael-lev","Pre-Season"
17,"Miami","8-5",159,"-","michael-lev","Pre-Season"
18,"USC","8-6",344,"-","michael-lev","Pre-Season"
19,"Houston","13-1",644,"8","michael-lev","Pre-Season"
20,"Oklahoma State","10-3",316,"20","michael-lev","Pre-Season"
21,"Oregon","9-4",218,"19","michael-lev","Pre-Season"
22,"TCU","11-2",707,"7","michael-lev","Pre-Season"
23,"Florida","10-4",180,"25","michael-lev","Pre-Season"
24,"North Carolina","11-3",283,"15","michael-lev","Pre-Season"
25,"Iowa","12-2",484,"9","michael-lev","Pre-Season"
1,"Alabama","14-1",1469,"1","mike-barber","Pre-Season"
2,"Clemson","14-1",1443,"2","mike-barber","Pre-Season"
3,"LSU","9-3",1269,"16","mike-barber","Pre-Season"
4,"Florida State","10-3",1325,"14","mike-barber","Pre-Season"
5,"Tennessee","9-4",1021,"22","mike-barber","Pre-Season"
6,"Ohio State","12-1",1224,"4","mike-barber","Pre-Season"
7,"Michigan","10-3",1147,"12","mike-barber","Pre-Season"
8,"Oklahoma","11-2",1352,"5","mike-barber","Pre-Season"
9,"TCU","11-2",707,"7","mike-barber","Pre-Season"
10,"Stanford","12-2",1029,"3","mike-barber","Pre-Season"
11,"Washington","7-6",651,"-","mike-barber","Pre-Season"
12,"UCLA","8-5",496,"-","mike-barber","Pre-Season"
13,"Michigan State","12-2",710,"6","mike-barber","Pre-Season"
14,"Wisconsin","10-3",42,"-","mike-barber","Pre-Season"
15,"Florida","10-4",180,"25","mike-barber","Pre-Season"
16,"Notre Dame","10-3",1006,"11","mike-barber","Pre-Season"
17,"North Carolina","11-3",283,"15","mike-barber","Pre-Season"
18,"Georgia","10-3",448,"-","mike-barber","Pre-Season"
19,"Oregon","9-4",218,"19","mike-barber","Pre-Season"
20,"USC","8-6",344,"-","mike-barber","Pre-Season"
21,"Louisville","8-5",447,"-","mike-barber","Pre-Season"
22,"Iowa","12-2",484,"9","mike-barber","Pre-Season"
23,"Houston","13-1",644,"8","mike-barber","Pre-Season"
24,"Oklahoma State","10-3",316,"20","mike-barber","Pre-Season"
25,"Texas A&M","8-5",81,"-","mike-barber","Pre-Season"
1,"Alabama","14-1",1469,"1","mitch-vingle","Pre-Season"
2,"Notre Dame","10-3",1006,"11","mitch-vingle","Pre-Season"
3,"Ohio State","12-1",1224,"4","mitch-vingle","Pre-Season"
4,"Stanford","12-2",1029,"3","mitch-vingle","Pre-Season"
5,"LSU","9-3",1269,"16","mitch-vingle","Pre-Season"
6,"Florida State","10-3",1325,"14","mitch-vingle","Pre-Season"
7,"Clemson","14-1",1443,"2","mitch-vingle","Pre-Season"
8,"USC","8-6",344,"-","mitch-vingle","Pre-Season"
9,"Michigan","10-3",1147,"12","mitch-vingle","Pre-Season"
10,"Oklahoma","11-2",1352,"5","mitch-vingle","Pre-Season"
11,"Auburn","7-6",22,"-","mitch-vingle","Pre-Season"
12,"Florida","10-4",180,"25","mitch-vingle","Pre-Season"
13,"Tennessee","9-4",1021,"22","mitch-vingle","Pre-Season"
14,"Georgia","10-3",448,"-","mitch-vingle","Pre-Season"
15,"Michigan State","12-2",710,"6","mitch-vingle","Pre-Season"
16,"Miami","8-5",159,"-","mitch-vingle","Pre-Season"
17,"Louisville","8-5",447,"-","mitch-vingle","Pre-Season"
18,"Wisconsin","10-3",42,"-","mitch-vingle","Pre-Season"
19,"Washington","7-6",651,"-","mitch-vingle","Pre-Season"
20,"Mississippi","10-3",718,"10","mitch-vingle","Pre-Season"
21,"Utah","10-3",74,"-","mitch-vingle","Pre-Season"
22,"Iowa","12-2",484,"9","mitch-vingle","Pre-Season"
23,"Texas A&M","8-5",81,"-","mitch-vingle","Pre-Season"
24,"Oklahoma State","10-3",316,"20","mitch-vingle","Pre-Season"
25,"North Carolina","11-3",283,"15","mitch-vingle","Pre-Season"
1,"Oklahoma","11-2",1352,"5","nathan-deen","Pre-Season"
2,"Clemson","14-1",1443,"2","nathan-deen","Pre-Season"
3,"Michigan","10-3",1147,"12","nathan-deen","Pre-Season"
4,"Tennessee","9-4",1021,"22","nathan-deen","Pre-Season"
5,"Alabama","14-1",1469,"1","nathan-deen","Pre-Season"
6,"Ohio State","12-1",1224,"4","nathan-deen","Pre-Season"
7,"LSU","9-3",1269,"16","nathan-deen","Pre-Season"
8,"Florida State","10-3",1325,"14","nathan-deen","Pre-Season"
9,"Notre Dame","10-3",1006,"11","nathan-deen","Pre-Season"
10,"Mississippi","10-3",718,"10","nathan-deen","Pre-Season"
11,"Iowa","12-2",484,"9","nathan-deen","Pre-Season"
12,"Stanford","12-2",1029,"3","nathan-deen","Pre-Season"
13,"Houston","13-1",644,"8","nathan-deen","Pre-Season"
14,"TCU","11-2",707,"7","nathan-deen","Pre-Season"
15,"Baylor","10-3",280,"13","nathan-deen","Pre-Season"
16,"Washington","7-6",651,"-","nathan-deen","Pre-Season"
17,"Louisville","8-5",447,"-","nathan-deen","Pre-Season"
18,"Oregon","9-4",218,"19","nathan-deen","Pre-Season"
19,"North Carolina","11-3",283,"15","nathan-deen","Pre-Season"
20,"UCLA","8-5",496,"-","nathan-deen","Pre-Season"
21,"Michigan State","12-2",710,"6","nathan-deen","Pre-Season"
22,"Georgia","10-3",448,"-","nathan-deen","Pre-Season"
23,"Oklahoma State","10-3",316,"20","nathan-deen","Pre-Season"
24,"Washington State","9-4",68,"-","nathan-deen","Pre-Season"
25,"Florida","10-4",180,"25","nathan-deen","Pre-Season"
1,"Alabama","14-1",1469,"1","ngozi-ekeledo","Pre-Season"
2,"Clemson","14-1",1443,"2","ngozi-ekeledo","Pre-Season"
3,"Ohio State","12-1",1224,"4","ngozi-ekeledo","Pre-Season"
4,"Florida State","10-3",1325,"14","ngozi-ekeledo","Pre-Season"
5,"Oklahoma","11-2",1352,"5","ngozi-ekeledo","Pre-Season"
6,"LSU","9-3",1269,"16","ngozi-ekeledo","Pre-Season"
7,"Michigan","10-3",1147,"12","ngozi-ekeledo","Pre-Season"
8,"Tennessee","9-4",1021,"22","ngozi-ekeledo","Pre-Season"
9,"TCU","11-2",707,"7","ngozi-ekeledo","Pre-Season"
10,"Notre Dame","10-3",1006,"11","ngozi-ekeledo","Pre-Season"
11,"UCLA","8-5",496,"-","ngozi-ekeledo","Pre-Season"
12,"Stanford","12-2",1029,"3","ngozi-ekeledo","Pre-Season"
13,"Houston","13-1",644,"8","ngozi-ekeledo","Pre-Season"
14,"Iowa","12-2",484,"9","ngozi-ekeledo","Pre-Season"
15,"Michigan State","12-2",710,"6","ngozi-ekeledo","Pre-Season"
16,"Louisville","8-5",447,"-","ngozi-ekeledo","Pre-Season"
17,"Utah","10-3",74,"-","ngozi-ekeledo","Pre-Season"
18,"Georgia","10-3",448,"-","ngozi-ekeledo","Pre-Season"
19,"Washington","7-6",651,"-","ngozi-ekeledo","Pre-Season"
20,"Mississippi","10-3",718,"10","ngozi-ekeledo","Pre-Season"
21,"Florida","10-4",180,"25","ngozi-ekeledo","Pre-Season"
22,"Oklahoma State","10-3",316,"20","ngozi-ekeledo","Pre-Season"
23,"North Carolina","11-3",283,"15","ngozi-ekeledo","Pre-Season"
24,"Washington State","9-4",68,"-","ngozi-ekeledo","Pre-Season"
25,"Texas A&M","8-5",81,"-","ngozi-ekeledo","Pre-Season"
1,"Alabama","14-1",1469,"1","pat-caputo","Pre-Season"
2,"Clemson","14-1",1443,"2","pat-caputo","Pre-Season"
3,"Oklahoma","11-2",1352,"5","pat-caputo","Pre-Season"
4,"Florida State","10-3",1325,"14","pat-caputo","Pre-Season"
5,"Ohio State","12-1",1224,"4","pat-caputo","Pre-Season"
6,"Michigan","10-3",1147,"12","pat-caputo","Pre-Season"
7,"LSU","9-3",1269,"16","pat-caputo","Pre-Season"
8,"Tennessee","9-4",1021,"22","pat-caputo","Pre-Season"
9,"Stanford","12-2",1029,"3","pat-caputo","Pre-Season"
10,"Notre Dame","10-3",1006,"11","pat-caputo","Pre-Season"
11,"Washington","7-6",651,"-","pat-caputo","Pre-Season"
12,"Georgia","10-3",448,"-","pat-caputo","Pre-Season"
13,"Mississippi","10-3",718,"10","pat-caputo","Pre-Season"
14,"USC","8-6",344,"-","pat-caputo","Pre-Season"
15,"Michigan State","12-2",710,"6","pat-caputo","Pre-Season"
16,"Houston","13-1",644,"8","pat-caputo","Pre-Season"
17,"UCLA","8-5",496,"-","pat-caputo","Pre-Season"
18,"Louisville","8-5",447,"-","pat-caputo","Pre-Season"
19,"Iowa","12-2",484,"9","pat-caputo","Pre-Season"
20,"Miami","8-5",159,"-","pat-caputo","Pre-Season"
21,"Baylor","10-3",280,"13","pat-caputo","Pre-Season"
22,"Oregon","9-4",218,"19","pat-caputo","Pre-Season"
23,"Texas A&M","8-5",81,"-","pat-caputo","Pre-Season"
24,"North Carolina","11-3",283,"15","pat-caputo","Pre-Season"
25,"Washington State","9-4",68,"-","pat-caputo","Pre-Season"
1,"Alabama","14-1",1469,"1","patrick-brown","Pre-Season"
2,"Clemson","14-1",1443,"2","patrick-brown","Pre-Season"
3,"Florida State","10-3",1325,"14","patrick-brown","Pre-Season"
4,"Oklahoma","11-2",1352,"5","patrick-brown","Pre-Season"
5,"Ohio State","12-1",1224,"4","patrick-brown","Pre-Season"
6,"Michigan","10-3",1147,"12","patrick-brown","Pre-Season"
7,"LSU","9-3",1269,"16","patrick-brown","Pre-Season"
8,"Stanford","12-2",1029,"3","patrick-brown","Pre-Season"
9,"Mississippi","10-3",718,"10","patrick-brown","Pre-Season"
10,"Tennessee","9-4",1021,"22","patrick-brown","Pre-Season"
11,"Notre Dame","10-3",1006,"11","patrick-brown","Pre-Season"
12,"Houston","13-1",644,"8","patrick-brown","Pre-Season"
13,"TCU","11-2",707,"7","patrick-brown","Pre-Season"
14,"UCLA","8-5",496,"-","patrick-brown","Pre-Season"
15,"Michigan State","12-2",710,"6","patrick-brown","Pre-Season"
16,"Washington","7-6",651,"-","patrick-brown","Pre-Season"
17,"Georgia","10-3",448,"-","patrick-brown","Pre-Season"
18,"USC","8-6",344,"-","patrick-brown","Pre-Season"
19,"North Carolina","11-3",283,"15","patrick-brown","Pre-Season"
20,"Oregon","9-4",218,"19","patrick-brown","Pre-Season"
21,"Iowa","12-2",484,"9","patrick-brown","Pre-Season"
22,"Louisville","8-5",447,"-","patrick-brown","Pre-Season"
23,"Oklahoma State","10-3",316,"20","patrick-brown","Pre-Season"
24,"Arkansas","8-5",14,"-","patrick-brown","Pre-Season"
25,"Washington State","9-4",68,"-","patrick-brown","Pre-Season"
1,"Florida State","10-3",1325,"14","pete-diprimio","Pre-Season"
2,"Alabama","14-1",1469,"1","pete-diprimio","Pre-Season"
3,"Ohio State","12-1",1224,"4","pete-diprimio","Pre-Season"
4,"Oklahoma","11-2",1352,"5","pete-diprimio","Pre-Season"
5,"Clemson","14-1",1443,"2","pete-diprimio","Pre-Season"
6,"Notre Dame","10-3",1006,"11","pete-diprimio","Pre-Season"
7,"LSU","9-3",1269,"16","pete-diprimio","Pre-Season"
8,"Washington","7-6",651,"-","pete-diprimio","Pre-Season"
9,"Tennessee","9-4",1021,"22","pete-diprimio","Pre-Season"
10,"Stanford","12-2",1029,"3","pete-diprimio","Pre-Season"
11,"Michigan","10-3",1147,"12","pete-diprimio","Pre-Season"
12,"Michigan State","12-2",710,"6","pete-diprimio","Pre-Season"
13,"TCU","11-2",707,"7","pete-diprimio","Pre-Season"
14,"Iowa","12-2",484,"9","pete-diprimio","Pre-Season"
15,"UCLA","8-5",496,"-","pete-diprimio","Pre-Season"
16,"Mississippi","10-3",718,"10","pete-diprimio","Pre-Season"
17,"Boise State","9-4",49,"-","pete-diprimio","Pre-Season"
18,"Houston","13-1",644,"8","pete-diprimio","Pre-Season"
19,"Louisville","8-5",447,"-","pete-diprimio","Pre-Season"
20,"Baylor","10-3",280,"13","pete-diprimio","Pre-Season"
21,"Nebraska","6-7",11,"-","pete-diprimio","Pre-Season"
22,"Miami","8-5",159,"-","pete-diprimio","Pre-Season"
23,"USC","8-6",344,"-","pete-diprimio","Pre-Season"
24,"Georgia","10-3",448,"-","pete-diprimio","Pre-Season"
25,"Oregon","9-4",218,"19","pete-diprimio","Pre-Season"
1,"Alabama","14-1",1469,"1","rob-long","Pre-Season"
2,"Clemson","14-1",1443,"2","rob-long","Pre-Season"
3,"Oklahoma","11-2",1352,"5","rob-long","Pre-Season"
