"Rank","Team","Record","Points","PV.Rank","Voter","Week"
7,"Texas A&M","6-0",1202,"8","mandy-mitchell","Week 7"
8,"Nebraska","5-0",958,"12","mandy-mitchell","Week 7"
9,"Baylor","5-0",934,"13","mandy-mitchell","Week 7"
10,"Tennessee","5-1",962,"9","mandy-mitchell","Week 7"
11,"Wisconsin","4-1",1020,"11","mandy-mitchell","Week 7"
12,"Houston","5-1",701,"6","mandy-mitchell","Week 7"
13,"Boise State","5-0",590,"19","mandy-mitchell","Week 7"
14,"Mississippi","3-2",800,"14","mandy-mitchell","Week 7"
15,"Arkansas","4-2",203,"16","mandy-mitchell","Week 7"
16,"Virginia Tech","4-1",546,"25","mandy-mitchell","Week 7"
17,"Florida","4-1",483,"18","mandy-mitchell","Week 7"
18,"Oklahoma","3-2",476,"20","mandy-mitchell","Week 7"
19,"Florida State","4-2",628,"23","mandy-mitchell","Week 7"
20,"West Virginia","4-0",424,"22","mandy-mitchell","Week 7"
21,"Miami","4-1",576,"10","mandy-mitchell","Week 7"
22,"Western Michigan","6-0",154,"-","mandy-mitchell","Week 7"
23,"Utah","5-1",287,"24","mandy-mitchell","Week 7"
24,"Stanford","3-2",26,"15","mandy-mitchell","Week 7"
25,"North Carolina","4-2",51,"17","mandy-mitchell","Week 7"
1,"Alabama","6-0",1520,"1","marc-weiszer","Week 7"
2,"Ohio State","5-0",1444,"2","marc-weiszer","Week 7"
3,"Michigan","6-0",1339,"4","marc-weiszer","Week 7"
4,"Clemson","6-0",1406,"3","marc-weiszer","Week 7"
5,"Washington","6-0",1286,"5","marc-weiszer","Week 7"
6,"Louisville","4-1",1193,"7","marc-weiszer","Week 7"
7,"Texas A&M","6-0",1202,"8","marc-weiszer","Week 7"
8,"Baylor","5-0",934,"13","marc-weiszer","Week 7"
9,"Wisconsin","4-1",1020,"11","marc-weiszer","Week 7"
10,"Nebraska","5-0",958,"12","marc-weiszer","Week 7"
11,"Tennessee","5-1",962,"9","marc-weiszer","Week 7"
12,"Mississippi","3-2",800,"14","marc-weiszer","Week 7"
13,"Boise State","5-0",590,"19","marc-weiszer","Week 7"
14,"Oklahoma","3-2",476,"20","marc-weiszer","Week 7"
15,"Virginia Tech","4-1",546,"25","marc-weiszer","Week 7"
16,"Florida","4-1",483,"18","marc-weiszer","Week 7"
17,"Florida State","4-2",628,"23","marc-weiszer","Week 7"
18,"Miami","4-1",576,"10","marc-weiszer","Week 7"
19,"Houston","5-1",701,"6","marc-weiszer","Week 7"
20,"Navy","4-1",122,"-","marc-weiszer","Week 7"
21,"West Virginia","4-0",424,"22","marc-weiszer","Week 7"
22,"Auburn","4-2",166,"-","marc-weiszer","Week 7"
23,"Utah","5-1",287,"24","marc-weiszer","Week 7"
24,"Oklahoma State","4-2",48,"-","marc-weiszer","Week 7"
25,"Western Michigan","6-0",154,"-","marc-weiszer","Week 7"
1,"Alabama","6-0",1520,"1","marq-burnett","Week 7"
2,"Ohio State","5-0",1444,"2","marq-burnett","Week 7"
3,"Clemson","6-0",1406,"3","marq-burnett","Week 7"
4,"Washington","6-0",1286,"5","marq-burnett","Week 7"
5,"Michigan","6-0",1339,"4","marq-burnett","Week 7"
6,"Louisville","4-1",1193,"7","marq-burnett","Week 7"
7,"Texas A&M","6-0",1202,"8","marq-burnett","Week 7"
8,"Nebraska","5-0",958,"12","marq-burnett","Week 7"
9,"Baylor","5-0",934,"13","marq-burnett","Week 7"
10,"Tennessee","5-1",962,"9","marq-burnett","Week 7"
11,"West Virginia","4-0",424,"22","marq-burnett","Week 7"
12,"Houston","5-1",701,"6","marq-burnett","Week 7"
13,"Wisconsin","4-1",1020,"11","marq-burnett","Week 7"
14,"Boise State","5-0",590,"19","marq-burnett","Week 7"
15,"Miami","4-1",576,"10","marq-burnett","Week 7"
16,"Mississippi","3-2",800,"14","marq-burnett","Week 7"
17,"North Dakota State","4-2",36,"-","marq-burnett","Week 7"
18,"Virginia Tech","4-1",546,"25","marq-burnett","Week 7"
19,"Florida","4-1",483,"18","marq-burnett","Week 7"
20,"Utah","5-1",287,"24","marq-burnett","Week 7"
21,"Georgia","4-2",59,"-","marq-burnett","Week 7"
22,"Florida State","4-2",628,"23","marq-burnett","Week 7"
23,"Oklahoma","3-2",476,"20","marq-burnett","Week 7"
24,"Arkansas","4-2",203,"16","marq-burnett","Week 7"
25,"North Carolina","4-2",51,"17","marq-burnett","Week 7"
1,"Alabama","6-0",1520,"1","matt-charboneau","Week 7"
2,"Ohio State","5-0",1444,"2","matt-charboneau","Week 7"
3,"Clemson","6-0",1406,"3","matt-charboneau","Week 7"
4,"Michigan","6-0",1339,"4","matt-charboneau","Week 7"
5,"Washington","6-0",1286,"5","matt-charboneau","Week 7"
6,"Texas A&M","6-0",1202,"8","matt-charboneau","Week 7"
7,"Louisville","4-1",1193,"7","matt-charboneau","Week 7"
8,"Baylor","5-0",934,"13","matt-charboneau","Week 7"
9,"Nebraska","5-0",958,"12","matt-charboneau","Week 7"
10,"Wisconsin","4-1",1020,"11","matt-charboneau","Week 7"
11,"Boise State","5-0",590,"19","matt-charboneau","Week 7"
12,"Mississippi","3-2",800,"14","matt-charboneau","Week 7"
13,"Houston","5-1",701,"6","matt-charboneau","Week 7"
14,"Tennessee","5-1",962,"9","matt-charboneau","Week 7"
15,"Oklahoma","3-2",476,"20","matt-charboneau","Week 7"
16,"Oklahoma State","4-2",48,"-","matt-charboneau","Week 7"
17,"Florida State","4-2",628,"23","matt-charboneau","Week 7"
18,"Miami","4-1",576,"10","matt-charboneau","Week 7"
19,"Florida","4-1",483,"18","matt-charboneau","Week 7"
20,"LSU","3-2",50,"-","matt-charboneau","Week 7"
21,"Western Michigan","6-0",154,"-","matt-charboneau","Week 7"
22,"Virginia Tech","4-1",546,"25","matt-charboneau","Week 7"
23,"Utah","5-1",287,"24","matt-charboneau","Week 7"
24,"Georgia","4-2",59,"-","matt-charboneau","Week 7"
25,"Arizona State","5-1",53,"-","matt-charboneau","Week 7"
1,"Alabama","6-0",1520,"1","matt-galloway","Week 7"
2,"Ohio State","5-0",1444,"2","matt-galloway","Week 7"
3,"Clemson","6-0",1406,"3","matt-galloway","Week 7"
4,"Michigan","6-0",1339,"4","matt-galloway","Week 7"
5,"Washington","6-0",1286,"5","matt-galloway","Week 7"
6,"Texas A&M","6-0",1202,"8","matt-galloway","Week 7"
7,"Nebraska","5-0",958,"12","matt-galloway","Week 7"
8,"Louisville","4-1",1193,"7","matt-galloway","Week 7"
9,"Tennessee","5-1",962,"9","matt-galloway","Week 7"
10,"Wisconsin","4-1",1020,"11","matt-galloway","Week 7"
11,"Baylor","5-0",934,"13","matt-galloway","Week 7"
12,"Houston","5-1",701,"6","matt-galloway","Week 7"
13,"Mississippi","3-2",800,"14","matt-galloway","Week 7"
14,"Florida State","4-2",628,"23","matt-galloway","Week 7"
15,"Miami","4-1",576,"10","matt-galloway","Week 7"
16,"West Virginia","4-0",424,"22","matt-galloway","Week 7"
17,"Oklahoma","3-2",476,"20","matt-galloway","Week 7"
18,"LSU","3-2",50,"-","matt-galloway","Week 7"
19,"Florida","4-1",483,"18","matt-galloway","Week 7"
20,"Virginia Tech","4-1",546,"25","matt-galloway","Week 7"
21,"Utah","5-1",287,"24","matt-galloway","Week 7"
22,"Arkansas","4-2",203,"16","matt-galloway","Week 7"
23,"Boise State","5-0",590,"19","matt-galloway","Week 7"
24,"Auburn","4-2",166,"-","matt-galloway","Week 7"
25,"Western Michigan","6-0",154,"-","matt-galloway","Week 7"
1,"Alabama","6-0",1520,"1","matt-mccoy","Week 7"
2,"Ohio State","5-0",1444,"2","matt-mccoy","Week 7"
3,"Clemson","6-0",1406,"3","matt-mccoy","Week 7"
4,"Michigan","6-0",1339,"4","matt-mccoy","Week 7"
5,"Washington","6-0",1286,"5","matt-mccoy","Week 7"
6,"Louisville","4-1",1193,"7","matt-mccoy","Week 7"
7,"Texas A&M","6-0",1202,"8","matt-mccoy","Week 7"
8,"Wisconsin","4-1",1020,"11","matt-mccoy","Week 7"
9,"Nebraska","5-0",958,"12","matt-mccoy","Week 7"
10,"Tennessee","5-1",962,"9","matt-mccoy","Week 7"
11,"Houston","5-1",701,"6","matt-mccoy","Week 7"
12,"Baylor","5-0",934,"13","matt-mccoy","Week 7"
13,"Oklahoma","3-2",476,"20","matt-mccoy","Week 7"
14,"Virginia Tech","4-1",546,"25","matt-mccoy","Week 7"
15,"Florida State","4-2",628,"23","matt-mccoy","Week 7"
16,"Mississippi","3-2",800,"14","matt-mccoy","Week 7"
17,"Miami","4-1",576,"10","matt-mccoy","Week 7"
18,"Boise State","5-0",590,"19","matt-mccoy","Week 7"
19,"Florida","4-1",483,"18","matt-mccoy","Week 7"
20,"West Virginia","4-0",424,"22","matt-mccoy","Week 7"
21,"Auburn","4-2",166,"-","matt-mccoy","Week 7"
22,"Utah","5-1",287,"24","matt-mccoy","Week 7"
23,"Navy","4-1",122,"-","matt-mccoy","Week 7"
24,"Arkansas","4-2",203,"16","matt-mccoy","Week 7"
25,"North Carolina","4-2",51,"17","matt-mccoy","Week 7"
1,"Alabama","6-0",1520,"1","matt-porter","Week 7"
2,"Ohio State","5-0",1444,"2","matt-porter","Week 7"
3,"Michigan","6-0",1339,"4","matt-porter","Week 7"
4,"Clemson","6-0",1406,"3","matt-porter","Week 7"
5,"Washington","6-0",1286,"5","matt-porter","Week 7"
6,"Louisville","4-1",1193,"7","matt-porter","Week 7"
7,"Texas A&M","6-0",1202,"8","matt-porter","Week 7"
8,"Wisconsin","4-1",1020,"11","matt-porter","Week 7"
9,"Tennessee","5-1",962,"9","matt-porter","Week 7"
10,"Baylor","5-0",934,"13","matt-porter","Week 7"
11,"Mississippi","3-2",800,"14","matt-porter","Week 7"
12,"Houston","5-1",701,"6","matt-porter","Week 7"
13,"Oklahoma","3-2",476,"20","matt-porter","Week 7"
14,"Florida State","4-2",628,"23","matt-porter","Week 7"
15,"Miami","4-1",576,"10","matt-porter","Week 7"
16,"Nebraska","5-0",958,"12","matt-porter","Week 7"
17,"Arkansas","4-2",203,"16","matt-porter","Week 7"
18,"Virginia Tech","4-1",546,"25","matt-porter","Week 7"
19,"Boise State","5-0",590,"19","matt-porter","Week 7"
20,"Utah","5-1",287,"24","matt-porter","Week 7"
21,"Auburn","4-2",166,"-","matt-porter","Week 7"
22,"West Virginia","4-0",424,"22","matt-porter","Week 7"
23,"LSU","3-2",50,"-","matt-porter","Week 7"
24,"Florida","4-1",483,"18","matt-porter","Week 7"
25,"Western Michigan","6-0",154,"-","matt-porter","Week 7"
1,"Alabama","6-0",1520,"1","michael-bonner","Week 7"
2,"Ohio State","5-0",1444,"2","michael-bonner","Week 7"
3,"Clemson","6-0",1406,"3","michael-bonner","Week 7"
4,"Washington","6-0",1286,"5","michael-bonner","Week 7"
5,"Michigan","6-0",1339,"4","michael-bonner","Week 7"
6,"Texas A&M","6-0",1202,"8","michael-bonner","Week 7"
7,"Louisville","4-1",1193,"7","michael-bonner","Week 7"
8,"Wisconsin","4-1",1020,"11","michael-bonner","Week 7"
9,"Tennessee","5-1",962,"9","michael-bonner","Week 7"
10,"Baylor","5-0",934,"13","michael-bonner","Week 7"
11,"Florida State","4-2",628,"23","michael-bonner","Week 7"
12,"Miami","4-1",576,"10","michael-bonner","Week 7"
13,"Mississippi","3-2",800,"14","michael-bonner","Week 7"
14,"Virginia Tech","4-1",546,"25","michael-bonner","Week 7"
15,"Nebraska","5-0",958,"12","michael-bonner","Week 7"
16,"Florida","4-1",483,"18","michael-bonner","Week 7"
17,"Arkansas","4-2",203,"16","michael-bonner","Week 7"
18,"Houston","5-1",701,"6","michael-bonner","Week 7"
19,"Auburn","4-2",166,"-","michael-bonner","Week 7"
20,"Oklahoma","3-2",476,"20","michael-bonner","Week 7"
21,"Western Michigan","6-0",154,"-","michael-bonner","Week 7"
22,"Boise State","5-0",590,"19","michael-bonner","Week 7"
23,"Stanford","3-2",26,"15","michael-bonner","Week 7"
24,"Air Force","4-1",2,"-","michael-bonner","Week 7"
25,"Navy","4-1",122,"-","michael-bonner","Week 7"
1,"Alabama","6-0",1520,"1","michael-lev","Week 7"
2,"Ohio State","5-0",1444,"2","michael-lev","Week 7"
3,"Clemson","6-0",1406,"3","michael-lev","Week 7"
4,"Washington","6-0",1286,"5","michael-lev","Week 7"
5,"Louisville","4-1",1193,"7","michael-lev","Week 7"
6,"Michigan","6-0",1339,"4","michael-lev","Week 7"
7,"Texas A&M","6-0",1202,"8","michael-lev","Week 7"
8,"Wisconsin","4-1",1020,"11","michael-lev","Week 7"
9,"Baylor","5-0",934,"13","michael-lev","Week 7"
10,"Nebraska","5-0",958,"12","michael-lev","Week 7"
11,"Tennessee","5-1",962,"9","michael-lev","Week 7"
12,"West Virginia","4-0",424,"22","michael-lev","Week 7"
13,"Boise State","5-0",590,"19","michael-lev","Week 7"
14,"Virginia Tech","4-1",546,"25","michael-lev","Week 7"
15,"Florida State","4-2",628,"23","michael-lev","Week 7"
16,"Miami","4-1",576,"10","michael-lev","Week 7"
17,"Mississippi","3-2",800,"14","michael-lev","Week 7"
18,"Navy","4-1",122,"-","michael-lev","Week 7"
19,"Houston","5-1",701,"6","michael-lev","Week 7"
20,"Auburn","4-2",166,"-","michael-lev","Week 7"
21,"Utah","5-1",287,"24","michael-lev","Week 7"
22,"LSU","3-2",50,"-","michael-lev","Week 7"
23,"Western Michigan","6-0",154,"-","michael-lev","Week 7"
24,"Colorado","4-2",22,"21","michael-lev","Week 7"
25,"Arizona State","5-1",53,"-","michael-lev","Week 7"
1,"Alabama","6-0",1520,"1","mike-barber","Week 7"
2,"Clemson","6-0",1406,"3","mike-barber","Week 7"
3,"Ohio State","5-0",1444,"2","mike-barber","Week 7"
4,"Michigan","6-0",1339,"4","mike-barber","Week 7"
5,"Washington","6-0",1286,"5","mike-barber","Week 7"
6,"Texas A&M","6-0",1202,"8","mike-barber","Week 7"
7,"Louisville","4-1",1193,"7","mike-barber","Week 7"
8,"Nebraska","5-0",958,"12","mike-barber","Week 7"
9,"Wisconsin","4-1",1020,"11","mike-barber","Week 7"
10,"Baylor","5-0",934,"13","mike-barber","Week 7"
11,"Boise State","5-0",590,"19","mike-barber","Week 7"
12,"Tennessee","5-1",962,"9","mike-barber","Week 7"
13,"Florida State","4-2",628,"23","mike-barber","Week 7"
14,"Florida","4-1",483,"18","mike-barber","Week 7"
15,"Miami","4-1",576,"10","mike-barber","Week 7"
16,"Houston","5-1",701,"6","mike-barber","Week 7"
17,"Virginia Tech","4-1",546,"25","mike-barber","Week 7"
18,"Stanford","3-2",26,"15","mike-barber","Week 7"
19,"Arkansas","4-2",203,"16","mike-barber","Week 7"
20,"West Virginia","4-0",424,"22","mike-barber","Week 7"
21,"Mississippi","3-2",800,"14","mike-barber","Week 7"
22,"Arizona State","5-1",53,"-","mike-barber","Week 7"
23,"North Carolina","4-2",51,"17","mike-barber","Week 7"
24,"Oklahoma","3-2",476,"20","mike-barber","Week 7"
25,"Navy","4-1",122,"-","mike-barber","Week 7"
1,"Alabama","6-0",1520,"1","mitch-vingle","Week 7"
2,"Ohio State","5-0",1444,"2","mitch-vingle","Week 7"
3,"Clemson","6-0",1406,"3","mitch-vingle","Week 7"
4,"Michigan","6-0",1339,"4","mitch-vingle","Week 7"
5,"Washington","6-0",1286,"5","mitch-vingle","Week 7"
6,"Texas A&M","6-0",1202,"8","mitch-vingle","Week 7"
7,"Louisville","4-1",1193,"7","mitch-vingle","Week 7"
8,"Wisconsin","4-1",1020,"11","mitch-vingle","Week 7"
9,"Nebraska","5-0",958,"12","mitch-vingle","Week 7"
10,"Baylor","5-0",934,"13","mitch-vingle","Week 7"
11,"Tennessee","5-1",962,"9","mitch-vingle","Week 7"
12,"Auburn","4-2",166,"-","mitch-vingle","Week 7"
13,"Florida","4-1",483,"18","mitch-vingle","Week 7"
14,"Boise State","5-0",590,"19","mitch-vingle","Week 7"
15,"Houston","5-1",701,"6","mitch-vingle","Week 7"
16,"Oklahoma","3-2",476,"20","mitch-vingle","Week 7"
17,"West Virginia","4-0",424,"22","mitch-vingle","Week 7"
18,"Mississippi","3-2",800,"14","mitch-vingle","Week 7"
19,"Virginia Tech","4-1",546,"25","mitch-vingle","Week 7"
20,"Arkansas","4-2",203,"16","mitch-vingle","Week 7"
21,"Utah","5-1",287,"24","mitch-vingle","Week 7"
22,"North Carolina","4-2",51,"17","mitch-vingle","Week 7"
23,"Florida State","4-2",628,"23","mitch-vingle","Week 7"
24,"Miami","4-1",576,"10","mitch-vingle","Week 7"
25,"LSU","3-2",50,"-","mitch-vingle","Week 7"
1,"Alabama","6-0",1520,"1","nathan-deen","Week 7"
2,"Michigan","6-0",1339,"4","nathan-deen","Week 7"
3,"Clemson","6-0",1406,"3","nathan-deen","Week 7"
4,"Washington","6-0",1286,"5","nathan-deen","Week 7"
5,"Ohio State","5-0",1444,"2","nathan-deen","Week 7"
6,"Texas A&M","6-0",1202,"8","nathan-deen","Week 7"
7,"Louisville","4-1",1193,"7","nathan-deen","Week 7"
8,"Wisconsin","4-1",1020,"11","nathan-deen","Week 7"
9,"Nebraska","5-0",958,"12","nathan-deen","Week 7"
10,"Baylor","5-0",934,"13","nathan-deen","Week 7"
11,"Tennessee","5-1",962,"9","nathan-deen","Week 7"
12,"Mississippi","3-2",800,"14","nathan-deen","Week 7"
13,"Virginia Tech","4-1",546,"25","nathan-deen","Week 7"
14,"Auburn","4-2",166,"-","nathan-deen","Week 7"
15,"Boise State","5-0",590,"19","nathan-deen","Week 7"
16,"Navy","4-1",122,"-","nathan-deen","Week 7"
17,"Houston","5-1",701,"6","nathan-deen","Week 7"
18,"Miami","4-1",576,"10","nathan-deen","Week 7"
19,"Oklahoma","3-2",476,"20","nathan-deen","Week 7"
20,"Western Michigan","6-0",154,"-","nathan-deen","Week 7"
21,"Utah","5-1",287,"24","nathan-deen","Week 7"
22,"Florida","4-1",483,"18","nathan-deen","Week 7"
23,"Florida State","4-2",628,"23","nathan-deen","Week 7"
24,"Arkansas","4-2",203,"16","nathan-deen","Week 7"
25,"South Florida","5-1",20,"-","nathan-deen","Week 7"
1,"Alabama","6-0",1520,"1","pat-caputo","Week 7"
2,"Ohio State","5-0",1444,"2","pat-caputo","Week 7"
3,"Clemson","6-0",1406,"3","pat-caputo","Week 7"
4,"Michigan","6-0",1339,"4","pat-caputo","Week 7"
5,"Washington","6-0",1286,"5","pat-caputo","Week 7"
6,"Texas A&M","6-0",1202,"8","pat-caputo","Week 7"
7,"Baylor","5-0",934,"13","pat-caputo","Week 7"
8,"Louisville","4-1",1193,"7","pat-caputo","Week 7"
9,"Wisconsin","4-1",1020,"11","pat-caputo","Week 7"
10,"Nebraska","5-0",958,"12","pat-caputo","Week 7"
11,"Tennessee","5-1",962,"9","pat-caputo","Week 7"
12,"North Carolina","4-2",51,"17","pat-caputo","Week 7"
13,"Oklahoma","3-2",476,"20","pat-caputo","Week 7"
14,"Mississippi","3-2",800,"14","pat-caputo","Week 7"
15,"TCU","4-2",14,"-","pat-caputo","Week 7"
16,"Florida","4-1",483,"18","pat-caputo","Week 7"
17,"Utah","5-1",287,"24","pat-caputo","Week 7"
18,"Boise State","5-0",590,"19","pat-caputo","Week 7"
19,"West Virginia","4-0",424,"22","pat-caputo","Week 7"
20,"Houston","5-1",701,"6","pat-caputo","Week 7"
21,"Arizona State","5-1",53,"-","pat-caputo","Week 7"
22,"Virginia Tech","4-1",546,"25","pat-caputo","Week 7"
23,"Florida State","4-2",628,"23","pat-caputo","Week 7"
24,"Miami","4-1",576,"10","pat-caputo","Week 7"
25,"Western Michigan","6-0",154,"-","pat-caputo","Week 7"
1,"Alabama","6-0",1520,"1","patrick-brown","Week 7"
2,"Ohio State","5-0",1444,"2","patrick-brown","Week 7"
3,"Michigan","6-0",1339,"4","patrick-brown","Week 7"
4,"Clemson","6-0",1406,"3","patrick-brown","Week 7"
5,"Washington","6-0",1286,"5","patrick-brown","Week 7"
6,"Louisville","4-1",1193,"7","patrick-brown","Week 7"
7,"Texas A&M","6-0",1202,"8","patrick-brown","Week 7"
8,"Wisconsin","4-1",1020,"11","patrick-brown","Week 7"
9,"Tennessee","5-1",962,"9","patrick-brown","Week 7"
10,"Mississippi","3-2",800,"14","patrick-brown","Week 7"
11,"Baylor","5-0",934,"13","patrick-brown","Week 7"
12,"Nebraska","5-0",958,"12","patrick-brown","Week 7"
13,"Florida State","4-2",628,"23","patrick-brown","Week 7"
14,"Virginia Tech","4-1",546,"25","patrick-brown","Week 7"
15,"Miami","4-1",576,"10","patrick-brown","Week 7"
16,"Houston","5-1",701,"6","patrick-brown","Week 7"
17,"Oklahoma","3-2",476,"20","patrick-brown","Week 7"
18,"Boise State","5-0",590,"19","patrick-brown","Week 7"
19,"Auburn","4-2",166,"-","patrick-brown","Week 7"
20,"Utah","5-1",287,"24","patrick-brown","Week 7"
21,"West Virginia","4-0",424,"22","patrick-brown","Week 7"
22,"LSU","3-2",50,"-","patrick-brown","Week 7"
23,"Georgia","4-2",59,"-","patrick-brown","Week 7"
24,"Western Michigan","6-0",154,"-","patrick-brown","Week 7"
25,"Navy","4-1",122,"-","patrick-brown","Week 7"
1,"Alabama","6-0",1520,"1","pete-diprimio","Week 7"
2,"Ohio State","5-0",1444,"2","pete-diprimio","Week 7"
3,"Clemson","6-0",1406,"3","pete-diprimio","Week 7"
4,"Washington","6-0",1286,"5","pete-diprimio","Week 7"
5,"Michigan","6-0",1339,"4","pete-diprimio","Week 7"
6,"Texas A&M","6-0",1202,"8","pete-diprimio","Week 7"
7,"Louisville","4-1",1193,"7","pete-diprimio","Week 7"
8,"Wisconsin","4-1",1020,"11","pete-diprimio","Week 7"
9,"Nebraska","5-0",958,"12","pete-diprimio","Week 7"
10,"Mississippi","3-2",800,"14","pete-diprimio","Week 7"
11,"Tennessee","5-1",962,"9","pete-diprimio","Week 7"
12,"Baylor","5-0",934,"13","pete-diprimio","Week 7"
13,"Florida State","4-2",628,"23","pete-diprimio","Week 7"
14,"Boise State","5-0",590,"19","pete-diprimio","Week 7"
15,"Miami","4-1",576,"10","pete-diprimio","Week 7"
16,"Virginia Tech","4-1",546,"25","pete-diprimio","Week 7"
17,"Houston","5-1",701,"6","pete-diprimio","Week 7"
18,"Oklahoma","3-2",476,"20","pete-diprimio","Week 7"
19,"Florida","4-1",483,"18","pete-diprimio","Week 7"
20,"West Virginia","4-0",424,"22","pete-diprimio","Week 7"
21,"Arkansas","4-2",203,"16","pete-diprimio","Week 7"
22,"Utah","5-1",287,"24","pete-diprimio","Week 7"
23,"Western Michigan","6-0",154,"-","pete-diprimio","Week 7"
24,"Navy","4-1",122,"-","pete-diprimio","Week 7"
25,"Arizona State","5-1",53,"-","pete-diprimio","Week 7"
1,"Alabama","6-0",1520,"1","rob-long","Week 7"
2,"Clemson","6-0",1406,"3","rob-long","Week 7"
3,"Ohio State","5-0",1444,"2","rob-long","Week 7"
4,"Michigan","6-0",1339,"4","rob-long","Week 7"
5,"Washington","6-0",1286,"5","rob-long","Week 7"
6,"Louisville","4-1",1193,"7","rob-long","Week 7"
7,"Texas A&M","6-0",1202,"8","rob-long","Week 7"
8,"Baylor","5-0",934,"13","rob-long","Week 7"
9,"Nebraska","5-0",958,"12","rob-long","Week 7"
10,"Wisconsin","4-1",1020,"11","rob-long","Week 7"
11,"Tennessee","5-1",962,"9","rob-long","Week 7"
12,"Florida","4-1",483,"18","rob-long","Week 7"
13,"Mississippi","3-2",800,"14","rob-long","Week 7"
14,"Utah","5-1",287,"24","rob-long","Week 7"
15,"Virginia Tech","4-1",546,"25","rob-long","Week 7"
16,"Boise State","5-0",590,"19","rob-long","Week 7"
17,"West Virginia","4-0",424,"22","rob-long","Week 7"
18,"Florida State","4-2",628,"23","rob-long","Week 7"
19,"Oklahoma","3-2",476,"20","rob-long","Week 7"
20,"Miami","4-1",576,"10","rob-long","Week 7"
21,"Navy","4-1",122,"-","rob-long","Week 7"
22,"Houston","5-1",701,"6","rob-long","Week 7"
23,"Washington State","3-2",9,"-","rob-long","Week 7"
24,"South Florida","5-1",20,"-","rob-long","Week 7"
25,"Western Michigan","6-0",154,"-","rob-long","Week 7"
1,"Alabama","6-0",1520,"1","robert-cessna","Week 7"
2,"Ohio State","5-0",1444,"2","robert-cessna","Week 7"
3,"Clemson","6-0",1406,"3","robert-cessna","Week 7"
4,"Michigan","6-0",1339,"4","robert-cessna","Week 7"
5,"Washington","6-0",1286,"5","robert-cessna","Week 7"
6,"Louisville","4-1",1193,"7","robert-cessna","Week 7"
7,"Texas A&M","6-0",1202,"8","robert-cessna","Week 7"
8,"Nebraska","5-0",958,"12","robert-cessna","Week 7"
9,"Tennessee","5-1",962,"9","robert-cessna","Week 7"
10,"Wisconsin","4-1",1020,"11","robert-cessna","Week 7"
11,"Mississippi","3-2",800,"14","robert-cessna","Week 7"
12,"Baylor","5-0",934,"13","robert-cessna","Week 7"
13,"Florida State","4-2",628,"23","robert-cessna","Week 7"
14,"Miami","4-1",576,"10","robert-cessna","Week 7"
15,"Houston","5-1",701,"6","robert-cessna","Week 7"
16,"Florida","4-1",483,"18","robert-cessna","Week 7"
17,"Boise State","5-0",590,"19","robert-cessna","Week 7"
18,"Utah","5-1",287,"24","robert-cessna","Week 7"
19,"Arkansas","4-2",203,"16","robert-cessna","Week 7"
20,"Oklahoma","3-2",476,"20","robert-cessna","Week 7"
21,"West Virginia","4-0",424,"22","robert-cessna","Week 7"
22,"Western Michigan","6-0",154,"-","robert-cessna","Week 7"
23,"Virginia Tech","4-1",546,"25","robert-cessna","Week 7"
24,"Auburn","4-2",166,"-","robert-cessna","Week 7"
25,"Oklahoma State","4-2",48,"-","robert-cessna","Week 7"
1,"Alabama","6-0",1520,"1","robert-gagliardi","Week 7"
2,"Clemson","6-0",1406,"3","robert-gagliardi","Week 7"
3,"Ohio State","5-0",1444,"2","robert-gagliardi","Week 7"
4,"Michigan","6-0",1339,"4","robert-gagliardi","Week 7"
5,"Washington","6-0",1286,"5","robert-gagliardi","Week 7"
6,"Texas A&M","6-0",1202,"8","robert-gagliardi","Week 7"
7,"Louisville","4-1",1193,"7","robert-gagliardi","Week 7"
8,"Nebraska","5-0",958,"12","robert-gagliardi","Week 7"
9,"Baylor","5-0",934,"13","robert-gagliardi","Week 7"
10,"Wisconsin","4-1",1020,"11","robert-gagliardi","Week 7"
11,"Tennessee","5-1",962,"9","robert-gagliardi","Week 7"
12,"Florida State","4-2",628,"23","robert-gagliardi","Week 7"
13,"Mississippi","3-2",800,"14","robert-gagliardi","Week 7"
14,"Miami","4-1",576,"10","robert-gagliardi","Week 7"
15,"Oklahoma","3-2",476,"20","robert-gagliardi","Week 7"
16,"Boise State","5-0",590,"19","robert-gagliardi","Week 7"
17,"Houston","5-1",701,"6","robert-gagliardi","Week 7"
18,"Virginia Tech","4-1",546,"25","robert-gagliardi","Week 7"
19,"Florida","4-1",483,"18","robert-gagliardi","Week 7"
20,"West Virginia","4-0",424,"22","robert-gagliardi","Week 7"
21,"Utah","5-1",287,"24","robert-gagliardi","Week 7"
22,"Oklahoma State","4-2",48,"-","robert-gagliardi","Week 7"
23,"Arkansas","4-2",203,"16","robert-gagliardi","Week 7"
24,"North Carolina","4-2",51,"17","robert-gagliardi","Week 7"
25,"Western Michigan","6-0",154,"-","robert-gagliardi","Week 7"
1,"Alabama","6-0",1520,"1","ross-dellenger","Week 7"
2,"Ohio State","5-0",1444,"2","ross-dellenger","Week 7"
3,"Clemson","6-0",1406,"3","ross-dellenger","Week 7"
4,"Washington","6-0",1286,"5","ross-dellenger","Week 7"
5,"Michigan","6-0",1339,"4","ross-dellenger","Week 7"
6,"Texas A&M","6-0",1202,"8","ross-dellenger","Week 7"
