"Rank","Team","Record","Points","PV.Rank","Voter","Week"
6,"Ohio State","8-1",1245,"6","mandy-mitchell","Week 11"
7,"Wisconsin","7-2",1159,"8","mandy-mitchell","Week 11"
8,"Oklahoma","7-2",996,"12","mandy-mitchell","Week 11"
9,"Auburn","7-2",1081,"11","mandy-mitchell","Week 11"
10,"West Virginia","7-1",805,"14","mandy-mitchell","Week 11"
11,"Texas A&M","7-2",820,"7","mandy-mitchell","Week 11"
12,"Virginia Tech","7-2",479,"23","mandy-mitchell","Week 11"
13,"North Carolina","7-2",559,"18","mandy-mitchell","Week 11"
14,"Utah","7-2",686,"16","mandy-mitchell","Week 11"
15,"Colorado","7-2",550,"21","mandy-mitchell","Week 11"
16,"Penn State","7-2",752,"20","mandy-mitchell","Week 11"
17,"Oklahoma State","7-2",516,"22","mandy-mitchell","Week 11"
18,"LSU","5-3",454,"15","mandy-mitchell","Week 11"
19,"Florida State","6-3",450,"19","mandy-mitchell","Week 11"
20,"Washington State","7-2",305,"25","mandy-mitchell","Week 11"
21,"Florida","6-2",390,"10","mandy-mitchell","Week 11"
22,"Western Michigan","9-0",583,"17","mandy-mitchell","Week 11"
23,"USC","6-3",76,"-","mandy-mitchell","Week 11"
24,"Troy","7-1",28,"-","mandy-mitchell","Week 11"
25,"Boise State","8-1",226,"24","mandy-mitchell","Week 11"
1,"Alabama","9-0",1524,"1","marc-weiszer","Week 11"
2,"Michigan","9-0",1432,"2","marc-weiszer","Week 11"
3,"Clemson","9-0",1408,"3","marc-weiszer","Week 11"
4,"Washington","9-0",1364,"4","marc-weiszer","Week 11"
5,"Ohio State","8-1",1245,"6","marc-weiszer","Week 11"
6,"Louisville","8-1",1255,"5","marc-weiszer","Week 11"
7,"Wisconsin","7-2",1159,"8","marc-weiszer","Week 11"
8,"Oklahoma","7-2",996,"12","marc-weiszer","Week 11"
9,"Auburn","7-2",1081,"11","marc-weiszer","Week 11"
10,"Utah","7-2",686,"16","marc-weiszer","Week 11"
11,"West Virginia","7-1",805,"14","marc-weiszer","Week 11"
12,"Texas A&M","7-2",820,"7","marc-weiszer","Week 11"
13,"Florida State","6-3",450,"19","marc-weiszer","Week 11"
14,"Penn State","7-2",752,"20","marc-weiszer","Week 11"
15,"LSU","5-3",454,"15","marc-weiszer","Week 11"
16,"North Carolina","7-2",559,"18","marc-weiszer","Week 11"
17,"Western Michigan","9-0",583,"17","marc-weiszer","Week 11"
18,"Colorado","7-2",550,"21","marc-weiszer","Week 11"
19,"Virginia Tech","7-2",479,"23","marc-weiszer","Week 11"
20,"Washington State","7-2",305,"25","marc-weiszer","Week 11"
21,"Florida","6-2",390,"10","marc-weiszer","Week 11"
22,"Nebraska","7-2",434,"9","marc-weiszer","Week 11"
23,"Boise State","8-1",226,"24","marc-weiszer","Week 11"
24,"Oklahoma State","7-2",516,"22","marc-weiszer","Week 11"
25,"USC","6-3",76,"-","marc-weiszer","Week 11"
1,"Alabama","9-0",1524,"1","marq-burnett","Week 11"
2,"Michigan","9-0",1432,"2","marq-burnett","Week 11"
3,"Washington","9-0",1364,"4","marq-burnett","Week 11"
4,"Clemson","9-0",1408,"3","marq-burnett","Week 11"
5,"Louisville","8-1",1255,"5","marq-burnett","Week 11"
6,"Ohio State","8-1",1245,"6","marq-burnett","Week 11"
7,"Wisconsin","7-2",1159,"8","marq-burnett","Week 11"
8,"Auburn","7-2",1081,"11","marq-burnett","Week 11"
9,"Oklahoma","7-2",996,"12","marq-burnett","Week 11"
10,"West Virginia","7-1",805,"14","marq-burnett","Week 11"
11,"Penn State","7-2",752,"20","marq-burnett","Week 11"
12,"Colorado","7-2",550,"21","marq-burnett","Week 11"
13,"Oklahoma State","7-2",516,"22","marq-burnett","Week 11"
14,"Virginia Tech","7-2",479,"23","marq-burnett","Week 11"
15,"North Carolina","7-2",559,"18","marq-burnett","Week 11"
16,"Western Michigan","9-0",583,"17","marq-burnett","Week 11"
17,"Texas A&M","7-2",820,"7","marq-burnett","Week 11"
18,"Nebraska","7-2",434,"9","marq-burnett","Week 11"
19,"Florida","6-2",390,"10","marq-burnett","Week 11"
20,"Baylor","6-2",90,"13","marq-burnett","Week 11"
21,"Troy","7-1",28,"-","marq-burnett","Week 11"
22,"Utah","7-2",686,"16","marq-burnett","Week 11"
23,"Washington State","7-2",305,"25","marq-burnett","Week 11"
24,"Boise State","8-1",226,"24","marq-burnett","Week 11"
25,"Florida State","6-3",450,"19","marq-burnett","Week 11"
1,"Alabama","9-0",1524,"1","matt-charboneau","Week 11"
2,"Clemson","9-0",1408,"3","matt-charboneau","Week 11"
3,"Michigan","9-0",1432,"2","matt-charboneau","Week 11"
4,"Washington","9-0",1364,"4","matt-charboneau","Week 11"
5,"Louisville","8-1",1255,"5","matt-charboneau","Week 11"
6,"Ohio State","8-1",1245,"6","matt-charboneau","Week 11"
7,"Wisconsin","7-2",1159,"8","matt-charboneau","Week 11"
8,"Oklahoma","7-2",996,"12","matt-charboneau","Week 11"
9,"Florida State","6-3",450,"19","matt-charboneau","Week 11"
10,"Oklahoma State","7-2",516,"22","matt-charboneau","Week 11"
11,"Auburn","7-2",1081,"11","matt-charboneau","Week 11"
12,"Florida","6-2",390,"10","matt-charboneau","Week 11"
13,"LSU","5-3",454,"15","matt-charboneau","Week 11"
14,"Texas A&M","7-2",820,"7","matt-charboneau","Week 11"
15,"Western Michigan","9-0",583,"17","matt-charboneau","Week 11"
16,"West Virginia","7-1",805,"14","matt-charboneau","Week 11"
17,"Colorado","7-2",550,"21","matt-charboneau","Week 11"
18,"Penn State","7-2",752,"20","matt-charboneau","Week 11"
19,"North Carolina","7-2",559,"18","matt-charboneau","Week 11"
20,"Utah","7-2",686,"16","matt-charboneau","Week 11"
21,"Arkansas","6-3",74,"-","matt-charboneau","Week 11"
22,"Boise State","8-1",226,"24","matt-charboneau","Week 11"
23,"Baylor","6-2",90,"13","matt-charboneau","Week 11"
24,"Nebraska","7-2",434,"9","matt-charboneau","Week 11"
25,"Houston","7-2",25,"-","matt-charboneau","Week 11"
1,"Alabama","9-0",1524,"1","matt-galloway","Week 11"
2,"Clemson","9-0",1408,"3","matt-galloway","Week 11"
3,"Michigan","9-0",1432,"2","matt-galloway","Week 11"
4,"Washington","9-0",1364,"4","matt-galloway","Week 11"
5,"Ohio State","8-1",1245,"6","matt-galloway","Week 11"
6,"Louisville","8-1",1255,"5","matt-galloway","Week 11"
7,"Wisconsin","7-2",1159,"8","matt-galloway","Week 11"
8,"Auburn","7-2",1081,"11","matt-galloway","Week 11"
9,"Oklahoma","7-2",996,"12","matt-galloway","Week 11"
10,"West Virginia","7-1",805,"14","matt-galloway","Week 11"
11,"Utah","7-2",686,"16","matt-galloway","Week 11"
12,"Texas A&M","7-2",820,"7","matt-galloway","Week 11"
13,"Western Michigan","9-0",583,"17","matt-galloway","Week 11"
14,"North Carolina","7-2",559,"18","matt-galloway","Week 11"
15,"Colorado","7-2",550,"21","matt-galloway","Week 11"
16,"Penn State","7-2",752,"20","matt-galloway","Week 11"
17,"LSU","5-3",454,"15","matt-galloway","Week 11"
18,"Florida State","6-3",450,"19","matt-galloway","Week 11"
19,"Washington State","7-2",305,"25","matt-galloway","Week 11"
20,"Oklahoma State","7-2",516,"22","matt-galloway","Week 11"
21,"Virginia Tech","7-2",479,"23","matt-galloway","Week 11"
22,"Boise State","8-1",226,"24","matt-galloway","Week 11"
23,"Nebraska","7-2",434,"9","matt-galloway","Week 11"
24,"Troy","7-1",28,"-","matt-galloway","Week 11"
25,"Florida","6-2",390,"10","matt-galloway","Week 11"
1,"Alabama","9-0",1524,"1","matt-mccoy","Week 11"
2,"Clemson","9-0",1408,"3","matt-mccoy","Week 11"
3,"Michigan","9-0",1432,"2","matt-mccoy","Week 11"
4,"Washington","9-0",1364,"4","matt-mccoy","Week 11"
5,"Louisville","8-1",1255,"5","matt-mccoy","Week 11"
6,"Ohio State","8-1",1245,"6","matt-mccoy","Week 11"
7,"Wisconsin","7-2",1159,"8","matt-mccoy","Week 11"
8,"Auburn","7-2",1081,"11","matt-mccoy","Week 11"
9,"Oklahoma","7-2",996,"12","matt-mccoy","Week 11"
10,"West Virginia","7-1",805,"14","matt-mccoy","Week 11"
11,"Penn State","7-2",752,"20","matt-mccoy","Week 11"
12,"Texas A&M","7-2",820,"7","matt-mccoy","Week 11"
13,"Virginia Tech","7-2",479,"23","matt-mccoy","Week 11"
14,"North Carolina","7-2",559,"18","matt-mccoy","Week 11"
15,"LSU","5-3",454,"15","matt-mccoy","Week 11"
16,"Western Michigan","9-0",583,"17","matt-mccoy","Week 11"
17,"Utah","7-2",686,"16","matt-mccoy","Week 11"
18,"Florida","6-2",390,"10","matt-mccoy","Week 11"
19,"Nebraska","7-2",434,"9","matt-mccoy","Week 11"
20,"Florida State","6-3",450,"19","matt-mccoy","Week 11"
21,"Washington State","7-2",305,"25","matt-mccoy","Week 11"
22,"Colorado","7-2",550,"21","matt-mccoy","Week 11"
23,"Oklahoma State","7-2",516,"22","matt-mccoy","Week 11"
24,"Boise State","8-1",226,"24","matt-mccoy","Week 11"
25,"Navy","6-2",2,"-","matt-mccoy","Week 11"
1,"Alabama","9-0",1524,"1","matt-porter","Week 11"
2,"Clemson","9-0",1408,"3","matt-porter","Week 11"
3,"Michigan","9-0",1432,"2","matt-porter","Week 11"
4,"Washington","9-0",1364,"4","matt-porter","Week 11"
5,"Ohio State","8-1",1245,"6","matt-porter","Week 11"
6,"Louisville","8-1",1255,"5","matt-porter","Week 11"
7,"Wisconsin","7-2",1159,"8","matt-porter","Week 11"
8,"Auburn","7-2",1081,"11","matt-porter","Week 11"
9,"Penn State","7-2",752,"20","matt-porter","Week 11"
10,"West Virginia","7-1",805,"14","matt-porter","Week 11"
11,"Oklahoma","7-2",996,"12","matt-porter","Week 11"
12,"Nebraska","7-2",434,"9","matt-porter","Week 11"
13,"Texas A&M","7-2",820,"7","matt-porter","Week 11"
14,"Western Michigan","9-0",583,"17","matt-porter","Week 11"
15,"Florida State","6-3",450,"19","matt-porter","Week 11"
16,"Utah","7-2",686,"16","matt-porter","Week 11"
17,"LSU","5-3",454,"15","matt-porter","Week 11"
18,"Florida","6-2",390,"10","matt-porter","Week 11"
19,"Baylor","6-2",90,"13","matt-porter","Week 11"
20,"Virginia Tech","7-2",479,"23","matt-porter","Week 11"
21,"North Carolina","7-2",559,"18","matt-porter","Week 11"
22,"Colorado","7-2",550,"21","matt-porter","Week 11"
23,"Oklahoma State","7-2",516,"22","matt-porter","Week 11"
24,"Boise State","8-1",226,"24","matt-porter","Week 11"
25,"Minnesota","7-2",2,"-","matt-porter","Week 11"
1,"Alabama","9-0",1524,"1","michael-bonner","Week 11"
2,"Michigan","9-0",1432,"2","michael-bonner","Week 11"
3,"Washington","9-0",1364,"4","michael-bonner","Week 11"
4,"Clemson","9-0",1408,"3","michael-bonner","Week 11"
5,"Louisville","8-1",1255,"5","michael-bonner","Week 11"
6,"Ohio State","8-1",1245,"6","michael-bonner","Week 11"
7,"Wisconsin","7-2",1159,"8","michael-bonner","Week 11"
8,"Auburn","7-2",1081,"11","michael-bonner","Week 11"
9,"Oklahoma","7-2",996,"12","michael-bonner","Week 11"
10,"West Virginia","7-1",805,"14","michael-bonner","Week 11"
11,"Colorado","7-2",550,"21","michael-bonner","Week 11"
12,"Nebraska","7-2",434,"9","michael-bonner","Week 11"
13,"Baylor","6-2",90,"13","michael-bonner","Week 11"
14,"Florida","6-2",390,"10","michael-bonner","Week 11"
15,"Western Michigan","9-0",583,"17","michael-bonner","Week 11"
16,"Boise State","8-1",226,"24","michael-bonner","Week 11"
17,"Utah","7-2",686,"16","michael-bonner","Week 11"
18,"LSU","5-3",454,"15","michael-bonner","Week 11"
19,"Texas A&M","7-2",820,"7","michael-bonner","Week 11"
20,"Florida State","6-3",450,"19","michael-bonner","Week 11"
21,"Oklahoma State","7-2",516,"22","michael-bonner","Week 11"
22,"North Carolina","7-2",559,"18","michael-bonner","Week 11"
23,"Penn State","7-2",752,"20","michael-bonner","Week 11"
24,"Virginia Tech","7-2",479,"23","michael-bonner","Week 11"
25,"Houston","7-2",25,"-","michael-bonner","Week 11"
1,"Alabama","9-0",1524,"1","michael-lev","Week 11"
2,"Washington","9-0",1364,"4","michael-lev","Week 11"
3,"Michigan","9-0",1432,"2","michael-lev","Week 11"
4,"Clemson","9-0",1408,"3","michael-lev","Week 11"
5,"Louisville","8-1",1255,"5","michael-lev","Week 11"
6,"Ohio State","8-1",1245,"6","michael-lev","Week 11"
7,"Wisconsin","7-2",1159,"8","michael-lev","Week 11"
8,"Auburn","7-2",1081,"11","michael-lev","Week 11"
9,"West Virginia","7-1",805,"14","michael-lev","Week 11"
10,"Texas A&M","7-2",820,"7","michael-lev","Week 11"
11,"Florida State","6-3",450,"19","michael-lev","Week 11"
12,"Oklahoma","7-2",996,"12","michael-lev","Week 11"
13,"Colorado","7-2",550,"21","michael-lev","Week 11"
14,"Utah","7-2",686,"16","michael-lev","Week 11"
15,"Western Michigan","9-0",583,"17","michael-lev","Week 11"
16,"Penn State","7-2",752,"20","michael-lev","Week 11"
17,"Virginia Tech","7-2",479,"23","michael-lev","Week 11"
18,"North Carolina","7-2",559,"18","michael-lev","Week 11"
19,"Washington State","7-2",305,"25","michael-lev","Week 11"
20,"Oklahoma State","7-2",516,"22","michael-lev","Week 11"
21,"USC","6-3",76,"-","michael-lev","Week 11"
22,"Boise State","8-1",226,"24","michael-lev","Week 11"
23,"Florida","6-2",390,"10","michael-lev","Week 11"
24,"San Diego State","8-1",38,"-","michael-lev","Week 11"
25,"Nebraska","7-2",434,"9","michael-lev","Week 11"
1,"Alabama","9-0",1524,"1","mike-barber","Week 11"
2,"Clemson","9-0",1408,"3","mike-barber","Week 11"
3,"Michigan","9-0",1432,"2","mike-barber","Week 11"
4,"Washington","9-0",1364,"4","mike-barber","Week 11"
5,"Louisville","8-1",1255,"5","mike-barber","Week 11"
6,"Ohio State","8-1",1245,"6","mike-barber","Week 11"
7,"Auburn","7-2",1081,"11","mike-barber","Week 11"
8,"West Virginia","7-1",805,"14","mike-barber","Week 11"
9,"Penn State","7-2",752,"20","mike-barber","Week 11"
10,"Wisconsin","7-2",1159,"8","mike-barber","Week 11"
11,"Texas A&M","7-2",820,"7","mike-barber","Week 11"
12,"Utah","7-2",686,"16","mike-barber","Week 11"
13,"Oklahoma","7-2",996,"12","mike-barber","Week 11"
14,"Nebraska","7-2",434,"9","mike-barber","Week 11"
15,"Boise State","8-1",226,"24","mike-barber","Week 11"
16,"Florida","6-2",390,"10","mike-barber","Week 11"
17,"Baylor","6-2",90,"13","mike-barber","Week 11"
18,"Tennessee","6-3",9,"-","mike-barber","Week 11"
19,"Virginia Tech","7-2",479,"23","mike-barber","Week 11"
20,"Western Michigan","9-0",583,"17","mike-barber","Week 11"
21,"Oklahoma State","7-2",516,"22","mike-barber","Week 11"
22,"Washington State","7-2",305,"25","mike-barber","Week 11"
23,"North Carolina","7-2",559,"18","mike-barber","Week 11"
24,"Colorado","7-2",550,"21","mike-barber","Week 11"
25,"LSU","5-3",454,"15","mike-barber","Week 11"
1,"Alabama","9-0",1524,"1","mitch-vingle","Week 11"
2,"Michigan","9-0",1432,"2","mitch-vingle","Week 11"
3,"Clemson","9-0",1408,"3","mitch-vingle","Week 11"
4,"Washington","9-0",1364,"4","mitch-vingle","Week 11"
5,"Louisville","8-1",1255,"5","mitch-vingle","Week 11"
6,"Ohio State","8-1",1245,"6","mitch-vingle","Week 11"
7,"Wisconsin","7-2",1159,"8","mitch-vingle","Week 11"
8,"Auburn","7-2",1081,"11","mitch-vingle","Week 11"
9,"West Virginia","7-1",805,"14","mitch-vingle","Week 11"
10,"Oklahoma","7-2",996,"12","mitch-vingle","Week 11"
11,"Texas A&M","7-2",820,"7","mitch-vingle","Week 11"
12,"Utah","7-2",686,"16","mitch-vingle","Week 11"
13,"LSU","5-3",454,"15","mitch-vingle","Week 11"
14,"Western Michigan","9-0",583,"17","mitch-vingle","Week 11"
15,"Penn State","7-2",752,"20","mitch-vingle","Week 11"
16,"Nebraska","7-2",434,"9","mitch-vingle","Week 11"
17,"Florida","6-2",390,"10","mitch-vingle","Week 11"
18,"Oklahoma State","7-2",516,"22","mitch-vingle","Week 11"
19,"Baylor","6-2",90,"13","mitch-vingle","Week 11"
20,"Virginia Tech","7-2",479,"23","mitch-vingle","Week 11"
21,"North Carolina","7-2",559,"18","mitch-vingle","Week 11"
22,"Florida State","6-3",450,"19","mitch-vingle","Week 11"
23,"Washington State","7-2",305,"25","mitch-vingle","Week 11"
24,"Boise State","8-1",226,"24","mitch-vingle","Week 11"
25,"Colorado","7-2",550,"21","mitch-vingle","Week 11"
1,"Alabama","9-0",1524,"1","nathan-deen","Week 11"
2,"Clemson","9-0",1408,"3","nathan-deen","Week 11"
3,"Michigan","9-0",1432,"2","nathan-deen","Week 11"
4,"Washington","9-0",1364,"4","nathan-deen","Week 11"
5,"Louisville","8-1",1255,"5","nathan-deen","Week 11"
6,"Ohio State","8-1",1245,"6","nathan-deen","Week 11"
7,"Wisconsin","7-2",1159,"8","nathan-deen","Week 11"
8,"Auburn","7-2",1081,"11","nathan-deen","Week 11"
9,"Oklahoma","7-2",996,"12","nathan-deen","Week 11"
10,"Penn State","7-2",752,"20","nathan-deen","Week 11"
11,"Utah","7-2",686,"16","nathan-deen","Week 11"
12,"Virginia Tech","7-2",479,"23","nathan-deen","Week 11"
13,"North Carolina","7-2",559,"18","nathan-deen","Week 11"
14,"Washington State","7-2",305,"25","nathan-deen","Week 11"
15,"Colorado","7-2",550,"21","nathan-deen","Week 11"
16,"West Virginia","7-1",805,"14","nathan-deen","Week 11"
17,"Texas A&M","7-2",820,"7","nathan-deen","Week 11"
18,"Western Michigan","9-0",583,"17","nathan-deen","Week 11"
19,"Nebraska","7-2",434,"9","nathan-deen","Week 11"
20,"Oklahoma State","7-2",516,"22","nathan-deen","Week 11"
21,"USC","6-3",76,"-","nathan-deen","Week 11"
22,"Florida State","6-3",450,"19","nathan-deen","Week 11"
23,"Houston","7-2",25,"-","nathan-deen","Week 11"
24,"Boise State","8-1",226,"24","nathan-deen","Week 11"
25,"LSU","5-3",454,"15","nathan-deen","Week 11"
1,"Alabama","9-0",1524,"1","pat-caputo","Week 11"
2,"Michigan","9-0",1432,"2","pat-caputo","Week 11"
3,"Washington","9-0",1364,"4","pat-caputo","Week 11"
4,"Clemson","9-0",1408,"3","pat-caputo","Week 11"
5,"Louisville","8-1",1255,"5","pat-caputo","Week 11"
6,"Ohio State","8-1",1245,"6","pat-caputo","Week 11"
7,"Wisconsin","7-2",1159,"8","pat-caputo","Week 11"
8,"Auburn","7-2",1081,"11","pat-caputo","Week 11"
9,"Oklahoma","7-2",996,"12","pat-caputo","Week 11"
10,"Colorado","7-2",550,"21","pat-caputo","Week 11"
11,"Penn State","7-2",752,"20","pat-caputo","Week 11"
12,"Washington State","7-2",305,"25","pat-caputo","Week 11"
13,"Florida State","6-3",450,"19","pat-caputo","Week 11"
14,"Texas A&M","7-2",820,"7","pat-caputo","Week 11"
15,"Florida","6-2",390,"10","pat-caputo","Week 11"
16,"West Virginia","7-1",805,"14","pat-caputo","Week 11"
17,"LSU","5-3",454,"15","pat-caputo","Week 11"
18,"Western Michigan","9-0",583,"17","pat-caputo","Week 11"
19,"Utah","7-2",686,"16","pat-caputo","Week 11"
20,"Oklahoma State","7-2",516,"22","pat-caputo","Week 11"
21,"Virginia Tech","7-2",479,"23","pat-caputo","Week 11"
22,"North Carolina","7-2",559,"18","pat-caputo","Week 11"
23,"Nebraska","7-2",434,"9","pat-caputo","Week 11"
24,"USC","6-3",76,"-","pat-caputo","Week 11"
25,"San Diego State","8-1",38,"-","pat-caputo","Week 11"
1,"Alabama","9-0",1524,"1","patrick-brown","Week 11"
2,"Clemson","9-0",1408,"3","patrick-brown","Week 11"
3,"Michigan","9-0",1432,"2","patrick-brown","Week 11"
4,"Washington","9-0",1364,"4","patrick-brown","Week 11"
5,"Ohio State","8-1",1245,"6","patrick-brown","Week 11"
6,"Louisville","8-1",1255,"5","patrick-brown","Week 11"
7,"Wisconsin","7-2",1159,"8","patrick-brown","Week 11"
8,"Auburn","7-2",1081,"11","patrick-brown","Week 11"
9,"Penn State","7-2",752,"20","patrick-brown","Week 11"
10,"Oklahoma","7-2",996,"12","patrick-brown","Week 11"
11,"Texas A&M","7-2",820,"7","patrick-brown","Week 11"
12,"Utah","7-2",686,"16","patrick-brown","Week 11"
13,"Nebraska","7-2",434,"9","patrick-brown","Week 11"
14,"Virginia Tech","7-2",479,"23","patrick-brown","Week 11"
15,"North Carolina","7-2",559,"18","patrick-brown","Week 11"
16,"USC","6-3",76,"-","patrick-brown","Week 11"
17,"Florida State","6-3",450,"19","patrick-brown","Week 11"
18,"LSU","5-3",454,"15","patrick-brown","Week 11"
19,"Oklahoma State","7-2",516,"22","patrick-brown","Week 11"
20,"Washington State","7-2",305,"25","patrick-brown","Week 11"
21,"Colorado","7-2",550,"21","patrick-brown","Week 11"
22,"Western Michigan","9-0",583,"17","patrick-brown","Week 11"
23,"Arkansas","6-3",74,"-","patrick-brown","Week 11"
24,"West Virginia","7-1",805,"14","patrick-brown","Week 11"
25,"Troy","7-1",28,"-","patrick-brown","Week 11"
1,"Alabama","9-0",1524,"1","pete-diprimio","Week 11"
2,"Washington","9-0",1364,"4","pete-diprimio","Week 11"
3,"Clemson","9-0",1408,"3","pete-diprimio","Week 11"
4,"Michigan","9-0",1432,"2","pete-diprimio","Week 11"
5,"Ohio State","8-1",1245,"6","pete-diprimio","Week 11"
6,"Wisconsin","7-2",1159,"8","pete-diprimio","Week 11"
7,"Louisville","8-1",1255,"5","pete-diprimio","Week 11"
8,"Auburn","7-2",1081,"11","pete-diprimio","Week 11"
9,"Oklahoma","7-2",996,"12","pete-diprimio","Week 11"
10,"West Virginia","7-1",805,"14","pete-diprimio","Week 11"
11,"North Carolina","7-2",559,"18","pete-diprimio","Week 11"
12,"Western Michigan","9-0",583,"17","pete-diprimio","Week 11"
13,"Utah","7-2",686,"16","pete-diprimio","Week 11"
14,"Texas A&M","7-2",820,"7","pete-diprimio","Week 11"
15,"Virginia Tech","7-2",479,"23","pete-diprimio","Week 11"
16,"Penn State","7-2",752,"20","pete-diprimio","Week 11"
17,"Oklahoma State","7-2",516,"22","pete-diprimio","Week 11"
18,"Washington State","7-2",305,"25","pete-diprimio","Week 11"
19,"Colorado","7-2",550,"21","pete-diprimio","Week 11"
20,"Boise State","8-1",226,"24","pete-diprimio","Week 11"
21,"Florida","6-2",390,"10","pete-diprimio","Week 11"
22,"Nebraska","7-2",434,"9","pete-diprimio","Week 11"
23,"San Diego State","8-1",38,"-","pete-diprimio","Week 11"
24,"Florida State","6-3",450,"19","pete-diprimio","Week 11"
25,"LSU","5-3",454,"15","pete-diprimio","Week 11"
1,"Alabama","9-0",1524,"1","rob-long","Week 11"
2,"Michigan","9-0",1432,"2","rob-long","Week 11"
3,"Clemson","9-0",1408,"3","rob-long","Week 11"
4,"Washington","9-0",1364,"4","rob-long","Week 11"
5,"Ohio State","8-1",1245,"6","rob-long","Week 11"
6,"Louisville","8-1",1255,"5","rob-long","Week 11"
7,"Wisconsin","7-2",1159,"8","rob-long","Week 11"
8,"Penn State","7-2",752,"20","rob-long","Week 11"
9,"Oklahoma","7-2",996,"12","rob-long","Week 11"
10,"Auburn","7-2",1081,"11","rob-long","Week 11"
11,"Washington State","7-2",305,"25","rob-long","Week 11"
12,"Virginia Tech","7-2",479,"23","rob-long","Week 11"
13,"Texas A&M","7-2",820,"7","rob-long","Week 11"
14,"Colorado","7-2",550,"21","rob-long","Week 11"
15,"North Carolina","7-2",559,"18","rob-long","Week 11"
16,"West Virginia","7-1",805,"14","rob-long","Week 11"
17,"Western Michigan","9-0",583,"17","rob-long","Week 11"
18,"Florida","6-2",390,"10","rob-long","Week 11"
19,"LSU","5-3",454,"15","rob-long","Week 11"
20,"Nebraska","7-2",434,"9","rob-long","Week 11"
21,"Oklahoma State","7-2",516,"22","rob-long","Week 11"
22,"Utah","7-2",686,"16","rob-long","Week 11"
23,"Baylor","6-2",90,"13","rob-long","Week 11"
24,"Boise State","8-1",226,"24","rob-long","Week 11"
25,"Florida State","6-3",450,"19","rob-long","Week 11"
1,"Alabama","9-0",1524,"1","robert-cessna","Week 11"
2,"Michigan","9-0",1432,"2","robert-cessna","Week 11"
3,"Washington","9-0",1364,"4","robert-cessna","Week 11"
4,"Clemson","9-0",1408,"3","robert-cessna","Week 11"
5,"Louisville","8-1",1255,"5","robert-cessna","Week 11"
6,"Ohio State","8-1",1245,"6","robert-cessna","Week 11"
7,"Wisconsin","7-2",1159,"8","robert-cessna","Week 11"
8,"Auburn","7-2",1081,"11","robert-cessna","Week 11"
9,"West Virginia","7-1",805,"14","robert-cessna","Week 11"
10,"Utah","7-2",686,"16","robert-cessna","Week 11"
11,"Oklahoma","7-2",996,"12","robert-cessna","Week 11"
12,"Texas A&M","7-2",820,"7","robert-cessna","Week 11"
13,"Oklahoma State","7-2",516,"22","robert-cessna","Week 11"
14,"Nebraska","7-2",434,"9","robert-cessna","Week 11"
15,"LSU","5-3",454,"15","robert-cessna","Week 11"
16,"Penn State","7-2",752,"20","robert-cessna","Week 11"
17,"Florida","6-2",390,"10","robert-cessna","Week 11"
18,"Western Michigan","9-0",583,"17","robert-cessna","Week 11"
19,"Washington State","7-2",305,"25","robert-cessna","Week 11"
20,"North Carolina","7-2",559,"18","robert-cessna","Week 11"
21,"Boise State","8-1",226,"24","robert-cessna","Week 11"
22,"Virginia Tech","7-2",479,"23","robert-cessna","Week 11"
23,"Colorado","7-2",550,"21","robert-cessna","Week 11"
24,"Florida State","6-3",450,"19","robert-cessna","Week 11"
25,"Baylor","6-2",90,"13","robert-cessna","Week 11"
1,"Alabama","9-0",1524,"1","robert-gagliardi","Week 11"
2,"Michigan","9-0",1432,"2","robert-gagliardi","Week 11"
3,"Washington","9-0",1364,"4","robert-gagliardi","Week 11"
4,"Clemson","9-0",1408,"3","robert-gagliardi","Week 11"
5,"Louisville","8-1",1255,"5","robert-gagliardi","Week 11"
6,"Ohio State","8-1",1245,"6","robert-gagliardi","Week 11"
7,"Wisconsin","7-2",1159,"8","robert-gagliardi","Week 11"
8,"Auburn","7-2",1081,"11","robert-gagliardi","Week 11"
9,"Oklahoma State","7-2",516,"22","robert-gagliardi","Week 11"
10,"Oklahoma","7-2",996,"12","robert-gagliardi","Week 11"
11,"North Carolina","7-2",559,"18","robert-gagliardi","Week 11"
12,"Penn State","7-2",752,"20","robert-gagliardi","Week 11"
13,"Colorado","7-2",550,"21","robert-gagliardi","Week 11"
14,"West Virginia","7-1",805,"14","robert-gagliardi","Week 11"
15,"Western Michigan","9-0",583,"17","robert-gagliardi","Week 11"
16,"Washington State","7-2",305,"25","robert-gagliardi","Week 11"
17,"Texas A&M","7-2",820,"7","robert-gagliardi","Week 11"
18,"Utah","7-2",686,"16","robert-gagliardi","Week 11"
19,"Virginia Tech","7-2",479,"23","robert-gagliardi","Week 11"
20,"Florida","6-2",390,"10","robert-gagliardi","Week 11"
21,"Nebraska","7-2",434,"9","robert-gagliardi","Week 11"
22,"LSU","5-3",454,"15","robert-gagliardi","Week 11"
23,"San Diego State","8-1",38,"-","robert-gagliardi","Week 11"
24,"Boise State","8-1",226,"24","robert-gagliardi","Week 11"
25,"Wyoming","7-2",2,"-","robert-gagliardi","Week 11"
1,"Alabama","9-0",1524,"1","ross-dellenger","Week 11"
2,"Clemson","9-0",1408,"3","ross-dellenger","Week 11"
3,"Michigan","9-0",1432,"2","ross-dellenger","Week 11"
4,"Ohio State","8-1",1245,"6","ross-dellenger","Week 11"
